delta,fps,pixel,timestamp,device_type,cpu,memory,consumption,gpu
46.8904972076416,15,1080,2024-02-18 13:37:36.615850,Laptop,26.8,43.93620760638096,20,0
42.74249076843262,15,1080,2024-02-18 13:37:36.682197,Laptop,51.0,44.053968085865755,22,0
36.62681579589844,15,1080,2024-02-18 13:37:36.746282,Laptop,51.5,44.06948519443011,22,0
36.602020263671875,15,1080,2024-02-18 13:37:36.816249,Laptop,50.9,44.072581244594964,22,0
36.39483451843262,15,1080,2024-02-18 13:37:36.886025,Laptop,49.1,44.072581244594964,22,0
40.632009506225586,15,1080,2024-02-18 13:37:36.961387,Laptop,50.0,44.077409608542546,22,0
36.391258239746094,15,1080,2024-02-18 13:37:37.027213,Laptop,51.4,44.077409608542546,22,0
37.00065612792969,15,1080,2024-02-18 13:37:37.097937,Laptop,49.6,44.08514973395469,22,0
36.43298149108887,15,1080,2024-02-18 13:37:37.167740,Laptop,49.1,44.08949894728151,22,0
40.33017158508301,15,1080,2024-02-18 13:37:37.242280,Laptop,50.8,44.07608272990046,22,0
36.52548789978027,15,1080,2024-02-18 13:37:37.308858,Laptop,50.5,44.07685674244168,22,0
36.78131103515625,15,1080,2024-02-18 13:37:37.379151,Laptop,50.9,44.063919675681376,22,0
36.31758689880371,15,1080,2024-02-18 13:37:37.448736,Laptop,49.5,44.06620485556496,22,0
40.98367691040039,15,1080,2024-02-18 13:37:37.524394,Laptop,50.0,44.06878489736901,22,0
36.10801696777344,15,1080,2024-02-18 13:37:37.589529,Laptop,50.5,44.06878489736901,22,0
37.14323043823242,15,1080,2024-02-18 13:37:37.661176,Laptop,49.6,44.0748541385652,22,0
36.17072105407715,15,1080,2024-02-18 13:37:37.730298,Laptop,50.5,44.07705331705532,22,0
40.36140441894531,15,1080,2024-02-18 13:37:37.805414,Laptop,50.4,44.079657930686075,22,0
36.336660385131836,15,1080,2024-02-18 13:37:37.871673,Laptop,50.0,44.08116909802845,22,0
37.18090057373047,15,1080,2024-02-18 13:37:37.942799,Laptop,48.6,44.085690314142205,22,0
36.31734848022461,15,1080,2024-02-18 13:37:38.012096,Laptop,51.8,44.08646432668342,22,0
40.50278663635254,15,1080,2024-02-18 13:37:38.087328,Laptop,52.0,44.08054251644746,22,0
36.32855415344238,15,1080,2024-02-18 13:37:38.153222,Laptop,50.5,44.08205368378983,22,0
36.82065010070801,15,1080,2024-02-18 13:37:38.223884,Laptop,50.0,44.075579007453,22,0
36.14664077758789,15,1080,2024-02-18 13:37:38.293448,Laptop,50.0,44.076353019994215,22,0
40.47226905822754,15,1080,2024-02-18 13:37:38.368654,Laptop,50.8,44.07282696286202,22,0
36.25679016113281,15,1080,2024-02-18 13:37:38.434384,Laptop,50.0,44.07282696286202,22,0
37.15634346008301,15,1080,2024-02-18 13:37:38.505409,Laptop,50.4,44.07592301302687,22,0
37.5676155090332,15,1080,2024-02-18 13:37:38.576136,Laptop,52.1,44.07592301302687,22,0
41.433095932006836,15,1080,2024-02-18 13:37:38.651330,Laptop,51.7,44.07401869645722,22,0
36.65471076965332,15,1080,2024-02-18 13:37:38.717275,Laptop,49.0,44.07401869645722,22,0
37.096261978149414,15,1080,2024-02-18 13:37:38.787784,Laptop,51.7,44.07783961550989,22,0
36.27800941467285,15,1080,2024-02-18 13:37:38.857085,Laptop,49.5,44.08012479539347,22,0
40.485382080078125,15,1080,2024-02-18 13:37:38.932117,Laptop,51.2,44.077520181762715,22,0
36.11445426940918,15,1080,2024-02-18 13:37:38.997608,Laptop,49.5,44.077520181762715,22,0
38.01441192626953,15,1080,2024-02-18 13:37:39.069615,Laptop,56.1,44.09473274636973,22,0
36.46349906921387,15,1080,2024-02-18 13:37:39.138143,Laptop,55.0,44.097828796534586,22,0
40.719032287597656,15,1080,2024-02-18 13:37:39.213648,Laptop,55.4,44.10629379083454,22,0
37.014007568359375,15,1080,2024-02-18 13:37:39.280018,Laptop,53.7,44.102595730915404,22,0
37.200212478637695,15,1080,2024-02-18 13:37:39.350223,Laptop,49.5,44.10617093170101,22,0
37.63246536254883,15,1080,2024-02-18 13:37:39.420540,Laptop,53.9,44.1108150069483,22,0
40.77434539794922,15,1080,2024-02-18 13:37:39.494836,Laptop,54.9,44.09820965984852,22,0
36.76867485046387,15,1080,2024-02-18 13:37:39.561346,Laptop,50.5,44.10048255381875,22,0
36.90958023071289,15,1080,2024-02-18 13:37:39.631498,Laptop,52.6,44.10357860398361,22,0
36.174774169921875,15,1080,2024-02-18 13:37:39.701017,Laptop,53.2,44.056032119308995,22,0
40.307044982910156,15,1080,2024-02-18 13:37:39.776016,Laptop,50.4,44.063035089919985,22,0
36.69166564941406,15,1080,2024-02-18 13:37:39.842750,Laptop,49.5,44.06377224472114,22,0
37.07599639892578,15,1080,2024-02-18 13:37:39.913388,Laptop,49.6,44.066868294886,22,0
36.833763122558594,15,1080,2024-02-18 13:37:39.982991,Laptop,51.3,44.06760544968716,22,0
41.979312896728516,15,1080,2024-02-18 13:37:40.059498,Laptop,62.6,44.12018915883634,23,0
38.498640060424805,15,1080,2024-02-18 13:37:40.126305,Laptop,59.4,44.19757812704445,22,0
37.253379821777344,15,1080,2024-02-18 13:37:40.195019,Laptop,56.8,44.141456074849714,22,0
37.157535552978516,15,1080,2024-02-18 13:37:40.265066,Laptop,50.5,44.12951416707098,22,0
42.220354080200195,15,1080,2024-02-18 13:37:40.340953,Laptop,57.5,42.803704399450424,22,0
36.995887756347656,15,1080,2024-02-18 13:37:40.406186,Laptop,51.9,42.6867547902469,22,0
36.98396682739258,15,1080,2024-02-18 13:37:40.476346,Laptop,50.9,42.690477421992746,22,0
36.53883934020996,15,1080,2024-02-18 13:37:40.546145,Laptop,50.0,42.690944286700145,22,0
40.04502296447754,15,1080,2024-02-18 13:37:40.620657,Laptop,50.0,42.715110678264736,22,0
36.194562911987305,15,1080,2024-02-18 13:37:40.686757,Laptop,50.0,42.71584783306589,22,0
37.457942962646484,15,1080,2024-02-18 13:37:40.758109,Laptop,50.9,42.72049190831318,22,0
37.064552307128906,15,1080,2024-02-18 13:37:40.828050,Laptop,50.0,42.721229063114336,22,0
40.755271911621094,15,1080,2024-02-18 13:37:40.902949,Laptop,51.2,42.73683217307215,22,0
36.586761474609375,15,1080,2024-02-18 13:37:40.969087,Laptop,49.0,42.72073762658023,22,0
37.619829177856445,15,1080,2024-02-18 13:37:41.040162,Laptop,50.0,42.68144727567857,22,0
37.0790958404541,15,1080,2024-02-18 13:37:41.110084,Laptop,51.4,42.66874364127197,22,0
40.43841361999512,15,1080,2024-02-18 13:37:41.184803,Laptop,50.8,42.665684448847166,22,0
36.850690841674805,15,1080,2024-02-18 13:37:41.251454,Laptop,51.4,42.660131216011784,22,0
36.92054748535156,15,1080,2024-02-18 13:37:41.321703,Laptop,49.6,42.66322726617665,22,0
36.51547431945801,15,1080,2024-02-18 13:37:41.391264,Laptop,53.4,42.6639644209778,22,0
40.6796932220459,15,1080,2024-02-18 13:37:41.466581,Laptop,50.4,42.64965133192201,22,0
36.27657890319824,15,1080,2024-02-18 13:37:41.532225,Laptop,50.9,42.650388486723166,22,0
