delta,limit,batch_size,threads,cached,device_type,cpu,memory,consumption,timestamp,gpu
244,100,10000,1,True,PC,0,17,69,2024-03-22 08:27:28.947249,0
22,100,10000,1,True,PC,3,17,72,2024-03-22 08:27:28.971255,0
21,100,10000,1,True,PC,6,17,74,2024-03-22 08:27:28.993480,0
20,100,10000,1,True,PC,6,17,74,2024-03-22 08:27:29.014711,0
21,100,10000,1,True,PC,3,17,72,2024-03-22 08:27:29.037445,0
21,100,10000,1,True,PC,0,17,69,2024-03-22 08:27:29.059547,0
20,100,10000,1,True,PC,0,17,69,2024-03-22 08:27:29.080689,0
20,100,10000,1,True,PC,6,17,74,2024-03-22 08:27:29.103200,0
20,100,10000,1,True,PC,0,17,69,2024-03-22 08:27:29.125739,0
20,100,10000,1,True,PC,0,17,69,2024-03-22 08:27:29.146771,0
61,100,10000,1,False,PC,0,17,69,2024-03-22 08:27:29.211054,0
41,100,10000,1,False,PC,0,17,69,2024-03-22 08:27:29.254637,0
46,100,10000,1,False,PC,0,17,69,2024-03-22 08:27:29.302739,0
43,100,10000,1,False,PC,0,17,69,2024-03-22 08:27:29.346833,0
43,100,10000,1,False,PC,2,17,72,2024-03-22 08:27:29.391122,0
41,100,10000,1,False,PC,0,17,69,2024-03-22 08:27:29.436060,0
43,100,10000,1,False,PC,2,17,71,2024-03-22 08:27:29.481219,0
53,100,10000,1,False,PC,0,17,69,2024-03-22 08:27:29.535827,0
42,100,10000,1,False,PC,2,17,71,2024-03-22 08:27:29.579916,0
41,100,10000,1,False,PC,0,17,69,2024-03-22 08:27:29.623815,0
45,100,10000,5,True,PC,0,17,69,2024-03-22 08:27:29.671172,0
23,100,10000,5,True,PC,0,17,69,2024-03-22 08:27:29.695306,0
22,100,10000,5,True,PC,0,17,69,2024-03-22 08:27:29.720811,0
22,100,10000,5,True,PC,0,17,69,2024-03-22 08:27:29.744816,0
22,100,10000,5,True,PC,0,17,69,2024-03-22 08:27:29.768822,0
23,100,10000,5,True,PC,0,17,69,2024-03-22 08:27:29.792828,0
22,100,10000,5,True,PC,0,17,69,2024-03-22 08:27:29.815830,0
21,100,10000,5,True,PC,0,17,69,2024-03-22 08:27:29.839010,0
22,100,10000,5,True,PC,0,17,69,2024-03-22 08:27:29.863016,0
22,100,10000,5,True,PC,0,17,69,2024-03-22 08:27:29.886022,0
44,100,10000,5,False,PC,0,17,69,2024-03-22 08:27:29.932355,0
44,100,10000,5,False,PC,0,17,69,2024-03-22 08:27:29.978840,0
45,100,10000,5,False,PC,0,17,69,2024-03-22 08:27:30.025360,0
44,100,10000,5,False,PC,0,17,69,2024-03-22 08:27:30.071514,0
45,100,10000,5,False,PC,2,17,71,2024-03-22 08:27:30.117819,0
44,100,10000,5,False,PC,2,17,71,2024-03-22 08:27:30.164039,0
45,100,10000,5,False,PC,0,17,69,2024-03-22 08:27:30.212252,0
50,100,10000,5,False,PC,0,17,69,2024-03-22 08:27:30.263780,0
45,100,10000,5,False,PC,0,17,69,2024-03-22 08:27:30.311849,0
45,100,10000,5,False,PC,1,17,71,2024-03-22 08:27:30.359869,0
47,100,10000,10,True,PC,1,17,71,2024-03-22 08:27:30.408354,0
25,100,10000,10,True,PC,0,17,69,2024-03-22 08:27:30.434861,0
25,100,10000,10,True,PC,0,17,69,2024-03-22 08:27:30.461868,0
25,100,10000,10,True,PC,3,17,72,2024-03-22 08:27:30.487874,0
26,100,10000,10,True,PC,6,17,74,2024-03-22 08:27:30.514877,0
25,100,10000,10,True,PC,0,17,69,2024-03-22 08:27:30.542385,0
25,100,10000,10,True,PC,0,17,69,2024-03-22 08:27:30.568392,0
24,100,10000,10,True,PC,4,17,73,2024-03-22 08:27:30.594398,0
25,100,10000,10,True,PC,0,17,69,2024-03-22 08:27:30.621904,0
26,100,10000,10,True,PC,0,17,69,2024-03-22 08:27:30.649910,0
47,100,10000,10,False,PC,2,17,71,2024-03-22 08:27:30.698994,0
47,100,10000,10,False,PC,0,17,69,2024-03-22 08:27:30.748140,0
48,100,10000,10,False,PC,0,17,69,2024-03-22 08:27:30.797390,0
55,100,10000,10,False,PC,0,17,69,2024-03-22 08:27:30.856209,0
47,100,10000,10,False,PC,0,17,69,2024-03-22 08:27:30.905273,0
48,100,10000,10,False,PC,1,17,70,2024-03-22 08:27:30.955544,0
47,100,10000,10,False,PC,0,17,69,2024-03-22 08:27:31.004852,0
46,100,10000,10,False,PC,2,17,71,2024-03-22 08:27:31.053743,0
47,100,10000,10,False,PC,0,17,69,2024-03-22 08:27:31.102846,0
53,100,10000,10,False,PC,0,17,69,2024-03-22 08:27:31.158582,0
50,100,10000,20,True,PC,2,17,71,2024-03-22 08:27:31.209830,0
27,100,10000,20,True,PC,0,17,69,2024-03-22 08:27:31.239591,0
29,100,10000,20,True,PC,0,17,69,2024-03-22 08:27:31.270697,0
29,100,10000,20,True,PC,0,17,69,2024-03-22 08:27:31.301733,0
26,100,10000,20,True,PC,0,17,69,2024-03-22 08:27:31.330252,0
30,100,10000,20,True,PC,0,17,69,2024-03-22 08:27:31.361268,0
28,100,10000,20,True,PC,0,17,69,2024-03-22 08:27:31.391466,0
28,100,10000,20,True,PC,4,17,73,2024-03-22 08:27:31.421532,0
27,100,10000,20,True,PC,0,17,69,2024-03-22 08:27:31.450968,0
28,100,10000,20,True,PC,0,17,69,2024-03-22 08:27:31.486530,0
49,100,10000,20,False,PC,0,17,69,2024-03-22 08:27:31.538415,0
51,100,10000,20,False,PC,0,17,69,2024-03-22 08:27:31.590785,0
65,100,10000,20,False,PC,0,17,69,2024-03-22 08:27:31.657989,0
51,100,10000,20,False,PC,0,17,69,2024-03-22 08:27:31.711710,0
52,100,10000,20,False,PC,1,17,71,2024-03-22 08:27:31.765938,0
51,100,10000,20,False,PC,0,17,69,2024-03-22 08:27:31.819843,0
50,100,10000,20,False,PC,0,17,69,2024-03-22 08:27:31.870897,0
55,100,10000,20,False,PC,0,17,69,2024-03-22 08:27:31.928074,0
50,100,10000,20,False,PC,0,17,69,2024-03-22 08:27:31.979460,0
49,100,10000,20,False,PC,1,17,70,2024-03-22 08:27:32.032353,0
44,100,1000,1,True,PC,0,17,69,2024-03-22 08:27:32.077434,0
22,100,1000,1,True,PC,6,17,74,2024-03-22 08:27:32.100438,0
20,100,1000,1,True,PC,0,17,69,2024-03-22 08:27:32.122940,0
21,100,1000,1,True,PC,6,17,74,2024-03-22 08:27:32.144945,0
20,100,1000,1,True,PC,6,17,74,2024-03-22 08:27:32.165950,0
20,100,1000,1,True,PC,0,17,69,2024-03-22 08:27:32.188440,0
21,100,1000,1,True,PC,3,17,72,2024-03-22 08:27:32.210498,0
20,100,1000,1,True,PC,0,17,69,2024-03-22 08:27:32.231537,0
21,100,1000,1,True,PC,0,17,69,2024-03-22 08:27:32.253542,0
21,100,1000,1,True,PC,0,17,69,2024-03-22 08:27:32.275548,0
44,100,1000,1,False,PC,0,17,69,2024-03-22 08:27:32.321839,0
43,100,1000,1,False,PC,0,17,69,2024-03-22 08:27:32.367868,0
54,100,1000,1,False,PC,0,17,69,2024-03-22 08:27:32.424857,0
61,100,1000,1,False,PC,3,17,72,2024-03-22 08:27:32.488073,0
43,100,1000,1,False,PC,2,17,71,2024-03-22 08:27:32.533648,0
44,100,1000,1,False,PC,0,17,69,2024-03-22 08:27:32.579100,0
43,100,1000,1,False,PC,0,17,69,2024-03-22 08:27:32.624687,0
43,100,1000,1,False,PC,0,17,69,2024-03-22 08:27:32.669943,0
44,100,1000,1,False,PC,0,17,69,2024-03-22 08:27:32.715148,0
55,100,1000,1,False,PC,3,17,72,2024-03-22 08:27:32.772186,0
53,100,1000,5,True,PC,0,17,69,2024-03-22 08:27:32.827781,0
22,100,1000,5,True,PC,0,17,69,2024-03-22 08:27:32.851812,0
22,100,1000,5,True,PC,5,17,74,2024-03-22 08:27:32.874817,0
23,100,1000,5,True,PC,0,17,69,2024-03-22 08:27:32.899936,0
22,100,1000,5,True,PC,0,17,69,2024-03-22 08:27:32.923644,0
23,100,1000,5,True,PC,0,17,69,2024-03-22 08:27:32.947974,0
22,100,1000,5,True,PC,0,17,69,2024-03-22 08:27:32.971973,0
21,100,1000,5,True,PC,0,17,69,2024-03-22 08:27:32.994979,0
23,100,1000,5,True,PC,0,17,69,2024-03-22 08:27:33.019506,0
22,100,1000,5,True,PC,0,17,69,2024-03-22 08:27:33.042545,0
46,100,1000,5,False,PC,0,17,69,2024-03-22 08:27:33.090629,0
44,100,1000,5,False,PC,2,17,71,2024-03-22 08:27:33.136510,0
44,100,1000,5,False,PC,2,17,71,2024-03-22 08:27:33.181538,0
43,100,1000,5,False,PC,2,17,71,2024-03-22 08:27:33.228166,0
45,100,1000,5,False,PC,2,17,71,2024-03-22 08:27:33.274363,0
43,100,1000,5,False,PC,2,17,71,2024-03-22 08:27:33.319955,0
45,100,1000,5,False,PC,0,17,69,2024-03-22 08:27:33.366228,0
44,100,1000,5,False,PC,0,17,69,2024-03-22 08:27:33.413867,0
47,100,1000,5,False,PC,0,17,69,2024-03-22 08:27:33.463273,0
45,100,1000,5,False,PC,0,17,69,2024-03-22 08:27:33.511536,0
55,100,1000,10,True,PC,0,17,69,2024-03-22 08:27:33.569155,0
24,100,1000,10,True,PC,0,17,69,2024-03-22 08:27:33.595161,0
24,100,1000,10,True,PC,5,17,74,2024-03-22 08:27:33.621174,0
24,100,1000,10,True,PC,0,17,69,2024-03-22 08:27:33.646828,0
24,100,1000,10,True,PC,3,17,72,2024-03-22 08:27:33.673978,0
25,100,1000,10,True,PC,6,17,74,2024-03-22 08:27:33.699985,0
26,100,1000,10,True,PC,0,17,69,2024-03-22 08:27:33.727489,0
26,100,1000,10,True,PC,0,17,69,2024-03-22 08:27:33.754514,0
24,100,1000,10,True,PC,0,17,69,2024-03-22 08:27:33.779520,0
25,100,1000,10,True,PC,3,17,72,2024-03-22 08:27:33.805523,0
48,100,1000,10,False,PC,0,17,69,2024-03-22 08:27:33.855952,0
46,100,1000,10,False,PC,0,17,69,2024-03-22 08:27:33.905441,0
45,100,1000,10,False,PC,2,17,71,2024-03-22 08:27:33.953128,0
47,100,1000,10,False,PC,1,17,70,2024-03-22 08:27:34.002978,0
45,100,1000,10,False,PC,0,17,69,2024-03-22 08:27:34.050558,0
47,100,1000,10,False,PC,0,17,69,2024-03-22 08:27:34.099159,0
48,100,1000,10,False,PC,0,17,69,2024-03-22 08:27:34.149905,0
48,100,1000,10,False,PC,0,17,69,2024-03-22 08:27:34.200678,0
47,100,1000,10,False,PC,2,17,71,2024-03-22 08:27:34.250258,0
46,100,1000,10,False,PC,0,17,69,2024-03-22 08:27:34.298382,0
53,100,1000,20,True,PC,0,17,69,2024-03-22 08:27:34.353419,0
27,100,1000,20,True,PC,3,17,72,2024-03-22 08:27:34.383690,0
28,100,1000,20,True,PC,3,17,72,2024-03-22 08:27:34.413696,0
30,100,1000,20,True,PC,0,17,69,2024-03-22 08:27:34.445204,0
29,100,1000,20,True,PC,0,17,69,2024-03-22 08:27:34.476212,0
28,100,1000,20,True,PC,0,17,69,2024-03-22 08:27:34.505219,0
28,100,1000,20,True,PC,0,17,69,2024-03-22 08:27:34.534724,0
26,100,1000,20,True,PC,6,17,74,2024-03-22 08:27:34.561730,0
26,100,1000,20,True,PC,0,17,69,2024-03-22 08:27:34.591175,0
28,100,1000,20,True,PC,3,17,72,2024-03-22 08:27:34.621522,0
51,100,1000,20,False,PC,0,17,69,2024-03-22 08:27:34.675154,0
49,100,1000,20,False,PC,0,17,69,2024-03-22 08:27:34.726717,0
51,100,1000,20,False,PC,0,17,69,2024-03-22 08:27:34.778877,0
50,100,1000,20,False,PC,0,17,69,2024-03-22 08:27:34.832788,0
52,100,1000,20,False,PC,2,17,71,2024-03-22 08:27:34.886821,0
51,100,1000,20,False,PC,0,17,69,2024-03-22 08:27:34.939450,0
57,100,1000,20,False,PC,0,17,69,2024-03-22 08:27:34.998625,0
53,100,1000,20,False,PC,1,17,70,2024-03-22 08:27:35.052762,0
51,100,1000,20,False,PC,2,17,71,2024-03-22 08:27:35.106902,0
50,100,1000,20,False,PC,0,17,69,2024-03-22 08:27:35.159460,0
45,100,500,1,True,PC,0,17,69,2024-03-22 08:27:35.205769,0
20,100,500,1,True,PC,0,17,69,2024-03-22 08:27:35.228545,0
20,100,500,1,True,PC,0,17,69,2024-03-22 08:27:35.249969,0
20,100,500,1,True,PC,4,17,73,2024-03-22 08:27:35.271975,0
21,100,500,1,True,PC,0,17,69,2024-03-22 08:27:35.293980,0
21,100,500,1,True,PC,0,17,69,2024-03-22 08:27:35.315982,0
20,100,500,1,True,PC,0,17,69,2024-03-22 08:27:35.337488,0
22,100,500,1,True,PC,0,17,69,2024-03-22 08:27:35.361494,0
20,100,500,1,True,PC,6,17,74,2024-03-22 08:27:35.382499,0
21,100,500,1,True,PC,0,17,69,2024-03-22 08:27:35.405024,0
42,100,500,1,False,PC,0,17,69,2024-03-22 08:27:35.449910,0
42,100,500,1,False,PC,0,17,69,2024-03-22 08:27:35.495234,0
43,100,500,1,False,PC,2,17,71,2024-03-22 08:27:35.539896,0
43,100,500,1,False,PC,2,17,71,2024-03-22 08:27:35.584921,0
41,100,500,1,False,PC,0,17,69,2024-03-22 08:27:35.628522,0
44,100,500,1,False,PC,0,17,69,2024-03-22 08:27:35.673901,0
43,100,500,1,False,PC,0,17,69,2024-03-22 08:27:35.718961,0
42,100,500,1,False,PC,0,17,69,2024-03-22 08:27:35.763595,0
43,100,500,1,False,PC,2,17,71,2024-03-22 08:27:35.807761,0
42,100,500,1,False,PC,0,17,69,2024-03-22 08:27:35.851816,0
44,100,500,5,True,PC,2,17,71,2024-03-22 08:27:35.898098,0
23,100,500,5,True,PC,0,17,69,2024-03-22 08:27:35.922835,0
22,100,500,5,True,PC,0,17,69,2024-03-22 08:27:35.947887,0
22,100,500,5,True,PC,3,17,72,2024-03-22 08:27:35.970893,0
22,100,500,5,True,PC,0,17,69,2024-03-22 08:27:35.994899,0
22,100,500,5,True,PC,0,17,69,2024-03-22 08:27:36.017901,0
22,100,500,5,True,PC,0,17,69,2024-03-22 08:27:36.041408,0
23,100,500,5,True,PC,0,17,69,2024-03-22 08:27:36.065414,0
23,100,500,5,True,PC,0,17,69,2024-03-22 08:27:36.089419,0
22,100,500,5,True,PC,3,17,72,2024-03-22 08:27:36.113421,0
44,100,500,5,False,PC,0,17,69,2024-03-22 08:27:36.160271,0
43,100,500,5,False,PC,0,17,69,2024-03-22 08:27:36.205942,0
45,100,500,5,False,PC,2,17,71,2024-03-22 08:27:36.253057,0
48,100,500,5,False,PC,0,17,69,2024-03-22 08:27:36.303172,0
45,100,500,5,False,PC,2,17,71,2024-03-22 08:27:36.350247,0
45,100,500,5,False,PC,2,17,71,2024-03-22 08:27:36.397440,0
46,100,500,5,False,PC,0,17,69,2024-03-22 08:27:36.446015,0
45,100,500,5,False,PC,0,17,69,2024-03-22 08:27:36.492058,0
44,100,500,5,False,PC,0,17,69,2024-03-22 08:27:36.538106,0
45,100,500,5,False,PC,0,17,69,2024-03-22 08:27:36.585250,0
51,100,500,10,True,PC,0,17,69,2024-03-22 08:27:36.639998,0
25,100,500,10,True,PC,0,17,69,2024-03-22 08:27:36.667426,0
25,100,500,10,True,PC,3,17,72,2024-03-22 08:27:36.693432,0
25,100,500,10,True,PC,0,17,69,2024-03-22 08:27:36.719435,0
26,100,500,10,True,PC,0,17,69,2024-03-22 08:27:36.746503,0
25,100,500,10,True,PC,0,17,69,2024-03-22 08:27:36.772509,0
26,100,500,10,True,PC,6,17,74,2024-03-22 08:27:36.799515,0
23,100,500,10,True,PC,0,17,69,2024-03-22 08:27:36.826021,0
26,100,500,10,True,PC,0,17,69,2024-03-22 08:27:36.854417,0
25,100,500,10,True,PC,0,17,69,2024-03-22 08:27:36.880423,0
47,100,500,10,False,PC,2,17,71,2024-03-22 08:27:36.928478,0
47,100,500,10,False,PC,0,17,69,2024-03-22 08:27:36.977621,0
52,100,500,10,False,PC,0,17,69,2024-03-22 08:27:37.033461,0
48,100,500,10,False,PC,2,17,71,2024-03-22 08:27:37.083789,0
48,100,500,10,False,PC,0,17,69,2024-03-22 08:27:37.133414,0
48,100,500,10,False,PC,2,17,71,2024-03-22 08:27:37.183781,0
48,100,500,10,False,PC,0,17,69,2024-03-22 08:27:37.233613,0
47,100,500,10,False,PC,1,17,70,2024-03-22 08:27:37.282196,0
47,100,500,10,False,PC,2,17,71,2024-03-22 08:27:37.331801,0
45,100,500,10,False,PC,2,17,71,2024-03-22 08:27:37.379508,0
74,100,500,20,True,PC,0,17,69,2024-03-22 08:27:37.454903,0
27,100,500,20,True,PC,5,17,74,2024-03-22 08:27:37.485013,0
27,100,500,20,True,PC,3,17,72,2024-03-22 08:27:37.513070,0
24,100,500,20,True,PC,0,17,69,2024-03-22 08:27:37.540578,0
26,100,500,20,True,PC,3,17,72,2024-03-22 08:27:37.567601,0
26,100,500,20,True,PC,0,17,69,2024-03-22 08:27:37.594607,0
29,100,500,20,True,PC,0,17,69,2024-03-22 08:27:37.625114,0
25,100,500,20,True,PC,0,17,69,2024-03-22 08:27:37.652721,0
29,100,500,20,True,PC,3,17,72,2024-03-22 08:27:37.683215,0
29,100,500,20,True,PC,0,17,69,2024-03-22 08:27:37.713304,0
53,100,500,20,False,PC,0,17,69,2024-03-22 08:27:37.769121,0
50,100,500,20,False,PC,0,17,69,2024-03-22 08:27:37.821223,0
47,100,500,20,False,PC,0,17,69,2024-03-22 08:27:37.869918,0
51,100,500,20,False,PC,0,17,69,2024-03-22 08:27:37.923398,0
53,100,500,20,False,PC,0,17,69,2024-03-22 08:27:37.979276,0
51,100,500,20,False,PC,0,17,69,2024-03-22 08:27:38.032172,0
50,100,500,20,False,PC,0,17,69,2024-03-22 08:27:38.084258,0
49,100,500,20,False,PC,2,17,71,2024-03-22 08:27:38.135881,0
52,100,500,20,False,PC,0,17,69,2024-03-22 08:27:38.189460,0
52,100,500,20,False,PC,0,17,69,2024-03-22 08:27:38.245328,0
43,100,100,1,True,PC,0,17,69,2024-03-22 08:27:38.290801,0
20,100,100,1,True,PC,0,17,69,2024-03-22 08:27:38.311828,0
20,100,100,1,True,PC,0,17,69,2024-03-22 08:27:38.334335,0
22,100,100,1,True,PC,6,17,74,2024-03-22 08:27:38.358341,0
21,100,100,1,True,PC,0,17,69,2024-03-22 08:27:38.381529,0
20,100,100,1,True,PC,0,17,69,2024-03-22 08:27:38.402604,0
19,100,100,1,True,PC,3,17,72,2024-03-22 08:27:38.425107,0
20,100,100,1,True,PC,0,17,69,2024-03-22 08:27:38.447112,0
20,100,100,1,True,PC,0,17,69,2024-03-22 08:27:38.468117,0
21,100,100,1,True,PC,6,17,74,2024-03-22 08:27:38.490122,0
72,100,100,1,False,PC,0,17,69,2024-03-22 08:27:38.564760,0
42,100,100,1,False,PC,0,17,69,2024-03-22 08:27:38.609904,0
43,100,100,1,False,PC,0,17,69,2024-03-22 08:27:38.655029,0
42,100,100,1,False,PC,0,17,69,2024-03-22 08:27:38.699045,0
43,100,100,1,False,PC,0,17,69,2024-03-22 08:27:38.745600,0
44,100,100,1,False,PC,2,17,71,2024-03-22 08:27:38.791611,0
52,100,100,1,False,PC,1,17,70,2024-03-22 08:27:38.846516,0
42,100,100,1,False,PC,0,17,69,2024-03-22 08:27:38.891713,0
43,100,100,1,False,PC,2,17,71,2024-03-22 08:27:38.937241,0
43,100,100,1,False,PC,0,17,69,2024-03-22 08:27:38.981483,0
44,100,100,5,True,PC,0,17,69,2024-03-22 08:27:39.027006,0
23,100,100,5,True,PC,0,17,69,2024-03-22 08:27:39.052331,0
23,100,100,5,True,PC,0,17,69,2024-03-22 08:27:39.078368,0
22,100,100,5,True,PC,0,17,69,2024-03-22 08:27:39.102374,0
22,100,100,5,True,PC,0,17,69,2024-03-22 08:27:39.125879,0
22,100,100,5,True,PC,6,17,74,2024-03-22 08:27:39.149883,0
23,100,100,5,True,PC,0,17,69,2024-03-22 08:27:39.173889,0
22,100,100,5,True,PC,0,17,69,2024-03-22 08:27:39.196894,0
22,100,100,5,True,PC,3,17,72,2024-03-22 08:27:39.220896,0
21,100,100,5,True,PC,6,17,74,2024-03-22 08:27:39.245403,0
45,100,100,5,False,PC,0,17,69,2024-03-22 08:27:39.292733,0
44,100,100,5,False,PC,0,17,69,2024-03-22 08:27:39.338801,0
45,100,100,5,False,PC,0,17,69,2024-03-22 08:27:39.384900,0
51,100,100,5,False,PC,0,17,69,2024-03-22 08:27:39.439446,0
43,100,100,5,False,PC,0,17,69,2024-03-22 08:27:39.485211,0
45,100,100,5,False,PC,3,17,72,2024-03-22 08:27:39.532095,0
44,100,100,5,False,PC,0,17,69,2024-03-22 08:27:39.579160,0
44,100,100,5,False,PC,2,17,71,2024-03-22 08:27:39.624744,0
45,100,100,5,False,PC,0,17,69,2024-03-22 08:27:39.681221,0
48,100,100,5,False,PC,0,17,69,2024-03-22 08:27:39.731274,0
46,100,100,10,True,PC,2,17,71,2024-03-22 08:27:39.779671,0
26,100,100,10,True,PC,3,17,72,2024-03-22 08:27:39.806676,0
26,100,100,10,True,PC,0,17,69,2024-03-22 08:27:39.835179,0
25,100,100,10,True,PC,0,17,69,2024-03-22 08:27:39.861185,0
25,100,100,10,True,PC,0,17,69,2024-03-22 08:27:39.888192,0
25,100,100,10,True,PC,0,17,69,2024-03-22 08:27:39.914195,0
25,100,100,10,True,PC,0,17,69,2024-03-22 08:27:39.940702,0
25,100,100,10,True,PC,0,17,69,2024-03-22 08:27:39.968296,0
25,100,100,10,True,PC,3,17,72,2024-03-22 08:27:39.994353,0
26,100,100,10,True,PC,3,17,72,2024-03-22 08:27:40.022357,0
47,100,100,10,False,PC,2,17,71,2024-03-22 08:27:40.071926,0
47,100,100,10,False,PC,0,17,69,2024-03-22 08:27:40.120003,0
48,100,100,10,False,PC,0,17,69,2024-03-22 08:27:40.169448,0
51,100,100,10,False,PC,1,17,70,2024-03-22 08:27:40.223411,0
47,100,100,10,False,PC,0,17,69,2024-03-22 08:27:40.272948,0
49,100,100,10,False,PC,2,17,71,2024-03-22 08:27:40.323059,0
51,100,100,10,False,PC,0,17,69,2024-03-22 08:27:40.375365,0
47,100,100,10,False,PC,0,17,69,2024-03-22 08:27:40.425711,0
46,100,100,10,False,PC,4,17,73,2024-03-22 08:27:40.473997,0
51,100,100,10,False,PC,0,17,69,2024-03-22 08:27:40.527537,0
53,100,100,20,True,PC,0,17,69,2024-03-22 08:27:40.581630,0
27,100,100,20,True,PC,0,17,69,2024-03-22 08:27:40.611037,0
27,100,100,20,True,PC,0,17,69,2024-03-22 08:27:40.640856,0
28,100,100,20,True,PC,0,17,69,2024-03-22 08:27:40.670111,0
28,100,100,20,True,PC,0,17,69,2024-03-22 08:27:40.699118,0
27,100,100,20,True,PC,0,17,69,2024-03-22 08:27:40.727625,0
25,100,100,20,True,PC,0,17,69,2024-03-22 08:27:40.754632,0
31,100,100,20,True,PC,3,17,72,2024-03-22 08:27:40.787640,0
28,100,100,20,True,PC,0,17,69,2024-03-22 08:27:40.816694,0
28,100,100,20,True,PC,0,17,69,2024-03-22 08:27:40.847845,0
52,100,100,20,False,PC,0,17,69,2024-03-22 08:27:40.901176,0
50,100,100,20,False,PC,0,17,69,2024-03-22 08:27:40.952775,0
58,100,100,20,False,PC,0,17,69,2024-03-22 08:27:41.012210,0
50,100,100,20,False,PC,0,17,69,2024-03-22 08:27:41.065783,0
54,100,100,20,False,PC,0,17,69,2024-03-22 08:27:41.120884,0
55,100,100,20,False,PC,1,17,70,2024-03-22 08:27:41.177563,0
51,100,100,20,False,PC,2,17,71,2024-03-22 08:27:41.232206,0
59,100,100,20,False,PC,1,17,70,2024-03-22 08:27:41.293914,0
51,100,100,20,False,PC,0,17,69,2024-03-22 08:27:41.346456,0
49,100,100,20,False,PC,2,17,71,2024-03-22 08:27:41.396698,0
68,100,50,1,True,PC,1,17,70,2024-03-22 08:27:41.466951,0
21,100,50,1,True,PC,3,17,72,2024-03-22 08:27:41.488965,0
21,100,50,1,True,PC,0,17,69,2024-03-22 08:27:41.510967,0
20,100,50,1,True,PC,0,17,69,2024-03-22 08:27:41.533474,0
21,100,50,1,True,PC,6,17,74,2024-03-22 08:27:41.555479,0
21,100,50,1,True,PC,6,17,74,2024-03-22 08:27:41.577484,0
21,100,50,1,True,PC,0,17,69,2024-03-22 08:27:41.599490,0
20,100,50,1,True,PC,0,17,69,2024-03-22 08:27:41.620491,0
21,100,50,1,True,PC,0,17,69,2024-03-22 08:27:41.642998,0
20,100,50,1,True,PC,0,17,69,2024-03-22 08:27:41.664003,0
74,100,50,1,False,PC,0,17,69,2024-03-22 08:27:41.741459,0
67,100,50,1,False,PC,0,17,69,2024-03-22 08:27:41.809789,0
83,100,50,1,False,PC,1,17,70,2024-03-22 08:27:41.895064,0
68,100,50,1,False,PC,0,17,69,2024-03-22 08:27:41.965219,0
66,100,50,1,False,PC,2,17,71,2024-03-22 08:27:42.032820,0
66,100,50,1,False,PC,1,17,70,2024-03-22 08:27:42.100913,0
66,100,50,1,False,PC,0,17,69,2024-03-22 08:27:42.169138,0
64,100,50,1,False,PC,2,17,71,2024-03-22 08:27:42.237071,0
67,100,50,1,False,PC,1,17,70,2024-03-22 08:27:42.305111,0
76,100,50,1,False,PC,0,17,69,2024-03-22 08:27:42.383633,0
69,100,50,5,True,PC,0,17,69,2024-03-22 08:27:42.454134,0
22,100,50,5,True,PC,0,17,69,2024-03-22 08:27:42.478133,0
23,100,50,5,True,PC,0,17,69,2024-03-22 08:27:42.502170,0
22,100,50,5,True,PC,0,17,69,2024-03-22 08:27:42.525172,0
22,100,50,5,True,PC,0,17,69,2024-03-22 08:27:42.548679,0
22,100,50,5,True,PC,0,17,69,2024-03-22 08:27:42.571684,0
22,100,50,5,True,PC,0,17,69,2024-03-22 08:27:42.595690,0
23,100,50,5,True,PC,0,17,69,2024-03-22 08:27:42.619741,0
22,100,50,5,True,PC,0,17,69,2024-03-22 08:27:42.644279,0
22,100,50,5,True,PC,0,17,69,2024-03-22 08:27:42.669350,0
71,100,50,5,False,PC,0,17,69,2024-03-22 08:27:42.741601,0
68,100,50,5,False,PC,0,17,69,2024-03-22 08:27:42.811718,0
70,100,50,5,False,PC,1,17,70,2024-03-22 08:27:42.884836,0
78,100,50,5,False,PC,0,17,69,2024-03-22 08:27:42.964905,0
76,100,50,5,False,PC,0,17,69,2024-03-22 08:27:43.043307,0
68,100,50,5,False,PC,0,17,69,2024-03-22 08:27:43.114361,0
72,100,50,5,False,PC,0,17,69,2024-03-22 08:27:43.188152,0
75,100,50,5,False,PC,0,17,69,2024-03-22 08:27:43.267151,0
67,100,50,5,False,PC,0,17,69,2024-03-22 08:27:43.336338,0
68,100,50,5,False,PC,0,17,69,2024-03-22 08:27:43.407054,0
70,100,50,10,True,PC,0,17,69,2024-03-22 08:27:43.478931,0
25,100,50,10,True,PC,0,17,69,2024-03-22 08:27:43.507183,0
25,100,50,10,True,PC,3,17,72,2024-03-22 08:27:43.533250,0
25,100,50,10,True,PC,6,17,74,2024-03-22 08:27:43.561418,0
25,100,50,10,True,PC,3,17,72,2024-03-22 08:27:43.587629,0
23,100,50,10,True,PC,3,17,72,2024-03-22 08:27:43.613980,0
25,100,50,10,True,PC,0,17,69,2024-03-22 08:27:43.640005,0
24,100,50,10,True,PC,0,17,69,2024-03-22 08:27:43.666113,0
23,100,50,10,True,PC,3,17,72,2024-03-22 08:27:43.692396,0
24,100,50,10,True,PC,0,17,69,2024-03-22 08:27:43.717925,0
74,100,50,10,False,PC,0,17,69,2024-03-22 08:27:43.798059,0
81,100,50,10,False,PC,1,17,70,2024-03-22 08:27:43.880633,0
