delta,limit,batch_size,threads,cached,device_type,cpu,memory,consumption,timestamp,gpu,cumm_net_delay
27,1000,10000,10,True,PC,0,17,69,2024-03-22 08:28:19.820203,0,38
26,1000,10000,10,True,PC,0,17,69,2024-03-22 08:28:19.848434,0,37
83,1000,10000,10,False,PC,2,17,71,2024-03-22 08:28:19.933436,0,94
58,1000,10000,10,False,PC,0,17,69,2024-03-22 08:28:19.994054,0,69
58,1000,10000,10,False,PC,0,17,69,2024-03-22 08:28:20.054638,0,69
60,1000,10000,10,False,PC,1,17,70,2024-03-22 08:28:20.115676,0,71
57,1000,10000,10,False,PC,0,17,69,2024-03-22 08:28:20.174769,0,68
70,1000,10000,10,False,PC,1,17,70,2024-03-22 08:28:20.248555,0,81
65,1000,10000,10,False,PC,1,17,70,2024-03-22 08:28:20.315997,0,76
59,1000,10000,10,False,PC,0,17,69,2024-03-22 08:28:20.376024,0,70
57,1000,10000,10,False,PC,0,17,69,2024-03-22 08:28:20.435001,0,68
58,1000,10000,10,False,PC,0,17,69,2024-03-22 08:28:20.495336,0,69
61,1000,10000,20,True,PC,0,17,69,2024-03-22 08:28:20.559153,0,72
29,1000,10000,20,True,PC,0,17,69,2024-03-22 08:28:20.590858,0,40
29,1000,10000,20,True,PC,6,17,74,2024-03-22 08:28:20.621630,0,40
28,1000,10000,20,True,PC,3,17,72,2024-03-22 08:28:20.652478,0,39
27,1000,10000,20,True,PC,3,17,72,2024-03-22 08:28:20.681188,0,38
29,1000,10000,20,True,PC,6,17,74,2024-03-22 08:28:20.713036,0,40
31,1000,10000,20,True,PC,0,17,69,2024-03-22 08:28:20.746866,0,42
29,1000,10000,20,True,PC,0,17,69,2024-03-22 08:28:20.778537,0,40
31,1000,10000,20,True,PC,0,17,69,2024-03-22 08:28:20.811067,0,42
31,1000,10000,20,True,PC,2,17,71,2024-03-22 08:28:20.845740,0,42
88,1000,10000,20,False,PC,1,17,70,2024-03-22 08:28:20.936467,0,99
64,1000,10000,20,False,PC,1,17,70,2024-03-22 08:28:21.002616,0,75
59,1000,10000,20,False,PC,1,17,70,2024-03-22 08:28:21.064133,0,70
60,1000,10000,20,False,PC,0,17,69,2024-03-22 08:28:21.126956,0,71
62,1000,10000,20,False,PC,1,17,70,2024-03-22 08:28:21.191017,0,73
64,1000,10000,20,False,PC,0,17,69,2024-03-22 08:28:21.257051,0,75
61,1000,10000,20,False,PC,0,17,69,2024-03-22 08:28:21.321944,0,72
64,1000,10000,20,False,PC,0,17,69,2024-03-22 08:28:21.389172,0,75
64,1000,10000,20,False,PC,0,17,69,2024-03-22 08:28:21.456061,0,75
63,1000,10000,20,False,PC,0,17,69,2024-03-22 08:28:21.520591,0,74
53,1000,1000,1,True,PC,0,17,69,2024-03-22 08:28:21.576859,0,64
22,1000,1000,1,True,PC,6,17,74,2024-03-22 08:28:21.601182,0,33
22,1000,1000,1,True,PC,6,17,74,2024-03-22 08:28:21.624187,0,33
22,1000,1000,1,True,PC,0,17,69,2024-03-22 08:28:21.647239,0,33
22,1000,1000,1,True,PC,6,17,74,2024-03-22 08:28:21.671651,0,33
20,1000,1000,1,True,PC,3,17,72,2024-03-22 08:28:21.694596,0,31
21,1000,1000,1,True,PC,0,17,69,2024-03-22 08:28:21.717235,0,32
22,1000,1000,1,True,PC,0,17,69,2024-03-22 08:28:21.742065,0,33
21,1000,1000,1,True,PC,6,17,74,2024-03-22 08:28:21.765068,0,32
21,1000,1000,1,True,PC,0,17,69,2024-03-22 08:28:21.788157,0,32
76,1000,1000,1,False,PC,1,17,70,2024-03-22 08:28:21.868228,0,87
67,1000,1000,1,False,PC,1,17,70,2024-03-22 08:28:21.937359,0,78
54,1000,1000,1,False,PC,1,17,70,2024-03-22 08:28:21.993923,0,65
54,1000,1000,1,False,PC,3,17,72,2024-03-22 08:28:22.050039,0,65
54,1000,1000,1,False,PC,4,17,73,2024-03-22 08:28:22.107055,0,65
53,1000,1000,1,False,PC,4,17,73,2024-03-22 08:28:22.162840,0,64
53,1000,1000,1,False,PC,2,17,71,2024-03-22 08:28:22.217536,0,64
54,1000,1000,1,False,PC,3,17,72,2024-03-22 08:28:22.275102,0,65
52,1000,1000,1,False,PC,1,17,71,2024-03-22 08:28:22.329125,0,63
54,1000,1000,1,False,PC,3,17,72,2024-03-22 08:28:22.386714,0,65
58,1000,1000,5,True,PC,1,17,70,2024-03-22 08:28:22.447113,0,69
27,1000,1000,5,True,PC,3,17,72,2024-03-22 08:28:22.476189,0,38
24,1000,1000,5,True,PC,3,17,72,2024-03-22 08:28:22.503844,0,35
25,1000,1000,5,True,PC,0,17,69,2024-03-22 08:28:22.530038,0,36
24,1000,1000,5,True,PC,0,17,69,2024-03-22 08:28:22.556337,0,35
26,1000,1000,5,True,PC,0,17,69,2024-03-22 08:28:22.583885,0,37
24,1000,1000,5,True,PC,3,17,72,2024-03-22 08:28:22.610759,0,35
25,1000,1000,5,True,PC,0,17,69,2024-03-22 08:28:22.637897,0,36
25,1000,1000,5,True,PC,0,17,69,2024-03-22 08:28:22.664968,0,36
25,1000,1000,5,True,PC,3,17,72,2024-03-22 08:28:22.694138,0,36
85,1000,1000,5,False,PC,18,17,85,2024-03-22 08:28:22.782557,0,96
70,1000,1000,5,False,PC,4,17,73,2024-03-22 08:28:22.854907,0,81
55,1000,1000,5,False,PC,0,17,69,2024-03-22 08:28:22.912692,0,66
56,1000,1000,5,False,PC,0,17,69,2024-03-22 08:28:22.972073,0,67
58,1000,1000,5,False,PC,1,17,71,2024-03-22 08:28:23.032359,0,69
57,1000,1000,5,False,PC,1,17,70,2024-03-22 08:28:23.093448,0,68
57,1000,1000,5,False,PC,1,17,71,2024-03-22 08:28:23.153364,0,68
55,1000,1000,5,False,PC,0,17,69,2024-03-22 08:28:23.210507,0,66
56,1000,1000,5,False,PC,1,17,70,2024-03-22 08:28:23.269408,0,67
57,1000,1000,5,False,PC,0,17,69,2024-03-22 08:28:23.328868,0,68
60,1000,1000,10,True,PC,0,17,69,2024-03-22 08:28:23.391009,0,71
27,1000,1000,10,True,PC,0,17,69,2024-03-22 08:28:23.421542,0,38
28,1000,1000,10,True,PC,0,17,69,2024-03-22 08:28:23.451363,0,39
27,1000,1000,10,True,PC,0,17,69,2024-03-22 08:28:23.482142,0,38
27,1000,1000,10,True,PC,3,17,72,2024-03-22 08:28:23.511851,0,38
28,1000,1000,10,True,PC,3,17,72,2024-03-22 08:28:23.542258,0,39
27,1000,1000,10,True,PC,0,17,69,2024-03-22 08:28:23.570397,0,38
28,1000,1000,10,True,PC,3,17,72,2024-03-22 08:28:23.600906,0,39
26,1000,1000,10,True,PC,0,17,69,2024-03-22 08:28:23.628376,0,37
26,1000,1000,10,True,PC,5,17,74,2024-03-22 08:28:23.656218,0,37
81,1000,1000,10,False,PC,1,17,70,2024-03-22 08:28:23.738401,0,92
58,1000,1000,10,False,PC,1,17,70,2024-03-22 08:28:23.799460,0,69
58,1000,1000,10,False,PC,0,17,69,2024-03-22 08:28:23.859480,0,69
58,1000,1000,10,False,PC,0,17,69,2024-03-22 08:28:23.920051,0,69
60,1000,1000,10,False,PC,0,17,69,2024-03-22 08:28:23.982818,0,71
61,1000,1000,10,False,PC,3,17,72,2024-03-22 08:28:24.047235,0,72
61,1000,1000,10,False,PC,2,17,71,2024-03-22 08:28:24.110700,0,72
59,1000,1000,10,False,PC,4,17,73,2024-03-22 08:28:24.172262,0,70
66,1000,1000,10,False,PC,1,17,70,2024-03-22 08:28:24.240464,0,77
60,1000,1000,10,False,PC,0,17,69,2024-03-22 08:28:24.303675,0,71
61,1000,1000,20,True,PC,1,17,70,2024-03-22 08:28:24.368418,0,72
30,1000,1000,20,True,PC,3,17,72,2024-03-22 08:28:24.400295,0,41
29,1000,1000,20,True,PC,0,17,69,2024-03-22 08:28:24.430796,0,40
30,1000,1000,20,True,PC,3,17,72,2024-03-22 08:28:24.462278,0,41
29,1000,1000,20,True,PC,0,17,69,2024-03-22 08:28:24.493153,0,40
30,1000,1000,20,True,PC,3,17,72,2024-03-22 08:28:24.525945,0,41
31,1000,1000,20,True,PC,3,17,72,2024-03-22 08:28:24.559174,0,42
30,1000,1000,20,True,PC,3,17,72,2024-03-22 08:28:24.590880,0,41
29,1000,1000,20,True,PC,0,17,69,2024-03-22 08:28:24.622069,0,40
31,1000,1000,20,True,PC,0,17,69,2024-03-22 08:28:24.654670,0,42
88,1000,1000,20,False,PC,0,17,69,2024-03-22 08:28:24.744921,0,99
61,1000,1000,20,False,PC,0,17,69,2024-03-22 08:28:24.808626,0,72
63,1000,1000,20,False,PC,3,17,72,2024-03-22 08:28:24.873825,0,74
62,1000,1000,20,False,PC,1,17,70,2024-03-22 08:28:24.939400,0,73
64,1000,1000,20,False,PC,4,17,73,2024-03-22 08:28:25.006264,0,75
64,1000,1000,20,False,PC,3,17,72,2024-03-22 08:28:25.072901,0,75
60,1000,1000,20,False,PC,0,17,69,2024-03-22 08:28:25.135353,0,71
60,1000,1000,20,False,PC,1,17,70,2024-03-22 08:28:25.198120,0,71
62,1000,1000,20,False,PC,0,17,69,2024-03-22 08:28:25.262616,0,73
72,1000,1000,20,False,PC,2,17,71,2024-03-22 08:28:25.338359,0,83
77,1000,500,1,True,PC,1,17,70,2024-03-22 08:28:25.417519,0,88
22,1000,500,1,True,PC,6,17,74,2024-03-22 08:28:25.441527,0,33
22,1000,500,1,True,PC,6,17,74,2024-03-22 08:28:25.464529,0,33
21,1000,500,1,True,PC,3,17,72,2024-03-22 08:28:25.488305,0,32
22,1000,500,1,True,PC,6,17,74,2024-03-22 08:28:25.511378,0,33
23,1000,500,1,True,PC,3,17,72,2024-03-22 08:28:25.535434,0,34
23,1000,500,1,True,PC,0,17,69,2024-03-22 08:28:25.559436,0,34
22,1000,500,1,True,PC,0,17,69,2024-03-22 08:28:25.583482,0,33
23,1000,500,1,True,PC,0,17,69,2024-03-22 08:28:25.608488,0,34
21,1000,500,1,True,PC,3,17,72,2024-03-22 08:28:25.630492,0,32
80,1000,500,1,False,PC,2,17,71,2024-03-22 08:28:25.713722,0,91
75,1000,500,1,False,PC,1,17,70,2024-03-22 08:28:25.792000,0,86
82,1000,500,1,False,PC,2,17,71,2024-03-22 08:28:25.877291,0,93
77,1000,500,1,False,PC,2,17,71,2024-03-22 08:28:25.956785,0,88
78,1000,500,1,False,PC,2,17,71,2024-03-22 08:28:26.037299,0,89
84,1000,500,1,False,PC,1,17,70,2024-03-22 08:28:26.123874,0,95
75,1000,500,1,False,PC,1,17,70,2024-03-22 08:28:26.202117,0,86
76,1000,500,1,False,PC,1,17,70,2024-03-22 08:28:26.281004,0,87
83,1000,500,1,False,PC,2,17,71,2024-03-22 08:28:26.366344,0,94
77,1000,500,1,False,PC,0,17,69,2024-03-22 08:28:26.445813,0,88
79,1000,500,5,True,PC,1,17,70,2024-03-22 08:28:26.527647,0,90
25,1000,500,5,True,PC,0,17,69,2024-03-22 08:28:26.554941,0,36
26,1000,500,5,True,PC,3,17,72,2024-03-22 08:28:26.583627,0,37
26,1000,500,5,True,PC,0,17,69,2024-03-22 08:28:26.611020,0,37
25,1000,500,5,True,PC,0,17,69,2024-03-22 08:28:26.637167,0,36
25,1000,500,5,True,PC,3,17,72,2024-03-22 08:28:26.665245,0,36
25,1000,500,5,True,PC,0,17,69,2024-03-22 08:28:26.692013,0,36
26,1000,500,5,True,PC,0,17,69,2024-03-22 08:28:26.719167,0,37
25,1000,500,5,True,PC,3,17,72,2024-03-22 08:28:26.747206,0,36
27,1000,500,5,True,PC,0,17,69,2024-03-22 08:28:26.775426,0,38
79,1000,500,5,False,PC,0,17,69,2024-03-22 08:28:26.856844,0,90
82,1000,500,5,False,PC,0,17,69,2024-03-22 08:28:26.941724,0,93
80,1000,500,5,False,PC,1,17,70,2024-03-22 08:28:27.024684,0,91
81,1000,500,5,False,PC,0,17,69,2024-03-22 08:28:27.108126,0,92
80,1000,500,5,False,PC,0,17,69,2024-03-22 08:28:27.191010,0,91
86,1000,500,5,False,PC,0,17,69,2024-03-22 08:28:27.280814,0,97
79,1000,500,5,False,PC,0,17,69,2024-03-22 08:28:27.362240,0,90
79,1000,500,5,False,PC,0,17,69,2024-03-22 08:28:27.443444,0,90
80,1000,500,5,False,PC,0,17,69,2024-03-22 08:28:27.525557,0,91
77,1000,500,5,False,PC,0,17,69,2024-03-22 08:28:27.605972,0,88
82,1000,500,10,True,PC,0,17,69,2024-03-22 08:28:27.690142,0,93
26,1000,500,10,True,PC,5,17,74,2024-03-22 08:28:27.719676,0,37
26,1000,500,10,True,PC,0,17,69,2024-03-22 08:28:27.748616,0,37
26,1000,500,10,True,PC,0,17,69,2024-03-22 08:28:27.777107,0,37
26,1000,500,10,True,PC,0,17,69,2024-03-22 08:28:27.804897,0,37
27,1000,500,10,True,PC,3,17,72,2024-03-22 08:28:27.833620,0,38
25,1000,500,10,True,PC,9,17,77,2024-03-22 08:28:27.859444,0,36
25,1000,500,10,True,PC,0,17,69,2024-03-22 08:28:27.887496,0,36
27,1000,500,10,True,PC,3,17,72,2024-03-22 08:28:27.916762,0,38
27,1000,500,10,True,PC,0,17,69,2024-03-22 08:28:27.944945,0,38
85,1000,500,10,False,PC,2,17,71,2024-03-22 08:28:28.032177,0,96
101,1000,500,10,False,PC,1,17,70,2024-03-22 08:28:28.135548,0,112
84,1000,500,10,False,PC,0,17,69,2024-03-22 08:28:28.221944,0,95
80,1000,500,10,False,PC,0,17,69,2024-03-22 08:28:28.304327,0,91
97,1000,500,10,False,PC,1,17,70,2024-03-22 08:28:28.404745,0,108
95,1000,500,10,False,PC,0,17,69,2024-03-22 08:28:28.502699,0,106
81,1000,500,10,False,PC,1,17,70,2024-03-22 08:28:28.585821,0,92
152,1000,500,10,False,PC,2,17,71,2024-03-22 08:28:28.740279,0,163
80,1000,500,10,False,PC,2,17,71,2024-03-22 08:28:28.824154,0,91
81,1000,500,10,False,PC,1,17,70,2024-03-22 08:28:28.908563,0,92
86,1000,500,20,True,PC,0,17,69,2024-03-22 08:28:28.996877,0,97
30,1000,500,20,True,PC,0,17,69,2024-03-22 08:28:29.029824,0,41
31,1000,500,20,True,PC,2,17,71,2024-03-22 08:28:29.063448,0,42
30,1000,500,20,True,PC,0,17,69,2024-03-22 08:28:29.096301,0,41
29,1000,500,20,True,PC,3,17,72,2024-03-22 08:28:29.126917,0,40
27,1000,500,20,True,PC,5,17,74,2024-03-22 08:28:29.157092,0,38
30,1000,500,20,True,PC,0,17,69,2024-03-22 08:28:29.188258,0,41
31,1000,500,20,True,PC,3,17,72,2024-03-22 08:28:29.222505,0,42
30,1000,500,20,True,PC,3,17,72,2024-03-22 08:28:29.255430,0,41
32,1000,500,20,True,PC,3,17,72,2024-03-22 08:28:29.288828,0,43
88,1000,500,20,False,PC,0,17,69,2024-03-22 08:28:29.380726,0,99
86,1000,500,20,False,PC,1,17,70,2024-03-22 08:28:29.469526,0,97
87,1000,500,20,False,PC,0,17,69,2024-03-22 08:28:29.557825,0,98
94,1000,500,20,False,PC,2,17,71,2024-03-22 08:28:29.655107,0,105
90,1000,500,20,False,PC,1,17,70,2024-03-22 08:28:29.747127,0,101
96,1000,500,20,False,PC,0,17,70,2024-03-22 08:28:29.845464,0,107
83,1000,500,20,False,PC,1,17,70,2024-03-22 08:28:29.931407,0,94
99,1000,500,20,False,PC,6,17,74,2024-03-22 08:28:30.032852,0,110
87,1000,500,20,False,PC,0,17,69,2024-03-22 08:28:30.122330,0,98
83,1000,500,20,False,PC,1,17,70,2024-03-22 08:28:30.208250,0,94
271,1000,100,1,True,PC,0,17,69,2024-03-22 08:28:30.482184,0,282
21,1000,100,1,True,PC,0,17,69,2024-03-22 08:28:30.505294,0,32
20,1000,100,1,True,PC,0,17,69,2024-03-22 08:28:30.526871,0,31
21,1000,100,1,True,PC,3,17,72,2024-03-22 08:28:30.549278,0,32
21,1000,100,1,True,PC,6,17,74,2024-03-22 08:28:30.571319,0,32
23,1000,100,1,True,PC,3,17,72,2024-03-22 08:28:30.595492,0,34
21,1000,100,1,True,PC,0,17,69,2024-03-22 08:28:30.618273,0,32
22,1000,100,1,True,PC,0,17,69,2024-03-22 08:28:30.641606,0,33
23,1000,100,1,True,PC,6,17,74,2024-03-22 08:28:30.665618,0,34
22,1000,100,1,True,PC,0,17,69,2024-03-22 08:28:30.689138,0,33
287,1000,100,1,False,PC,0,17,69,2024-03-22 08:28:30.979286,0,298
269,1000,100,1,False,PC,0,17,70,2024-03-22 08:28:31.252013,0,280
272,1000,100,1,False,PC,0,17,70,2024-03-22 08:28:31.526708,0,283
284,1000,100,1,False,PC,0,17,69,2024-03-22 08:28:31.812152,0,295
278,1000,100,1,False,PC,1,17,70,2024-03-22 08:28:32.094039,0,289
276,1000,100,1,False,PC,0,17,69,2024-03-22 08:28:32.372111,0,287
272,1000,100,1,False,PC,2,17,71,2024-03-22 08:28:32.646692,0,283
270,1000,100,1,False,PC,1,17,70,2024-03-22 08:28:32.920012,0,281
276,1000,100,1,False,PC,1,17,70,2024-03-22 08:28:33.199086,0,287
268,1000,100,1,False,PC,0,17,69,2024-03-22 08:28:33.470021,0,279
271,1000,100,5,True,PC,0,17,69,2024-03-22 08:28:33.743184,0,282
24,1000,100,5,True,PC,6,17,74,2024-03-22 08:28:33.770495,0,35
25,1000,100,5,True,PC,5,17,74,2024-03-22 08:28:33.797291,0,36
24,1000,100,5,True,PC,0,17,69,2024-03-22 08:28:33.822950,0,35
25,1000,100,5,True,PC,0,17,69,2024-03-22 08:28:33.849533,0,36
25,1000,100,5,True,PC,3,17,72,2024-03-22 08:28:33.876072,0,36
24,1000,100,5,True,PC,0,17,69,2024-03-22 08:28:33.900182,0,35
25,1000,100,5,True,PC,0,17,69,2024-03-22 08:28:33.926867,0,36
24,1000,100,5,True,PC,6,17,74,2024-03-22 08:28:33.954969,0,35
26,1000,100,5,True,PC,0,17,69,2024-03-22 08:28:33.983072,0,37
304,1000,100,5,False,PC,0,17,70,2024-03-22 08:28:34.289614,0,315
296,1000,100,5,False,PC,0,17,69,2024-03-22 08:28:34.590185,0,307
292,1000,100,5,False,PC,1,17,70,2024-03-22 08:28:34.884990,0,303
294,1000,100,5,False,PC,1,17,70,2024-03-22 08:28:35.182018,0,305
283,1000,100,5,False,PC,1,17,70,2024-03-22 08:28:35.468256,0,294
288,1000,100,5,False,PC,1,17,70,2024-03-22 08:28:35.758815,0,299
283,1000,100,5,False,PC,0,17,69,2024-03-22 08:28:36.044775,0,294
275,1000,100,5,False,PC,0,17,69,2024-03-22 08:28:36.323664,0,286
299,1000,100,5,False,PC,0,17,69,2024-03-22 08:28:36.625018,0,310
274,1000,100,5,False,PC,0,17,69,2024-03-22 08:28:36.901895,0,285
299,1000,100,10,True,PC,0,17,69,2024-03-22 08:28:37.203329,0,310
26,1000,100,10,True,PC,0,17,69,2024-03-22 08:28:37.230801,0,37
27,1000,100,10,True,PC,3,17,72,2024-03-22 08:28:37.260646,0,38
29,1000,100,10,True,PC,3,17,72,2024-03-22 08:28:37.290729,0,40
25,1000,100,10,True,PC,6,17,74,2024-03-22 08:28:37.317708,0,36
27,1000,100,10,True,PC,3,17,72,2024-03-22 08:28:37.347059,0,38
26,1000,100,10,True,PC,0,17,69,2024-03-22 08:28:37.374826,0,37
26,1000,100,10,True,PC,0,17,69,2024-03-22 08:28:37.403306,0,37
26,1000,100,10,True,PC,3,17,72,2024-03-22 08:28:37.431292,0,37
27,1000,100,10,True,PC,0,17,69,2024-03-22 08:28:37.460821,0,38
274,1000,100,10,False,PC,0,17,69,2024-03-22 08:28:37.737719,0,285
290,1000,100,10,False,PC,0,17,69,2024-03-22 08:28:38.030404,0,301
280,1000,100,10,False,PC,0,17,69,2024-03-22 08:28:38.313233,0,291
290,1000,100,10,False,PC,0,17,70,2024-03-22 08:28:38.606103,0,301
287,1000,100,10,False,PC,0,17,69,2024-03-22 08:28:38.896304,0,298
299,1000,100,10,False,PC,0,17,69,2024-03-22 08:28:39.198156,0,310
288,1000,100,10,False,PC,0,17,69,2024-03-22 08:28:39.488204,0,299
283,1000,100,10,False,PC,0,17,69,2024-03-22 08:28:39.773310,0,294
276,1000,100,10,False,PC,0,17,69,2024-03-22 08:28:40.051326,0,287
275,1000,100,10,False,PC,0,17,69,2024-03-22 08:28:40.329249,0,286
306,1000,100,20,True,PC,0,17,69,2024-03-22 08:28:40.637432,0,317
32,1000,100,20,True,PC,2,17,72,2024-03-22 08:28:40.672327,0,43
30,1000,100,20,True,PC,0,17,69,2024-03-22 08:28:40.703851,0,41
29,1000,100,20,True,PC,0,17,69,2024-03-22 08:28:40.734242,0,40
29,1000,100,20,True,PC,3,17,72,2024-03-22 08:28:40.765899,0,40
29,1000,100,20,True,PC,3,17,72,2024-03-22 08:28:40.797749,0,40
28,1000,100,20,True,PC,0,17,69,2024-03-22 08:28:40.826919,0,39
29,1000,100,20,True,PC,0,17,69,2024-03-22 08:28:40.858256,0,40
32,1000,100,20,True,PC,4,17,73,2024-03-22 08:28:40.892622,0,43
29,1000,100,20,True,PC,0,17,69,2024-03-22 08:28:40.922740,0,40
292,1000,100,20,False,PC,0,17,69,2024-03-22 08:28:41.216818,0,303
286,1000,100,20,False,PC,0,17,70,2024-03-22 08:28:41.506797,0,297
280,1000,100,20,False,PC,0,17,69,2024-03-22 08:28:41.790305,0,291
293,1000,100,20,False,PC,0,17,69,2024-03-22 08:28:42.087081,0,304
292,1000,100,20,False,PC,0,17,69,2024-03-22 08:28:42.381100,0,303
288,1000,100,20,False,PC,2,17,71,2024-03-22 08:28:42.671356,0,299
291,1000,100,20,False,PC,0,17,70,2024-03-22 08:28:42.966077,0,302
291,1000,100,20,False,PC,0,17,70,2024-03-22 08:28:43.258834,0,302
276,1000,100,20,False,PC,0,17,69,2024-03-22 08:28:43.537255,0,287
304,1000,100,20,False,PC,0,17,70,2024-03-22 08:28:43.845226,0,315
523,1000,50,1,True,PC,1,17,70,2024-03-22 08:28:44.371002,0,534
22,1000,50,1,True,PC,3,17,72,2024-03-22 08:28:44.395504,0,33
23,1000,50,1,True,PC,0,17,69,2024-03-22 08:28:44.419796,0,34
22,1000,50,1,True,PC,3,17,72,2024-03-22 08:28:44.443173,0,33
22,1000,50,1,True,PC,6,17,74,2024-03-22 08:28:44.466514,0,33
21,1000,50,1,True,PC,3,17,72,2024-03-22 08:28:44.490023,0,32
22,1000,50,1,True,PC,6,17,74,2024-03-22 08:28:44.514863,0,33
22,1000,50,1,True,PC,0,17,69,2024-03-22 08:28:44.539009,0,33
23,1000,50,1,True,PC,6,17,74,2024-03-22 08:28:44.563730,0,34
22,1000,50,1,True,PC,0,17,69,2024-03-22 08:28:44.588091,0,33
507,1000,50,1,False,PC,3,17,72,2024-03-22 08:28:45.097608,0,518
526,1000,50,1,False,PC,3,17,72,2024-03-22 08:28:45.626136,0,537
554,1000,50,1,False,PC,3,17,72,2024-03-22 08:28:46.182938,0,565
546,1000,50,1,False,PC,3,17,72,2024-03-22 08:28:46.732049,0,557
510,1000,50,1,False,PC,0,17,69,2024-03-22 08:28:47.245549,0,521
506,1000,50,1,False,PC,0,17,69,2024-03-22 08:28:47.753839,0,517
536,1000,50,1,False,PC,0,17,69,2024-03-22 08:28:48.292767,0,547
506,1000,50,1,False,PC,0,17,69,2024-03-22 08:28:48.801320,0,517
520,1000,50,1,False,PC,0,17,69,2024-03-22 08:28:49.325104,0,531
515,1000,50,1,False,PC,4,17,73,2024-03-22 08:28:49.843972,0,526
538,1000,50,5,True,PC,4,17,73,2024-03-22 08:28:50.384941,0,549
23,1000,50,5,True,PC,0,17,69,2024-03-22 08:28:50.411844,0,34
25,1000,50,5,True,PC,0,17,69,2024-03-22 08:28:50.438451,0,36
26,1000,50,5,True,PC,0,17,69,2024-03-22 08:28:50.465664,0,37
26,1000,50,5,True,PC,0,17,69,2024-03-22 08:28:50.493373,0,37
25,1000,50,5,True,PC,6,17,74,2024-03-22 08:28:50.520344,0,36
25,1000,50,5,True,PC,0,17,69,2024-03-22 08:28:50.547688,0,36
26,1000,50,5,True,PC,0,17,69,2024-03-22 08:28:50.574922,0,37
25,1000,50,5,True,PC,0,17,69,2024-03-22 08:28:50.602107,0,36
25,1000,50,5,True,PC,0,17,69,2024-03-22 08:28:50.628722,0,36
557,1000,50,5,False,PC,0,17,69,2024-03-22 08:28:51.188265,0,568
544,1000,50,5,False,PC,0,17,69,2024-03-22 08:28:51.735219,0,555
519,1000,50,5,False,PC,0,17,69,2024-03-22 08:28:52.256333,0,530
539,1000,50,5,False,PC,0,17,69,2024-03-22 08:28:52.799373,0,550
549,1000,50,5,False,PC,0,17,69,2024-03-22 08:28:53.350624,0,560
524,1000,50,5,False,PC,0,17,69,2024-03-22 08:28:53.877086,0,535
500,1000,50,5,False,PC,0,17,69,2024-03-22 08:28:54.379432,0,511
519,1000,50,5,False,PC,0,17,69,2024-03-22 08:28:54.901526,0,530
521,1000,50,5,False,PC,0,17,69,2024-03-22 08:28:55.425289,0,532
504,1000,50,5,False,PC,0,17,69,2024-03-22 08:28:55.932131,0,515
511,1000,50,10,True,PC,0,17,69,2024-03-22 08:28:56.446667,0,522
27,1000,50,10,True,PC,0,17,69,2024-03-22 08:28:56.475976,0,38
27,1000,50,10,True,PC,3,17,72,2024-03-22 08:28:56.504511,0,38
26,1000,50,10,True,PC,0,17,69,2024-03-22 08:28:56.533955,0,37
27,1000,50,10,True,PC,0,17,69,2024-03-22 08:28:56.563903,0,38
27,1000,50,10,True,PC,0,17,69,2024-03-22 08:28:56.593550,0,38
27,1000,50,10,True,PC,0,17,69,2024-03-22 08:28:56.622820,0,38
28,1000,50,10,True,PC,0,17,69,2024-03-22 08:28:56.653089,0,39
27,1000,50,10,True,PC,0,17,69,2024-03-22 08:28:56.682854,0,38
28,1000,50,10,True,PC,0,17,69,2024-03-22 08:28:56.713054,0,39
523,1000,50,10,False,PC,0,17,69,2024-03-22 08:28:57.239018,0,534
549,1000,50,10,False,PC,0,17,69,2024-03-22 08:28:57.790545,0,560
534,1000,50,10,False,PC,0,17,69,2024-03-22 08:28:58.328299,0,545
513,1000,50,10,False,PC,0,17,69,2024-03-22 08:28:58.845464,0,524
531,1000,50,10,False,PC,0,17,69,2024-03-22 08:28:59.379392,0,542
548,1000,50,10,False,PC,0,17,69,2024-03-22 08:28:59.930040,0,559
509,1000,50,10,False,PC,0,17,69,2024-03-22 08:29:00.441336,0,520
542,1000,50,10,False,PC,0,17,69,2024-03-22 08:29:00.986677,0,553
529,1000,50,10,False,PC,0,17,69,2024-03-22 08:29:01.518620,0,540
519,1000,50,10,False,PC,0,17,69,2024-03-22 08:29:02.040474,0,530
543,1000,50,20,True,PC,0,17,69,2024-03-22 08:29:02.587158,0,554
28,1000,50,20,True,PC,0,17,69,2024-03-22 08:29:02.617701,0,39
28,1000,50,20,True,PC,3,17,72,2024-03-22 08:29:02.646935,0,39
28,1000,50,20,True,PC,3,17,72,2024-03-22 08:29:02.677865,0,39
28,1000,50,20,True,PC,0,17,69,2024-03-22 08:29:02.709515,0,39
28,1000,50,20,True,PC,0,17,69,2024-03-22 08:29:02.740238,0,39
28,1000,50,20,True,PC,0,17,69,2024-03-22 08:29:02.771183,0,39
31,1000,50,20,True,PC,0,17,69,2024-03-22 08:29:02.811720,0,42
30,1000,50,20,True,PC,2,17,71,2024-03-22 08:29:02.845158,0,41
30,1000,50,20,True,PC,0,17,69,2024-03-22 08:29:02.877595,0,41
531,1000,50,20,False,PC,0,17,69,2024-03-22 08:29:03.411340,0,542
555,1000,50,20,False,PC,2,17,71,2024-03-22 08:29:03.968564,0,566
539,1000,50,20,False,PC,0,17,69,2024-03-22 08:29:04.511565,0,550
