delta,limit,batch_size,threads,cached,device_type,cpu,memory,consumption,timestamp,gpu,cumm_net_delay
514,1000,50,20,False,PC,0,17,70,2024-03-22 08:29:05.027856,0,525
539,1000,50,20,False,PC,0,17,69,2024-03-22 08:29:05.570223,0,550
530,1000,50,20,False,PC,0,17,70,2024-03-22 08:29:06.102446,0,541
518,1000,50,20,False,PC,0,17,70,2024-03-22 08:29:06.622461,0,529
513,1000,50,20,False,PC,1,17,71,2024-03-22 08:29:07.138150,0,524
525,1000,50,20,False,PC,0,17,69,2024-03-22 08:29:07.665543,0,536
558,1000,50,20,False,PC,2,17,71,2024-03-22 08:29:08.226686,0,569
151,2000,10000,1,True,PC,0,17,69,2024-03-22 08:29:08.380354,0,162
23,2000,10000,1,True,PC,6,17,74,2024-03-22 08:29:08.404761,0,34
21,2000,10000,1,True,PC,3,17,72,2024-03-22 08:29:08.428283,0,32
23,2000,10000,1,True,PC,6,17,74,2024-03-22 08:29:08.452724,0,34
23,2000,10000,1,True,PC,3,17,72,2024-03-22 08:29:08.476772,0,34
22,2000,10000,1,True,PC,11,17,79,2024-03-22 08:29:08.500181,0,33
20,2000,10000,1,True,PC,3,17,72,2024-03-22 08:29:08.522907,0,31
22,2000,10000,1,True,PC,0,17,69,2024-03-22 08:29:08.547075,0,33
22,2000,10000,1,True,PC,3,17,72,2024-03-22 08:29:08.570651,0,33
22,2000,10000,1,True,PC,0,17,69,2024-03-22 08:29:08.595026,0,33
108,2000,10000,1,False,PC,0,17,69,2024-03-22 08:29:08.705315,0,119
84,2000,10000,1,False,PC,1,17,70,2024-03-22 08:29:08.791896,0,95
83,2000,10000,1,False,PC,4,17,73,2024-03-22 08:29:08.879482,0,94
85,2000,10000,1,False,PC,1,17,70,2024-03-22 08:29:08.967028,0,96
92,2000,10000,1,False,PC,0,17,69,2024-03-22 08:29:09.061045,0,103
84,2000,10000,1,False,PC,2,17,71,2024-03-22 08:29:09.147091,0,95
83,2000,10000,1,False,PC,1,17,70,2024-03-22 08:29:09.232303,0,94
84,2000,10000,1,False,PC,2,17,71,2024-03-22 08:29:09.318455,0,95
81,2000,10000,1,False,PC,0,17,69,2024-03-22 08:29:09.402612,0,92
84,2000,10000,1,False,PC,0,17,69,2024-03-22 08:29:09.489548,0,95
79,2000,10000,5,True,PC,0,17,69,2024-03-22 08:29:09.571917,0,90
26,2000,10000,5,True,PC,3,17,72,2024-03-22 08:29:09.599498,0,37
25,2000,10000,5,True,PC,3,17,72,2024-03-22 08:29:09.631655,0,36
26,2000,10000,5,True,PC,0,17,69,2024-03-22 08:29:09.658817,0,37
26,2000,10000,5,True,PC,0,17,69,2024-03-22 08:29:09.687114,0,37
26,2000,10000,5,True,PC,3,17,72,2024-03-22 08:29:09.715511,0,37
26,2000,10000,5,True,PC,3,17,72,2024-03-22 08:29:09.743625,0,37
25,2000,10000,5,True,PC,0,17,69,2024-03-22 08:29:09.771250,0,36
26,2000,10000,5,True,PC,0,17,69,2024-03-22 08:29:09.798921,0,37
27,2000,10000,5,True,PC,0,17,69,2024-03-22 08:29:09.828653,0,38
95,2000,10000,5,False,PC,0,17,69,2024-03-22 08:29:09.926696,0,106
86,2000,10000,5,False,PC,1,17,70,2024-03-22 08:29:10.014073,0,97
112,2000,10000,5,False,PC,0,17,69,2024-03-22 08:29:10.129903,0,123
89,2000,10000,5,False,PC,9,17,77,2024-03-22 08:29:10.221882,0,100
85,2000,10000,5,False,PC,0,17,69,2024-03-22 08:29:10.308268,0,96
64,2000,10000,5,False,PC,1,17,70,2024-03-22 08:29:10.375082,0,75
73,2000,10000,5,False,PC,0,17,69,2024-03-22 08:29:10.450249,0,84
65,2000,10000,5,False,PC,0,17,69,2024-03-22 08:29:10.519244,0,76
64,2000,10000,5,False,PC,0,17,69,2024-03-22 08:29:10.586172,0,75
65,2000,10000,5,False,PC,0,17,69,2024-03-22 08:29:10.653958,0,76
75,2000,10000,10,True,PC,1,17,70,2024-03-22 08:29:10.731606,0,86
28,2000,10000,10,True,PC,3,17,72,2024-03-22 08:29:10.762128,0,39
27,2000,10000,10,True,PC,6,17,74,2024-03-22 08:29:10.791320,0,38
27,2000,10000,10,True,PC,0,17,69,2024-03-22 08:29:10.820914,0,38
26,2000,10000,10,True,PC,3,17,72,2024-03-22 08:29:10.848462,0,37
27,2000,10000,10,True,PC,0,17,69,2024-03-22 08:29:10.878274,0,38
27,2000,10000,10,True,PC,3,17,72,2024-03-22 08:29:10.908462,0,38
28,2000,10000,10,True,PC,11,17,79,2024-03-22 08:29:10.937689,0,39
29,2000,10000,10,True,PC,2,17,72,2024-03-22 08:29:10.968470,0,40
26,2000,10000,10,True,PC,0,17,69,2024-03-22 08:29:10.997296,0,37
90,2000,10000,10,False,PC,1,17,70,2024-03-22 08:29:11.090492,0,101
90,2000,10000,10,False,PC,1,17,70,2024-03-22 08:29:11.182536,0,101
93,2000,10000,10,False,PC,1,17,70,2024-03-22 08:29:11.278134,0,104
89,2000,10000,10,False,PC,0,17,69,2024-03-22 08:29:11.369180,0,100
86,2000,10000,10,False,PC,0,17,69,2024-03-22 08:29:11.457835,0,97
69,2000,10000,10,False,PC,1,17,70,2024-03-22 08:29:11.529407,0,80
145,2000,10000,10,False,PC,3,17,72,2024-03-22 08:29:11.676529,0,156
66,2000,10000,10,False,PC,1,17,70,2024-03-22 08:29:11.744634,0,77
76,2000,10000,10,False,PC,5,17,73,2024-03-22 08:29:11.823089,0,87
67,2000,10000,10,False,PC,0,17,69,2024-03-22 08:29:11.892551,0,78
71,2000,10000,20,True,PC,1,17,70,2024-03-22 08:29:11.966232,0,82
30,2000,10000,20,True,PC,0,17,69,2024-03-22 08:29:11.999247,0,41
31,2000,10000,20,True,PC,5,17,73,2024-03-22 08:29:12.031779,0,42
30,2000,10000,20,True,PC,0,17,69,2024-03-22 08:29:12.063405,0,41
31,2000,10000,20,True,PC,0,17,69,2024-03-22 08:29:12.097064,0,42
30,2000,10000,20,True,PC,0,17,69,2024-03-22 08:29:12.129546,0,41
29,2000,10000,20,True,PC,0,17,69,2024-03-22 08:29:12.160736,0,40
30,2000,10000,20,True,PC,0,17,69,2024-03-22 08:29:12.193470,0,41
29,2000,10000,20,True,PC,0,17,69,2024-03-22 08:29:12.224383,0,40
28,2000,10000,20,True,PC,0,17,69,2024-03-22 08:29:12.253421,0,39
95,2000,10000,20,False,PC,5,17,74,2024-03-22 08:29:12.350776,0,106
92,2000,10000,20,False,PC,1,17,70,2024-03-22 08:29:12.444850,0,103
92,2000,10000,20,False,PC,1,17,70,2024-03-22 08:29:12.539590,0,103
94,2000,10000,20,False,PC,0,17,69,2024-03-22 08:29:12.636068,0,105
88,2000,10000,20,False,PC,0,17,69,2024-03-22 08:29:12.726946,0,99
72,2000,10000,20,False,PC,0,17,69,2024-03-22 08:29:12.801274,0,83
68,2000,10000,20,False,PC,1,17,70,2024-03-22 08:29:12.872058,0,79
71,2000,10000,20,False,PC,0,17,69,2024-03-22 08:29:12.945084,0,82
70,2000,10000,20,False,PC,1,17,70,2024-03-22 08:29:13.017287,0,81
72,2000,10000,20,False,PC,0,17,69,2024-03-22 08:29:13.092119,0,83
110,2000,1000,1,True,PC,1,17,70,2024-03-22 08:29:13.204888,0,121
21,2000,1000,1,True,PC,6,17,74,2024-03-22 08:29:13.229394,0,32
23,2000,1000,1,True,PC,0,17,69,2024-03-22 08:29:13.253722,0,34
22,2000,1000,1,True,PC,6,17,74,2024-03-22 08:29:13.277874,0,33
22,2000,1000,1,True,PC,0,17,69,2024-03-22 08:29:13.302207,0,33
22,2000,1000,1,True,PC,0,17,69,2024-03-22 08:29:13.328084,0,33
24,2000,1000,1,True,PC,0,17,69,2024-03-22 08:29:13.353190,0,35
23,2000,1000,1,True,PC,0,17,69,2024-03-22 08:29:13.378221,0,34
22,2000,1000,1,True,PC,0,17,69,2024-03-22 08:29:13.402224,0,33
22,2000,1000,1,True,PC,0,17,69,2024-03-22 08:29:13.425731,0,33
87,2000,1000,1,False,PC,0,17,69,2024-03-22 08:29:13.515507,0,98
88,2000,1000,1,False,PC,0,17,69,2024-03-22 08:29:13.605920,0,99
84,2000,1000,1,False,PC,2,17,71,2024-03-22 08:29:13.692109,0,95
86,2000,1000,1,False,PC,1,17,70,2024-03-22 08:29:13.779801,0,97
87,2000,1000,1,False,PC,1,17,70,2024-03-22 08:29:13.869946,0,98
87,2000,1000,1,False,PC,2,17,71,2024-03-22 08:29:13.959561,0,98
88,2000,1000,1,False,PC,4,17,73,2024-03-22 08:29:14.050434,0,99
89,2000,1000,1,False,PC,3,17,72,2024-03-22 08:29:14.143367,0,100
95,2000,1000,1,False,PC,3,17,72,2024-03-22 08:29:14.242846,0,106
94,2000,1000,1,False,PC,3,17,72,2024-03-22 08:29:14.339293,0,105
106,2000,1000,5,True,PC,3,17,72,2024-03-22 08:29:14.449988,0,117
29,2000,1000,5,True,PC,0,17,69,2024-03-22 08:29:14.481218,0,40
25,2000,1000,5,True,PC,0,17,69,2024-03-22 08:29:14.509344,0,36
26,2000,1000,5,True,PC,0,17,69,2024-03-22 08:29:14.538578,0,37
25,2000,1000,5,True,PC,3,17,72,2024-03-22 08:29:14.565679,0,36
25,2000,1000,5,True,PC,0,17,69,2024-03-22 08:29:14.594378,0,36
29,2000,1000,5,True,PC,0,17,69,2024-03-22 08:29:14.627072,0,40
25,2000,1000,5,True,PC,6,17,75,2024-03-22 08:29:14.656654,0,36
27,2000,1000,5,True,PC,5,17,73,2024-03-22 08:29:14.685693,0,38
26,2000,1000,5,True,PC,3,17,72,2024-03-22 08:29:14.715395,0,37
119,2000,1000,5,False,PC,0,17,70,2024-03-22 08:29:14.836760,0,130
91,2000,1000,5,False,PC,0,17,69,2024-03-22 08:29:14.930540,0,102
107,2000,1000,5,False,PC,1,17,71,2024-03-22 08:29:15.040741,0,118
90,2000,1000,5,False,PC,0,17,69,2024-03-22 08:29:15.140084,0,101
91,2000,1000,5,False,PC,1,17,70,2024-03-22 08:29:15.233591,0,102
89,2000,1000,5,False,PC,0,17,69,2024-03-22 08:29:15.327489,0,100
106,2000,1000,5,False,PC,0,17,70,2024-03-22 08:29:15.435723,0,117
91,2000,1000,5,False,PC,0,17,69,2024-03-22 08:29:15.529807,0,102
100,2000,1000,5,False,PC,1,17,71,2024-03-22 08:29:15.631476,0,111
94,2000,1000,5,False,PC,0,17,69,2024-03-22 08:29:15.729670,0,105
92,2000,1000,10,True,PC,1,17,70,2024-03-22 08:29:15.824314,0,103
28,2000,1000,10,True,PC,0,17,69,2024-03-22 08:29:15.862778,0,39
32,2000,1000,10,True,PC,6,17,74,2024-03-22 08:29:15.904059,0,43
30,2000,1000,10,True,PC,7,17,75,2024-03-22 08:29:15.937391,0,41
28,2000,1000,10,True,PC,0,17,69,2024-03-22 08:29:15.968015,0,39
30,2000,1000,10,True,PC,0,17,69,2024-03-22 08:29:16.000447,0,41
28,2000,1000,10,True,PC,5,17,74,2024-03-22 08:29:16.030926,0,39
27,2000,1000,10,True,PC,10,17,78,2024-03-22 08:29:16.061849,0,38
28,2000,1000,10,True,PC,6,17,74,2024-03-22 08:29:16.092277,0,39
28,2000,1000,10,True,PC,0,17,69,2024-03-22 08:29:16.123604,0,39
115,2000,1000,10,False,PC,3,17,72,2024-03-22 08:29:16.241295,0,126
104,2000,1000,10,False,PC,4,17,73,2024-03-22 08:29:16.349325,0,115
94,2000,1000,10,False,PC,4,17,73,2024-03-22 08:29:16.446196,0,105
103,2000,1000,10,False,PC,2,17,71,2024-03-22 08:29:16.551990,0,114
120,2000,1000,10,False,PC,11,17,79,2024-03-22 08:29:16.675446,0,131
97,2000,1000,10,False,PC,20,17,86,2024-03-22 08:29:16.776772,0,108
99,2000,1000,10,False,PC,11,17,79,2024-03-22 08:29:16.878006,0,110
179,2000,1000,10,False,PC,5,17,73,2024-03-22 08:29:17.059895,0,190
92,2000,1000,10,False,PC,1,17,70,2024-03-22 08:29:17.153361,0,103
94,2000,1000,10,False,PC,0,17,69,2024-03-22 08:29:17.250388,0,105
97,2000,1000,20,True,PC,0,17,70,2024-03-22 08:29:17.349468,0,108
31,2000,1000,20,True,PC,6,17,75,2024-03-22 08:29:17.382907,0,42
28,2000,1000,20,True,PC,5,17,74,2024-03-22 08:29:17.412630,0,39
29,2000,1000,20,True,PC,3,17,72,2024-03-22 08:29:17.443218,0,40
29,2000,1000,20,True,PC,0,17,69,2024-03-22 08:29:17.474108,0,40
31,2000,1000,20,True,PC,6,17,74,2024-03-22 08:29:17.509011,0,42
32,2000,1000,20,True,PC,0,17,69,2024-03-22 08:29:17.543637,0,43
32,2000,1000,20,True,PC,5,17,74,2024-03-22 08:29:17.578122,0,43
31,2000,1000,20,True,PC,4,17,73,2024-03-22 08:29:17.612385,0,42
31,2000,1000,20,True,PC,0,17,69,2024-03-22 08:29:17.646714,0,42
123,2000,1000,20,False,PC,2,17,71,2024-03-22 08:29:17.773094,0,134
97,2000,1000,20,False,PC,1,17,70,2024-03-22 08:29:17.874041,0,108
96,2000,1000,20,False,PC,0,17,69,2024-03-22 08:29:17.971110,0,107
97,2000,1000,20,False,PC,1,17,70,2024-03-22 08:29:18.071530,0,108
97,2000,1000,20,False,PC,1,17,70,2024-03-22 08:29:18.171222,0,108
94,2000,1000,20,False,PC,0,17,70,2024-03-22 08:29:18.267421,0,105
109,2000,1000,20,False,PC,2,17,71,2024-03-22 08:29:18.379358,0,120
98,2000,1000,20,False,PC,0,17,69,2024-03-22 08:29:18.481145,0,109
103,2000,1000,20,False,PC,0,17,69,2024-03-22 08:29:18.586597,0,114
104,2000,1000,20,False,PC,0,17,70,2024-03-22 08:29:18.694478,0,115
136,2000,500,1,True,PC,4,17,73,2024-03-22 08:29:18.833287,0,147
21,2000,500,1,True,PC,0,17,69,2024-03-22 08:29:18.857292,0,32
21,2000,500,1,True,PC,0,17,69,2024-03-22 08:29:18.880389,0,32
21,2000,500,1,True,PC,6,17,74,2024-03-22 08:29:18.903507,0,32
20,2000,500,1,True,PC,0,17,69,2024-03-22 08:29:18.926489,0,31
23,2000,500,1,True,PC,6,17,74,2024-03-22 08:29:18.950662,0,34
24,2000,500,1,True,PC,3,17,72,2024-03-22 08:29:18.976001,0,35
23,2000,500,1,True,PC,0,17,69,2024-03-22 08:29:19.003095,0,34
22,2000,500,1,True,PC,5,17,74,2024-03-22 08:29:19.027775,0,33
23,2000,500,1,True,PC,0,17,69,2024-03-22 08:29:19.052788,0,34
142,2000,500,1,False,PC,2,17,71,2024-03-22 08:29:19.198000,0,153
145,2000,500,1,False,PC,1,17,70,2024-03-22 08:29:19.346714,0,156
141,2000,500,1,False,PC,4,17,73,2024-03-22 08:29:19.491656,0,152
134,2000,500,1,False,PC,1,17,70,2024-03-22 08:29:19.628033,0,145
136,2000,500,1,False,PC,0,17,70,2024-03-22 08:29:19.765093,0,147
137,2000,500,1,False,PC,0,17,70,2024-03-22 08:29:19.905039,0,148
133,2000,500,1,False,PC,0,17,70,2024-03-22 08:29:20.040165,0,144
133,2000,500,1,False,PC,1,17,70,2024-03-22 08:29:20.175432,0,144
132,2000,500,1,False,PC,0,17,70,2024-03-22 08:29:20.309010,0,143
137,2000,500,1,False,PC,0,17,70,2024-03-22 08:29:20.448583,0,148
136,2000,500,5,True,PC,0,17,69,2024-03-22 08:29:20.588161,0,147
25,2000,500,5,True,PC,0,17,69,2024-03-22 08:29:20.616142,0,36
25,2000,500,5,True,PC,3,17,72,2024-03-22 08:29:20.643579,0,36
25,2000,500,5,True,PC,0,17,69,2024-03-22 08:29:20.671484,0,36
25,2000,500,5,True,PC,0,17,69,2024-03-22 08:29:20.698787,0,36
26,2000,500,5,True,PC,6,17,74,2024-03-22 08:29:20.726738,0,37
25,2000,500,5,True,PC,0,17,69,2024-03-22 08:29:20.754081,0,36
24,2000,500,5,True,PC,0,17,69,2024-03-22 08:29:20.779921,0,35
24,2000,500,5,True,PC,3,17,72,2024-03-22 08:29:20.806576,0,35
26,2000,500,5,True,PC,0,17,69,2024-03-22 08:29:20.833901,0,37
158,2000,500,5,False,PC,0,17,70,2024-03-22 08:29:20.994267,0,169
149,2000,500,5,False,PC,0,17,70,2024-03-22 08:29:21.146288,0,160
134,2000,500,5,False,PC,0,17,70,2024-03-22 08:29:21.283825,0,145
141,2000,500,5,False,PC,0,17,69,2024-03-22 08:29:21.426960,0,152
138,2000,500,5,False,PC,0,17,70,2024-03-22 08:29:21.567572,0,149
144,2000,500,5,False,PC,1,17,70,2024-03-22 08:29:21.713589,0,155
139,2000,500,5,False,PC,0,17,70,2024-03-22 08:29:21.854870,0,150
135,2000,500,5,False,PC,0,17,69,2024-03-22 08:29:21.993587,0,146
151,2000,500,5,False,PC,0,17,69,2024-03-22 08:29:22.148779,0,162
136,2000,500,5,False,PC,0,17,69,2024-03-22 08:29:22.286567,0,147
139,2000,500,10,True,PC,0,17,69,2024-03-22 08:29:22.429439,0,150
27,2000,500,10,True,PC,0,17,69,2024-03-22 08:29:22.459618,0,38
27,2000,500,10,True,PC,0,17,69,2024-03-22 08:29:22.488525,0,38
27,2000,500,10,True,PC,0,17,69,2024-03-22 08:29:22.517561,0,38
26,2000,500,10,True,PC,0,17,69,2024-03-22 08:29:22.545191,0,37
27,2000,500,10,True,PC,3,17,72,2024-03-22 08:29:22.573945,0,38
25,2000,500,10,True,PC,0,17,69,2024-03-22 08:29:22.600824,0,36
27,2000,500,10,True,PC,3,17,72,2024-03-22 08:29:22.630502,0,38
27,2000,500,10,True,PC,0,17,69,2024-03-22 08:29:22.659801,0,38
27,2000,500,10,True,PC,0,17,69,2024-03-22 08:29:22.689221,0,38
139,2000,500,10,False,PC,0,17,69,2024-03-22 08:29:22.829653,0,150
136,2000,500,10,False,PC,0,17,69,2024-03-22 08:29:22.968846,0,147
144,2000,500,10,False,PC,0,17,69,2024-03-22 08:29:23.115917,0,155
140,2000,500,10,False,PC,0,17,70,2024-03-22 08:29:23.258119,0,151
139,2000,500,10,False,PC,0,17,69,2024-03-22 08:29:23.401114,0,150
142,2000,500,10,False,PC,0,17,70,2024-03-22 08:29:23.545439,0,153
136,2000,500,10,False,PC,0,17,69,2024-03-22 08:29:23.685309,0,147
166,2000,500,10,False,PC,0,17,69,2024-03-22 08:29:23.853761,0,177
139,2000,500,10,False,PC,1,17,70,2024-03-22 08:29:23.995050,0,150
166,2000,500,10,False,PC,0,17,69,2024-03-22 08:29:24.164208,0,177
150,2000,500,20,True,PC,1,17,70,2024-03-22 08:29:24.315983,0,161
30,2000,500,20,True,PC,3,17,72,2024-03-22 08:29:24.348776,0,41
31,2000,500,20,True,PC,3,17,72,2024-03-22 08:29:24.382639,0,42
30,2000,500,20,True,PC,3,17,72,2024-03-22 08:29:24.415436,0,41
30,2000,500,20,True,PC,0,17,69,2024-03-22 08:29:24.447330,0,41
30,2000,500,20,True,PC,3,17,72,2024-03-22 08:29:24.478458,0,41
28,2000,500,20,True,PC,0,17,69,2024-03-22 08:29:24.508245,0,39
30,2000,500,20,True,PC,6,17,74,2024-03-22 08:29:24.539821,0,41
27,2000,500,20,True,PC,0,17,69,2024-03-22 08:29:24.570543,0,38
30,2000,500,20,True,PC,0,17,69,2024-03-22 08:29:24.603059,0,41
149,2000,500,20,False,PC,0,17,70,2024-03-22 08:29:24.755063,0,160
211,2000,500,20,False,PC,3,17,72,2024-03-22 08:29:24.969435,0,222
144,2000,500,20,False,PC,0,17,70,2024-03-22 08:29:25.115667,0,155
142,2000,500,20,False,PC,0,17,69,2024-03-22 08:29:25.260121,0,153
164,2000,500,20,False,PC,0,17,70,2024-03-22 08:29:25.427147,0,175
145,2000,500,20,False,PC,0,17,69,2024-03-22 08:29:25.574987,0,156
144,2000,500,20,False,PC,0,17,70,2024-03-22 08:29:25.721814,0,155
148,2000,500,20,False,PC,0,17,69,2024-03-22 08:29:25.873142,0,159
144,2000,500,20,False,PC,0,17,69,2024-03-22 08:29:26.020084,0,155
149,2000,500,20,False,PC,1,17,70,2024-03-22 08:29:26.172286,0,160
565,2000,100,1,True,PC,0,17,69,2024-03-22 08:29:26.739766,0,576
21,2000,100,1,True,PC,6,17,74,2024-03-22 08:29:26.763771,0,32
21,2000,100,1,True,PC,6,17,74,2024-03-22 08:29:26.785777,0,32
21,2000,100,1,True,PC,6,17,74,2024-03-22 08:29:26.808768,0,32
23,2000,100,1,True,PC,3,17,72,2024-03-22 08:29:26.833175,0,34
22,2000,100,1,True,PC,0,17,69,2024-03-22 08:29:26.857193,0,33
23,2000,100,1,True,PC,3,17,72,2024-03-22 08:29:26.881440,0,34
21,2000,100,1,True,PC,0,17,69,2024-03-22 08:29:26.903445,0,32
21,2000,100,1,True,PC,0,17,69,2024-03-22 08:29:26.926949,0,32
23,2000,100,1,True,PC,0,17,69,2024-03-22 08:29:26.950955,0,34
546,2000,100,1,False,PC,0,17,69,2024-03-22 08:29:27.499556,0,557
531,2000,100,1,False,PC,0,17,69,2024-03-22 08:29:28.034384,0,542
542,2000,100,1,False,PC,0,17,69,2024-03-22 08:29:28.578762,0,553
537,2000,100,1,False,PC,0,17,69,2024-03-22 08:29:29.118574,0,548
546,2000,100,1,False,PC,0,17,69,2024-03-22 08:29:29.667594,0,557
556,2000,100,1,False,PC,0,17,69,2024-03-22 08:29:30.226121,0,567
543,2000,100,1,False,PC,0,17,69,2024-03-22 08:29:30.771719,0,554
526,2000,100,1,False,PC,0,17,69,2024-03-22 08:29:31.300037,0,537
549,2000,100,1,False,PC,0,17,69,2024-03-22 08:29:31.851968,0,560
531,2000,100,1,False,PC,0,17,69,2024-03-22 08:29:32.386513,0,542
564,2000,100,5,True,PC,0,17,69,2024-03-22 08:29:32.953362,0,575
24,2000,100,5,True,PC,0,17,69,2024-03-22 08:29:32.980078,0,35
26,2000,100,5,True,PC,0,17,69,2024-03-22 08:29:33.007511,0,37
25,2000,100,5,True,PC,0,17,69,2024-03-22 08:29:33.034067,0,36
26,2000,100,5,True,PC,0,17,69,2024-03-22 08:29:33.062111,0,37
25,2000,100,5,True,PC,3,17,72,2024-03-22 08:29:33.088294,0,36
26,2000,100,5,True,PC,3,17,72,2024-03-22 08:29:33.116297,0,37
25,2000,100,5,True,PC,0,17,69,2024-03-22 08:29:33.143807,0,36
25,2000,100,5,True,PC,0,17,69,2024-03-22 08:29:33.170608,0,36
26,2000,100,5,True,PC,0,17,69,2024-03-22 08:29:33.198496,0,37
553,2000,100,5,False,PC,0,17,69,2024-03-22 08:29:33.755615,0,564
554,2000,100,5,False,PC,0,17,69,2024-03-22 08:29:34.312000,0,565
537,2000,100,5,False,PC,0,17,69,2024-03-22 08:29:34.852716,0,548
559,2000,100,5,False,PC,0,17,69,2024-03-22 08:29:35.414888,0,570
528,2000,100,5,False,PC,0,17,69,2024-03-22 08:29:35.945149,0,539
565,2000,100,5,False,PC,1,17,70,2024-03-22 08:29:36.512954,0,576
561,2000,100,5,False,PC,5,17,74,2024-03-22 08:29:37.076894,0,572
532,2000,100,5,False,PC,0,17,69,2024-03-22 08:29:37.611778,0,543
542,2000,100,5,False,PC,1,17,71,2024-03-22 08:29:38.156427,0,553
542,2000,100,5,False,PC,0,17,69,2024-03-22 08:29:38.701386,0,553
530,2000,100,10,True,PC,0,17,69,2024-03-22 08:29:39.235045,0,541
28,2000,100,10,True,PC,0,17,69,2024-03-22 08:29:39.264078,0,39
29,2000,100,10,True,PC,3,17,72,2024-03-22 08:29:39.294131,0,40
29,2000,100,10,True,PC,3,17,72,2024-03-22 08:29:39.324198,0,40
27,2000,100,10,True,PC,0,17,69,2024-03-22 08:29:39.351751,0,38
27,2000,100,10,True,PC,0,17,69,2024-03-22 08:29:39.380787,0,38
27,2000,100,10,True,PC,0,17,69,2024-03-22 08:29:39.408794,0,38
26,2000,100,10,True,PC,6,17,74,2024-03-22 08:29:39.436299,0,37
27,2000,100,10,True,PC,3,17,72,2024-03-22 08:29:39.465858,0,38
28,2000,100,10,True,PC,0,17,69,2024-03-22 08:29:39.494999,0,39
562,2000,100,10,False,PC,0,17,69,2024-03-22 08:29:40.059720,0,573
527,2000,100,10,False,PC,0,17,69,2024-03-22 08:29:40.589238,0,538
538,2000,100,10,False,PC,0,17,69,2024-03-22 08:29:41.130968,0,549
566,2000,100,10,False,PC,0,17,69,2024-03-22 08:29:41.700818,0,577
552,2000,100,10,False,PC,0,17,69,2024-03-22 08:29:42.255011,0,563
536,2000,100,10,False,PC,1,17,71,2024-03-22 08:29:42.795192,0,547
555,2000,100,10,False,PC,0,17,69,2024-03-22 08:29:43.352678,0,566
578,2000,100,10,False,PC,0,17,69,2024-03-22 08:29:43.933218,0,589
552,2000,100,10,False,PC,0,17,69,2024-03-22 08:29:44.487827,0,563
537,2000,100,10,False,PC,0,17,70,2024-03-22 08:29:45.027729,0,548
554,2000,100,20,True,PC,0,17,69,2024-03-22 08:29:45.585090,0,565
30,2000,100,20,True,PC,0,17,69,2024-03-22 08:29:45.617240,0,41
30,2000,100,20,True,PC,0,17,69,2024-03-22 08:29:45.648792,0,41
30,2000,100,20,True,PC,0,17,69,2024-03-22 08:29:45.680213,0,41
30,2000,100,20,True,PC,0,17,69,2024-03-22 08:29:45.711724,0,41
29,2000,100,20,True,PC,0,17,69,2024-03-22 08:29:45.742296,0,40
30,2000,100,20,True,PC,3,17,72,2024-03-22 08:29:45.774182,0,41
31,2000,100,20,True,PC,3,17,72,2024-03-22 08:29:45.808051,0,42
30,2000,100,20,True,PC,3,17,72,2024-03-22 08:29:45.840039,0,41
28,2000,100,20,True,PC,3,17,72,2024-03-22 08:29:45.870481,0,39
558,2000,100,20,False,PC,0,17,69,2024-03-22 08:29:46.431092,0,569
523,2000,100,20,False,PC,0,17,69,2024-03-22 08:29:46.956628,0,534
635,2000,100,20,False,PC,1,17,70,2024-03-22 08:29:47.593934,0,646
562,2000,100,20,False,PC,0,17,69,2024-03-22 08:29:48.159653,0,573
573,2000,100,20,False,PC,0,17,69,2024-03-22 08:29:48.735631,0,584
522,2000,100,20,False,PC,0,17,69,2024-03-22 08:29:49.260266,0,533
564,2000,100,20,False,PC,0,17,69,2024-03-22 08:29:49.828246,0,575
541,2000,100,20,False,PC,0,17,69,2024-03-22 08:29:50.372226,0,552
558,2000,100,20,False,PC,0,17,69,2024-03-22 08:29:50.932491,0,569
538,2000,100,20,False,PC,0,17,69,2024-03-22 08:29:51.472810,0,549
1033,2000,50,1,True,PC,0,17,69,2024-03-22 08:29:52.508696,0,1044
22,2000,50,1,True,PC,3,17,72,2024-03-22 08:29:52.532805,0,33
23,2000,50,1,True,PC,6,17,74,2024-03-22 08:29:52.557605,0,34
22,2000,50,1,True,PC,3,17,72,2024-03-22 08:29:52.581106,0,33
23,2000,50,1,True,PC,6,17,74,2024-03-22 08:29:52.605507,0,34
23,2000,50,1,True,PC,0,17,69,2024-03-22 08:29:52.629519,0,34
23,2000,50,1,True,PC,0,17,69,2024-03-22 08:29:52.654024,0,34
23,2000,50,1,True,PC,0,17,69,2024-03-22 08:29:52.678029,0,34
23,2000,50,1,True,PC,0,17,69,2024-03-22 08:29:52.702035,0,34
23,2000,50,1,True,PC,0,17,69,2024-03-22 08:29:52.726058,0,34
1010,2000,50,1,False,PC,0,17,69,2024-03-22 08:29:53.739790,0,1021
1033,2000,50,1,False,PC,0,17,69,2024-03-22 08:29:54.775754,0,1044
1026,2000,50,1,False,PC,0,17,70,2024-03-22 08:29:55.804586,0,1037
1180,2000,50,1,False,PC,0,17,69,2024-03-22 08:29:56.986698,0,1191
1724,2000,50,1,False,PC,0,17,69,2024-03-22 08:29:58.713228,0,1735
1000,2000,50,1,False,PC,0,17,69,2024-03-22 08:29:59.715724,0,1011
1029,2000,50,1,False,PC,0,17,69,2024-03-22 08:30:00.747253,0,1040
