size,delta,device_type,cpu,memory,consumption,timestamp,gpu
25,25,PC,6,18,74,2024-03-19 17:27:49.055775,0
25,25,PC,6,18,74,2024-03-19 17:27:49.084283,0
25,25,PC,0,18,69,2024-03-19 17:27:49.111213,0
25,26,PC,0,18,69,2024-03-19 17:27:49.138622,0
25,25,PC,0,18,69,2024-03-19 17:27:49.166480,0
25,27,PC,3,18,72,2024-03-19 17:27:49.197152,0
25,27,PC,6,18,74,2024-03-19 17:27:49.226187,0
25,28,PC,0,18,69,2024-03-19 17:27:49.257601,0
25,25,PC,3,18,72,2024-03-19 17:27:49.285054,0
25,24,PC,0,18,69,2024-03-19 17:27:49.311827,0
25,24,PC,0,18,69,2024-03-19 17:27:49.338597,0
25,27,PC,0,18,69,2024-03-19 17:27:49.368406,0
25,27,PC,0,18,69,2024-03-19 17:27:49.398763,0
25,27,PC,3,18,72,2024-03-19 17:27:49.428978,0
25,27,PC,0,18,69,2024-03-19 17:27:49.458427,0
25,26,PC,0,18,69,2024-03-19 17:27:49.486469,0
25,25,PC,0,18,69,2024-03-19 17:27:49.513902,0
25,24,PC,0,18,69,2024-03-19 17:27:49.540066,0
25,24,PC,0,18,69,2024-03-19 17:27:49.566557,0
25,24,PC,0,18,69,2024-03-19 17:27:49.593324,0
25,28,PC,3,18,72,2024-03-19 17:27:49.623849,0
25,26,PC,0,18,69,2024-03-19 17:27:49.652098,0
25,26,PC,0,18,69,2024-03-19 17:27:49.680795,0
25,28,PC,0,18,69,2024-03-19 17:27:49.711219,0
25,24,PC,3,18,72,2024-03-19 17:27:49.738264,0
25,25,PC,0,18,69,2024-03-19 17:27:49.764512,0
25,25,PC,0,18,69,2024-03-19 17:27:49.791681,0
25,23,PC,0,18,69,2024-03-19 17:27:49.817213,0
25,27,PC,3,18,72,2024-03-19 17:27:49.846555,0
25,26,PC,0,18,69,2024-03-19 17:27:49.875103,0
25,27,PC,0,18,69,2024-03-19 17:27:49.904793,0
25,25,PC,0,18,69,2024-03-19 17:27:49.932437,0
25,25,PC,3,18,72,2024-03-19 17:27:49.959316,0
25,25,PC,3,18,72,2024-03-19 17:27:49.987244,0
25,23,PC,0,18,69,2024-03-19 17:27:50.013034,0
25,26,PC,0,18,69,2024-03-19 17:27:50.041988,0
25,29,PC,0,18,69,2024-03-19 17:27:50.073534,0
25,25,PC,3,18,72,2024-03-19 17:27:50.101768,0
25,26,PC,0,18,69,2024-03-19 17:27:50.130539,0
25,26,PC,3,18,72,2024-03-19 17:27:50.158939,0
25,25,PC,0,18,69,2024-03-19 17:27:50.185943,0
25,23,PC,0,18,69,2024-03-19 17:27:50.211823,0
25,25,PC,3,18,72,2024-03-19 17:27:50.238850,0
25,23,PC,0,18,69,2024-03-19 17:27:50.264539,0
25,28,PC,0,18,69,2024-03-19 17:27:50.294967,0
25,27,PC,0,18,69,2024-03-19 17:27:50.324243,0
25,25,PC,0,18,69,2024-03-19 17:27:50.352715,0
25,27,PC,3,18,72,2024-03-19 17:27:50.382740,0
25,26,PC,3,18,72,2024-03-19 17:27:50.411300,0
25,26,PC,0,18,69,2024-03-19 17:27:50.439509,0
25,24,PC,0,18,69,2024-03-19 17:27:50.465960,0
25,24,PC,0,18,69,2024-03-19 17:27:50.492572,0
25,25,PC,3,18,72,2024-03-19 17:27:50.519997,0
25,27,PC,3,18,72,2024-03-19 17:27:50.549324,0
25,26,PC,0,18,69,2024-03-19 17:27:50.577885,0
25,25,PC,0,18,69,2024-03-19 17:27:50.605588,0
25,25,PC,0,18,69,2024-03-19 17:27:50.632231,0
25,25,PC,0,18,69,2024-03-19 17:27:50.659950,0
25,25,PC,0,18,69,2024-03-19 17:27:50.686957,0
25,26,PC,0,18,69,2024-03-19 17:27:50.715225,0
25,30,PC,3,18,72,2024-03-19 17:27:50.748361,0
25,28,PC,3,18,72,2024-03-19 17:27:50.778423,0
25,26,PC,0,18,69,2024-03-19 17:27:50.807316,0
25,25,PC,0,18,69,2024-03-19 17:27:50.834952,0
25,25,PC,0,18,69,2024-03-19 17:27:50.862299,0
25,24,PC,0,18,69,2024-03-19 17:27:50.888753,0
25,24,PC,0,18,69,2024-03-19 17:27:50.915321,0
25,25,PC,3,18,72,2024-03-19 17:27:50.942571,0
25,25,PC,3,18,72,2024-03-19 17:27:50.970431,0
25,27,PC,0,18,69,2024-03-19 17:27:50.999590,0
25,27,PC,0,18,69,2024-03-19 17:27:51.028837,0
25,27,PC,3,18,72,2024-03-19 17:27:51.058323,0
25,25,PC,0,18,69,2024-03-19 17:27:51.085893,0
25,24,PC,0,18,69,2024-03-19 17:27:51.112475,0
25,25,PC,0,18,69,2024-03-19 17:27:51.138997,0
25,24,PC,0,18,69,2024-03-19 17:27:51.165686,0
25,26,PC,3,18,72,2024-03-19 17:27:51.193768,0
25,26,PC,0,18,69,2024-03-19 17:27:51.222364,0
25,27,PC,0,18,69,2024-03-19 17:27:51.251685,0
25,26,PC,0,18,69,2024-03-19 17:27:51.279851,0
25,24,PC,3,18,72,2024-03-19 17:27:51.306239,0
25,25,PC,3,18,72,2024-03-19 17:27:51.333062,0
25,25,PC,0,18,69,2024-03-19 17:27:51.360284,0
25,28,PC,3,18,72,2024-03-19 17:27:51.391416,0
25,29,PC,0,18,69,2024-03-19 17:27:51.422505,0
25,27,PC,0,18,69,2024-03-19 17:27:51.452003,0
25,25,PC,0,18,69,2024-03-19 17:27:51.480009,0
25,24,PC,0,18,69,2024-03-19 17:27:51.507004,0
25,24,PC,3,18,72,2024-03-19 17:27:51.533509,0
25,25,PC,0,18,69,2024-03-19 17:27:51.560597,0
25,23,PC,0,18,69,2024-03-19 17:27:51.586124,0
25,25,PC,3,18,72,2024-03-19 17:27:51.613130,0
25,24,PC,0,18,69,2024-03-19 17:27:51.640636,0
25,26,PC,0,18,69,2024-03-19 17:27:51.668642,0
25,26,PC,0,18,69,2024-03-19 17:27:51.696650,0
25,27,PC,0,18,69,2024-03-19 17:27:51.726653,0
25,24,PC,0,18,69,2024-03-19 17:27:51.753161,0
25,25,PC,0,18,69,2024-03-19 17:27:51.780167,0
25,24,PC,0,18,69,2024-03-19 17:27:51.806173,0
25,25,PC,3,18,72,2024-03-19 17:27:51.832697,0
25,29,PC,0,18,69,2024-03-19 17:27:51.863799,0
25,27,PC,0,18,69,2024-03-19 17:27:51.892806,0
25,26,PC,0,18,69,2024-03-19 17:27:51.920809,0
25,25,PC,0,18,69,2024-03-19 17:27:51.948317,0
25,25,PC,0,18,69,2024-03-19 17:27:51.975343,0
25,24,PC,3,18,72,2024-03-19 17:27:52.002438,0
25,24,PC,0,18,69,2024-03-19 17:27:52.028455,0
25,27,PC,3,18,72,2024-03-19 17:27:52.056963,0
25,27,PC,3,18,72,2024-03-19 17:27:52.085970,0
25,26,PC,3,18,72,2024-03-19 17:27:52.113977,0
25,25,PC,0,18,69,2024-03-19 17:27:52.141585,0
25,26,PC,0,18,69,2024-03-19 17:27:52.169606,0
25,25,PC,0,18,69,2024-03-19 17:27:52.196612,0
25,25,PC,3,18,72,2024-03-19 17:27:52.222615,0
25,24,PC,0,18,69,2024-03-19 17:27:52.249141,0
25,24,PC,0,18,69,2024-03-19 17:27:52.275234,0
25,27,PC,3,18,72,2024-03-19 17:27:52.304240,0
25,27,PC,0,18,69,2024-03-19 17:27:52.333747,0
25,26,PC,0,18,69,2024-03-19 17:27:52.362754,0
25,28,PC,0,18,69,2024-03-19 17:27:52.393761,0
25,26,PC,0,18,69,2024-03-19 17:27:52.422765,0
25,24,PC,0,18,69,2024-03-19 17:27:52.449294,0
25,25,PC,0,18,69,2024-03-19 17:27:52.476349,0
25,26,PC,0,18,69,2024-03-19 17:27:52.504491,0
25,26,PC,0,18,69,2024-03-19 17:27:52.534015,0
25,25,PC,0,18,69,2024-03-19 17:27:52.562099,0
25,26,PC,0,18,69,2024-03-19 17:27:52.590110,0
25,26,PC,0,18,69,2024-03-19 17:27:52.618114,0
25,24,PC,0,18,69,2024-03-19 17:27:52.644622,0
25,26,PC,5,18,74,2024-03-19 17:27:52.671666,0
25,25,PC,0,18,69,2024-03-19 17:27:52.698687,0
25,27,PC,3,18,72,2024-03-19 17:27:52.727690,0
25,26,PC,0,18,69,2024-03-19 17:27:52.756198,0
25,29,PC,0,18,69,2024-03-19 17:27:52.788229,0
25,26,PC,0,18,69,2024-03-19 17:27:52.816278,0
25,25,PC,0,18,69,2024-03-19 17:27:52.843810,0
25,25,PC,0,18,69,2024-03-19 17:27:52.871111,0
25,24,PC,0,18,69,2024-03-19 17:27:52.897117,0
25,24,PC,5,18,74,2024-03-19 17:27:52.923120,0
25,25,PC,0,18,69,2024-03-19 17:27:52.950222,0
25,29,PC,0,18,69,2024-03-19 17:27:52.982243,0
25,26,PC,0,18,69,2024-03-19 17:27:53.011507,0
25,26,PC,0,18,69,2024-03-19 17:27:53.040012,0
25,27,PC,0,18,69,2024-03-19 17:27:53.069161,0
25,26,PC,0,18,69,2024-03-19 17:27:53.098221,0
25,25,PC,0,18,69,2024-03-19 17:27:53.125225,0
25,25,PC,0,18,69,2024-03-19 17:27:53.152734,0
25,25,PC,6,18,74,2024-03-19 17:27:53.179740,0
25,26,PC,0,18,69,2024-03-19 17:27:53.207746,0
25,26,PC,0,18,69,2024-03-19 17:27:53.236355,0
25,27,PC,0,18,69,2024-03-19 17:27:53.265359,0
25,26,PC,3,18,72,2024-03-19 17:27:53.293385,0
25,25,PC,0,18,69,2024-03-19 17:27:53.320465,0
25,27,PC,0,18,69,2024-03-19 17:27:53.349993,0
25,25,PC,0,18,69,2024-03-19 17:27:53.377008,0
25,28,PC,0,18,69,2024-03-19 17:27:53.409007,0
25,26,PC,0,18,69,2024-03-19 17:27:53.437513,0
25,27,PC,0,18,69,2024-03-19 17:27:53.466520,0
25,26,PC,0,18,69,2024-03-19 17:27:53.494526,0
25,25,PC,0,18,69,2024-03-19 17:27:53.521530,0
25,25,PC,0,18,69,2024-03-19 17:27:53.549140,0
25,25,PC,0,18,69,2024-03-19 17:27:53.575159,0
25,26,PC,0,18,69,2024-03-19 17:27:53.602166,0
25,25,PC,0,18,69,2024-03-19 17:27:53.629169,0
25,28,PC,3,18,72,2024-03-19 17:27:53.659780,0
25,27,PC,0,18,69,2024-03-19 17:27:53.689763,0
25,27,PC,0,18,69,2024-03-19 17:27:53.718767,0
25,27,PC,0,18,69,2024-03-19 17:27:53.748277,0
25,25,PC,0,18,69,2024-03-19 17:27:53.775344,0
25,25,PC,3,18,72,2024-03-19 17:27:53.802362,0
25,24,PC,0,18,69,2024-03-19 17:27:53.829354,0
25,24,PC,0,18,69,2024-03-19 17:27:53.855861,0
25,29,PC,0,18,69,2024-03-19 17:27:53.887869,0
25,26,PC,0,18,69,2024-03-19 17:27:53.915980,0
25,25,PC,0,18,69,2024-03-19 17:27:53.944486,0
25,25,PC,3,18,72,2024-03-19 17:27:53.971492,0
25,24,PC,0,18,69,2024-03-19 17:27:53.997498,0
25,24,PC,0,18,69,2024-03-19 17:27:54.023584,0
25,25,PC,0,18,69,2024-03-19 17:27:54.050108,0
25,28,PC,0,18,69,2024-03-19 17:27:54.080115,0
25,27,PC,0,18,69,2024-03-19 17:27:54.109122,0
25,26,PC,0,18,69,2024-03-19 17:27:54.137717,0
25,25,PC,3,18,72,2024-03-19 17:27:54.164724,0
25,26,PC,0,18,69,2024-03-19 17:27:54.192730,0
25,25,PC,0,18,69,2024-03-19 17:27:54.219734,0
25,25,PC,0,18,69,2024-03-19 17:27:54.247241,0
25,25,PC,3,18,72,2024-03-19 17:27:54.274315,0
25,29,PC,0,18,69,2024-03-19 17:27:54.305615,0
25,28,PC,0,18,69,2024-03-19 17:27:54.336121,0
25,26,PC,0,18,69,2024-03-19 17:27:54.365159,0
25,26,PC,0,18,69,2024-03-19 17:27:54.394041,0
25,27,PC,0,18,69,2024-03-19 17:27:54.423783,0
25,25,PC,0,18,69,2024-03-19 17:27:54.451291,0
25,25,PC,0,18,69,2024-03-19 17:27:54.478369,0
25,25,PC,0,18,69,2024-03-19 17:27:54.505393,0
25,28,PC,0,18,69,2024-03-19 17:27:54.536625,0
25,26,PC,0,18,69,2024-03-19 17:27:54.565651,0
25,29,PC,0,18,69,2024-03-19 17:27:54.597779,0
25,32,PC,0,18,69,2024-03-19 17:27:54.632318,0
25,30,PC,0,18,69,2024-03-19 17:27:54.664476,0
25,26,PC,0,18,69,2024-03-19 17:27:54.694470,0
25,26,PC,0,18,69,2024-03-19 17:27:54.722474,0
25,27,PC,0,18,69,2024-03-19 17:27:54.751997,0
25,27,PC,0,18,69,2024-03-19 17:27:54.782219,0
25,26,PC,5,18,74,2024-03-19 17:27:54.810238,0
25,28,PC,0,18,69,2024-03-19 17:27:54.840744,0
25,25,PC,0,18,69,2024-03-19 17:27:54.868739,0
25,26,PC,0,18,69,2024-03-19 17:27:54.896770,0
25,25,PC,0,18,69,2024-03-19 17:27:54.923868,0
25,29,PC,0,18,69,2024-03-19 17:27:54.956378,0
25,27,PC,0,18,69,2024-03-19 17:27:54.985383,0
25,26,PC,0,18,69,2024-03-19 17:27:55.014488,0
25,25,PC,0,18,69,2024-03-19 17:27:55.041992,0
25,25,PC,0,18,69,2024-03-19 17:27:55.068999,0
25,25,PC,0,18,69,2024-03-19 17:27:55.095121,0
25,27,PC,0,18,69,2024-03-19 17:27:55.124137,0
25,24,PC,3,18,72,2024-03-19 17:27:55.150646,0
25,27,PC,0,18,69,2024-03-19 17:27:55.179653,0
25,28,PC,3,18,72,2024-03-19 17:27:55.209702,0
25,27,PC,0,18,69,2024-03-19 17:27:55.239208,0
25,26,PC,0,18,69,2024-03-19 17:27:55.267215,0
25,24,PC,0,18,69,2024-03-19 17:27:55.293221,0
25,25,PC,0,18,69,2024-03-19 17:27:55.320224,0
25,24,PC,0,18,69,2024-03-19 17:27:55.346782,0
25,26,PC,0,18,69,2024-03-19 17:27:55.374985,0
25,28,PC,0,18,69,2024-03-19 17:27:55.405721,0
25,26,PC,0,18,69,2024-03-19 17:27:55.434269,0
25,29,PC,0,18,69,2024-03-19 17:27:55.465320,0
25,27,PC,3,18,72,2024-03-19 17:27:55.494327,0
25,26,PC,3,18,72,2024-03-19 17:27:55.522330,0
25,24,PC,0,18,69,2024-03-19 17:27:55.548838,0
25,25,PC,0,18,69,2024-03-19 17:27:55.575864,0
25,25,PC,0,18,69,2024-03-19 17:27:55.602948,0
25,25,PC,3,18,72,2024-03-19 17:27:55.629965,0
25,27,PC,0,18,69,2024-03-19 17:27:55.659995,0
25,27,PC,0,18,69,2024-03-19 17:27:55.689472,0
25,30,PC,3,18,72,2024-03-19 17:27:55.722073,0
25,29,PC,0,18,69,2024-03-19 17:27:55.753871,0
25,27,PC,0,18,69,2024-03-19 17:27:55.782873,0
25,29,PC,0,18,69,2024-03-19 17:27:55.814881,0
25,26,PC,0,18,69,2024-03-19 17:27:55.843505,0
25,31,PC,0,18,69,2024-03-19 17:27:55.877511,0
25,26,PC,0,18,69,2024-03-19 17:27:55.906518,0
25,26,PC,0,18,69,2024-03-19 17:27:55.935023,0
25,26,PC,0,18,69,2024-03-19 17:27:55.963030,0
25,26,PC,0,18,69,2024-03-19 17:27:55.991135,0
25,25,PC,0,18,69,2024-03-19 17:27:56.018138,0
25,25,PC,0,18,69,2024-03-19 17:27:56.046646,0
25,28,PC,0,18,69,2024-03-19 17:27:56.077676,0
25,26,PC,3,18,72,2024-03-19 17:27:56.106775,0
25,26,PC,0,18,69,2024-03-19 17:27:56.133974,0
25,28,PC,3,18,72,2024-03-19 17:27:56.163981,0
25,26,PC,0,18,69,2024-03-19 17:27:56.191988,0
25,26,PC,0,18,69,2024-03-19 17:27:56.220018,0
25,25,PC,0,18,69,2024-03-19 17:27:56.247105,0
25,29,PC,0,18,69,2024-03-19 17:27:56.278678,0
25,26,PC,0,18,69,2024-03-19 17:27:56.307670,0
25,26,PC,0,18,69,2024-03-19 17:27:56.337175,0
25,25,PC,0,18,69,2024-03-19 17:27:56.364181,0
25,27,PC,0,18,69,2024-03-19 17:27:56.394807,0
25,27,PC,0,18,69,2024-03-19 17:27:56.423954,0
25,27,PC,0,18,69,2024-03-19 17:27:56.454098,0
25,25,PC,3,18,72,2024-03-19 17:27:56.483093,0
25,29,PC,0,18,69,2024-03-19 17:27:56.514101,0
25,26,PC,0,18,69,2024-03-19 17:27:56.543502,0
25,25,PC,0,18,69,2024-03-19 17:27:56.570566,0
25,25,PC,3,18,72,2024-03-19 17:27:56.597572,0
25,25,PC,0,18,69,2024-03-19 17:27:56.624575,0
25,24,PC,0,18,69,2024-03-19 17:27:56.651083,0
25,25,PC,0,18,69,2024-03-19 17:27:56.678090,0
25,27,PC,0,18,69,2024-03-19 17:27:56.708434,0
25,26,PC,3,18,72,2024-03-19 17:27:56.736940,0
25,28,PC,0,18,69,2024-03-19 17:27:56.766947,0
25,25,PC,0,18,69,2024-03-19 17:27:56.793982,0
25,25,PC,0,18,69,2024-03-19 17:27:56.821074,0
25,27,PC,0,18,69,2024-03-19 17:27:56.850597,0
25,24,PC,0,18,69,2024-03-19 17:27:56.876604,0
25,25,PC,0,18,69,2024-03-19 17:27:56.902610,0
25,26,PC,3,18,72,2024-03-19 17:27:56.930613,0
25,27,PC,0,18,69,2024-03-19 17:27:56.960122,0
25,26,PC,0,18,69,2024-03-19 17:27:56.988128,0
25,26,PC,0,18,69,2024-03-19 17:27:57.016135,0
25,24,PC,0,18,69,2024-03-19 17:27:57.042768,0
25,25,PC,3,18,72,2024-03-19 17:27:57.069868,0
25,25,PC,0,18,69,2024-03-19 17:27:57.096887,0
25,24,PC,0,18,69,2024-03-19 17:27:57.122890,0
25,27,PC,0,18,69,2024-03-19 17:27:57.153399,0
25,28,PC,0,18,69,2024-03-19 17:27:57.183426,0
25,26,PC,0,18,69,2024-03-19 17:27:57.211481,0
25,25,PC,0,18,69,2024-03-19 17:27:57.239010,0
25,25,PC,0,18,69,2024-03-19 17:27:57.265016,0
25,25,PC,0,18,69,2024-03-19 17:27:57.292022,0
25,25,PC,0,18,69,2024-03-19 17:27:57.319049,0
25,24,PC,0,18,69,2024-03-19 17:27:57.345649,0
25,28,PC,0,18,69,2024-03-19 17:27:57.375656,0
25,29,PC,0,18,69,2024-03-19 17:27:57.408024,0
25,25,PC,0,18,69,2024-03-19 17:27:57.435608,0
25,25,PC,0,18,69,2024-03-19 17:27:57.463607,0
25,25,PC,0,18,69,2024-03-19 17:27:57.490613,0
25,26,PC,0,18,69,2024-03-19 17:27:57.518923,0
25,24,PC,0,18,69,2024-03-19 17:27:57.545431,0
25,24,PC,0,18,69,2024-03-19 17:27:57.571547,0
25,28,PC,0,18,69,2024-03-19 17:27:57.601554,0
25,27,PC,0,18,69,2024-03-19 17:27:57.630558,0
25,26,PC,0,18,69,2024-03-19 17:27:57.659067,0
25,25,PC,0,18,69,2024-03-19 17:27:57.686073,0
25,25,PC,0,18,69,2024-03-19 17:27:57.713173,0
25,25,PC,0,18,69,2024-03-19 17:27:57.740692,0
25,26,PC,0,18,69,2024-03-19 17:27:57.768699,0
25,26,PC,0,18,69,2024-03-19 17:27:57.796705,0
25,27,PC,0,18,69,2024-03-19 17:27:57.825710,0
25,28,PC,0,18,69,2024-03-19 17:27:57.857249,0
25,26,PC,0,18,69,2024-03-19 17:27:57.885350,0
25,26,PC,3,18,72,2024-03-19 17:27:57.913356,0
25,24,PC,3,18,72,2024-03-19 17:27:57.939860,0
25,25,PC,0,18,69,2024-03-19 17:27:57.966867,0
25,24,PC,0,18,69,2024-03-19 17:27:57.992888,0
25,24,PC,0,18,69,2024-03-19 17:27:58.018971,0
25,25,PC,0,18,69,2024-03-19 17:27:58.047477,0
25,27,PC,0,18,69,2024-03-19 17:27:58.076484,0
25,26,PC,3,18,72,2024-03-19 17:27:58.104490,0
25,25,PC,0,18,69,2024-03-19 17:27:58.132605,0
25,24,PC,0,18,69,2024-03-19 17:27:58.159112,0
25,27,PC,0,18,69,2024-03-19 17:27:58.188119,0
25,24,PC,0,18,69,2024-03-19 17:27:58.214125,0
25,23,PC,0,18,69,2024-03-19 17:27:58.239652,0
25,28,PC,0,18,69,2024-03-19 17:27:58.269743,0
25,27,PC,0,18,69,2024-03-19 17:27:58.298750,0
25,26,PC,0,18,69,2024-03-19 17:27:58.327754,0
25,25,PC,0,18,69,2024-03-19 17:27:58.355261,0
25,25,PC,0,18,69,2024-03-19 17:27:58.383313,0
25,27,PC,3,18,72,2024-03-19 17:27:58.412368,0
25,25,PC,0,18,69,2024-03-19 17:27:58.439472,0
25,25,PC,0,18,69,2024-03-19 17:27:58.466478,0
25,26,PC,3,18,72,2024-03-19 17:27:58.494506,0
25,28,PC,0,18,69,2024-03-19 17:27:58.524620,0
25,26,PC,0,18,69,2024-03-19 17:27:58.553129,0
25,25,PC,0,18,69,2024-03-19 17:27:58.580135,0
25,25,PC,0,18,69,2024-03-19 17:27:58.607141,0
25,25,PC,0,18,69,2024-03-19 17:27:58.633145,0
25,25,PC,0,18,69,2024-03-19 17:27:58.659652,0
25,25,PC,0,18,69,2024-03-19 17:27:58.686659,0
25,28,PC,0,18,69,2024-03-19 17:27:58.717666,0
25,26,PC,3,18,72,2024-03-19 17:27:58.745920,0
25,27,PC,0,18,69,2024-03-19 17:27:58.775058,0
25,24,PC,0,18,69,2024-03-19 17:27:58.803046,0
25,24,PC,0,18,69,2024-03-19 17:27:58.829049,0
25,26,PC,0,18,69,2024-03-19 17:27:58.857577,0
25,24,PC,3,18,72,2024-03-19 17:27:58.883653,0
25,24,PC,0,18,69,2024-03-19 17:27:58.908659,0
25,26,PC,0,18,69,2024-03-19 17:27:58.937165,0
25,26,PC,0,18,69,2024-03-19 17:27:58.966172,0
25,26,PC,0,18,69,2024-03-19 17:27:58.994196,0
25,25,PC,0,18,69,2024-03-19 17:27:59.021272,0
25,25,PC,3,18,72,2024-03-19 17:27:59.047780,0
25,25,PC,0,18,69,2024-03-19 17:27:59.074787,0
25,24,PC,3,18,72,2024-03-19 17:27:59.100811,0
25,25,PC,0,18,69,2024-03-19 17:27:59.127892,0
25,25,PC,0,18,69,2024-03-19 17:27:59.155417,0
25,28,PC,0,18,69,2024-03-19 17:27:59.185440,0
25,27,PC,0,18,69,2024-03-19 17:27:59.214447,0
25,25,PC,0,18,69,2024-03-19 17:27:59.241952,0
25,24,PC,3,18,72,2024-03-19 17:27:59.268945,0
25,24,PC,0,18,69,2024-03-19 17:27:59.295048,0
25,25,PC,0,18,69,2024-03-19 17:27:59.321063,0
25,24,PC,0,18,69,2024-03-19 17:27:59.347572,0
25,27,PC,0,18,69,2024-03-19 17:27:59.376633,0
25,29,PC,0,18,69,2024-03-19 17:27:59.407650,0
25,27,PC,0,18,69,2024-03-19 17:27:59.437180,0
25,25,PC,3,18,72,2024-03-19 17:27:59.464270,0
25,25,PC,0,18,69,2024-03-19 17:27:59.491293,0
25,27,PC,3,18,72,2024-03-19 17:27:59.520300,0
25,23,PC,0,18,69,2024-03-19 17:27:59.545805,0
25,25,PC,0,18,69,2024-03-19 17:27:59.572832,0
25,25,PC,0,18,69,2024-03-19 17:27:59.600904,0
25,26,PC,0,18,69,2024-03-19 17:27:59.628907,0
25,26,PC,0,18,69,2024-03-19 17:27:59.657415,0
25,26,PC,0,18,69,2024-03-19 17:27:59.685443,0
25,24,PC,0,18,69,2024-03-19 17:27:59.711535,0
25,24,PC,3,18,72,2024-03-19 17:27:59.737603,0
25,25,PC,0,18,69,2024-03-19 17:27:59.764609,0
25,24,PC,0,18,69,2024-03-19 17:27:59.790683,0
25,26,PC,0,18,69,2024-03-19 17:27:59.818715,0
25,28,PC,0,18,69,2024-03-19 17:27:59.849229,0
25,26,PC,0,18,69,2024-03-19 17:27:59.878236,0
25,25,PC,0,18,69,2024-03-19 17:27:59.905326,0
25,24,PC,0,18,69,2024-03-19 17:27:59.931330,0
25,24,PC,0,18,69,2024-03-19 17:27:59.957837,0
25,25,PC,0,18,69,2024-03-19 17:27:59.984844,0
25,24,PC,0,18,69,2024-03-19 17:28:00.010850,0
25,27,PC,3,18,72,2024-03-19 17:28:00.040038,0
25,26,PC,0,18,69,2024-03-19 17:28:00.068439,0
25,26,PC,0,18,69,2024-03-19 17:28:00.096446,0
25,26,PC,0,18,69,2024-03-19 17:28:00.124449,0
25,25,PC,0,18,69,2024-03-19 17:28:00.151957,0
25,26,PC,3,18,72,2024-03-19 17:28:00.179984,0
25,24,PC,0,18,69,2024-03-19 17:28:00.206466,0
25,23,PC,0,18,69,2024-03-19 17:28:00.232576,0
25,25,PC,0,18,69,2024-03-19 17:28:00.260080,0
25,27,PC,0,18,69,2024-03-19 17:28:00.289105,0
25,27,PC,0,18,69,2024-03-19 17:28:00.318226,0
25,25,PC,0,18,69,2024-03-19 17:28:00.345253,0
25,26,PC,11,18,79,2024-03-19 17:28:00.373260,0
25,26,PC,3,18,72,2024-03-19 17:28:00.401270,0
25,26,PC,3,18,72,2024-03-19 17:28:00.429274,0
25,24,PC,0,18,69,2024-03-19 17:28:00.455783,0
25,26,PC,0,18,69,2024-03-19 17:28:00.483789,0
25,29,PC,0,18,69,2024-03-19 17:28:00.514801,0
25,26,PC,0,18,69,2024-03-19 17:28:00.543306,0
25,25,PC,0,18,69,2024-03-19 17:28:00.570312,0
25,25,PC,3,18,72,2024-03-19 17:28:00.597318,0
25,25,PC,0,18,69,2024-03-19 17:28:00.624322,0
25,24,PC,3,18,72,2024-03-19 17:28:00.650830,0
25,25,PC,0,18,69,2024-03-19 17:28:00.677922,0
25,25,PC,3,18,72,2024-03-19 17:28:00.705923,0
25,26,PC,0,18,69,2024-03-19 17:28:00.734927,0
25,27,PC,0,18,69,2024-03-19 17:28:00.764436,0
25,26,PC,0,18,69,2024-03-19 17:28:00.792463,0
25,25,PC,0,18,69,2024-03-19 17:28:00.819554,0
25,26,PC,0,18,69,2024-03-19 17:28:00.848074,0
25,24,PC,0,18,69,2024-03-19 17:28:00.874081,0
25,25,PC,0,18,69,2024-03-19 17:28:00.901087,0
25,28,PC,0,18,69,2024-03-19 17:28:00.931181,0
25,26,PC,0,18,69,2024-03-19 17:28:00.959752,0
25,27,PC,0,18,69,2024-03-19 17:28:00.988759,0
25,25,PC,4,18,73,2024-03-19 17:28:01.016765,0
25,24,PC,0,18,69,2024-03-19 17:28:01.043271,0
25,24,PC,3,18,72,2024-03-19 17:28:01.069277,0
25,25,PC,0,18,69,2024-03-19 17:28:01.095378,0
25,24,PC,0,18,69,2024-03-19 17:28:01.122382,0
25,28,PC,0,18,69,2024-03-19 17:28:01.152890,0
25,29,PC,0,18,69,2024-03-19 17:28:01.183894,0
25,26,PC,0,18,69,2024-03-19 17:28:01.211900,0
25,25,PC,0,18,69,2024-03-19 17:28:01.239287,0
25,25,PC,0,18,69,2024-03-19 17:28:01.266326,0
25,24,PC,0,18,69,2024-03-19 17:28:01.292851,0
25,25,PC,0,18,69,2024-03-19 17:28:01.319858,0
25,24,PC,0,18,69,2024-03-19 17:28:01.346362,0
25,27,PC,0,18,69,2024-03-19 17:28:01.375512,0
25,28,PC,0,18,69,2024-03-19 17:28:01.406537,0
25,27,PC,0,18,69,2024-03-19 17:28:01.435541,0
25,25,PC,3,18,72,2024-03-19 17:28:01.463103,0
25,26,PC,0,18,69,2024-03-19 17:28:01.491109,0
25,26,PC,0,18,69,2024-03-19 17:28:01.519115,0
25,23,PC,0,18,69,2024-03-19 17:28:01.544620,0
25,25,PC,3,18,72,2024-03-19 17:28:01.571626,0
25,26,PC,0,18,69,2024-03-19 17:28:01.599694,0
25,27,PC,0,18,69,2024-03-19 17:28:01.629698,0
25,25,PC,0,18,69,2024-03-19 17:28:01.657208,0
25,26,PC,0,18,69,2024-03-19 17:28:01.685214,0
