size,delta,device_type,cpu,memory,consumption,timestamp,gpu
10,23,PC,6,18,74,2024-03-19 17:26:08.155463,0
10,23,PC,0,18,69,2024-03-19 17:26:08.181234,0
10,22,PC,3,18,72,2024-03-19 17:26:08.205760,0
10,23,PC,6,18,74,2024-03-19 17:26:08.231482,0
10,24,PC,0,18,69,2024-03-19 17:26:08.258312,0
10,24,PC,0,18,69,2024-03-19 17:26:08.285797,0
10,25,PC,10,18,78,2024-03-19 17:26:08.312832,0
10,23,PC,3,18,72,2024-03-19 17:26:08.339462,0
10,24,PC,0,18,69,2024-03-19 17:26:08.365663,0
10,23,PC,3,18,72,2024-03-19 17:26:08.391645,0
10,23,PC,0,18,69,2024-03-19 17:26:08.417106,0
10,23,PC,3,18,72,2024-03-19 17:26:08.442396,0
10,24,PC,10,18,78,2024-03-19 17:26:08.469354,0
10,25,PC,3,18,72,2024-03-19 17:26:08.496882,0
10,23,PC,0,18,69,2024-03-19 17:26:08.522807,0
10,24,PC,3,18,72,2024-03-19 17:26:08.549251,0
10,22,PC,6,18,74,2024-03-19 17:26:08.574059,0
10,23,PC,6,18,74,2024-03-19 17:26:08.599437,0
10,23,PC,6,18,74,2024-03-19 17:26:08.623814,0
10,24,PC,3,18,72,2024-03-19 17:26:08.650790,0
10,26,PC,6,18,74,2024-03-19 17:26:08.679405,0
10,25,PC,3,18,72,2024-03-19 17:26:08.706623,0
10,23,PC,0,18,69,2024-03-19 17:26:08.732365,0
10,24,PC,3,18,72,2024-03-19 17:26:08.758869,0
10,23,PC,3,18,72,2024-03-19 17:26:08.784792,0
10,23,PC,0,18,69,2024-03-19 17:26:08.810069,0
10,23,PC,6,18,74,2024-03-19 17:26:08.835075,0
10,22,PC,5,18,74,2024-03-19 17:26:08.860967,0
10,24,PC,0,18,69,2024-03-19 17:26:08.887563,0
10,24,PC,6,18,74,2024-03-19 17:26:08.914351,0
10,24,PC,3,18,72,2024-03-19 17:26:08.940878,0
10,24,PC,6,18,74,2024-03-19 17:26:08.967388,0
10,24,PC,6,18,74,2024-03-19 17:26:08.993853,0
10,22,PC,0,18,69,2024-03-19 17:26:09.018556,0
10,23,PC,0,18,69,2024-03-19 17:26:09.044257,0
10,23,PC,6,18,74,2024-03-19 17:26:09.070927,0
10,25,PC,3,18,72,2024-03-19 17:26:09.098688,0
10,25,PC,5,18,73,2024-03-19 17:26:09.125901,0
10,25,PC,0,18,69,2024-03-19 17:26:09.153097,0
10,24,PC,6,18,74,2024-03-19 17:26:09.180262,0
10,22,PC,0,18,69,2024-03-19 17:26:09.204898,0
10,23,PC,0,18,69,2024-03-19 17:26:09.230273,0
10,24,PC,6,18,74,2024-03-19 17:26:09.256277,0
10,23,PC,4,18,73,2024-03-19 17:26:09.281877,0
10,26,PC,0,18,69,2024-03-19 17:26:09.310722,0
10,25,PC,6,18,74,2024-03-19 17:26:09.337912,0
10,25,PC,6,18,74,2024-03-19 17:26:09.365576,0
10,25,PC,3,18,72,2024-03-19 17:26:09.392680,0
10,24,PC,0,18,69,2024-03-19 17:26:09.419084,0
10,24,PC,0,18,69,2024-03-19 17:26:09.445159,0
10,24,PC,3,18,72,2024-03-19 17:26:09.471454,0
10,24,PC,0,18,69,2024-03-19 17:26:09.498493,0
10,25,PC,0,18,69,2024-03-19 17:26:09.525590,0
10,25,PC,0,18,69,2024-03-19 17:26:09.552663,0
10,24,PC,0,18,69,2024-03-19 17:26:09.579292,0
10,25,PC,0,18,69,2024-03-19 17:26:09.606336,0
10,26,PC,0,18,69,2024-03-19 17:26:09.634536,0
10,23,PC,0,18,69,2024-03-19 17:26:09.659953,0
10,22,PC,0,18,69,2024-03-19 17:26:09.684115,0
10,23,PC,3,18,72,2024-03-19 17:26:09.709817,0
10,24,PC,6,18,74,2024-03-19 17:26:09.737413,0
10,24,PC,0,18,69,2024-03-19 17:26:09.764248,0
10,24,PC,0,18,69,2024-03-19 17:26:09.790899,0
10,23,PC,0,18,69,2024-03-19 17:26:09.816242,0
10,24,PC,0,18,69,2024-03-19 17:26:09.842590,0
10,23,PC,0,18,69,2024-03-19 17:26:09.868154,0
10,23,PC,0,18,69,2024-03-19 17:26:09.893317,0
10,24,PC,0,18,69,2024-03-19 17:26:09.919383,0
10,27,PC,3,18,72,2024-03-19 17:26:09.948948,0
10,24,PC,0,18,69,2024-03-19 17:26:09.976563,0
10,24,PC,0,18,69,2024-03-19 17:26:10.003237,0
10,23,PC,0,18,69,2024-03-19 17:26:10.028378,0
10,23,PC,0,18,69,2024-03-19 17:26:10.053594,0
10,23,PC,0,18,69,2024-03-19 17:26:10.079427,0
10,23,PC,0,18,69,2024-03-19 17:26:10.104500,0
10,24,PC,0,18,69,2024-03-19 17:26:10.130549,0
10,24,PC,4,18,72,2024-03-19 17:26:10.157907,0
10,24,PC,0,18,69,2024-03-19 17:26:10.184481,0
10,25,PC,0,18,69,2024-03-19 17:26:10.211535,0
10,24,PC,0,18,69,2024-03-19 17:26:10.237603,0
10,25,PC,0,18,69,2024-03-19 17:26:10.265149,0
10,23,PC,0,18,69,2024-03-19 17:26:10.290292,0
10,23,PC,0,18,69,2024-03-19 17:26:10.315448,0
10,25,PC,0,18,69,2024-03-19 17:26:10.343140,0
10,24,PC,0,18,69,2024-03-19 17:26:10.369972,0
10,26,PC,0,18,69,2024-03-19 17:26:10.398718,0
10,25,PC,0,18,69,2024-03-19 17:26:10.426435,0
10,24,PC,0,18,69,2024-03-19 17:26:10.452821,0
10,23,PC,0,18,69,2024-03-19 17:26:10.478452,0
10,24,PC,0,18,69,2024-03-19 17:26:10.504716,0
10,23,PC,0,18,69,2024-03-19 17:26:10.529924,0
10,24,PC,0,18,69,2024-03-19 17:26:10.557027,0
10,26,PC,0,18,69,2024-03-19 17:26:10.585585,0
10,23,PC,0,18,69,2024-03-19 17:26:10.612212,0
10,24,PC,0,18,69,2024-03-19 17:26:10.639066,0
10,24,PC,0,18,69,2024-03-19 17:26:10.666633,0
10,23,PC,3,18,72,2024-03-19 17:26:10.691913,0
10,23,PC,6,18,74,2024-03-19 17:26:10.717301,0
10,24,PC,0,18,69,2024-03-19 17:26:10.743345,0
10,27,PC,3,18,72,2024-03-19 17:26:10.772918,0
10,26,PC,6,18,74,2024-03-19 17:26:10.801778,0
10,26,PC,0,18,69,2024-03-19 17:26:10.830201,0
10,25,PC,0,18,69,2024-03-19 17:26:10.857731,0
10,25,PC,6,18,74,2024-03-19 17:26:10.885239,0
10,25,PC,0,18,69,2024-03-19 17:26:10.912866,0
10,23,PC,0,18,69,2024-03-19 17:26:10.939132,0
10,25,PC,11,18,79,2024-03-19 17:26:10.966651,0
10,23,PC,3,18,72,2024-03-19 17:26:10.992586,0
10,26,PC,3,18,72,2024-03-19 17:26:11.021418,0
10,24,PC,0,18,69,2024-03-19 17:26:11.049412,0
10,24,PC,0,18,69,2024-03-19 17:26:11.075988,0
10,25,PC,0,18,69,2024-03-19 17:26:11.103190,0
10,24,PC,3,18,72,2024-03-19 17:26:11.130021,0
10,24,PC,5,18,73,2024-03-19 17:26:11.156850,0
10,25,PC,0,18,69,2024-03-19 17:26:11.184311,0
10,25,PC,3,18,72,2024-03-19 17:26:11.212147,0
10,27,PC,0,18,69,2024-03-19 17:26:11.241224,0
10,25,PC,6,18,74,2024-03-19 17:26:11.269234,0
10,25,PC,0,18,69,2024-03-19 17:26:11.296881,0
10,23,PC,0,18,69,2024-03-19 17:26:11.322303,0
10,25,PC,3,18,72,2024-03-19 17:26:11.349386,0
10,25,PC,0,18,69,2024-03-19 17:26:11.376695,0
10,27,PC,0,18,69,2024-03-19 17:26:11.405747,0
10,24,PC,3,18,72,2024-03-19 17:26:11.433117,0
10,25,PC,0,18,69,2024-03-19 17:26:11.460595,0
10,25,PC,0,18,69,2024-03-19 17:26:11.488740,0
10,24,PC,6,18,74,2024-03-19 17:26:11.515355,0
10,23,PC,0,18,69,2024-03-19 17:26:11.541353,0
10,25,PC,0,18,69,2024-03-19 17:26:11.568932,0
10,22,PC,0,18,69,2024-03-19 17:26:11.593638,0
10,25,PC,0,18,69,2024-03-19 17:26:11.621134,0
10,24,PC,0,18,69,2024-03-19 17:26:11.647193,0
10,24,PC,0,18,69,2024-03-19 17:26:11.674205,0
10,25,PC,0,18,69,2024-03-19 17:26:11.701441,0
10,26,PC,0,18,69,2024-03-19 17:26:11.729586,0
10,26,PC,0,18,69,2024-03-19 17:26:11.758424,0
10,24,PC,0,18,69,2024-03-19 17:26:11.785239,0
10,25,PC,0,18,69,2024-03-19 17:26:11.812359,0
10,23,PC,0,18,69,2024-03-19 17:26:11.837652,0
10,24,PC,3,18,72,2024-03-19 17:26:11.864255,0
10,26,PC,3,18,72,2024-03-19 17:26:11.893280,0
10,27,PC,5,18,73,2024-03-19 17:26:11.922334,0
10,26,PC,0,18,69,2024-03-19 17:26:11.951432,0
10,23,PC,0,18,69,2024-03-19 17:26:11.978248,0
10,23,PC,0,18,69,2024-03-19 17:26:12.003893,0
10,23,PC,6,18,74,2024-03-19 17:26:12.029192,0
10,22,PC,0,18,69,2024-03-19 17:26:12.053317,0
10,23,PC,5,18,74,2024-03-19 17:26:12.078523,0
10,24,PC,0,18,69,2024-03-19 17:26:12.104819,0
10,24,PC,0,18,69,2024-03-19 17:26:12.131643,0
10,25,PC,0,18,69,2024-03-19 17:26:12.158915,0
10,24,PC,0,18,69,2024-03-19 17:26:12.185907,0
10,26,PC,0,18,69,2024-03-19 17:26:12.214008,0
10,23,PC,3,18,72,2024-03-19 17:26:12.239480,0
10,24,PC,4,18,72,2024-03-19 17:26:12.266481,0
10,23,PC,0,18,69,2024-03-19 17:26:12.291523,0
10,24,PC,0,18,69,2024-03-19 17:26:12.317616,0
10,24,PC,5,18,74,2024-03-19 17:26:12.344109,0
10,24,PC,3,18,72,2024-03-19 17:26:12.370165,0
10,26,PC,0,18,69,2024-03-19 17:26:12.398893,0
10,24,PC,6,18,74,2024-03-19 17:26:12.425264,0
10,23,PC,0,18,69,2024-03-19 17:26:12.452008,0
10,24,PC,3,18,72,2024-03-19 17:26:12.478216,0
10,24,PC,0,18,69,2024-03-19 17:26:12.504346,0
10,26,PC,4,18,73,2024-03-19 17:26:12.532688,0
10,25,PC,0,18,69,2024-03-19 17:26:12.560259,0
10,24,PC,3,18,72,2024-03-19 17:26:12.587010,0
10,24,PC,0,18,69,2024-03-19 17:26:12.613108,0
10,24,PC,0,18,69,2024-03-19 17:26:12.639293,0
10,23,PC,0,18,69,2024-03-19 17:26:12.664841,0
10,22,PC,3,18,72,2024-03-19 17:26:12.689734,0
10,24,PC,0,18,69,2024-03-19 17:26:12.716086,0
10,25,PC,0,18,69,2024-03-19 17:26:12.743227,0
10,24,PC,3,18,72,2024-03-19 17:26:12.770212,0
10,25,PC,5,18,73,2024-03-19 17:26:12.797775,0
10,24,PC,3,18,72,2024-03-19 17:26:12.824361,0
10,25,PC,0,18,69,2024-03-19 17:26:12.851765,0
10,23,PC,0,18,69,2024-03-19 17:26:12.877363,0
10,23,PC,0,18,69,2024-03-19 17:26:12.901421,0
10,23,PC,0,18,69,2024-03-19 17:26:12.926503,0
10,23,PC,0,18,69,2024-03-19 17:26:12.951940,0
10,24,PC,0,18,69,2024-03-19 17:26:12.979194,0
10,25,PC,0,18,69,2024-03-19 17:26:13.006318,0
10,25,PC,3,18,72,2024-03-19 17:26:13.033815,0
10,25,PC,0,18,69,2024-03-19 17:26:13.061277,0
10,23,PC,0,18,69,2024-03-19 17:26:13.087221,0
10,24,PC,0,18,69,2024-03-19 17:26:13.113495,0
10,23,PC,0,18,69,2024-03-19 17:26:13.139209,0
10,25,PC,0,18,69,2024-03-19 17:26:13.167781,0
10,24,PC,0,18,69,2024-03-19 17:26:13.194319,0
10,25,PC,3,18,72,2024-03-19 17:26:13.221773,0
10,24,PC,6,18,74,2024-03-19 17:26:13.248515,0
10,24,PC,0,18,69,2024-03-19 17:26:13.275233,0
10,25,PC,3,18,72,2024-03-19 17:26:13.302701,0
10,24,PC,6,18,74,2024-03-19 17:26:13.328877,0
10,23,PC,0,18,69,2024-03-19 17:26:13.354012,0
10,24,PC,3,18,72,2024-03-19 17:26:13.380110,0
10,24,PC,0,18,69,2024-03-19 17:26:13.406899,0
10,24,PC,0,18,69,2024-03-19 17:26:13.433078,0
10,24,PC,0,18,69,2024-03-19 17:26:13.459425,0
10,25,PC,0,18,69,2024-03-19 17:26:13.487028,0
10,23,PC,0,18,69,2024-03-19 17:26:13.513064,0
10,23,PC,3,18,72,2024-03-19 17:26:13.538349,0
10,22,PC,5,18,74,2024-03-19 17:26:13.562884,0
10,22,PC,3,18,72,2024-03-19 17:26:13.587859,0
10,24,PC,3,18,72,2024-03-19 17:26:13.614596,0
10,25,PC,3,18,72,2024-03-19 17:26:13.642977,0
10,26,PC,6,18,74,2024-03-19 17:26:13.671071,0
10,25,PC,0,18,69,2024-03-19 17:26:13.699133,0
10,25,PC,0,18,69,2024-03-19 17:26:13.726224,0
10,25,PC,0,18,69,2024-03-19 17:26:13.754493,0
10,24,PC,0,18,69,2024-03-19 17:26:13.781324,0
10,26,PC,0,18,69,2024-03-19 17:26:13.810834,0
10,24,PC,0,18,69,2024-03-19 17:26:13.837091,0
10,26,PC,0,18,69,2024-03-19 17:26:13.865181,0
10,23,PC,0,18,69,2024-03-19 17:26:13.890879,0
10,24,PC,0,18,69,2024-03-19 17:26:13.916952,0
10,25,PC,0,18,69,2024-03-19 17:26:13.944006,0
10,23,PC,5,18,74,2024-03-19 17:26:13.969359,0
10,24,PC,0,18,69,2024-03-19 17:26:13.995392,0
10,24,PC,3,18,72,2024-03-19 17:26:14.021456,0
10,25,PC,0,18,69,2024-03-19 17:26:14.048677,0
10,24,PC,0,18,69,2024-03-19 17:26:14.076252,0
10,24,PC,0,18,69,2024-03-19 17:26:14.103382,0
10,25,PC,0,18,69,2024-03-19 17:26:14.130572,0
10,23,PC,6,18,74,2024-03-19 17:26:14.155899,0
10,23,PC,0,18,69,2024-03-19 17:26:14.181450,0
10,23,PC,6,18,74,2024-03-19 17:26:14.206898,0
10,23,PC,0,18,69,2024-03-19 17:26:14.233360,0
10,24,PC,3,18,72,2024-03-19 17:26:14.259924,0
10,25,PC,3,18,72,2024-03-19 17:26:14.287601,0
10,25,PC,0,18,69,2024-03-19 17:26:14.315045,0
10,24,PC,0,18,69,2024-03-19 17:26:14.341099,0
10,24,PC,0,18,69,2024-03-19 17:26:14.367749,0
10,25,PC,3,18,72,2024-03-19 17:26:14.395232,0
10,24,PC,0,18,69,2024-03-19 17:26:14.421798,0
10,26,PC,0,18,69,2024-03-19 17:26:14.449845,0
10,24,PC,3,18,72,2024-03-19 17:26:14.476700,0
10,24,PC,0,18,69,2024-03-19 17:26:14.503926,0
10,24,PC,0,18,69,2024-03-19 17:26:14.530073,0
10,23,PC,0,18,69,2024-03-19 17:26:14.555362,0
10,22,PC,3,18,72,2024-03-19 17:26:14.580343,0
10,22,PC,0,18,69,2024-03-19 17:26:14.604934,0
10,24,PC,0,18,69,2024-03-19 17:26:14.630442,0
10,23,PC,6,18,74,2024-03-19 17:26:14.655973,0
10,24,PC,0,18,69,2024-03-19 17:26:14.683953,0
10,23,PC,0,18,69,2024-03-19 17:26:14.709862,0
10,23,PC,0,18,69,2024-03-19 17:26:14.736401,0
10,26,PC,5,18,74,2024-03-19 17:26:14.764432,0
10,23,PC,0,18,69,2024-03-19 17:26:14.790253,0
10,22,PC,3,18,72,2024-03-19 17:26:14.815263,0
10,23,PC,6,18,74,2024-03-19 17:26:14.840908,0
10,23,PC,0,18,69,2024-03-19 17:26:14.866816,0
10,24,PC,6,18,74,2024-03-19 17:26:14.893916,0
10,24,PC,6,18,74,2024-03-19 17:26:14.921120,0
10,24,PC,0,18,69,2024-03-19 17:26:14.947349,0
10,23,PC,3,18,72,2024-03-19 17:26:14.972942,0
10,23,PC,6,18,74,2024-03-19 17:26:14.998582,0
10,23,PC,0,18,69,2024-03-19 17:26:15.023767,0
10,24,PC,3,18,72,2024-03-19 17:26:15.049808,0
10,24,PC,6,18,74,2024-03-19 17:26:15.076773,0
10,24,PC,0,18,69,2024-03-19 17:26:15.103641,0
10,23,PC,0,18,69,2024-03-19 17:26:15.129041,0
10,24,PC,0,18,69,2024-03-19 17:26:15.155292,0
10,23,PC,0,18,69,2024-03-19 17:26:15.180950,0
10,23,PC,3,18,72,2024-03-19 17:26:15.206476,0
10,23,PC,6,18,74,2024-03-19 17:26:15.231707,0
10,22,PC,6,18,74,2024-03-19 17:26:15.255941,0
10,22,PC,0,18,69,2024-03-19 17:26:15.280926,0
10,24,PC,6,18,74,2024-03-19 17:26:15.307938,0
10,25,PC,6,18,74,2024-03-19 17:26:15.334944,0
10,24,PC,3,18,72,2024-03-19 17:26:15.361375,0
10,26,PC,6,18,74,2024-03-19 17:26:15.390180,0
10,24,PC,3,18,72,2024-03-19 17:26:15.417351,0
10,23,PC,6,18,74,2024-03-19 17:26:15.442374,0
10,23,PC,0,18,69,2024-03-19 17:26:15.467952,0
10,23,PC,0,18,69,2024-03-19 17:26:15.493094,0
10,24,PC,6,18,74,2024-03-19 17:26:15.520146,0
10,23,PC,6,18,74,2024-03-19 17:26:15.545848,0
10,24,PC,0,18,69,2024-03-19 17:26:15.572490,0
10,24,PC,0,18,69,2024-03-19 17:26:15.597828,0
10,23,PC,0,18,69,2024-03-19 17:26:15.623065,0
10,23,PC,0,18,69,2024-03-19 17:26:15.648358,0
10,22,PC,5,18,74,2024-03-19 17:26:15.672827,0
10,25,PC,0,18,69,2024-03-19 17:26:15.699935,0
10,23,PC,3,18,72,2024-03-19 17:26:15.725666,0
10,25,PC,3,18,72,2024-03-19 17:26:15.752861,0
10,24,PC,0,18,69,2024-03-19 17:26:15.779207,0
10,23,PC,0,18,69,2024-03-19 17:26:15.804538,0
10,22,PC,3,18,72,2024-03-19 17:26:15.829092,0
10,23,PC,0,18,69,2024-03-19 17:26:15.854360,0
10,23,PC,3,18,72,2024-03-19 17:26:15.878868,0
10,23,PC,6,18,74,2024-03-19 17:26:15.904081,0
10,25,PC,0,18,69,2024-03-19 17:26:15.931801,0
10,23,PC,3,18,72,2024-03-19 17:26:15.958016,0
10,24,PC,0,18,69,2024-03-19 17:26:15.984116,0
10,25,PC,0,18,69,2024-03-19 17:26:16.011195,0
10,23,PC,0,18,69,2024-03-19 17:26:16.036262,0
10,23,PC,6,18,74,2024-03-19 17:26:16.061373,0
10,22,PC,0,18,69,2024-03-19 17:26:16.085592,0
10,23,PC,6,18,74,2024-03-19 17:26:16.110956,0
10,25,PC,0,18,69,2024-03-19 17:26:16.138614,0
10,26,PC,6,18,74,2024-03-19 17:26:16.166618,0
10,24,PC,3,18,72,2024-03-19 17:26:16.193343,0
10,23,PC,5,18,74,2024-03-19 17:26:16.218855,0
10,24,PC,3,18,72,2024-03-19 17:26:16.245059,0
10,22,PC,6,18,74,2024-03-19 17:26:16.269523,0
10,23,PC,6,18,74,2024-03-19 17:26:16.295185,0
10,25,PC,0,18,69,2024-03-19 17:26:16.322913,0
10,23,PC,3,18,72,2024-03-19 17:26:16.348422,0
10,24,PC,11,18,79,2024-03-19 17:26:16.375125,0
10,25,PC,0,18,69,2024-03-19 17:26:16.402526,0
10,24,PC,6,18,74,2024-03-19 17:26:16.428532,0
10,24,PC,4,18,73,2024-03-19 17:26:16.454731,0
10,22,PC,3,18,72,2024-03-19 17:26:16.479440,0
10,25,PC,0,18,69,2024-03-19 17:26:16.505502,0
10,25,PC,0,18,69,2024-03-19 17:26:16.532509,0
10,27,PC,0,18,69,2024-03-19 17:26:16.561513,0
10,25,PC,0,18,69,2024-03-19 17:26:16.590042,0
10,25,PC,3,18,72,2024-03-19 17:26:16.617129,0
10,26,PC,0,18,69,2024-03-19 17:26:16.645153,0
10,24,PC,0,18,69,2024-03-19 17:26:16.671445,0
10,24,PC,0,18,69,2024-03-19 17:26:16.696451,0
10,24,PC,0,18,69,2024-03-19 17:26:16.722457,0
10,25,PC,0,18,69,2024-03-19 17:26:16.749532,0
10,26,PC,0,18,69,2024-03-19 17:26:16.779043,0
10,26,PC,0,18,69,2024-03-19 17:26:16.807117,0
10,26,PC,3,18,72,2024-03-19 17:26:16.835123,0
10,25,PC,0,18,69,2024-03-19 17:26:16.862145,0
10,24,PC,0,18,69,2024-03-19 17:26:16.888679,0
10,24,PC,0,18,69,2024-03-19 17:26:16.914685,0
10,24,PC,0,18,69,2024-03-19 17:26:16.940691,0
10,26,PC,0,18,69,2024-03-19 17:26:16.969199,0
10,26,PC,0,18,69,2024-03-19 17:26:16.997307,0
10,26,PC,0,18,69,2024-03-19 17:26:17.025347,0
10,25,PC,0,18,69,2024-03-19 17:26:17.052354,0
10,24,PC,0,18,69,2024-03-19 17:26:17.078860,0
10,24,PC,0,18,69,2024-03-19 17:26:17.104866,0
10,24,PC,0,18,69,2024-03-19 17:26:17.130953,0
10,24,PC,0,18,69,2024-03-19 17:26:17.156957,0
10,23,PC,0,18,69,2024-03-19 17:26:17.183465,0
10,26,PC,0,18,69,2024-03-19 17:26:17.211472,0
10,25,PC,3,18,72,2024-03-19 17:26:17.238499,0
10,26,PC,0,18,69,2024-03-19 17:26:17.266713,0
10,26,PC,0,18,69,2024-03-19 17:26:17.295232,0
10,24,PC,0,18,69,2024-03-19 17:26:17.321238,0
10,24,PC,0,18,69,2024-03-19 17:26:17.346244,0
10,24,PC,0,18,69,2024-03-19 17:26:17.372747,0
10,27,PC,3,18,72,2024-03-19 17:26:17.402178,0
10,25,PC,0,18,69,2024-03-19 17:26:17.429215,0
10,26,PC,0,18,69,2024-03-19 17:26:17.457219,0
10,25,PC,5,18,74,2024-03-19 17:26:17.485727,0
10,24,PC,0,18,69,2024-03-19 17:26:17.511755,0
10,24,PC,0,18,69,2024-03-19 17:26:17.537831,0
10,24,PC,5,18,74,2024-03-19 17:26:17.562833,0
10,24,PC,0,18,69,2024-03-19 17:26:17.589342,0
10,28,PC,3,18,72,2024-03-19 17:26:17.619349,0
10,26,PC,0,18,69,2024-03-19 17:26:17.647693,0
10,25,PC,0,18,69,2024-03-19 17:26:17.676350,0
10,25,PC,0,18,69,2024-03-19 17:26:17.703357,0
10,24,PC,0,18,69,2024-03-19 17:26:17.730506,0
10,24,PC,0,18,69,2024-03-19 17:26:17.756544,0
10,24,PC,0,18,69,2024-03-19 17:26:17.783051,0
10,24,PC,0,18,69,2024-03-19 17:26:17.809143,0
10,24,PC,3,18,72,2024-03-19 17:26:17.835162,0
10,26,PC,3,18,72,2024-03-19 17:26:17.863167,0
10,25,PC,0,18,69,2024-03-19 17:26:17.890675,0
10,25,PC,0,18,69,2024-03-19 17:26:17.917682,0
10,26,PC,0,18,69,2024-03-19 17:26:17.945688,0
10,24,PC,3,18,72,2024-03-19 17:26:17.972193,0
10,23,PC,0,18,69,2024-03-19 17:26:17.997199,0
10,24,PC,0,18,69,2024-03-19 17:26:18.023284,0
10,25,PC,0,18,69,2024-03-19 17:26:18.050290,0
10,26,PC,0,18,69,2024-03-19 17:26:18.078796,0
10,26,PC,0,18,69,2024-03-19 17:26:18.106802,0
10,25,PC,3,18,72,2024-03-19 17:26:18.134794,0
10,25,PC,0,18,69,2024-03-19 17:26:18.161829,0
10,24,PC,0,18,69,2024-03-19 17:26:18.187022,0
10,24,PC,0,18,69,2024-03-19 17:26:18.213028,0
10,24,PC,3,18,72,2024-03-19 17:26:18.240247,0
10,29,PC,0,18,69,2024-03-19 17:26:18.271576,0
10,25,PC,3,18,72,2024-03-19 17:26:18.300579,0
10,25,PC,0,18,69,2024-03-19 17:26:18.328589,0
10,25,PC,0,18,69,2024-03-19 17:26:18.355595,0
10,25,PC,0,18,69,2024-03-19 17:26:18.383100,0
10,26,PC,0,18,69,2024-03-19 17:26:18.411102,0
10,25,PC,0,18,69,2024-03-19 17:26:18.438108,0
10,25,PC,0,18,69,2024-03-19 17:26:18.465157,0
10,27,PC,0,18,69,2024-03-19 17:26:18.494741,0
10,25,PC,0,18,69,2024-03-19 17:26:18.522923,0
10,26,PC,0,18,69,2024-03-19 17:26:18.550929,0
10,25,PC,0,18,69,2024-03-19 17:26:18.578436,0
10,26,PC,3,18,72,2024-03-19 17:26:18.606442,0
10,24,PC,3,18,72,2024-03-19 17:26:18.632773,0
10,23,PC,0,18,69,2024-03-19 17:26:18.658771,0
10,25,PC,0,18,69,2024-03-19 17:26:18.685827,0
10,25,PC,3,18,72,2024-03-19 17:26:18.712833,0
10,26,PC,3,18,72,2024-03-19 17:26:18.740840,0
10,27,PC,0,18,69,2024-03-19 17:26:18.769935,0
10,24,PC,0,18,69,2024-03-19 17:26:18.796444,0
10,25,PC,0,18,69,2024-03-19 17:26:18.823450,0
10,24,PC,3,18,72,2024-03-19 17:26:18.849456,0
10,24,PC,0,18,69,2024-03-19 17:26:18.875979,0
10,23,PC,0,18,69,2024-03-19 17:26:18.901078,0
10,29,PC,0,18,69,2024-03-19 17:26:18.932085,0
10,24,PC,0,18,69,2024-03-19 17:26:18.960085,0
10,26,PC,0,18,69,2024-03-19 17:26:18.988586,0
10,25,PC,0,18,69,2024-03-19 17:26:19.015593,0
10,24,PC,0,18,69,2024-03-19 17:26:19.041619,0
10,25,PC,0,18,69,2024-03-19 17:26:19.068643,0
10,23,PC,0,18,69,2024-03-19 17:26:19.094202,0
10,23,PC,0,18,69,2024-03-19 17:26:19.120202,0
10,26,PC,0,18,69,2024-03-19 17:26:19.148209,0
10,27,PC,0,18,69,2024-03-19 17:26:19.177720,0
10,27,PC,0,18,69,2024-03-19 17:26:19.206722,0
10,25,PC,0,18,69,2024-03-19 17:26:19.234749,0
10,26,PC,0,18,69,2024-03-19 17:26:19.262811,0
10,24,PC,0,18,69,2024-03-19 17:26:19.289336,0
10,24,PC,0,18,69,2024-03-19 17:26:19.315342,0
10,24,PC,0,18,69,2024-03-19 17:26:19.341348,0
10,27,PC,0,18,69,2024-03-19 17:26:19.370352,0
10,29,PC,3,18,72,2024-03-19 17:26:19.401364,0
10,26,PC,0,18,69,2024-03-19 17:26:19.429371,0
10,26,PC,3,18,72,2024-03-19 17:26:19.457374,0
10,24,PC,0,18,69,2024-03-19 17:26:19.483952,0
10,24,PC,0,18,69,2024-03-19 17:26:19.509958,0
10,24,PC,3,18,72,2024-03-19 17:26:19.535964,0
10,24,PC,0,18,69,2024-03-19 17:26:19.561967,0
10,26,PC,0,18,69,2024-03-19 17:26:19.590494,0
10,26,PC,0,18,69,2024-03-19 17:26:19.618565,0
10,26,PC,3,18,72,2024-03-19 17:26:19.646629,0
10,25,PC,0,18,69,2024-03-19 17:26:19.673815,0
10,24,PC,0,18,69,2024-03-19 17:26:19.699821,0
10,24,PC,3,18,72,2024-03-19 17:26:19.725827,0
10,24,PC,0,18,69,2024-03-19 17:26:19.751844,0
10,24,PC,0,18,69,2024-03-19 17:26:19.778557,0
10,26,PC,0,18,69,2024-03-19 17:26:19.807564,0
10,26,PC,0,18,69,2024-03-19 17:26:19.835571,0
10,27,PC,0,18,69,2024-03-19 17:26:19.865313,0
10,26,PC,0,18,69,2024-03-19 17:26:19.894837,0
10,27,PC,0,18,69,2024-03-19 17:26:19.923843,0
10,25,PC,0,18,69,2024-03-19 17:26:19.950933,0
10,24,PC,0,18,69,2024-03-19 17:26:19.977439,0
10,26,PC,0,18,69,2024-03-19 17:26:20.005445,0
10,28,PC,0,18,69,2024-03-19 17:26:20.035453,0
10,26,PC,3,18,72,2024-03-19 17:26:20.064632,0
10,26,PC,0,18,69,2024-03-19 17:26:20.093139,0
10,26,PC,3,18,72,2024-03-19 17:26:20.121146,0
10,26,PC,3,18,72,2024-03-19 17:26:20.149253,0
10,25,PC,0,18,69,2024-03-19 17:26:20.176293,0
