batch_size,delta,device_type,cpu,memory,consumption,timestamp,gpu
10,45,Laptop,9,79,19,2024-03-19 17:53:35.027410,0
10,43,Laptop,7,79,19,2024-03-19 17:53:35.071044,0
10,49,Laptop,11,79,19,2024-03-19 17:53:35.120838,0
10,46,Laptop,8,79,19,2024-03-19 17:53:35.167456,0
10,49,Laptop,11,79,19,2024-03-19 17:53:35.217927,0
10,47,Laptop,6,79,19,2024-03-19 17:53:35.266300,0
10,45,Laptop,9,79,19,2024-03-19 17:53:35.312053,0
10,47,Laptop,8,79,19,2024-03-19 17:53:35.360306,0
10,47,Laptop,11,79,19,2024-03-19 17:53:35.407959,0
10,45,Laptop,8,79,19,2024-03-19 17:53:35.454273,0
10,46,Laptop,11,79,19,2024-03-19 17:53:35.500972,0
10,43,Laptop,7,79,19,2024-03-19 17:53:35.544900,0
10,44,Laptop,16,79,19,2024-03-19 17:53:35.589939,0
10,47,Laptop,6,79,19,2024-03-19 17:53:35.637723,0
10,43,Laptop,8,79,19,2024-03-19 17:53:35.681400,0
10,45,Laptop,8,79,19,2024-03-19 17:53:35.727843,0
10,41,Laptop,7,79,19,2024-03-19 17:53:35.769836,0
10,53,Laptop,13,79,19,2024-03-19 17:53:35.823677,0
10,47,Laptop,9,79,19,2024-03-19 17:53:35.872340,0
10,54,Laptop,11,79,19,2024-03-19 17:53:35.927882,0
10,41,Laptop,7,79,19,2024-03-19 17:53:35.970384,0
10,44,Laptop,9,79,19,2024-03-19 17:53:36.015753,0
10,43,Laptop,12,79,19,2024-03-19 17:53:36.059842,0
10,45,Laptop,9,79,19,2024-03-19 17:53:36.105863,0
10,43,Laptop,5,79,19,2024-03-19 17:53:36.149995,0
10,41,Laptop,8,79,19,2024-03-19 17:53:36.192570,0
10,43,Laptop,10,79,19,2024-03-19 17:53:36.236343,0
10,41,Laptop,11,79,19,2024-03-19 17:53:36.278672,0
10,44,Laptop,11,79,19,2024-03-19 17:53:36.323847,0
10,46,Laptop,6,79,19,2024-03-19 17:53:36.370969,0
10,44,Laptop,9,79,19,2024-03-19 17:53:36.416106,0
10,44,Laptop,7,79,19,2024-03-19 17:53:36.461016,0
10,46,Laptop,13,79,19,2024-03-19 17:53:36.507890,0
10,45,Laptop,9,79,19,2024-03-19 17:53:36.553995,0
10,50,Laptop,9,79,19,2024-03-19 17:53:36.604936,0
10,43,Laptop,11,79,19,2024-03-19 17:53:36.648815,0
10,46,Laptop,14,79,19,2024-03-19 17:53:36.695865,0
10,48,Laptop,11,79,19,2024-03-19 17:53:36.745210,0
10,46,Laptop,8,79,19,2024-03-19 17:53:36.792346,0
10,46,Laptop,9,79,19,2024-03-19 17:53:36.839290,0
10,44,Laptop,7,79,19,2024-03-19 17:53:36.884555,0
10,47,Laptop,9,79,19,2024-03-19 17:53:36.932826,0
10,47,Laptop,9,79,19,2024-03-19 17:53:36.981026,0
10,51,Laptop,10,79,19,2024-03-19 17:53:37.032931,0
10,52,Laptop,15,79,19,2024-03-19 17:53:37.086003,0
10,53,Laptop,20,79,20,2024-03-19 17:53:37.140411,0
10,57,Laptop,14,79,19,2024-03-19 17:53:37.198414,0
10,53,Laptop,15,79,19,2024-03-19 17:53:37.253073,0
10,51,Laptop,12,79,19,2024-03-19 17:53:37.304980,0
10,60,Laptop,11,79,19,2024-03-19 17:53:37.365996,0
10,50,Laptop,12,79,19,2024-03-19 17:53:37.417512,0
10,48,Laptop,12,79,19,2024-03-19 17:53:37.466441,0
10,51,Laptop,16,79,19,2024-03-19 17:53:37.518807,0
10,53,Laptop,10,79,19,2024-03-19 17:53:37.572717,0
10,51,Laptop,15,79,19,2024-03-19 17:53:37.624516,0
10,59,Laptop,13,79,19,2024-03-19 17:53:37.684346,0
10,49,Laptop,10,79,19,2024-03-19 17:53:37.735026,0
10,48,Laptop,9,79,19,2024-03-19 17:53:37.784564,0
10,57,Laptop,14,79,19,2024-03-19 17:53:37.843258,0
10,48,Laptop,10,79,19,2024-03-19 17:53:37.892564,0
10,48,Laptop,10,79,19,2024-03-19 17:53:37.941973,0
10,45,Laptop,5,79,19,2024-03-19 17:53:37.988566,0
10,50,Laptop,15,79,19,2024-03-19 17:53:38.040109,0
10,49,Laptop,14,79,19,2024-03-19 17:53:38.090002,0
10,48,Laptop,24,79,20,2024-03-19 17:53:38.139515,0
10,75,Laptop,21,79,20,2024-03-19 17:53:38.215794,0
10,57,Laptop,16,79,19,2024-03-19 17:53:38.274165,0
10,63,Laptop,21,79,20,2024-03-19 17:53:38.338419,0
10,63,Laptop,15,79,19,2024-03-19 17:53:38.402904,0
10,52,Laptop,13,79,19,2024-03-19 17:53:38.456275,0
10,52,Laptop,10,79,19,2024-03-19 17:53:38.509242,0
10,59,Laptop,16,79,19,2024-03-19 17:53:38.569553,0
10,51,Laptop,16,79,19,2024-03-19 17:53:38.622002,0
10,56,Laptop,16,79,19,2024-03-19 17:53:38.679034,0
10,60,Laptop,12,79,19,2024-03-19 17:53:38.740522,0
10,51,Laptop,15,79,19,2024-03-19 17:53:38.792824,0
10,52,Laptop,20,79,20,2024-03-19 17:53:38.845552,0
10,59,Laptop,17,79,19,2024-03-19 17:53:38.905676,0
10,56,Laptop,21,79,20,2024-03-19 17:53:38.962731,0
10,57,Laptop,16,79,19,2024-03-19 17:53:39.021259,0
10,58,Laptop,21,79,20,2024-03-19 17:53:39.081000,0
10,59,Laptop,15,79,19,2024-03-19 17:53:39.141750,0
10,58,Laptop,14,79,19,2024-03-19 17:53:39.201052,0
10,64,Laptop,25,79,20,2024-03-19 17:53:39.266667,0
10,60,Laptop,24,79,20,2024-03-19 17:53:39.328432,0
10,65,Laptop,23,79,20,2024-03-19 17:53:39.394203,0
10,64,Laptop,21,79,20,2024-03-19 17:53:39.459203,0
10,67,Laptop,23,79,20,2024-03-19 17:53:39.527559,0
10,74,Laptop,21,79,20,2024-03-19 17:53:39.602649,0
10,67,Laptop,19,79,20,2024-03-19 17:53:39.670458,0
10,66,Laptop,19,79,20,2024-03-19 17:53:39.737500,0
10,66,Laptop,19,79,20,2024-03-19 17:53:39.804896,0
10,63,Laptop,18,79,20,2024-03-19 17:53:39.869512,0
10,68,Laptop,20,79,20,2024-03-19 17:53:39.938861,0
10,62,Laptop,18,79,20,2024-03-19 17:53:40.002461,0
10,62,Laptop,17,79,19,2024-03-19 17:53:40.065721,0
10,60,Laptop,16,79,19,2024-03-19 17:53:40.127019,0
10,70,Laptop,16,79,19,2024-03-19 17:53:40.198037,0
10,61,Laptop,23,79,20,2024-03-19 17:53:40.260180,0
10,59,Laptop,17,79,19,2024-03-19 17:53:40.320324,0
10,67,Laptop,16,79,19,2024-03-19 17:53:40.388647,0
10,69,Laptop,19,79,20,2024-03-19 17:53:40.458669,0
10,73,Laptop,18,79,20,2024-03-19 17:53:40.532734,0
10,66,Laptop,21,79,20,2024-03-19 17:53:40.599573,0
10,66,Laptop,20,79,20,2024-03-19 17:53:40.666838,0
10,65,Laptop,20,79,20,2024-03-19 17:53:40.733408,0
10,80,Laptop,44,79,21,2024-03-19 17:53:40.814710,0
10,80,Laptop,26,79,20,2024-03-19 17:53:40.895761,0
10,120,Laptop,45,80,21,2024-03-19 17:53:41.017838,0
10,136,Laptop,50,80,22,2024-03-19 17:53:41.155512,0
10,96,Laptop,48,80,22,2024-03-19 17:53:41.252970,0
10,79,Laptop,29,80,20,2024-03-19 17:53:41.334198,0
10,111,Laptop,31,80,20,2024-03-19 17:53:41.446245,0
10,135,Laptop,37,80,21,2024-03-19 17:53:41.583363,0
10,113,Laptop,37,80,21,2024-03-19 17:53:41.698377,0
10,84,Laptop,39,80,21,2024-03-19 17:53:41.783595,0
10,114,Laptop,38,80,21,2024-03-19 17:53:41.899770,0
10,104,Laptop,43,80,21,2024-03-19 17:53:42.006104,0
10,104,Laptop,44,80,21,2024-03-19 17:53:42.112415,0
10,99,Laptop,33,80,21,2024-03-19 17:53:42.212924,0
10,86,Laptop,30,80,20,2024-03-19 17:53:42.300738,0
10,78,Laptop,27,80,20,2024-03-19 17:53:42.380493,0
10,85,Laptop,31,80,20,2024-03-19 17:53:42.467245,0
10,87,Laptop,25,80,20,2024-03-19 17:53:42.555992,0
10,77,Laptop,24,80,20,2024-03-19 17:53:42.634071,0
10,89,Laptop,31,80,20,2024-03-19 17:53:42.724065,0
10,98,Laptop,30,80,20,2024-03-19 17:53:42.823194,0
10,86,Laptop,29,80,20,2024-03-19 17:53:42.911171,0
10,88,Laptop,29,80,20,2024-03-19 17:53:43.000721,0
10,88,Laptop,39,80,21,2024-03-19 17:53:43.090460,0
10,106,Laptop,42,80,21,2024-03-19 17:53:43.198011,0
10,98,Laptop,37,80,21,2024-03-19 17:53:43.297577,0
10,92,Laptop,40,80,21,2024-03-19 17:53:43.391875,0
10,90,Laptop,36,80,21,2024-03-19 17:53:43.483428,0
10,85,Laptop,29,80,20,2024-03-19 17:53:43.569917,0
10,88,Laptop,31,80,20,2024-03-19 17:53:43.659031,0
10,88,Laptop,35,80,21,2024-03-19 17:53:43.748238,0
10,88,Laptop,25,80,20,2024-03-19 17:53:43.837378,0
10,81,Laptop,26,80,20,2024-03-19 17:53:43.919767,0
10,97,Laptop,44,80,21,2024-03-19 17:53:44.018947,0
10,91,Laptop,30,80,20,2024-03-19 17:53:44.111977,0
10,103,Laptop,33,80,21,2024-03-19 17:53:44.216502,0
10,129,Laptop,27,80,20,2024-03-19 17:53:44.347726,0
10,86,Laptop,26,80,20,2024-03-19 17:53:44.435008,0
10,77,Laptop,27,80,20,2024-03-19 17:53:44.513644,0
10,83,Laptop,25,80,20,2024-03-19 17:53:44.598332,0
10,74,Laptop,19,80,20,2024-03-19 17:53:44.673536,0
10,72,Laptop,19,80,20,2024-03-19 17:53:44.747263,0
10,70,Laptop,17,80,19,2024-03-19 17:53:44.818432,0
10,72,Laptop,18,80,20,2024-03-19 17:53:44.892307,0
10,71,Laptop,15,80,19,2024-03-19 17:53:44.964737,0
10,68,Laptop,17,80,19,2024-03-19 17:53:45.034444,0
10,71,Laptop,20,80,20,2024-03-19 17:53:45.106974,0
10,77,Laptop,21,80,20,2024-03-19 17:53:45.186170,0
10,82,Laptop,25,80,20,2024-03-19 17:53:45.269914,0
10,97,Laptop,30,80,20,2024-03-19 17:53:45.368130,0
10,82,Laptop,28,81,20,2024-03-19 17:53:45.452440,0
10,78,Laptop,29,81,20,2024-03-19 17:53:45.532505,0
10,77,Laptop,27,81,20,2024-03-19 17:53:45.610657,0
10,69,Laptop,18,81,20,2024-03-19 17:53:45.681460,0
10,86,Laptop,28,81,20,2024-03-19 17:53:45.768954,0
10,86,Laptop,35,81,21,2024-03-19 17:53:45.856648,0
10,91,Laptop,23,81,20,2024-03-19 17:53:45.948861,0
10,73,Laptop,22,81,20,2024-03-19 17:53:46.023242,0
10,77,Laptop,26,81,20,2024-03-19 17:53:46.102055,0
10,77,Laptop,23,81,20,2024-03-19 17:53:46.181171,0
10,77,Laptop,24,81,20,2024-03-19 17:53:46.259648,0
10,76,Laptop,21,81,20,2024-03-19 17:53:46.336744,0
10,75,Laptop,15,81,19,2024-03-19 17:53:46.413180,0
10,102,Laptop,35,81,21,2024-03-19 17:53:46.516474,0
10,101,Laptop,27,81,20,2024-03-19 17:53:46.618802,0
10,73,Laptop,21,81,20,2024-03-19 17:53:46.692782,0
10,69,Laptop,18,81,20,2024-03-19 17:53:46.763698,0
10,77,Laptop,20,81,20,2024-03-19 17:53:46.842623,0
10,95,Laptop,21,81,20,2024-03-19 17:53:46.939457,0
10,74,Laptop,20,81,20,2024-03-19 17:53:47.014873,0
10,72,Laptop,22,81,20,2024-03-19 17:53:47.088383,0
10,79,Laptop,15,81,19,2024-03-19 17:53:47.168887,0
10,60,Laptop,18,81,20,2024-03-19 17:53:47.230359,0
10,66,Laptop,18,81,20,2024-03-19 17:53:47.297361,0
10,66,Laptop,18,81,20,2024-03-19 17:53:47.364218,0
10,64,Laptop,17,81,19,2024-03-19 17:53:47.429077,0
10,63,Laptop,15,81,19,2024-03-19 17:53:47.493014,0
10,68,Laptop,22,81,20,2024-03-19 17:53:47.562443,0
10,68,Laptop,17,81,19,2024-03-19 17:53:47.631587,0
10,83,Laptop,23,81,20,2024-03-19 17:53:47.716357,0
10,73,Laptop,25,80,20,2024-03-19 17:53:47.790737,0
10,81,Laptop,18,80,20,2024-03-19 17:53:47.873482,0
10,74,Laptop,19,80,20,2024-03-19 17:53:47.948365,0
10,74,Laptop,23,80,20,2024-03-19 17:53:48.023840,0
10,74,Laptop,23,80,20,2024-03-19 17:53:48.099155,0
10,68,Laptop,18,80,20,2024-03-19 17:53:48.169007,0
10,71,Laptop,21,80,20,2024-03-19 17:53:48.241186,0
10,81,Laptop,32,80,21,2024-03-19 17:53:48.323653,0
10,86,Laptop,29,80,20,2024-03-19 17:53:48.410893,0
10,93,Laptop,32,80,21,2024-03-19 17:53:48.506023,0
10,76,Laptop,17,80,19,2024-03-19 17:53:48.583172,0
10,81,Laptop,17,80,19,2024-03-19 17:53:48.665484,0
10,72,Laptop,19,80,20,2024-03-19 17:53:48.738701,0
10,70,Laptop,17,80,19,2024-03-19 17:53:48.810448,0
10,67,Laptop,16,80,19,2024-03-19 17:53:48.879077,0
10,72,Laptop,19,80,20,2024-03-19 17:53:48.952260,0
10,72,Laptop,22,80,20,2024-03-19 17:53:49.025476,0
10,71,Laptop,16,80,19,2024-03-19 17:53:49.097926,0
10,69,Laptop,21,80,20,2024-03-19 17:53:49.167836,0
10,67,Laptop,19,80,20,2024-03-19 17:53:49.235743,0
10,67,Laptop,17,80,19,2024-03-19 17:53:49.303833,0
10,75,Laptop,17,80,19,2024-03-19 17:53:49.380776,0
10,84,Laptop,22,80,20,2024-03-19 17:53:49.466800,0
10,79,Laptop,17,80,19,2024-03-19 17:53:49.547601,0
10,66,Laptop,19,80,20,2024-03-19 17:53:49.614898,0
10,70,Laptop,16,80,19,2024-03-19 17:53:49.686525,0
10,63,Laptop,18,80,20,2024-03-19 17:53:49.751007,0
10,68,Laptop,18,80,20,2024-03-19 17:53:49.820780,0
10,65,Laptop,19,80,20,2024-03-19 17:53:49.886723,0
10,63,Laptop,18,80,20,2024-03-19 17:53:49.951294,0
10,63,Laptop,17,80,19,2024-03-19 17:53:50.016266,0
10,75,Laptop,19,80,20,2024-03-19 17:53:50.092079,0
10,62,Laptop,21,80,20,2024-03-19 17:53:50.155202,0
10,62,Laptop,16,80,19,2024-03-19 17:53:50.218765,0
10,61,Laptop,19,80,20,2024-03-19 17:53:50.281457,0
10,83,Laptop,22,80,20,2024-03-19 17:53:50.366160,0
10,67,Laptop,18,80,20,2024-03-19 17:53:50.435175,0
10,69,Laptop,16,80,19,2024-03-19 17:53:50.505788,0
10,69,Laptop,21,80,20,2024-03-19 17:53:50.576367,0
10,71,Laptop,24,80,20,2024-03-19 17:53:50.648311,0
10,65,Laptop,16,80,19,2024-03-19 17:53:50.715513,0
10,68,Laptop,17,80,19,2024-03-19 17:53:50.784315,0
10,66,Laptop,22,80,20,2024-03-19 17:53:50.851564,0
10,63,Laptop,18,80,20,2024-03-19 17:53:50.916066,0
10,71,Laptop,16,80,19,2024-03-19 17:53:50.988624,0
10,73,Laptop,20,80,20,2024-03-19 17:53:51.063150,0
10,60,Laptop,14,80,19,2024-03-19 17:53:51.123999,0
10,68,Laptop,19,80,20,2024-03-19 17:53:51.193873,0
10,100,Laptop,39,80,21,2024-03-19 17:53:51.295696,0
10,75,Laptop,38,80,21,2024-03-19 17:53:51.372485,0
10,103,Laptop,67,80,23,2024-03-19 17:53:51.477957,0
10,122,Laptop,41,80,21,2024-03-19 17:53:51.601102,0
10,93,Laptop,36,80,21,2024-03-19 17:53:51.695310,0
10,90,Laptop,20,80,20,2024-03-19 17:53:51.786824,0
10,79,Laptop,18,80,20,2024-03-19 17:53:51.867607,0
10,75,Laptop,24,80,20,2024-03-19 17:53:51.944459,0
10,74,Laptop,17,80,19,2024-03-19 17:53:52.019851,0
10,72,Laptop,16,80,19,2024-03-19 17:53:52.092682,0
10,71,Laptop,19,80,20,2024-03-19 17:53:52.164782,0
10,79,Laptop,15,80,19,2024-03-19 17:53:52.244976,0
10,71,Laptop,20,80,20,2024-03-19 17:53:52.317575,0
10,74,Laptop,40,80,21,2024-03-19 17:53:52.393948,0
10,88,Laptop,29,80,20,2024-03-19 17:53:52.483475,0
10,86,Laptop,26,80,20,2024-03-19 17:53:52.571019,0
10,81,Laptop,24,80,20,2024-03-19 17:53:52.652955,0
10,72,Laptop,16,80,19,2024-03-19 17:53:52.725982,0
10,69,Laptop,19,80,20,2024-03-19 17:53:52.796301,0
10,70,Laptop,19,80,20,2024-03-19 17:53:52.867640,0
10,66,Laptop,15,80,19,2024-03-19 17:53:52.934690,0
10,66,Laptop,15,80,19,2024-03-19 17:53:53.002026,0
10,64,Laptop,17,80,19,2024-03-19 17:53:53.067038,0
10,75,Laptop,21,80,20,2024-03-19 17:53:53.143809,0
10,79,Laptop,15,80,19,2024-03-19 17:53:53.224026,0
10,80,Laptop,21,80,20,2024-03-19 17:53:53.305565,0
10,68,Laptop,19,80,20,2024-03-19 17:53:53.374957,0
10,68,Laptop,20,80,20,2024-03-19 17:53:53.443944,0
10,72,Laptop,16,80,19,2024-03-19 17:53:53.516804,0
10,64,Laptop,19,80,20,2024-03-19 17:53:53.582020,0
10,61,Laptop,14,80,19,2024-03-19 17:53:53.643847,0
10,61,Laptop,16,80,19,2024-03-19 17:53:53.706038,0
10,62,Laptop,22,80,20,2024-03-19 17:53:53.769331,0
10,60,Laptop,14,80,19,2024-03-19 17:53:53.830256,0
10,65,Laptop,13,80,19,2024-03-19 17:53:53.896326,0
10,61,Laptop,15,80,19,2024-03-19 17:53:53.958498,0
10,62,Laptop,19,80,20,2024-03-19 17:53:54.022272,0
10,62,Laptop,15,80,19,2024-03-19 17:53:54.085723,0
10,61,Laptop,15,80,19,2024-03-19 17:53:54.148352,0
10,64,Laptop,17,80,19,2024-03-19 17:53:54.213893,0
10,67,Laptop,22,80,20,2024-03-19 17:53:54.282236,0
10,66,Laptop,15,80,19,2024-03-19 17:53:54.349945,0
10,67,Laptop,17,80,19,2024-03-19 17:53:54.418264,0
10,62,Laptop,17,80,19,2024-03-19 17:53:54.481958,0
10,68,Laptop,20,80,20,2024-03-19 17:53:54.550763,0
10,62,Laptop,17,80,19,2024-03-19 17:53:54.614401,0
10,73,Laptop,16,80,19,2024-03-19 17:53:54.688690,0
10,65,Laptop,14,80,19,2024-03-19 17:53:54.754516,0
10,65,Laptop,15,80,19,2024-03-19 17:53:54.820356,0
10,65,Laptop,18,80,20,2024-03-19 17:53:54.886643,0
10,64,Laptop,16,80,19,2024-03-19 17:53:54.951611,0
10,74,Laptop,16,80,19,2024-03-19 17:53:55.027605,0
10,65,Laptop,17,80,19,2024-03-19 17:53:55.093702,0
10,60,Laptop,15,80,19,2024-03-19 17:53:55.154693,0
10,58,Laptop,16,80,19,2024-03-19 17:53:55.214237,0
10,60,Laptop,19,80,20,2024-03-19 17:53:55.276050,0
10,57,Laptop,13,80,19,2024-03-19 17:53:55.334251,0
10,59,Laptop,17,80,19,2024-03-19 17:53:55.394169,0
10,59,Laptop,13,80,19,2024-03-19 17:53:55.454429,0
10,66,Laptop,18,80,20,2024-03-19 17:53:55.521332,0
10,62,Laptop,16,80,19,2024-03-19 17:53:55.584193,0
10,60,Laptop,13,80,19,2024-03-19 17:53:55.645687,0
10,61,Laptop,18,80,20,2024-03-19 17:53:55.707681,0
10,64,Laptop,20,80,20,2024-03-19 17:53:55.772883,0
10,63,Laptop,13,80,19,2024-03-19 17:53:55.836628,0
10,60,Laptop,16,80,19,2024-03-19 17:53:55.897982,0
10,59,Laptop,13,80,19,2024-03-19 17:53:55.958007,0
10,62,Laptop,20,80,20,2024-03-19 17:53:56.020852,0
10,61,Laptop,17,80,19,2024-03-19 17:53:56.082856,0
10,59,Laptop,14,80,19,2024-03-19 17:53:56.142713,0
10,58,Laptop,17,80,19,2024-03-19 17:53:56.202298,0
10,67,Laptop,19,80,20,2024-03-19 17:53:56.271148,0
10,62,Laptop,14,80,19,2024-03-19 17:53:56.334760,0
10,62,Laptop,17,80,19,2024-03-19 17:53:56.397893,0
10,61,Laptop,16,80,19,2024-03-19 17:53:56.460395,0
10,65,Laptop,18,80,20,2024-03-19 17:53:56.526992,0
10,61,Laptop,16,80,19,2024-03-19 17:53:56.589127,0
10,61,Laptop,15,80,19,2024-03-19 17:53:56.651662,0
10,62,Laptop,17,80,19,2024-03-19 17:53:56.714841,0
10,63,Laptop,17,80,19,2024-03-19 17:53:56.779086,0
10,65,Laptop,12,80,19,2024-03-19 17:53:56.844881,0
10,59,Laptop,17,80,19,2024-03-19 17:53:56.904947,0
10,63,Laptop,12,80,19,2024-03-19 17:53:56.969273,0
10,80,Laptop,18,80,20,2024-03-19 17:53:57.050491,0
10,82,Laptop,15,80,19,2024-03-19 17:53:57.133701,0
10,69,Laptop,18,80,20,2024-03-19 17:53:57.203889,0
10,63,Laptop,17,80,19,2024-03-19 17:53:57.268151,0
10,73,Laptop,19,80,20,2024-03-19 17:53:57.342917,0
10,62,Laptop,16,80,19,2024-03-19 17:53:57.405823,0
10,58,Laptop,12,80,19,2024-03-19 17:53:57.465353,0
10,64,Laptop,27,80,20,2024-03-19 17:53:57.530806,0
10,62,Laptop,31,80,20,2024-03-19 17:53:57.594223,0
10,67,Laptop,26,80,20,2024-03-19 17:53:57.662005,0
10,64,Laptop,16,80,19,2024-03-19 17:53:57.727448,0
10,66,Laptop,19,80,20,2024-03-19 17:53:57.794320,0
10,71,Laptop,14,80,19,2024-03-19 17:53:57.867051,0
10,68,Laptop,16,80,19,2024-03-19 17:53:57.936482,0
10,66,Laptop,17,80,19,2024-03-19 17:53:58.003359,0
10,66,Laptop,17,80,19,2024-03-19 17:53:58.070987,0
10,66,Laptop,17,80,19,2024-03-19 17:53:58.138040,0
10,63,Laptop,16,80,19,2024-03-19 17:53:58.202344,0
10,63,Laptop,18,80,20,2024-03-19 17:53:58.266666,0
10,63,Laptop,16,80,19,2024-03-19 17:53:58.330641,0
10,62,Laptop,15,80,19,2024-03-19 17:53:58.393652,0
10,62,Laptop,17,80,19,2024-03-19 17:53:58.456951,0
10,65,Laptop,21,80,20,2024-03-19 17:53:58.522806,0
10,66,Laptop,16,80,19,2024-03-19 17:53:58.590418,0
10,73,Laptop,22,80,20,2024-03-19 17:53:58.664751,0
10,71,Laptop,19,80,20,2024-03-19 17:53:58.737286,0
10,68,Laptop,18,80,20,2024-03-19 17:53:58.806898,0
10,66,Laptop,15,80,19,2024-03-19 17:53:58.874373,0
10,67,Laptop,16,80,19,2024-03-19 17:53:58.942490,0
10,68,Laptop,23,80,20,2024-03-19 17:53:59.011812,0
10,66,Laptop,15,80,19,2024-03-19 17:53:59.079343,0
10,68,Laptop,23,80,20,2024-03-19 17:53:59.148794,0
10,112,Laptop,50,80,22,2024-03-19 17:53:59.262567,0
10,78,Laptop,20,80,20,2024-03-19 17:53:59.341841,0
10,75,Laptop,27,80,20,2024-03-19 17:53:59.418102,0
10,75,Laptop,19,80,20,2024-03-19 17:53:59.494439,0
10,74,Laptop,15,80,19,2024-03-19 17:53:59.570032,0
10,75,Laptop,19,80,20,2024-03-19 17:53:59.646119,0
10,78,Laptop,22,80,20,2024-03-19 17:53:59.725080,0
10,70,Laptop,22,80,20,2024-03-19 17:53:59.796593,0
10,76,Laptop,33,80,21,2024-03-19 17:53:59.874066,0
10,95,Laptop,34,80,21,2024-03-19 17:53:59.970581,0
10,125,Laptop,45,80,21,2024-03-19 17:54:00.098069,0
10,125,Laptop,36,81,21,2024-03-19 17:54:00.224365,0
10,83,Laptop,34,81,21,2024-03-19 17:54:00.309251,0
10,122,Laptop,33,80,21,2024-03-19 17:54:00.433680,0
10,88,Laptop,40,81,21,2024-03-19 17:54:00.523645,0
10,141,Laptop,32,81,21,2024-03-19 17:54:00.666821,0
10,91,Laptop,22,81,20,2024-03-19 17:54:00.759122,0
10,87,Laptop,36,81,21,2024-03-19 17:54:00.847810,0
10,94,Laptop,27,81,20,2024-03-19 17:54:00.943531,0
10,85,Laptop,29,81,20,2024-03-19 17:54:01.030362,0
10,86,Laptop,28,81,20,2024-03-19 17:54:01.117500,0
10,102,Laptop,31,81,20,2024-03-19 17:54:01.220860,0
10,83,Laptop,30,81,20,2024-03-19 17:54:01.305685,0
10,83,Laptop,25,81,20,2024-03-19 17:54:01.390629,0
10,78,Laptop,26,81,20,2024-03-19 17:54:01.470314,0
10,79,Laptop,28,81,20,2024-03-19 17:54:01.550913,0
10,75,Laptop,24,81,20,2024-03-19 17:54:01.627116,0
10,83,Laptop,26,81,20,2024-03-19 17:54:01.711776,0
10,84,Laptop,27,81,20,2024-03-19 17:54:01.797700,0
10,81,Laptop,26,81,20,2024-03-19 17:54:01.880582,0
10,77,Laptop,23,81,20,2024-03-19 17:54:01.958921,0
10,80,Laptop,28,81,20,2024-03-19 17:54:02.040836,0
10,77,Laptop,21,81,20,2024-03-19 17:54:02.119087,0
10,72,Laptop,20,81,20,2024-03-19 17:54:02.192636,0
10,76,Laptop,27,81,20,2024-03-19 17:54:02.270114,0
10,101,Laptop,25,81,20,2024-03-19 17:54:02.373482,0
10,80,Laptop,25,80,20,2024-03-19 17:54:02.454452,0
10,79,Laptop,21,80,20,2024-03-19 17:54:02.534383,0
10,68,Laptop,10,80,19,2024-03-19 17:54:02.603671,0
10,65,Laptop,13,81,19,2024-03-19 17:54:02.670443,0
10,67,Laptop,11,81,19,2024-03-19 17:54:02.738448,0
10,62,Laptop,9,81,19,2024-03-19 17:54:02.801166,0
10,56,Laptop,12,81,19,2024-03-19 17:54:02.858216,0
10,65,Laptop,9,81,19,2024-03-19 17:54:02.924417,0
10,57,Laptop,12,81,19,2024-03-19 17:54:02.983194,0
10,59,Laptop,8,81,19,2024-03-19 17:54:03.043801,0
10,53,Laptop,14,81,19,2024-03-19 17:54:03.098128,0
10,61,Laptop,23,81,20,2024-03-19 17:54:03.160776,0
10,62,Laptop,26,81,20,2024-03-19 17:54:03.223783,0
10,60,Laptop,23,81,20,2024-03-19 17:54:03.284636,0
10,60,Laptop,20,81,20,2024-03-19 17:54:03.346265,0
10,60,Laptop,16,81,19,2024-03-19 17:54:03.407751,0
10,69,Laptop,24,81,20,2024-03-19 17:54:03.478312,0
10,59,Laptop,12,81,19,2024-03-19 17:54:03.538945,0
10,55,Laptop,7,81,19,2024-03-19 17:54:03.595244,0
10,53,Laptop,11,81,19,2024-03-19 17:54:03.649701,0
10,53,Laptop,9,81,19,2024-03-19 17:54:03.704193,0
10,54,Laptop,13,81,19,2024-03-19 17:54:03.759109,0
10,55,Laptop,13,81,19,2024-03-19 17:54:03.815452,0
10,54,Laptop,12,81,19,2024-03-19 17:54:03.870382,0
10,53,Laptop,14,81,19,2024-03-19 17:54:03.924251,0
10,54,Laptop,14,81,19,2024-03-19 17:54:03.978965,0
10,51,Laptop,7,81,19,2024-03-19 17:54:04.031202,0
10,54,Laptop,11,81,19,2024-03-19 17:54:04.086420,0
10,52,Laptop,8,81,19,2024-03-19 17:54:04.139417,0
10,54,Laptop,11,81,19,2024-03-19 17:54:04.194097,0
10,52,Laptop,12,81,19,2024-03-19 17:54:04.247001,0
10,52,Laptop,6,81,19,2024-03-19 17:54:04.300059,0
10,50,Laptop,19,81,20,2024-03-19 17:54:04.351035,0
10,55,Laptop,15,80,19,2024-03-19 17:54:04.407054,0
10,49,Laptop,11,80,19,2024-03-19 17:54:04.456782,0
10,53,Laptop,10,80,19,2024-03-19 17:54:04.511166,0
10,53,Laptop,15,80,19,2024-03-19 17:54:04.565518,0
10,52,Laptop,17,80,19,2024-03-19 17:54:04.619171,0
