batch_size,delta,device_type,cpu,memory,consumption,timestamp,gpu
25,50,Laptop,7,81,19,2024-03-19 17:56:34.054525,0
25,46,Laptop,9,81,19,2024-03-19 17:56:34.101563,0
25,48,Laptop,16,81,19,2024-03-19 17:56:34.151024,0
25,50,Laptop,10,81,19,2024-03-19 17:56:34.202177,0
25,49,Laptop,7,81,19,2024-03-19 17:56:34.252567,0
25,53,Laptop,16,81,19,2024-03-19 17:56:34.306949,0
25,48,Laptop,11,81,19,2024-03-19 17:56:34.356604,0
25,49,Laptop,12,81,19,2024-03-19 17:56:34.406365,0
25,47,Laptop,7,81,19,2024-03-19 17:56:34.454427,0
25,46,Laptop,10,81,19,2024-03-19 17:56:34.501711,0
25,47,Laptop,9,81,19,2024-03-19 17:56:34.549597,0
25,50,Laptop,13,81,19,2024-03-19 17:56:34.600929,0
25,53,Laptop,8,81,19,2024-03-19 17:56:34.655404,0
25,47,Laptop,9,81,19,2024-03-19 17:56:34.703872,0
25,48,Laptop,7,81,19,2024-03-19 17:56:34.752899,0
25,48,Laptop,7,81,19,2024-03-19 17:56:34.802151,0
25,49,Laptop,11,81,19,2024-03-19 17:56:34.852558,0
25,49,Laptop,12,81,19,2024-03-19 17:56:34.902615,0
25,48,Laptop,12,81,19,2024-03-19 17:56:34.951395,0
25,47,Laptop,9,81,19,2024-03-19 17:56:35.000127,0
25,50,Laptop,8,81,19,2024-03-19 17:56:35.051506,0
25,48,Laptop,11,81,19,2024-03-19 17:56:35.101156,0
25,48,Laptop,7,81,19,2024-03-19 17:56:35.149861,0
25,49,Laptop,18,81,20,2024-03-19 17:56:35.199504,0
25,50,Laptop,7,81,19,2024-03-19 17:56:35.250741,0
25,49,Laptop,9,81,19,2024-03-19 17:56:35.300737,0
25,54,Laptop,10,81,19,2024-03-19 17:56:35.356322,0
25,48,Laptop,9,81,19,2024-03-19 17:56:35.405717,0
25,47,Laptop,6,81,19,2024-03-19 17:56:35.453771,0
25,46,Laptop,9,81,19,2024-03-19 17:56:35.501235,0
25,48,Laptop,7,81,19,2024-03-19 17:56:35.550045,0
25,49,Laptop,16,81,19,2024-03-19 17:56:35.600798,0
25,53,Laptop,7,81,19,2024-03-19 17:56:35.655316,0
25,56,Laptop,9,81,19,2024-03-19 17:56:35.711934,0
25,45,Laptop,8,81,19,2024-03-19 17:56:35.758415,0
25,46,Laptop,13,81,19,2024-03-19 17:56:35.805739,0
25,52,Laptop,8,81,19,2024-03-19 17:56:35.858735,0
25,49,Laptop,10,81,19,2024-03-19 17:56:35.908628,0
25,49,Laptop,9,81,19,2024-03-19 17:56:35.958300,0
25,47,Laptop,9,81,19,2024-03-19 17:56:36.006251,0
25,50,Laptop,10,81,19,2024-03-19 17:56:36.057016,0
25,47,Laptop,8,81,19,2024-03-19 17:56:36.105089,0
25,46,Laptop,6,81,19,2024-03-19 17:56:36.152519,0
25,47,Laptop,11,81,19,2024-03-19 17:56:36.200480,0
25,48,Laptop,12,81,19,2024-03-19 17:56:36.249627,0
25,49,Laptop,12,81,19,2024-03-19 17:56:36.299585,0
25,47,Laptop,6,81,19,2024-03-19 17:56:36.347694,0
25,46,Laptop,9,81,19,2024-03-19 17:56:36.394297,0
25,50,Laptop,7,81,19,2024-03-19 17:56:36.445659,0
25,59,Laptop,12,81,19,2024-03-19 17:56:36.506196,0
25,49,Laptop,6,81,19,2024-03-19 17:56:36.556684,0
25,50,Laptop,8,81,19,2024-03-19 17:56:36.607505,0
25,50,Laptop,12,81,19,2024-03-19 17:56:36.658995,0
25,49,Laptop,7,81,19,2024-03-19 17:56:36.708983,0
25,49,Laptop,16,81,19,2024-03-19 17:56:36.759686,0
25,48,Laptop,9,81,19,2024-03-19 17:56:36.809155,0
25,46,Laptop,9,81,19,2024-03-19 17:56:36.855708,0
25,44,Laptop,9,81,19,2024-03-19 17:56:36.901158,0
25,45,Laptop,11,81,19,2024-03-19 17:56:36.947908,0
25,46,Laptop,6,81,19,2024-03-19 17:56:36.995439,0
25,49,Laptop,9,81,19,2024-03-19 17:56:37.045968,0
25,46,Laptop,6,81,19,2024-03-19 17:56:37.092744,0
25,49,Laptop,9,81,19,2024-03-19 17:56:37.142405,0
25,48,Laptop,15,81,19,2024-03-19 17:56:37.191852,0
25,54,Laptop,11,81,19,2024-03-19 17:56:37.247229,0
25,47,Laptop,7,81,19,2024-03-19 17:56:37.295797,0
25,49,Laptop,9,81,19,2024-03-19 17:56:37.345400,0
25,46,Laptop,8,81,19,2024-03-19 17:56:37.392103,0
25,51,Laptop,13,81,19,2024-03-19 17:56:37.444144,0
25,46,Laptop,10,81,19,2024-03-19 17:56:37.491341,0
25,48,Laptop,11,81,19,2024-03-19 17:56:37.540318,0
25,47,Laptop,7,81,19,2024-03-19 17:56:37.588202,0
25,50,Laptop,12,81,19,2024-03-19 17:56:37.639026,0
25,47,Laptop,6,81,19,2024-03-19 17:56:37.686790,0
25,47,Laptop,10,81,19,2024-03-19 17:56:37.734745,0
25,46,Laptop,5,81,19,2024-03-19 17:56:37.781558,0
25,46,Laptop,8,81,19,2024-03-19 17:56:37.828912,0
25,49,Laptop,14,81,19,2024-03-19 17:56:37.879031,0
25,56,Laptop,12,81,19,2024-03-19 17:56:37.936564,0
25,47,Laptop,7,81,19,2024-03-19 17:56:37.985167,0
25,50,Laptop,9,81,19,2024-03-19 17:56:38.036086,0
25,45,Laptop,10,81,19,2024-03-19 17:56:38.082402,0
25,50,Laptop,13,81,19,2024-03-19 17:56:38.133464,0
25,45,Laptop,10,81,19,2024-03-19 17:56:38.179554,0
25,51,Laptop,8,81,19,2024-03-19 17:56:38.231577,0
25,47,Laptop,6,81,19,2024-03-19 17:56:38.279833,0
25,50,Laptop,13,81,19,2024-03-19 17:56:38.331370,0
25,50,Laptop,8,81,19,2024-03-19 17:56:38.382810,0
25,53,Laptop,15,81,19,2024-03-19 17:56:38.436484,0
25,54,Laptop,10,81,19,2024-03-19 17:56:38.491508,0
25,55,Laptop,11,81,19,2024-03-19 17:56:38.547616,0
25,51,Laptop,8,81,19,2024-03-19 17:56:38.600159,0
25,47,Laptop,9,81,19,2024-03-19 17:56:38.648174,0
25,46,Laptop,7,81,19,2024-03-19 17:56:38.695294,0
25,47,Laptop,11,81,19,2024-03-19 17:56:38.743588,0
25,50,Laptop,12,81,19,2024-03-19 17:56:38.794342,0
25,64,Laptop,11,81,19,2024-03-19 17:56:38.859715,0
25,45,Laptop,6,81,19,2024-03-19 17:56:38.906225,0
25,50,Laptop,8,81,19,2024-03-19 17:56:38.957468,0
25,47,Laptop,9,81,19,2024-03-19 17:56:39.005831,0
25,51,Laptop,11,81,19,2024-03-19 17:56:39.057458,0
25,46,Laptop,10,81,19,2024-03-19 17:56:39.104112,0
25,45,Laptop,12,81,19,2024-03-19 17:56:39.150469,0
25,47,Laptop,10,81,19,2024-03-19 17:56:39.198734,0
25,47,Laptop,14,81,19,2024-03-19 17:56:39.247309,0
25,49,Laptop,8,81,19,2024-03-19 17:56:39.297027,0
25,46,Laptop,8,81,19,2024-03-19 17:56:39.344518,0
25,46,Laptop,9,81,19,2024-03-19 17:56:39.391983,0
25,48,Laptop,7,81,19,2024-03-19 17:56:39.441047,0
25,49,Laptop,11,81,19,2024-03-19 17:56:39.491639,0
25,51,Laptop,15,81,19,2024-03-19 17:56:39.543718,0
25,50,Laptop,6,81,19,2024-03-19 17:56:39.594430,0
25,51,Laptop,10,81,19,2024-03-19 17:56:39.646071,0
25,46,Laptop,6,81,19,2024-03-19 17:56:39.693295,0
25,52,Laptop,18,81,20,2024-03-19 17:56:39.746224,0
25,50,Laptop,7,81,19,2024-03-19 17:56:39.797022,0
25,46,Laptop,8,81,19,2024-03-19 17:56:39.844212,0
25,47,Laptop,6,81,19,2024-03-19 17:56:39.892282,0
25,44,Laptop,9,81,19,2024-03-19 17:56:39.937440,0
25,46,Laptop,13,81,19,2024-03-19 17:56:39.985011,0
25,52,Laptop,9,81,19,2024-03-19 17:56:40.037886,0
25,55,Laptop,6,81,19,2024-03-19 17:56:40.094401,0
25,46,Laptop,11,81,19,2024-03-19 17:56:40.141637,0
25,50,Laptop,8,81,19,2024-03-19 17:56:40.192291,0
25,51,Laptop,17,81,19,2024-03-19 17:56:40.244819,0
25,47,Laptop,7,81,19,2024-03-19 17:56:40.292967,0
25,46,Laptop,8,81,19,2024-03-19 17:56:40.339927,0
25,46,Laptop,8,81,19,2024-03-19 17:56:40.387167,0
25,47,Laptop,14,81,19,2024-03-19 17:56:40.434965,0
25,47,Laptop,7,81,19,2024-03-19 17:56:40.483389,0
25,45,Laptop,6,81,19,2024-03-19 17:56:40.529726,0
25,47,Laptop,9,81,19,2024-03-19 17:56:40.577572,0
25,49,Laptop,7,81,19,2024-03-19 17:56:40.627886,0
25,50,Laptop,12,81,19,2024-03-19 17:56:40.678774,0
25,49,Laptop,7,81,19,2024-03-19 17:56:40.729021,0
25,50,Laptop,9,81,19,2024-03-19 17:56:40.779758,0
25,47,Laptop,9,81,19,2024-03-19 17:56:40.827852,0
25,47,Laptop,10,81,19,2024-03-19 17:56:40.875672,0
25,48,Laptop,10,81,19,2024-03-19 17:56:40.925038,0
25,48,Laptop,11,81,19,2024-03-19 17:56:40.973859,0
25,47,Laptop,7,81,19,2024-03-19 17:56:41.021808,0
25,47,Laptop,9,81,19,2024-03-19 17:56:41.070100,0
25,45,Laptop,9,81,19,2024-03-19 17:56:41.115951,0
25,45,Laptop,14,81,19,2024-03-19 17:56:41.162029,0
25,53,Laptop,10,81,19,2024-03-19 17:56:41.215938,0
25,46,Laptop,8,81,19,2024-03-19 17:56:41.263399,0
25,47,Laptop,9,81,19,2024-03-19 17:56:41.311849,0
25,49,Laptop,7,81,19,2024-03-19 17:56:41.362340,0
25,53,Laptop,13,81,19,2024-03-19 17:56:41.416717,0
25,54,Laptop,11,81,19,2024-03-19 17:56:41.472098,0
25,47,Laptop,6,81,19,2024-03-19 17:56:41.520568,0
25,48,Laptop,10,81,19,2024-03-19 17:56:41.569834,0
25,45,Laptop,6,81,19,2024-03-19 17:56:41.615846,0
25,49,Laptop,13,81,19,2024-03-19 17:56:41.665919,0
25,48,Laptop,11,81,19,2024-03-19 17:56:41.715237,0
25,48,Laptop,10,81,19,2024-03-19 17:56:41.764020,0
25,51,Laptop,9,81,19,2024-03-19 17:56:41.816577,0
25,47,Laptop,9,81,19,2024-03-19 17:56:41.864577,0
25,58,Laptop,13,81,19,2024-03-19 17:56:41.924021,0
25,48,Laptop,9,81,19,2024-03-19 17:56:41.973035,0
25,47,Laptop,7,81,19,2024-03-19 17:56:42.021692,0
25,47,Laptop,10,81,19,2024-03-19 17:56:42.069709,0
25,45,Laptop,9,81,19,2024-03-19 17:56:42.115857,0
25,50,Laptop,18,81,20,2024-03-19 17:56:42.167164,0
25,53,Laptop,9,81,19,2024-03-19 17:56:42.220855,0
25,47,Laptop,10,81,19,2024-03-19 17:56:42.269269,0
25,50,Laptop,9,81,19,2024-03-19 17:56:42.320259,0
25,46,Laptop,10,81,19,2024-03-19 17:56:42.367233,0
25,54,Laptop,17,81,19,2024-03-19 17:56:42.422850,0
25,51,Laptop,7,81,19,2024-03-19 17:56:42.474728,0
25,53,Laptop,7,81,19,2024-03-19 17:56:42.528969,0
25,48,Laptop,12,81,19,2024-03-19 17:56:42.577752,0
25,52,Laptop,9,81,19,2024-03-19 17:56:42.631237,0
25,58,Laptop,12,81,19,2024-03-19 17:56:42.690207,0
25,48,Laptop,8,81,19,2024-03-19 17:56:42.739516,0
25,49,Laptop,10,81,19,2024-03-19 17:56:42.789934,0
25,47,Laptop,10,81,19,2024-03-19 17:56:42.838100,0
25,50,Laptop,15,81,19,2024-03-19 17:56:42.889754,0
25,50,Laptop,7,81,19,2024-03-19 17:56:42.940524,0
25,51,Laptop,13,81,19,2024-03-19 17:56:42.992268,0
25,51,Laptop,7,81,19,2024-03-19 17:56:43.044299,0
25,56,Laptop,12,81,19,2024-03-19 17:56:43.101532,0
25,50,Laptop,8,81,19,2024-03-19 17:56:43.152456,0
25,48,Laptop,12,81,19,2024-03-19 17:56:43.201763,0
25,49,Laptop,9,81,19,2024-03-19 17:56:43.251564,0
25,53,Laptop,14,81,19,2024-03-19 17:56:43.305194,0
25,50,Laptop,8,81,19,2024-03-19 17:56:43.356097,0
25,48,Laptop,6,81,19,2024-03-19 17:56:43.404900,0
25,47,Laptop,10,81,19,2024-03-19 17:56:43.453041,0
25,47,Laptop,17,81,19,2024-03-19 17:56:43.500880,0
25,48,Laptop,9,81,19,2024-03-19 17:56:43.550049,0
25,47,Laptop,9,81,19,2024-03-19 17:56:43.598217,0
25,49,Laptop,6,81,19,2024-03-19 17:56:43.648525,0
25,51,Laptop,7,81,19,2024-03-19 17:56:43.700903,0
25,55,Laptop,11,81,19,2024-03-19 17:56:43.757177,0
25,51,Laptop,8,81,19,2024-03-19 17:56:43.809063,0
25,53,Laptop,9,81,19,2024-03-19 17:56:43.862923,0
25,47,Laptop,9,81,19,2024-03-19 17:56:43.911499,0
25,45,Laptop,9,81,19,2024-03-19 17:56:43.957960,0
25,51,Laptop,18,81,20,2024-03-19 17:56:44.010202,0
25,45,Laptop,6,81,19,2024-03-19 17:56:44.056119,0
25,46,Laptop,9,81,19,2024-03-19 17:56:44.102905,0
25,45,Laptop,6,81,19,2024-03-19 17:56:44.149481,0
25,51,Laptop,11,81,19,2024-03-19 17:56:44.201591,0
25,52,Laptop,16,81,19,2024-03-19 17:56:44.254926,0
25,52,Laptop,19,81,20,2024-03-19 17:56:44.308196,0
25,55,Laptop,12,81,19,2024-03-19 17:56:44.364275,0
25,51,Laptop,9,81,19,2024-03-19 17:56:44.415992,0
25,48,Laptop,9,81,19,2024-03-19 17:56:44.464700,0
25,55,Laptop,12,81,19,2024-03-19 17:56:44.520923,0
25,52,Laptop,10,81,19,2024-03-19 17:56:44.573997,0
25,47,Laptop,6,81,19,2024-03-19 17:56:44.621720,0
25,45,Laptop,5,81,19,2024-03-19 17:56:44.667466,0
25,47,Laptop,13,81,19,2024-03-19 17:56:44.715747,0
25,45,Laptop,8,81,19,2024-03-19 17:56:44.761483,0
25,46,Laptop,9,81,19,2024-03-19 17:56:44.808793,0
25,48,Laptop,6,81,19,2024-03-19 17:56:44.858299,0
25,48,Laptop,15,81,19,2024-03-19 17:56:44.907747,0
25,49,Laptop,9,81,19,2024-03-19 17:56:44.957534,0
25,48,Laptop,11,81,19,2024-03-19 17:56:45.006351,0
25,56,Laptop,6,81,19,2024-03-19 17:56:45.063792,0
25,48,Laptop,9,81,19,2024-03-19 17:56:45.113309,0
25,50,Laptop,15,81,19,2024-03-19 17:56:45.164582,0
25,50,Laptop,11,81,19,2024-03-19 17:56:45.215655,0
25,46,Laptop,10,81,19,2024-03-19 17:56:45.262850,0
25,46,Laptop,10,81,19,2024-03-19 17:56:45.310007,0
25,46,Laptop,13,81,19,2024-03-19 17:56:45.357261,0
25,50,Laptop,11,81,19,2024-03-19 17:56:45.407996,0
25,49,Laptop,7,81,19,2024-03-19 17:56:45.458071,0
25,47,Laptop,9,81,19,2024-03-19 17:56:45.506431,0
25,45,Laptop,8,81,19,2024-03-19 17:56:45.552575,0
25,49,Laptop,18,81,20,2024-03-19 17:56:45.602638,0
25,49,Laptop,11,81,19,2024-03-19 17:56:45.652472,0
25,47,Laptop,8,81,19,2024-03-19 17:56:45.700574,0
25,53,Laptop,7,81,19,2024-03-19 17:56:45.754198,0
25,46,Laptop,6,81,19,2024-03-19 17:56:45.801455,0
25,49,Laptop,13,81,19,2024-03-19 17:56:45.851793,0
25,47,Laptop,10,81,19,2024-03-19 17:56:45.900273,0
25,45,Laptop,8,81,19,2024-03-19 17:56:45.946702,0
25,46,Laptop,9,81,19,2024-03-19 17:56:45.993551,0
25,52,Laptop,9,81,19,2024-03-19 17:56:46.046946,0
25,56,Laptop,11,81,19,2024-03-19 17:56:46.104672,0
25,51,Laptop,10,81,19,2024-03-19 17:56:46.156411,0
25,47,Laptop,10,81,19,2024-03-19 17:56:46.204877,0
25,48,Laptop,7,81,19,2024-03-19 17:56:46.253646,0
25,47,Laptop,9,81,19,2024-03-19 17:56:46.301231,0
25,48,Laptop,10,81,19,2024-03-19 17:56:46.350313,0
25,49,Laptop,9,81,19,2024-03-19 17:56:46.400633,0
25,47,Laptop,7,81,19,2024-03-19 17:56:46.448704,0
25,45,Laptop,9,81,19,2024-03-19 17:56:46.494567,0
25,46,Laptop,6,81,19,2024-03-19 17:56:46.541756,0
25,46,Laptop,12,81,19,2024-03-19 17:56:46.589301,0
25,51,Laptop,14,81,19,2024-03-19 17:56:46.641412,0
25,46,Laptop,9,81,19,2024-03-19 17:56:46.688939,0
25,48,Laptop,12,81,19,2024-03-19 17:56:46.738543,0
25,54,Laptop,14,81,19,2024-03-19 17:56:46.794325,0
25,60,Laptop,10,81,19,2024-03-19 17:56:46.855206,0
25,47,Laptop,9,81,19,2024-03-19 17:56:46.902939,0
25,48,Laptop,5,81,19,2024-03-19 17:56:46.951596,0
25,46,Laptop,11,81,19,2024-03-19 17:56:46.998763,0
25,49,Laptop,14,81,19,2024-03-19 17:56:47.048542,0
25,46,Laptop,9,81,19,2024-03-19 17:56:47.095784,0
25,46,Laptop,9,81,19,2024-03-19 17:56:47.143009,0
25,45,Laptop,5,81,19,2024-03-19 17:56:47.189150,0
25,53,Laptop,14,81,19,2024-03-19 17:56:47.242987,0
25,50,Laptop,8,81,19,2024-03-19 17:56:47.293728,0
25,47,Laptop,9,81,19,2024-03-19 17:56:47.341989,0
25,46,Laptop,6,81,19,2024-03-19 17:56:47.389372,0
25,48,Laptop,10,81,19,2024-03-19 17:56:47.438696,0
25,47,Laptop,9,81,19,2024-03-19 17:56:47.487127,0
25,50,Laptop,8,81,19,2024-03-19 17:56:47.537726,0
25,46,Laptop,5,81,19,2024-03-19 17:56:47.584810,0
25,46,Laptop,10,81,19,2024-03-19 17:56:47.632337,0
25,47,Laptop,15,81,19,2024-03-19 17:56:47.680439,0
25,53,Laptop,11,81,19,2024-03-19 17:56:47.734673,0
25,45,Laptop,5,81,19,2024-03-19 17:56:47.780582,0
25,50,Laptop,11,81,19,2024-03-19 17:56:47.831199,0
25,48,Laptop,6,81,19,2024-03-19 17:56:47.880408,0
25,54,Laptop,11,81,19,2024-03-19 17:56:47.935557,0
25,54,Laptop,11,81,19,2024-03-19 17:56:47.990356,0
25,50,Laptop,8,81,19,2024-03-19 17:56:48.041261,0
25,46,Laptop,9,81,19,2024-03-19 17:56:48.088797,0
25,50,Laptop,11,81,19,2024-03-19 17:56:48.140338,0
25,47,Laptop,6,81,19,2024-03-19 17:56:48.187989,0
25,45,Laptop,13,81,19,2024-03-19 17:56:48.234367,0
25,47,Laptop,7,81,19,2024-03-19 17:56:48.282161,0
25,47,Laptop,17,81,19,2024-03-19 17:56:48.330206,0
25,48,Laptop,9,81,19,2024-03-19 17:56:48.379034,0
25,56,Laptop,17,81,19,2024-03-19 17:56:48.436389,0
25,51,Laptop,8,81,19,2024-03-19 17:56:48.488948,0
25,55,Laptop,13,81,19,2024-03-19 17:56:48.545597,0
25,54,Laptop,10,81,19,2024-03-19 17:56:48.600444,0
25,48,Laptop,9,81,19,2024-03-19 17:56:48.649644,0
25,48,Laptop,8,81,19,2024-03-19 17:56:48.699181,0
25,51,Laptop,9,81,19,2024-03-19 17:56:48.751431,0
25,50,Laptop,15,81,19,2024-03-19 17:56:48.802418,0
25,52,Laptop,9,81,19,2024-03-19 17:56:48.855440,0
25,45,Laptop,6,81,19,2024-03-19 17:56:48.901207,0
25,47,Laptop,9,81,19,2024-03-19 17:56:48.949173,0
25,47,Laptop,16,81,19,2024-03-19 17:56:48.997352,0
25,51,Laptop,12,81,19,2024-03-19 17:56:49.049421,0
25,48,Laptop,6,81,19,2024-03-19 17:56:49.098636,0
25,46,Laptop,8,81,19,2024-03-19 17:56:49.145662,0
25,46,Laptop,8,81,19,2024-03-19 17:56:49.192994,0
25,52,Laptop,20,81,20,2024-03-19 17:56:49.245781,0
25,49,Laptop,7,81,19,2024-03-19 17:56:49.295943,0
25,46,Laptop,10,81,19,2024-03-19 17:56:49.342839,0
25,47,Laptop,9,81,19,2024-03-19 17:56:49.390724,0
25,56,Laptop,9,81,19,2024-03-19 17:56:49.448182,0
25,48,Laptop,11,81,19,2024-03-19 17:56:49.497126,0
25,45,Laptop,13,81,19,2024-03-19 17:56:49.543198,0
25,44,Laptop,7,81,19,2024-03-19 17:56:49.588506,0
25,48,Laptop,10,81,19,2024-03-19 17:56:49.637307,0
25,48,Laptop,12,81,19,2024-03-19 17:56:49.686720,0
25,50,Laptop,10,81,19,2024-03-19 17:56:49.737512,0
25,50,Laptop,7,81,19,2024-03-19 17:56:49.788842,0
25,51,Laptop,8,81,19,2024-03-19 17:56:49.840903,0
25,47,Laptop,7,81,19,2024-03-19 17:56:49.889138,0
25,46,Laptop,13,81,19,2024-03-19 17:56:49.936087,0
25,45,Laptop,8,81,19,2024-03-19 17:56:49.982483,0
25,45,Laptop,8,81,19,2024-03-19 17:56:50.028953,0
25,50,Laptop,8,81,19,2024-03-19 17:56:50.080339,0
25,46,Laptop,12,81,19,2024-03-19 17:56:50.127554,0
25,48,Laptop,7,81,19,2024-03-19 17:56:50.176791,0
25,56,Laptop,9,81,19,2024-03-19 17:56:50.234179,0
25,46,Laptop,6,81,19,2024-03-19 17:56:50.281594,0
25,45,Laptop,10,81,19,2024-03-19 17:56:50.327525,0
25,51,Laptop,13,81,19,2024-03-19 17:56:50.379947,0
25,47,Laptop,10,81,19,2024-03-19 17:56:50.428130,0
25,45,Laptop,8,81,19,2024-03-19 17:56:50.474865,0
25,46,Laptop,6,81,19,2024-03-19 17:56:50.522158,0
25,47,Laptop,13,81,19,2024-03-19 17:56:50.570303,0
25,46,Laptop,8,81,19,2024-03-19 17:56:50.617591,0
25,45,Laptop,11,81,19,2024-03-19 17:56:50.663958,0
25,48,Laptop,6,81,19,2024-03-19 17:56:50.713450,0
25,48,Laptop,8,81,19,2024-03-19 17:56:50.762772,0
25,56,Laptop,11,81,19,2024-03-19 17:56:50.820328,0
25,58,Laptop,10,81,19,2024-03-19 17:56:50.879372,0
25,51,Laptop,15,81,19,2024-03-19 17:56:50.931692,0
25,51,Laptop,8,81,19,2024-03-19 17:56:50.983633,0
25,48,Laptop,10,81,19,2024-03-19 17:56:51.032345,0
25,52,Laptop,15,81,19,2024-03-19 17:56:51.085283,0
25,48,Laptop,9,81,19,2024-03-19 17:56:51.134257,0
25,53,Laptop,7,81,19,2024-03-19 17:56:51.188395,0
25,46,Laptop,9,81,19,2024-03-19 17:56:51.235425,0
25,47,Laptop,13,81,19,2024-03-19 17:56:51.283515,0
25,47,Laptop,10,81,19,2024-03-19 17:56:51.331920,0
25,45,Laptop,9,81,19,2024-03-19 17:56:51.378303,0
25,49,Laptop,6,81,19,2024-03-19 17:56:51.427923,0
25,46,Laptop,9,81,19,2024-03-19 17:56:51.474898,0
25,49,Laptop,15,81,19,2024-03-19 17:56:51.524539,0
25,51,Laptop,11,81,19,2024-03-19 17:56:51.576172,0
25,47,Laptop,6,81,19,2024-03-19 17:56:51.624197,0
25,48,Laptop,6,81,19,2024-03-19 17:56:51.672894,0
25,46,Laptop,10,81,19,2024-03-19 17:56:51.720314,0
25,50,Laptop,15,81,19,2024-03-19 17:56:51.771928,0
25,49,Laptop,10,81,19,2024-03-19 17:56:51.821725,0
25,47,Laptop,8,81,19,2024-03-19 17:56:51.869597,0
25,45,Laptop,8,81,19,2024-03-19 17:56:51.915983,0
25,46,Laptop,9,81,19,2024-03-19 17:56:51.963412,0
25,53,Laptop,10,81,19,2024-03-19 17:56:52.018192,0
25,56,Laptop,11,81,19,2024-03-19 17:56:52.075158,0
25,46,Laptop,8,81,19,2024-03-19 17:56:52.122330,0
25,46,Laptop,8,81,19,2024-03-19 17:56:52.169074,0
25,47,Laptop,9,81,19,2024-03-19 17:56:52.216964,0
25,50,Laptop,12,81,19,2024-03-19 17:56:52.268468,0
25,49,Laptop,11,81,19,2024-03-19 17:56:52.318747,0
25,46,Laptop,9,81,19,2024-03-19 17:56:52.365945,0
25,45,Laptop,5,81,19,2024-03-19 17:56:52.412371,0
25,56,Laptop,12,81,19,2024-03-19 17:56:52.469315,0
25,46,Laptop,12,81,19,2024-03-19 17:56:52.516152,0
25,44,Laptop,9,81,19,2024-03-19 17:56:52.560706,0
25,50,Laptop,6,81,19,2024-03-19 17:56:52.611248,0
25,46,Laptop,9,81,19,2024-03-19 17:56:52.658560,0
25,56,Laptop,11,81,19,2024-03-19 17:56:52.716085,0
25,53,Laptop,11,81,19,2024-03-19 17:56:52.769942,0
25,47,Laptop,7,81,19,2024-03-19 17:56:52.817879,0
25,45,Laptop,12,81,19,2024-03-19 17:56:52.863687,0
25,46,Laptop,8,81,19,2024-03-19 17:56:52.910964,0
25,52,Laptop,13,81,19,2024-03-19 17:56:52.963700,0
25,47,Laptop,11,81,19,2024-03-19 17:56:53.011348,0
25,48,Laptop,9,81,19,2024-03-19 17:56:53.060082,0
25,46,Laptop,8,81,19,2024-03-19 17:56:53.107096,0
25,45,Laptop,5,81,19,2024-03-19 17:56:53.152883,0
25,52,Laptop,12,81,19,2024-03-19 17:56:53.205838,0
25,50,Laptop,11,81,19,2024-03-19 17:56:53.256595,0
25,48,Laptop,8,81,19,2024-03-19 17:56:53.305828,0
25,49,Laptop,9,81,19,2024-03-19 17:56:53.355944,0
25,49,Laptop,7,81,19,2024-03-19 17:56:53.405796,0
25,51,Laptop,16,81,19,2024-03-19 17:56:53.458381,0
25,49,Laptop,8,81,19,2024-03-19 17:56:53.508677,0
25,45,Laptop,6,81,19,2024-03-19 17:56:53.555198,0
25,46,Laptop,9,81,19,2024-03-19 17:56:53.601959,0
25,42,Laptop,9,81,19,2024-03-19 17:56:53.645444,0
25,46,Laptop,13,81,19,2024-03-19 17:56:53.692512,0
25,51,Laptop,10,81,19,2024-03-19 17:56:53.744090,0
25,50,Laptop,7,81,19,2024-03-19 17:56:53.795114,0
25,46,Laptop,8,81,19,2024-03-19 17:56:53.841741,0
25,45,Laptop,8,81,19,2024-03-19 17:56:53.888218,0
25,48,Laptop,13,81,19,2024-03-19 17:56:53.937248,0
25,49,Laptop,14,81,19,2024-03-19 17:56:53.987239,0
25,47,Laptop,9,81,19,2024-03-19 17:56:54.035474,0
25,47,Laptop,11,81,19,2024-03-19 17:56:54.083984,0
25,46,Laptop,9,81,19,2024-03-19 17:56:54.131443,0
25,47,Laptop,12,81,19,2024-03-19 17:56:54.179498,0
25,61,Laptop,7,81,19,2024-03-19 17:56:54.241252,0
25,47,Laptop,10,81,19,2024-03-19 17:56:54.289120,0
25,53,Laptop,9,81,19,2024-03-19 17:56:54.342878,0
25,48,Laptop,10,81,19,2024-03-19 17:56:54.392427,0
25,53,Laptop,9,81,19,2024-03-19 17:56:54.446456,0
25,53,Laptop,9,81,19,2024-03-19 17:56:54.500391,0
25,46,Laptop,7,81,19,2024-03-19 17:56:54.547954,0
25,48,Laptop,10,81,19,2024-03-19 17:56:54.597077,0
25,52,Laptop,8,81,19,2024-03-19 17:56:54.649995,0
25,53,Laptop,12,81,19,2024-03-19 17:56:54.704396,0
25,48,Laptop,10,81,19,2024-03-19 17:56:54.753812,0
25,46,Laptop,10,81,19,2024-03-19 17:56:54.801359,0
25,46,Laptop,9,81,19,2024-03-19 17:56:54.848871,0
25,46,Laptop,9,81,19,2024-03-19 17:56:54.896086,0
25,45,Laptop,8,81,19,2024-03-19 17:56:54.942196,0
25,52,Laptop,8,81,19,2024-03-19 17:56:54.994875,0
25,52,Laptop,20,81,20,2024-03-19 17:56:55.048597,0
25,56,Laptop,13,81,19,2024-03-19 17:56:55.105719,0
