delta,fps,pixel,in_time
44,25,480,False
44,25,480,False
44,25,480,False
45,25,480,False
46,25,480,False
45,25,480,False
44,25,480,False
44,25,480,False
45,25,480,False
45,25,480,False
44,25,480,False
44,25,480,False
44,25,480,False
44,25,480,False
45,25,480,False
44,25,480,False
44,25,480,False
44,25,480,False
45,25,480,False
46,25,480,False
45,25,480,False
44,25,480,False
44,25,480,False
45,25,480,False
44,25,480,False
44,25,480,False
44,25,480,False
45,25,480,False
46,25,480,False
46,25,480,False
46,25,480,False
44,25,480,False
45,25,480,False
45,25,480,False
45,25,480,False
44,25,480,False
46,25,480,False
46,25,480,False
45,25,480,False
45,25,480,False
44,25,480,False
45,25,480,False
46,25,480,False
45,25,480,False
44,25,480,False
45,25,480,False
46,25,480,False
46,25,480,False
46,25,480,False
45,25,480,False
45,25,480,False
46,25,480,False
44,25,480,False
44,25,480,False
44,25,480,False
45,25,480,False
44,25,480,False
44,25,480,False
44,25,480,False
46,25,480,False
46,25,480,False
46,25,480,False
46,25,480,False
45,25,480,False
45,25,480,False
45,25,480,False
45,25,480,False
45,25,480,False
44,25,480,False
44,25,480,False
44,25,480,False
44,25,480,False
44,25,480,False
44,25,480,False
44,25,480,False
45,25,480,False
45,25,480,False
44,25,480,False
45,25,480,False
45,25,480,False
44,25,480,False
44,25,480,False
45,25,480,False
45,25,480,False
45,25,480,False
45,25,480,False
45,25,480,False
46,25,480,False
45,25,480,False
45,25,480,False
45,25,480,False
46,25,480,False
46,25,480,False
44,25,480,False
44,25,480,False
44,25,480,False
45,25,480,False
46,25,480,False
45,25,480,False
45,25,480,False
44,25,480,False
46,25,480,False
45,25,480,False
44,25,480,False
44,25,480,False
45,25,480,False
46,25,480,False
45,25,480,False
44,25,480,False
45,25,480,False
45,25,480,False
47,25,480,False
44,25,480,False
44,25,480,False
44,25,480,False
44,25,480,False
45,25,480,False
44,25,480,False
46,25,480,False
46,25,480,False
46,25,480,False
44,25,480,False
44,25,480,False
44,25,480,False
45,25,480,False
45,25,480,False
45,25,480,False
45,25,480,False
44,25,480,False
45,25,480,False
44,25,480,False
44,25,480,False
44,25,480,False
44,25,480,False
45,25,480,False
46,25,480,False
45,25,480,False
45,25,480,False
44,25,480,False
46,25,480,False
46,25,480,False
45,25,480,False
44,25,480,False
44,25,480,False
46,25,480,False
46,25,480,False
45,25,480,False
45,25,480,False
45,25,480,False
45,25,480,False
45,25,480,False
44,25,480,False
45,25,480,False
45,25,480,False
45,25,480,False
45,25,480,False
45,25,480,False
45,25,480,False
45,25,480,False
45,25,480,False
44,25,480,False
45,25,480,False
44,25,480,False
45,25,480,False
54,25,480,False
54,25,480,False
53,25,480,False
52,25,480,False
51,25,480,False
51,25,480,False
51,25,480,False
52,25,480,False
52,25,480,False
51,25,480,False
51,25,480,False
51,25,480,False
51,25,480,False
51,25,480,False
51,25,480,False
51,25,480,False
51,25,480,False
50,25,480,False
50,25,480,False
50,25,480,False
50,25,480,False
50,25,480,False
50,25,480,False
50,25,480,False
52,25,480,False
49,25,480,False
50,25,480,False
50,25,480,False
50,25,480,False
51,25,480,False
50,25,480,False
50,25,480,False
50,25,480,False
50,25,480,False
50,25,480,False
50,25,480,False
51,25,480,False
51,25,480,False
51,25,480,False
51,25,480,False
51,25,480,False
51,25,480,False
51,25,480,False
50,25,480,False
51,25,480,False
50,25,480,False
50,25,480,False
51,25,480,False
50,25,480,False
50,25,480,False
49,25,480,False
50,25,480,False
51,25,480,False
50,25,480,False
50,25,480,False
50,25,480,False
51,25,480,False
51,25,480,False
51,25,480,False
50,25,480,False
51,25,480,False
51,25,480,False
50,25,480,False
50,25,480,False
51,25,480,False
50,25,480,False
50,25,480,False
50,25,480,False
51,25,480,False
50,25,480,False
50,25,480,False
50,25,480,False
50,25,480,False
49,25,480,False
49,25,480,False
50,25,480,False
51,25,480,False
51,25,480,False
51,30,480,False
50,30,480,False
49,30,480,False
50,30,480,False
50,30,480,False
52,30,480,False
51,30,480,False
50,30,480,False
48,30,480,False
49,30,480,False
49,30,480,False
48,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
49,30,480,False
50,30,480,False
50,30,480,False
49,30,480,False
50,30,480,False
48,30,480,False
49,30,480,False
49,30,480,False
48,30,480,False
49,30,480,False
49,30,480,False
49,30,480,False
50,30,480,False
49,30,480,False
50,30,480,False
50,30,480,False
49,30,480,False
48,30,480,False
49,30,480,False
49,30,480,False
49,30,480,False
49,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
49,30,480,False
50,30,480,False
49,30,480,False
49,30,480,False
50,30,480,False
50,30,480,False
48,30,480,False
49,30,480,False
49,30,480,False
51,30,480,False
51,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
49,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
49,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
49,30,480,False
50,30,480,False
49,30,480,False
49,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
48,30,480,False
49,30,480,False
49,30,480,False
49,30,480,False
49,30,480,False
50,30,480,False
50,30,480,False
49,30,480,False
49,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
51,30,480,False
49,30,480,False
49,30,480,False
49,30,480,False
50,30,480,False
50,30,480,False
49,30,480,False
49,30,480,False
51,30,480,False
50,30,480,False
50,30,480,False
51,30,480,False
52,30,480,False
51,30,480,False
50,30,480,False
50,30,480,False
51,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
51,30,480,False
49,30,480,False
51,30,480,False
48,30,480,False
49,30,480,False
50,30,480,False
49,30,480,False
48,30,480,False
49,30,480,False
49,30,480,False
49,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
49,30,480,False
50,30,480,False
51,30,480,False
49,30,480,False
50,30,480,False
50,30,480,False
51,30,480,False
50,30,480,False
50,30,480,False
49,30,480,False
50,30,480,False
50,30,480,False
49,30,480,False
50,30,480,False
49,30,480,False
50,30,480,False
51,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
49,30,480,False
49,30,480,False
51,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
51,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
51,30,480,False
49,30,480,False
50,30,480,False
48,30,480,False
50,30,480,False
49,30,480,False
50,30,480,False
49,30,480,False
50,30,480,False
50,30,480,False
49,30,480,False
50,30,480,False
50,30,480,False
49,30,480,False
49,30,480,False
50,30,480,False
51,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
51,30,480,False
49,30,480,False
49,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
51,30,480,False
51,30,480,False
52,30,480,False
51,30,480,False
57,30,480,False
50,30,480,False
51,30,480,False
49,30,480,False
49,30,480,False
49,30,480,False
51,30,480,False
50,30,480,False
49,30,480,False
50,30,480,False
51,30,480,False
51,30,480,False
49,30,480,False
49,30,480,False
51,30,480,False
49,30,480,False
49,30,480,False
50,30,480,False
51,30,480,False
51,30,480,False
50,30,480,False
49,30,480,False
50,30,480,False
49,30,480,False
49,30,480,False
50,30,480,False
51,30,480,False
50,30,480,False
49,30,480,False
50,30,480,False
50,30,480,False
49,30,480,False
49,30,480,False
49,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
51,30,480,False
51,30,480,False
50,30,480,False
51,30,480,False
51,30,480,False
51,30,480,False
50,30,480,False
51,30,480,False
51,30,480,False
49,30,480,False
50,30,480,False
50,30,480,False
51,30,480,False
51,30,480,False
51,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
51,30,480,False
51,30,480,False
49,30,480,False
49,30,480,False
51,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
52,30,480,False
50,30,480,False
49,30,480,False
50,30,480,False
50,30,480,False
51,30,480,False
50,30,480,False
50,30,480,False
51,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
50,30,480,False
49,30,480,False
50,30,480,False
49,30,480,False
51,30,480,False
51,30,480,False
51,30,480,False
50,30,480,False
51,30,480,False
51,30,480,False
49,35,480,False
44,35,480,False
44,35,480,False
45,35,480,False
45,35,480,False
44,35,480,False
44,35,480,False
44,35,480,False
44,35,480,False
44,35,480,False
44,35,480,False
44,35,480,False
44,35,480,False
44,35,480,False
44,35,480,False
44,35,480,False
45,35,480,False
44,35,480,False
44,35,480,False
44,35,480,False
45,35,480,False
46,35,480,False
46,35,480,False
46,35,480,False
45,35,480,False
45,35,480,False
45,35,480,False
44,35,480,False
44,35,480,False
44,35,480,False
44,35,480,False
45,35,480,False
44,35,480,False
44,35,480,False
44,35,480,False
45,35,480,False
46,35,480,False
45,35,480,False
44,35,480,False
45,35,480,False
45,35,480,False
46,35,480,False
44,35,480,False
44,35,480,False
45,35,480,False
45,35,480,False
46,35,480,False
44,35,480,False
44,35,480,False
44,35,480,False
45,35,480,False
45,35,480,False
44,35,480,False
45,35,480,False
45,35,480,False
46,35,480,False
44,35,480,False
44,35,480,False
44,35,480,False
44,35,480,False
44,35,480,False
44,35,480,False
44,35,480,False
44,35,480,False
45,35,480,False
44,35,480,False
59,35,480,False
54,35,480,False
55,35,480,False
57,35,480,False
57,35,480,False
60,35,480,False
60,35,480,False
60,35,480,False
60,35,480,False
61,35,480,False
60,35,480,False
60,35,480,False
61,35,480,False
62,35,480,False
60,35,480,False
61,35,480,False
63,35,480,False
60,35,480,False
60,35,480,False
60,35,480,False
61,35,480,False
62,35,480,False
61,35,480,False
64,35,480,False
64,35,480,False
63,35,480,False
61,35,480,False
62,35,480,False
61,35,480,False
65,35,480,False
61,35,480,False
61,35,480,False
60,35,480,False
61,35,480,False
61,35,480,False
63,35,480,False
62,35,480,False
62,35,480,False
61,35,480,False
60,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
62,35,480,False
64,35,480,False
64,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
60,35,480,False
62,35,480,False
60,35,480,False
62,35,480,False
60,35,480,False
63,35,480,False
63,35,480,False
63,35,480,False
64,35,480,False
63,35,480,False
61,35,480,False
62,35,480,False
60,35,480,False
60,35,480,False
62,35,480,False
64,35,480,False
62,35,480,False
60,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
62,35,480,False
61,35,480,False
60,35,480,False
61,35,480,False
61,35,480,False
60,35,480,False
61,35,480,False
62,35,480,False
60,35,480,False
61,35,480,False
60,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
60,35,480,False
60,35,480,False
61,35,480,False
60,35,480,False
61,35,480,False
62,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
62,35,480,False
62,35,480,False
61,35,480,False
63,35,480,False
63,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
62,35,480,False
60,35,480,False
62,35,480,False
61,35,480,False
61,35,480,False
62,35,480,False
61,35,480,False
60,35,480,False
60,35,480,False
61,35,480,False
62,35,480,False
62,35,480,False
61,35,480,False
60,35,480,False
60,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
62,35,480,False
61,35,480,False
61,35,480,False
63,35,480,False
62,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
62,35,480,False
61,35,480,False
62,35,480,False
61,35,480,False
63,35,480,False
62,35,480,False
62,35,480,False
62,35,480,False
63,35,480,False
63,35,480,False
63,35,480,False
62,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
62,35,480,False
64,35,480,False
61,35,480,False
62,35,480,False
61,35,480,False
61,35,480,False
62,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
62,35,480,False
61,35,480,False
61,35,480,False
62,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
63,35,480,False
65,35,480,False
65,35,480,False
64,35,480,False
65,35,480,False
62,35,480,False
61,35,480,False
61,35,480,False
62,35,480,False
60,35,480,False
61,35,480,False
62,35,480,False
61,35,480,False
61,35,480,False
62,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
61,35,480,False
62,35,480,False
61,35,480,False
61,35,480,False
62,35,480,False
62,35,480,False
61,35,480,False
61,35,480,False
62,35,480,False
61,35,480,False
62,35,480,False
61,35,480,False
63,35,480,False
61,35,480,False
62,35,480,False
62,35,480,False
62,35,480,False
61,35,480,False
62,35,480,False
62,35,480,False
63,35,480,False
65,35,480,False
65,35,480,False
64,35,480,False
66,35,480,False
65,35,480,False
62,35,480,False
62,35,480,False
62,35,480,False
61,35,480,False
61,35,480,False
62,35,480,False
2376,15,1080,False
10,15,1080,True
13,15,1080,True
10,15,1080,True
11,15,1080,True
12,15,1080,True
12,15,1080,True
10,15,1080,True
10,15,1080,True
11,15,1080,True
11,15,1080,True
17,15,1080,True
11,15,1080,True
11,15,1080,True
11,15,1080,True
11,15,1080,True
11,15,1080,True
10,15,1080,True
10,15,1080,True
10,15,1080,True
11,15,1080,True
13,15,1080,True
13,15,1080,True
14,15,1080,True
14,15,1080,True
16,15,1080,True
15,15,1080,True
15,15,1080,True
15,15,1080,True
15,15,1080,True
16,15,1080,True
15,15,1080,True
18,15,1080,True
17,15,1080,True
16,15,1080,True
15,15,1080,True
18,15,1080,True
19,15,1080,True
19,15,1080,True
18,15,1080,True
20,15,1080,True
21,15,1080,True
22,15,1080,True
20,15,1080,True
23,15,1080,True
24,15,1080,True
22,15,1080,True
21,15,1080,True
21,15,1080,True
22,15,1080,True
22,15,1080,True
23,15,1080,True
22,15,1080,True
24,15,1080,True
22,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
27,15,1080,True
26,15,1080,True
27,15,1080,True
27,15,1080,True
25,15,1080,True
27,15,1080,True
25,15,1080,True
26,15,1080,True
27,15,1080,True
26,15,1080,True
25,15,1080,True
28,15,1080,True
25,15,1080,True
25,15,1080,True
26,15,1080,True
25,15,1080,True
26,15,1080,True
25,15,1080,True
25,15,1080,True
26,15,1080,True
26,15,1080,True
27,15,1080,True
26,15,1080,True
26,15,1080,True
25,15,1080,True
26,15,1080,True
27,15,1080,True
27,15,1080,True
26,15,1080,True
28,15,1080,True
27,15,1080,True
26,15,1080,True
25,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
25,15,1080,True
26,15,1080,True
25,15,1080,True
26,15,1080,True
26,15,1080,True
29,15,1080,True
29,15,1080,True
26,15,1080,True
25,15,1080,True
28,15,1080,True
26,15,1080,True
28,15,1080,True
26,15,1080,True
25,15,1080,True
25,15,1080,True
29,15,1080,True
25,15,1080,True
26,15,1080,True
28,15,1080,True
25,15,1080,True
26,15,1080,True
25,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
27,15,1080,True
26,15,1080,True
25,15,1080,True
26,15,1080,True
25,15,1080,True
26,15,1080,True
26,15,1080,True
25,15,1080,True
25,15,1080,True
26,15,1080,True
27,15,1080,True
26,15,1080,True
25,15,1080,True
29,15,1080,True
24,15,1080,True
25,15,1080,True
26,15,1080,True
27,15,1080,True
26,15,1080,True
26,15,1080,True
29,15,1080,True
25,15,1080,True
26,15,1080,True
27,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
27,15,1080,True
25,15,1080,True
25,15,1080,True
26,15,1080,True
29,15,1080,True
27,15,1080,True
25,15,1080,True
26,15,1080,True
26,15,1080,True
25,15,1080,True
26,15,1080,True
28,15,1080,True
26,15,1080,True
25,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
28,15,1080,True
26,15,1080,True
25,15,1080,True
26,15,1080,True
28,15,1080,True
27,15,1080,True
29,15,1080,True
27,15,1080,True
26,15,1080,True
28,15,1080,True
27,15,1080,True
26,15,1080,True
26,15,1080,True
27,15,1080,True
27,15,1080,True
26,15,1080,True
26,15,1080,True
27,15,1080,True
27,15,1080,True
27,15,1080,True
26,15,1080,True
25,15,1080,True
26,15,1080,True
27,15,1080,True
29,15,1080,True
27,15,1080,True
27,15,1080,True
30,15,1080,True
26,15,1080,True
27,15,1080,True
28,15,1080,True
27,15,1080,True
28,15,1080,True
27,15,1080,True
27,15,1080,True
26,15,1080,True
27,15,1080,True
26,15,1080,True
25,15,1080,True
27,15,1080,True
27,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
28,15,1080,True
27,15,1080,True
26,15,1080,True
25,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
28,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
27,15,1080,True
26,15,1080,True
29,15,1080,True
26,15,1080,True
25,15,1080,True
26,15,1080,True
26,15,1080,True
27,15,1080,True
31,15,1080,True
26,15,1080,True
26,15,1080,True
28,15,1080,True
27,15,1080,True
26,15,1080,True
25,15,1080,True
27,15,1080,True
27,15,1080,True
26,15,1080,True
27,15,1080,True
26,15,1080,True
27,15,1080,True
26,15,1080,True
27,15,1080,True
27,15,1080,True
28,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
27,15,1080,True
25,15,1080,True
26,15,1080,True
27,15,1080,True
27,15,1080,True
27,15,1080,True
27,15,1080,True
26,15,1080,True
26,15,1080,True
28,15,1080,True
25,15,1080,True
26,15,1080,True
29,15,1080,True
27,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
25,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
27,15,1080,True
27,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
26,15,1080,True
29,20,1080,True
26,20,1080,True
26,20,1080,True
35,20,1080,True
26,20,1080,True
25,20,1080,True
36,20,1080,True
26,20,1080,True
26,20,1080,True
31,20,1080,True
25,20,1080,True
26,20,1080,True
33,20,1080,True
25,20,1080,True
26,20,1080,True
37,20,1080,True
25,20,1080,True
25,20,1080,True
29,20,1080,True
26,20,1080,True
25,20,1080,True
30,20,1080,True
26,20,1080,True
25,20,1080,True
37,20,1080,True
26,20,1080,True
26,20,1080,True
32,20,1080,True
26,20,1080,True
26,20,1080,True
38,20,1080,True
25,20,1080,True
25,20,1080,True
27,20,1080,True
27,20,1080,True
26,20,1080,True
32,20,1080,True
26,20,1080,True
25,20,1080,True
33,20,1080,True
25,20,1080,True
26,20,1080,True
34,20,1080,True
26,20,1080,True
26,20,1080,True
33,20,1080,True
26,20,1080,True
27,20,1080,True
31,20,1080,True
26,20,1080,True
27,20,1080,True
32,20,1080,True
26,20,1080,True
25,20,1080,True
36,20,1080,True
25,20,1080,True
26,20,1080,True
33,20,1080,True
25,20,1080,True
26,20,1080,True
31,20,1080,True
25,20,1080,True
26,20,1080,True
34,20,1080,True
26,20,1080,True
25,20,1080,True
35,20,1080,True
26,20,1080,True
26,20,1080,True
35,20,1080,True
28,20,1080,True
26,20,1080,True
31,20,1080,True
26,20,1080,True
26,20,1080,True
33,20,1080,True
26,20,1080,True
25,20,1080,True
35,20,1080,True
26,20,1080,True
26,20,1080,True
35,20,1080,True
26,20,1080,True
25,20,1080,True
35,20,1080,True
26,20,1080,True
26,20,1080,True
32,20,1080,True
26,20,1080,True
26,20,1080,True
38,20,1080,True
26,20,1080,True
26,20,1080,True
31,20,1080,True
26,20,1080,True
29,20,1080,True
35,20,1080,True
26,20,1080,True
27,20,1080,True
31,20,1080,True
26,20,1080,True
26,20,1080,True
36,20,1080,True
26,20,1080,True
25,20,1080,True
30,20,1080,True
26,20,1080,True
26,20,1080,True
31,20,1080,True
26,20,1080,True
25,20,1080,True
34,20,1080,True
26,20,1080,True
25,20,1080,True
41,20,1080,True
26,20,1080,True
26,20,1080,True
26,20,1080,True
27,20,1080,True
26,20,1080,True
35,20,1080,True
26,20,1080,True
26,20,1080,True
38,20,1080,True
27,20,1080,True
27,20,1080,True
29,20,1080,True
26,20,1080,True
26,20,1080,True
34,20,1080,True
26,20,1080,True
26,20,1080,True
42,20,1080,True
22,20,1080,True
11,20,1080,True
10,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
12,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
10,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
11,20,1080,True
16,20,1080,True
18,20,1080,True
16,20,1080,True
16,20,1080,True
18,20,1080,True
17,20,1080,True
16,20,1080,True
17,20,1080,True
17,20,1080,True
17,20,1080,True
18,20,1080,True
18,20,1080,True
18,20,1080,True
19,20,1080,True
18,20,1080,True
18,20,1080,True
21,20,1080,True
19,20,1080,True
18,20,1080,True
28,20,1080,True
24,20,1080,True
24,20,1080,True
29,20,1080,True
23,20,1080,True
24,20,1080,True
32,20,1080,True
23,20,1080,True
23,20,1080,True
31,20,1080,True
23,20,1080,True
24,20,1080,True
35,20,1080,True
25,20,1080,True
25,20,1080,True
30,20,1080,True
25,20,1080,True
25,20,1080,True
33,20,1080,True
25,20,1080,True
26,20,1080,True
29,20,1080,True
26,20,1080,True
26,20,1080,True
32,20,1080,True
25,20,1080,True
26,20,1080,True
35,20,1080,True
25,20,1080,True
26,20,1080,True
32,20,1080,True
27,20,1080,True
27,20,1080,True
32,20,1080,True
30,20,1080,True
27,20,1080,True
36,20,1080,True
27,20,1080,True
26,20,1080,True
42,20,1080,True
27,20,1080,True
27,20,1080,True
26,20,1080,True
26,20,1080,True
27,20,1080,True
34,20,1080,True
26,20,1080,True
25,20,1080,True
31,20,1080,True
26,20,1080,True
25,20,1080,True
36,20,1080,True
26,20,1080,True
27,20,1080,True
26,20,1080,True
27,20,1080,True
25,20,1080,True
32,20,1080,True
26,20,1080,True
27,20,1080,True
32,20,1080,True
26,20,1080,True
27,20,1080,True
35,20,1080,True
25,20,1080,True
26,20,1080,True
32,20,1080,True
26,20,1080,True
26,20,1080,True
33,20,1080,True
27,20,1080,True
26,20,1080,True
35,20,1080,True
27,20,1080,True
25,20,1080,True
33,20,1080,True
26,20,1080,True
27,20,1080,True
40,20,1080,True
26,20,1080,True
26,20,1080,True
43,20,1080,True
27,20,1080,True
27,20,1080,True
26,20,1080,True
26,20,1080,True
26,20,1080,True
31,20,1080,True
27,20,1080,True
26,20,1080,True
31,20,1080,True
26,20,1080,True
26,20,1080,True
36,20,1080,True
26,20,1080,True
26,20,1080,True
34,20,1080,True
26,20,1080,True
27,20,1080,True
33,20,1080,True
27,20,1080,True
26,20,1080,True
34,20,1080,True
26,20,1080,True
33,25,1080,True
25,25,1080,True
25,25,1080,True
26,25,1080,True
25,25,1080,True
26,25,1080,True
25,25,1080,True
25,25,1080,True
25,25,1080,True
25,25,1080,True
26,25,1080,True
25,25,1080,True
26,25,1080,True
26,25,1080,True
26,25,1080,True
29,25,1080,True
26,25,1080,True
26,25,1080,True
25,25,1080,True
31,25,1080,True
28,25,1080,True
25,25,1080,True
29,25,1080,True
26,25,1080,True
25,25,1080,True
25,25,1080,True
29,25,1080,True
25,25,1080,True
26,25,1080,True
26,25,1080,True
28,25,1080,True
26,25,1080,True
26,25,1080,True
25,25,1080,True
28,25,1080,True
25,25,1080,True
30,25,1080,True
26,25,1080,True
26,25,1080,True
27,25,1080,True
25,25,1080,True
26,25,1080,True
25,25,1080,True
25,25,1080,True
25,25,1080,True
31,25,1080,True
26,25,1080,True
26,25,1080,True
28,25,1080,True
25,25,1080,True
26,25,1080,True
25,25,1080,True
26,25,1080,True
26,25,1080,True
26,25,1080,True
27,25,1080,True
25,25,1080,True
26,25,1080,True
26,25,1080,True
25,25,1080,True
25,25,1080,True
26,25,1080,True
29,25,1080,True
26,25,1080,True
28,25,1080,True
25,25,1080,True
25,25,1080,True
26,25,1080,True
25,25,1080,True
26,25,1080,True
26,25,1080,True
25,25,1080,True
26,25,1080,True
30,25,1080,True
25,25,1080,True
26,25,1080,True
25,25,1080,True
25,25,1080,True
25,25,1080,True
26,25,1080,True
27,25,1080,True
26,25,1080,True
25,25,1080,True
26,25,1080,True
25,25,1080,True
32,25,1080,True
26,25,1080,True
25,25,1080,True
25,25,1080,True
25,25,1080,True
25,25,1080,True
29,25,1080,True
27,25,1080,True
24,25,1080,True
25,25,1080,True
25,25,1080,True
26,25,1080,True
25,25,1080,True
32,25,1080,True
25,25,1080,True
26,25,1080,True
26,25,1080,True
27,25,1080,True
26,25,1080,True
26,25,1080,True
26,25,1080,True
28,25,1080,True
26,25,1080,True
26,25,1080,True
26,25,1080,True
25,25,1080,True
25,25,1080,True
26,25,1080,True
25,25,1080,True
30,25,1080,True
26,25,1080,True
25,25,1080,True
35,25,1080,True
25,25,1080,True
26,25,1080,True
26,25,1080,True
29,25,1080,True
27,25,1080,True
26,25,1080,True
25,25,1080,True
31,25,1080,True
26,25,1080,True
25,25,1080,True
26,25,1080,True
29,25,1080,True
26,25,1080,True
26,25,1080,True
27,25,1080,True
26,25,1080,True
25,25,1080,True
29,25,1080,True
26,25,1080,True
25,25,1080,True
25,25,1080,True
31,25,1080,True
25,25,1080,True
26,25,1080,True
25,25,1080,True
27,25,1080,True
26,25,1080,True
27,25,1080,True
26,25,1080,True
26,25,1080,True
29,25,1080,True
28,25,1080,True
25,25,1080,True
26,25,1080,True
26,25,1080,True
25,25,1080,True
26,25,1080,True
25,25,1080,True
25,25,1080,True
26,25,1080,True
26,25,1080,True
25,25,1080,True
25,25,1080,True
25,25,1080,True
25,25,1080,True
33,25,1080,True
25,25,1080,True
26,25,1080,True
26,25,1080,True
26,25,1080,True
25,25,1080,True
33,25,1080,True
25,25,1080,True
26,25,1080,True
26,25,1080,True
26,25,1080,True
26,25,1080,True
30,25,1080,True
25,25,1080,True
26,25,1080,True
25,25,1080,True
27,25,1080,True
26,25,1080,True
33,25,1080,True
26,25,1080,True
25,25,1080,True
26,25,1080,True
27,25,1080,True
26,25,1080,True
26,25,1080,True
28,25,1080,True
27,25,1080,True
26,25,1080,True
30,25,1080,True
26,25,1080,True
26,25,1080,True
25,25,1080,True
26,25,1080,True
25,25,1080,True
26,25,1080,True
26,25,1080,True
26,25,1080,True
33,25,1080,True
27,25,1080,True
26,25,1080,True
27,25,1080,True
30,25,1080,True
25,25,1080,True
25,25,1080,True
25,25,1080,True
26,25,1080,True
25,25,1080,True
30,25,1080,True
26,25,1080,True
25,25,1080,True
26,25,1080,True
28,25,1080,True
26,25,1080,True
26,25,1080,True
26,25,1080,True
37,25,1080,True
28,25,1080,True
25,25,1080,True
26,25,1080,True
30,25,1080,True
26,25,1080,True
25,25,1080,True
26,25,1080,True
27,25,1080,True
27,25,1080,True
27,25,1080,True
26,25,1080,True
27,25,1080,True
26,25,1080,True
25,25,1080,True
25,25,1080,True
31,25,1080,True
26,25,1080,True
26,25,1080,True
25,25,1080,True
28,25,1080,True
