delta,fps,pixel,device_type,cpu,memory,consumption,gpu,in_time
32,35,720,Orin,34,72,6,80,False
39,35,720,Orin,29,72,6,80,False
33,35,720,Orin,28,72,6,80,False
39,35,720,Orin,30,72,6,80,False
32,35,720,Orin,36,72,6,80,False
38,35,720,Orin,35,72,6,80,False
33,35,720,Orin,33,72,6,80,False
42,35,720,Orin,35,72,6,80,False
37,35,720,Orin,25,72,6,80,False
32,35,720,Orin,32,72,6,80,False
38,35,720,Orin,28,72,6,80,False
32,35,720,Orin,34,72,6,80,False
38,35,720,Orin,25,72,6,80,False
34,35,720,Orin,32,72,6,80,False
37,35,720,Orin,33,72,6,80,False
34,35,720,Orin,33,72,6,80,False
38,35,720,Orin,28,72,6,80,False
33,35,720,Orin,25,72,6,80,False
38,35,720,Orin,32,72,6,80,False
36,35,720,Orin,32,72,6,80,False
35,35,720,Orin,30,72,6,80,False
39,35,720,Orin,32,72,6,80,False
33,35,720,Orin,31,72,6,80,False
38,35,720,Orin,34,72,6,80,False
32,35,720,Orin,50,72,7,80,False
39,35,720,Orin,42,72,7,80,False
34,35,720,Orin,41,72,7,80,False
37,35,720,Orin,28,72,6,80,False
33,35,720,Orin,29,72,6,80,False
39,35,720,Orin,31,72,6,80,False
34,35,720,Orin,34,72,6,80,False
37,35,720,Orin,35,72,6,80,False
32,35,720,Orin,36,72,6,80,False
40,35,720,Orin,27,72,6,80,False
32,35,720,Orin,28,72,6,80,False
39,35,720,Orin,32,72,6,80,False
33,35,720,Orin,31,72,6,80,False
39,35,720,Orin,32,72,6,80,False
32,35,720,Orin,39,72,6,80,False
38,35,720,Orin,28,72,6,80,False
34,35,720,Orin,27,72,6,80,False
39,35,720,Orin,33,72,6,80,False
33,35,720,Orin,25,72,6,80,False
33,35,720,Orin,28,72,6,80,False
37,35,720,Orin,23,72,6,80,False
32,35,720,Orin,29,72,6,80,False
39,35,720,Orin,32,72,6,80,False
34,35,720,Orin,31,72,6,80,False
38,35,720,Orin,35,72,6,80,False
31,35,720,Orin,32,72,6,80,False
41,35,720,Orin,33,72,6,80,False
32,35,720,Orin,32,72,6,80,False
39,35,720,Orin,27,72,6,80,False
32,35,720,Orin,26,72,6,80,False
39,35,720,Orin,30,72,6,80,False
32,35,720,Orin,32,72,6,80,False
39,35,720,Orin,30,72,6,80,False
33,35,720,Orin,31,72,6,80,False
37,35,720,Orin,30,72,6,80,False
33,35,720,Orin,33,72,6,80,False
38,35,720,Orin,27,72,6,80,False
32,35,720,Orin,32,72,6,80,False
40,35,720,Orin,30,72,6,80,False
33,35,720,Orin,29,72,6,80,False
39,35,720,Orin,27,72,6,80,False
32,35,720,Orin,34,72,6,80,False
36,35,720,Orin,25,72,6,80,False
32,35,720,Orin,35,72,6,80,False
40,35,720,Orin,29,72,6,80,False
39,35,720,Orin,28,72,6,80,False
33,35,720,Orin,32,72,6,80,False
39,35,720,Orin,28,72,6,80,False
32,35,720,Orin,31,72,6,80,False
40,35,720,Orin,32,72,6,80,False
36,35,720,Orin,33,72,6,80,False
38,35,720,Orin,33,72,6,80,False
32,35,720,Orin,34,72,6,80,False
41,35,720,Orin,25,72,6,80,False
33,35,720,Orin,28,72,6,80,False
39,35,720,Orin,30,72,6,80,False
33,35,720,Orin,28,72,6,80,False
39,35,720,Orin,25,72,6,80,False
33,35,720,Orin,29,72,6,80,False
38,35,720,Orin,30,72,6,80,False
33,35,720,Orin,35,72,6,80,False
39,35,720,Orin,28,72,6,80,False
32,35,720,Orin,33,72,6,80,False
37,35,720,Orin,35,72,6,80,False
32,35,720,Orin,34,72,6,80,False
36,35,720,Orin,29,72,6,80,False
34,35,720,Orin,32,72,6,80,False
37,35,720,Orin,32,72,6,80,False
32,35,720,Orin,31,72,6,80,False
39,35,720,Orin,34,72,6,80,False
32,35,720,Orin,28,72,6,80,False
37,35,720,Orin,33,72,6,80,False
32,35,720,Orin,33,72,6,80,False
39,35,720,Orin,35,72,6,80,False
34,35,720,Orin,25,72,6,80,False
40,35,720,Orin,26,72,6,80,False
34,35,720,Orin,36,72,6,80,False
38,35,720,Orin,39,72,6,80,False
34,35,720,Orin,27,72,6,80,False
38,35,720,Orin,26,72,6,80,False
35,35,720,Orin,35,72,6,80,False
40,35,720,Orin,28,72,6,80,False
33,35,720,Orin,29,72,6,80,False
37,35,720,Orin,30,72,6,80,False
33,35,720,Orin,31,72,6,80,False
39,35,720,Orin,25,72,6,80,False
32,35,720,Orin,27,72,6,80,False
38,35,720,Orin,24,72,6,80,False
32,35,720,Orin,33,72,6,80,False
38,35,720,Orin,28,72,6,80,False
32,35,720,Orin,31,72,6,80,False
38,35,720,Orin,30,72,6,80,False
32,35,720,Orin,35,72,6,80,False
40,35,720,Orin,29,72,6,80,False
34,35,720,Orin,30,72,6,80,False
39,35,720,Orin,29,72,6,80,False
32,35,720,Orin,31,72,6,80,False
40,35,720,Orin,27,72,6,80,False
33,35,720,Orin,33,72,6,80,False
39,35,720,Orin,30,72,6,80,False
33,35,720,Orin,26,72,6,80,False
34,35,720,Orin,36,72,6,80,False
37,35,720,Orin,29,72,6,80,False
33,35,720,Orin,34,72,6,80,False
38,35,720,Orin,28,72,6,80,False
33,35,720,Orin,28,72,6,80,False
38,35,720,Orin,33,72,6,80,False
33,35,720,Orin,33,72,6,80,False
36,35,720,Orin,32,72,6,80,False
36,35,720,Orin,28,72,6,80,False
38,35,720,Orin,28,72,6,80,False
33,35,720,Orin,33,72,6,80,False
39,35,720,Orin,32,72,6,80,False
34,35,720,Orin,31,72,6,80,False
38,35,720,Orin,33,72,6,80,False
32,35,720,Orin,33,72,6,80,False
40,35,720,Orin,29,72,6,80,False
33,35,720,Orin,30,72,6,80,False
37,35,720,Orin,32,72,6,80,False
34,35,720,Orin,32,72,6,80,False
41,35,720,Orin,28,72,6,80,False
38,35,720,Orin,26,72,6,80,False
34,35,720,Orin,32,72,6,80,False
39,35,720,Orin,30,72,6,80,False
37,35,720,Orin,29,72,6,80,False
33,35,720,Orin,32,72,6,80,False
37,35,720,Orin,35,72,6,80,False
33,35,720,Orin,23,72,6,80,False
39,35,720,Orin,31,72,6,80,False
33,35,720,Orin,30,72,6,80,False
40,35,720,Orin,28,72,6,80,False
33,35,720,Orin,28,72,6,80,False
41,35,720,Orin,30,72,6,80,False
33,35,720,Orin,25,72,6,80,False
41,35,720,Orin,28,72,6,80,False
40,35,720,Orin,27,72,6,80,False
33,35,720,Orin,27,72,6,80,False
38,35,720,Orin,31,72,6,80,False
33,35,720,Orin,37,72,6,80,False
40,35,720,Orin,31,72,6,80,False
33,35,720,Orin,32,72,6,80,False
40,35,720,Orin,30,72,6,80,False
34,35,720,Orin,31,72,6,80,False
39,35,720,Orin,28,72,6,80,False
33,35,720,Orin,33,72,6,80,False
41,35,720,Orin,27,72,6,80,False
40,35,720,Orin,29,72,6,80,False
36,35,720,Orin,34,72,6,80,False
39,35,720,Orin,30,72,6,80,False
33,35,720,Orin,28,72,6,80,False
38,35,720,Orin,31,72,6,80,False
33,35,720,Orin,30,72,6,80,False
40,35,720,Orin,27,72,6,80,False
33,35,720,Orin,28,72,6,80,False
42,35,720,Orin,29,72,6,80,False
38,35,720,Orin,31,72,6,80,False
34,35,720,Orin,30,72,6,80,False
37,35,720,Orin,32,72,6,80,False
35,35,720,Orin,32,72,6,80,False
37,35,720,Orin,29,72,6,80,False
41,35,720,Orin,29,72,6,80,False
34,35,720,Orin,30,72,6,80,False
41,35,720,Orin,24,72,6,80,False
35,35,720,Orin,25,72,6,80,False
38,35,720,Orin,23,72,6,80,False
33,35,720,Orin,30,72,6,80,False
41,35,720,Orin,24,72,6,80,False
29,15,480,Orin,57,72,7,30,True
28,15,480,Orin,16,72,6,30,True
29,15,480,Orin,18,72,6,30,True
28,15,480,Orin,20,72,6,30,True
29,15,480,Orin,27,72,6,30,True
28,15,480,Orin,31,72,6,30,True
29,15,480,Orin,22,72,6,30,True
29,15,480,Orin,13,72,6,30,True
30,15,480,Orin,18,72,6,30,True
28,15,480,Orin,13,72,6,30,True
29,15,480,Orin,21,72,6,30,True
28,15,480,Orin,17,72,6,30,True
28,15,480,Orin,16,72,6,30,True
28,15,480,Orin,18,72,6,30,True
29,15,480,Orin,22,72,6,30,True
32,15,480,Orin,17,72,6,30,True
28,15,480,Orin,15,72,6,30,True
28,15,480,Orin,16,72,6,30,True
29,15,480,Orin,16,72,6,30,True
28,15,480,Orin,20,72,6,30,True
29,15,480,Orin,16,72,6,30,True
28,15,480,Orin,16,72,6,30,True
28,15,480,Orin,18,72,6,30,True
29,15,480,Orin,14,72,6,30,True
29,15,480,Orin,18,72,6,30,True
29,15,480,Orin,16,72,6,30,True
28,15,480,Orin,21,72,6,30,True
28,15,480,Orin,18,72,6,30,True
28,15,480,Orin,16,72,6,30,True
29,15,480,Orin,22,72,6,30,True
32,15,480,Orin,33,72,6,30,True
29,15,480,Orin,21,72,6,30,True
29,15,480,Orin,17,72,6,30,True
29,15,480,Orin,17,72,6,30,True
29,15,480,Orin,18,72,6,30,True
28,15,480,Orin,15,72,6,30,True
28,15,480,Orin,20,72,6,30,True
28,15,480,Orin,14,72,6,30,True
30,15,480,Orin,21,72,6,30,True
29,15,480,Orin,20,72,6,30,True
29,15,480,Orin,16,72,6,30,True
29,15,480,Orin,18,72,6,30,True
29,15,480,Orin,13,72,6,30,True
29,15,480,Orin,17,72,6,30,True
30,15,480,Orin,21,72,6,30,True
33,15,480,Orin,16,72,6,30,True
29,15,480,Orin,19,72,6,30,True
29,15,480,Orin,16,72,6,30,True
29,15,480,Orin,17,72,6,30,True
29,15,480,Orin,20,72,6,30,True
30,15,480,Orin,20,72,6,30,True
29,15,480,Orin,20,72,6,30,True
33,15,480,Orin,18,72,6,30,True
28,15,480,Orin,17,72,6,30,True
28,15,480,Orin,20,72,6,30,True
29,15,480,Orin,13,72,6,30,True
29,15,480,Orin,21,72,6,30,True
29,15,480,Orin,16,72,6,30,True
29,15,480,Orin,17,72,6,30,True
29,15,480,Orin,17,72,6,30,True
29,15,480,Orin,21,72,6,30,True
29,15,480,Orin,19,72,6,30,True
29,15,480,Orin,20,72,6,30,True
29,15,480,Orin,20,72,6,30,True
29,15,480,Orin,17,72,6,30,True
29,15,480,Orin,18,72,6,30,True
29,15,480,Orin,16,72,6,30,True
29,15,480,Orin,18,72,6,30,True
30,15,480,Orin,14,72,6,30,True
29,15,480,Orin,21,72,6,30,True
29,15,480,Orin,18,72,6,30,True
29,15,480,Orin,18,72,6,30,True
29,15,480,Orin,14,72,6,30,True
29,15,480,Orin,14,72,6,30,True
29,15,480,Orin,17,72,6,30,True
29,15,480,Orin,18,72,6,30,True
29,15,480,Orin,22,72,6,30,True
30,15,480,Orin,18,72,6,30,True
29,15,480,Orin,17,72,6,30,True
30,15,480,Orin,14,72,6,30,True
29,15,480,Orin,20,72,6,30,True
29,15,480,Orin,20,72,6,30,True
29,15,480,Orin,18,72,6,30,True
32,15,480,Orin,24,72,6,30,True
29,15,480,Orin,20,72,6,30,True
29,15,480,Orin,20,72,6,30,True
29,15,480,Orin,18,72,6,30,True
29,15,480,Orin,18,72,6,30,True
29,15,480,Orin,16,72,6,30,True
29,15,480,Orin,17,72,6,30,True
33,15,480,Orin,18,72,6,30,True
29,15,480,Orin,17,72,6,30,True
29,15,480,Orin,18,72,6,30,True
29,15,480,Orin,18,72,6,30,True
29,15,480,Orin,14,72,6,30,True
29,15,480,Orin,18,72,6,30,True
30,15,480,Orin,14,72,6,30,True
29,15,480,Orin,20,72,6,30,True
29,15,480,Orin,17,72,6,30,True
30,15,480,Orin,18,72,6,30,True
30,15,480,Orin,20,72,6,30,True
30,15,480,Orin,18,72,6,30,True
29,15,480,Orin,16,72,6,30,True
30,15,480,Orin,21,72,6,30,True
29,15,480,Orin,22,72,6,30,True
33,15,480,Orin,20,72,6,30,True
30,15,480,Orin,19,72,6,30,True
29,15,480,Orin,20,72,6,30,True
29,15,480,Orin,20,72,6,30,True
30,15,480,Orin,18,72,6,30,True
29,15,480,Orin,16,72,6,30,True
30,15,480,Orin,18,72,6,30,True
29,15,480,Orin,17,72,6,30,True
29,15,480,Orin,17,72,6,30,True
30,15,480,Orin,20,72,6,30,True
29,15,480,Orin,20,72,6,30,True
30,15,480,Orin,16,72,6,30,True
30,15,480,Orin,16,72,6,30,True
30,15,480,Orin,17,72,6,30,True
30,15,480,Orin,18,72,6,30,True
33,15,480,Orin,21,72,6,30,True
29,15,480,Orin,19,72,6,30,True
29,15,480,Orin,17,72,6,30,True
29,15,480,Orin,18,72,6,30,True
29,15,480,Orin,16,72,6,30,True
29,15,480,Orin,18,72,6,30,True
29,15,480,Orin,20,72,6,30,True
31,15,480,Orin,21,72,6,30,True
29,15,480,Orin,18,72,6,30,True
29,15,480,Orin,14,72,6,30,True
30,15,480,Orin,16,72,6,30,True
29,15,480,Orin,19,72,6,30,True
29,15,480,Orin,18,72,6,30,True
30,15,480,Orin,20,72,6,30,True
30,15,480,Orin,16,72,6,30,True
29,15,480,Orin,17,72,6,30,True
30,15,480,Orin,17,72,6,30,True
29,15,480,Orin,18,72,6,30,True
30,15,480,Orin,25,72,6,30,True
30,15,480,Orin,18,72,6,30,True
30,15,480,Orin,14,72,6,30,True
31,15,480,Orin,18,72,6,30,True
32,15,480,Orin,19,72,6,30,True
29,15,480,Orin,19,72,6,30,True
29,15,480,Orin,16,72,6,30,True
30,15,480,Orin,18,72,6,30,True
30,15,480,Orin,18,72,6,30,True
30,15,480,Orin,18,72,6,30,True
30,15,480,Orin,19,72,6,30,True
29,15,480,Orin,22,72,6,30,True
30,15,480,Orin,22,72,6,30,True
30,15,480,Orin,20,72,6,30,True
29,15,480,Orin,16,72,6,30,True
30,15,480,Orin,15,72,6,30,True
29,15,480,Orin,18,72,6,30,True
30,15,480,Orin,18,72,6,30,True
30,15,480,Orin,18,72,6,30,True
35,15,480,Orin,16,72,6,30,True
30,15,480,Orin,21,72,6,30,True
30,15,480,Orin,20,72,6,30,True
29,15,480,Orin,17,72,6,30,True
30,15,480,Orin,20,72,6,30,True
30,15,480,Orin,18,72,6,30,True
30,15,480,Orin,20,72,6,30,True
31,15,480,Orin,21,72,6,30,True
30,15,480,Orin,20,72,6,30,True
30,15,480,Orin,22,72,6,30,True
30,15,480,Orin,18,72,6,30,True
30,15,480,Orin,20,72,6,30,True
29,15,480,Orin,15,72,6,30,True
30,15,480,Orin,22,72,6,30,True
31,15,480,Orin,20,72,6,30,True
29,15,480,Orin,19,72,6,30,True
29,15,480,Orin,14,72,6,30,True
30,15,480,Orin,18,72,6,30,True
30,15,480,Orin,21,72,6,30,True
29,15,480,Orin,16,72,6,30,True
30,15,480,Orin,20,72,6,30,True
30,15,480,Orin,18,72,6,30,True
34,15,480,Orin,16,72,6,30,True
29,15,480,Orin,17,72,6,30,True
30,15,480,Orin,13,72,6,30,True
30,15,480,Orin,16,72,6,30,True
29,15,480,Orin,20,72,6,30,True
30,15,480,Orin,12,72,6,30,True
30,15,480,Orin,17,72,6,30,True
30,15,480,Orin,18,72,6,30,True
30,15,480,Orin,16,72,6,30,True
32,15,480,Orin,16,72,6,30,True
33,15,480,Orin,18,72,6,30,True
33,15,480,Orin,16,72,6,30,True
33,15,480,Orin,17,72,6,30,True
32,15,480,Orin,14,72,6,30,True
33,15,480,Orin,20,72,6,30,True
38,15,480,Orin,17,72,6,30,True
33,15,480,Orin,17,72,6,30,True
32,15,480,Orin,16,72,6,30,True
33,15,480,Orin,23,72,6,30,True
32,15,480,Orin,13,72,6,30,True
33,15,480,Orin,16,72,6,30,True
33,15,480,Orin,17,72,6,30,True
32,15,480,Orin,15,72,6,30,True
34,15,480,Orin,20,72,6,30,True
32,15,480,Orin,19,72,6,30,True
33,15,480,Orin,18,72,6,30,True
33,15,480,Orin,18,72,6,30,True
37,15,480,Orin,19,72,6,30,True
33,15,480,Orin,15,72,6,30,True
32,15,480,Orin,14,72,6,30,True
29,15,480,Orin,19,72,6,30,True
33,15,480,Orin,20,72,6,30,True
30,15,480,Orin,16,72,6,30,True
30,15,480,Orin,18,72,6,30,True
29,15,480,Orin,15,72,6,30,True
30,15,480,Orin,13,72,6,30,True
32,15,480,Orin,20,72,6,30,True
33,15,480,Orin,20,72,6,30,True
29,15,480,Orin,20,72,6,30,True
30,15,480,Orin,22,72,6,30,True
33,15,480,Orin,19,72,6,30,True
30,15,480,Orin,18,72,6,30,True
30,15,480,Orin,14,72,6,30,True
31,15,480,Orin,18,72,6,30,True
30,15,480,Orin,20,72,6,30,True
35,15,480,Orin,21,72,6,30,True
30,15,480,Orin,15,72,6,30,True
30,15,480,Orin,16,72,6,30,True
30,15,480,Orin,20,72,6,30,True
30,15,480,Orin,13,72,6,30,True
30,15,480,Orin,21,72,6,30,True
30,15,480,Orin,16,72,6,30,True
30,15,480,Orin,20,72,6,30,True
30,15,480,Orin,18,72,6,30,True
30,15,480,Orin,13,72,6,30,True
30,15,480,Orin,17,72,6,30,True
30,15,480,Orin,17,72,6,30,True
30,15,480,Orin,23,72,6,30,True
30,15,480,Orin,16,72,6,30,True
30,15,480,Orin,16,72,6,30,True
34,15,480,Orin,23,72,6,30,True
30,15,480,Orin,17,72,6,30,True
30,15,480,Orin,20,72,6,30,True
30,15,480,Orin,17,72,6,30,True
30,15,480,Orin,19,72,6,30,True
31,15,480,Orin,18,72,6,30,True
30,15,480,Orin,15,72,6,30,True
30,15,480,Orin,20,72,6,30,True
31,15,480,Orin,18,72,6,30,True
30,15,480,Orin,16,72,6,30,True
31,15,480,Orin,16,72,6,30,True
31,15,480,Orin,16,72,6,30,True
30,15,480,Orin,22,72,6,30,True
30,15,480,Orin,18,72,6,30,True
30,15,480,Orin,14,72,6,30,True
34,15,480,Orin,21,72,6,30,True
30,15,480,Orin,19,72,6,30,True
30,15,480,Orin,18,72,6,30,True
30,15,480,Orin,14,72,6,30,True
30,15,480,Orin,20,72,6,30,True
30,15,480,Orin,20,72,6,30,True
30,15,480,Orin,16,72,6,30,True
34,15,480,Orin,18,72,6,30,True
29,15,480,Orin,23,72,6,30,True
29,15,480,Orin,16,72,6,30,True
30,15,480,Orin,20,72,6,30,True
30,15,480,Orin,20,72,6,30,True
30,15,480,Orin,16,72,6,30,True
30,15,480,Orin,19,72,6,30,True
30,15,480,Orin,13,72,6,30,True
30,15,480,Orin,18,72,6,30,True
30,15,480,Orin,14,72,6,30,True
29,15,480,Orin,19,72,6,30,True
30,15,480,Orin,19,72,6,30,True
30,15,480,Orin,20,72,6,30,True
30,15,480,Orin,18,72,6,30,True
30,15,480,Orin,18,72,6,30,True
34,15,480,Orin,19,72,6,30,True
30,15,480,Orin,15,72,6,30,True
30,15,480,Orin,18,72,6,30,True
31,15,480,Orin,22,72,6,30,True
30,15,480,Orin,14,72,6,30,True
30,15,480,Orin,18,72,6,30,True
30,15,480,Orin,18,72,6,30,True
30,15,480,Orin,16,72,6,30,True
30,15,480,Orin,20,72,6,30,True
30,15,480,Orin,18,72,6,30,True
30,15,480,Orin,10,72,6,30,True
30,15,480,Orin,12,72,6,30,True
30,15,480,Orin,16,72,6,30,True
30,15,480,Orin,12,72,6,30,True
30,15,480,Orin,21,72,6,30,True
30,20,480,Orin,45,72,7,40,True
29,20,480,Orin,23,72,6,40,True
29,20,480,Orin,23,72,6,40,True
29,20,480,Orin,21,72,6,40,True
29,20,480,Orin,23,72,6,40,True
29,20,480,Orin,23,72,6,40,True
30,20,480,Orin,21,72,6,40,True
30,20,480,Orin,18,72,6,40,True
31,20,480,Orin,23,72,6,40,True
28,20,480,Orin,18,72,6,40,True
30,20,480,Orin,22,72,6,40,True
30,20,480,Orin,19,72,6,40,True
30,20,480,Orin,25,72,6,40,True
29,20,480,Orin,25,72,6,40,True
29,20,480,Orin,23,72,6,40,True
29,20,480,Orin,21,72,6,40,True
29,20,480,Orin,19,72,6,40,True
29,20,480,Orin,21,72,6,40,True
29,20,480,Orin,23,72,6,40,True
29,20,480,Orin,18,72,6,40,True
29,20,480,Orin,21,72,6,40,True
29,20,480,Orin,23,72,6,40,True
28,20,480,Orin,20,72,6,40,True
30,20,480,Orin,25,72,6,40,True
30,20,480,Orin,25,72,6,40,True
31,20,480,Orin,28,72,6,40,True
29,20,480,Orin,45,72,7,40,True
30,20,480,Orin,23,72,6,40,True
30,20,480,Orin,25,72,6,40,True
29,20,480,Orin,18,72,6,40,True
30,20,480,Orin,21,72,6,40,True
29,20,480,Orin,19,72,6,40,True
30,20,480,Orin,25,72,6,40,True
29,20,480,Orin,23,72,6,40,True
28,20,480,Orin,21,72,6,40,True
31,20,480,Orin,24,72,6,40,True
30,20,480,Orin,23,72,6,40,True
29,20,480,Orin,25,72,6,40,True
30,20,480,Orin,28,72,6,40,True
30,20,480,Orin,26,72,6,40,True
29,20,480,Orin,19,72,6,40,True
29,20,480,Orin,21,72,6,40,True
30,20,480,Orin,18,72,6,40,True
31,20,480,Orin,25,72,6,40,True
29,20,480,Orin,23,72,6,40,True
29,20,480,Orin,18,72,6,40,True
30,20,480,Orin,27,72,6,40,True
30,20,480,Orin,20,72,6,40,True
29,20,480,Orin,21,72,6,40,True
30,20,480,Orin,26,72,6,40,True
30,20,480,Orin,18,72,6,40,True
30,20,480,Orin,21,72,6,40,True
29,20,480,Orin,21,72,6,40,True
30,20,480,Orin,23,72,6,40,True
35,20,480,Orin,26,72,6,40,True
28,20,480,Orin,17,72,6,40,True
30,20,480,Orin,25,72,6,40,True
30,20,480,Orin,26,72,6,40,True
30,20,480,Orin,29,72,6,40,True
29,20,480,Orin,25,72,6,40,True
30,20,480,Orin,21,72,6,40,True
30,20,480,Orin,23,72,6,40,True
29,20,480,Orin,23,72,6,40,True
29,20,480,Orin,16,72,6,40,True
30,20,480,Orin,21,72,6,40,True
29,20,480,Orin,23,72,6,40,True
29,20,480,Orin,34,72,6,40,True
30,20,480,Orin,40,72,6,40,True
30,20,480,Orin,27,72,6,40,True
29,20,480,Orin,30,72,6,40,True
30,20,480,Orin,25,72,6,40,True
30,20,480,Orin,18,72,6,40,True
29,20,480,Orin,23,72,6,40,True
29,20,480,Orin,18,72,6,40,True
30,20,480,Orin,25,72,6,40,True
30,20,480,Orin,19,72,6,40,True
29,20,480,Orin,23,72,6,40,True
30,20,480,Orin,23,72,6,40,True
29,20,480,Orin,21,72,6,40,True
29,20,480,Orin,21,72,6,40,True
30,20,480,Orin,21,72,6,40,True
30,20,480,Orin,25,72,6,40,True
30,20,480,Orin,23,72,6,40,True
29,20,480,Orin,21,72,6,40,True
30,20,480,Orin,26,72,6,40,True
29,20,480,Orin,28,72,6,40,True
29,20,480,Orin,18,72,6,40,True
31,20,480,Orin,23,72,6,40,True
30,20,480,Orin,21,72,6,40,True
31,20,480,Orin,22,72,6,40,True
30,20,480,Orin,19,72,6,40,True
31,20,480,Orin,18,72,6,40,True
32,20,480,Orin,28,72,6,40,True
31,20,480,Orin,23,72,6,40,True
29,20,480,Orin,23,72,6,40,True
31,20,480,Orin,24,72,6,40,True
30,20,480,Orin,27,72,6,40,True
30,20,480,Orin,24,72,6,40,True
30,20,480,Orin,23,72,6,40,True
30,20,480,Orin,25,72,6,40,True
30,20,480,Orin,19,72,6,40,True
30,20,480,Orin,22,72,6,40,True
30,20,480,Orin,19,72,6,40,True
30,20,480,Orin,25,72,6,40,True
32,20,480,Orin,24,72,6,40,True
33,20,480,Orin,27,72,6,40,True
31,20,480,Orin,19,72,6,40,True
32,20,480,Orin,23,72,6,40,True
31,20,480,Orin,19,72,6,40,True
30,20,480,Orin,22,72,6,40,True
35,20,480,Orin,24,72,6,40,True
30,20,480,Orin,29,72,6,40,True
29,20,480,Orin,24,72,6,40,True
30,20,480,Orin,26,72,6,40,True
30,20,480,Orin,18,72,6,40,True
30,20,480,Orin,21,72,6,40,True
30,20,480,Orin,26,72,6,40,True
30,20,480,Orin,18,72,6,40,True
30,20,480,Orin,25,72,6,40,True
34,20,480,Orin,23,72,6,40,True
29,20,480,Orin,22,72,6,40,True
29,20,480,Orin,18,72,6,40,True
30,20,480,Orin,26,72,6,40,True
29,20,480,Orin,23,72,6,40,True
29,20,480,Orin,18,72,6,40,True
29,20,480,Orin,25,72,6,40,True
29,20,480,Orin,23,72,6,40,True
30,20,480,Orin,20,72,6,40,True
30,20,480,Orin,25,72,6,40,True
29,20,480,Orin,23,72,6,40,True
29,20,480,Orin,21,72,6,40,True
31,20,480,Orin,26,72,6,40,True
29,20,480,Orin,21,72,6,40,True
30,20,480,Orin,23,72,6,40,True
30,20,480,Orin,21,72,6,40,True
30,20,480,Orin,25,72,6,40,True
29,20,480,Orin,25,72,6,40,True
30,20,480,Orin,23,72,6,40,True
31,20,480,Orin,21,72,6,40,True
29,20,480,Orin,19,72,6,40,True
29,20,480,Orin,23,72,6,40,True
30,20,480,Orin,23,72,6,40,True
30,20,480,Orin,23,72,6,40,True
30,20,480,Orin,21,72,6,40,True
31,20,480,Orin,20,72,6,40,True
30,20,480,Orin,25,72,6,40,True
30,20,480,Orin,29,72,6,40,True
32,20,480,Orin,25,72,6,40,True
30,20,480,Orin,25,72,6,40,True
30,20,480,Orin,26,72,6,40,True
30,20,480,Orin,36,72,6,40,True
31,20,480,Orin,34,72,6,40,True
29,20,480,Orin,21,72,6,40,True
29,20,480,Orin,25,72,6,40,True
29,20,480,Orin,23,72,6,40,True
30,20,480,Orin,25,72,6,40,True
30,20,480,Orin,24,72,6,40,True
29,20,480,Orin,18,72,6,40,True
30,20,480,Orin,25,72,6,40,True
29,20,480,Orin,22,72,6,40,True
30,20,480,Orin,18,72,6,40,True
30,20,480,Orin,23,72,6,40,True
31,20,480,Orin,20,72,6,40,True
31,20,480,Orin,21,72,6,40,True
30,20,480,Orin,23,72,6,40,True
30,20,480,Orin,25,72,6,40,True
31,20,480,Orin,21,72,6,40,True
31,20,480,Orin,23,72,6,40,True
30,20,480,Orin,25,72,6,40,True
30,20,480,Orin,20,72,6,40,True
31,20,480,Orin,24,72,6,40,True
31,20,480,Orin,20,72,6,40,True
29,20,480,Orin,23,72,6,40,True
30,20,480,Orin,18,72,6,40,True
30,20,480,Orin,21,72,6,40,True
32,20,480,Orin,22,72,6,40,True
31,20,480,Orin,21,72,6,40,True
31,20,480,Orin,25,72,6,40,True
31,20,480,Orin,23,72,6,40,True
30,20,480,Orin,23,72,6,40,True
30,20,480,Orin,25,72,6,40,True
30,20,480,Orin,24,72,6,40,True
30,20,480,Orin,25,72,6,40,True
30,20,480,Orin,18,72,6,40,True
30,20,480,Orin,23,72,6,40,True
29,20,480,Orin,21,72,6,40,True
30,20,480,Orin,21,72,6,40,True
30,20,480,Orin,23,72,6,40,True
30,20,480,Orin,23,72,6,40,True
31,20,480,Orin,20,72,6,40,True
30,20,480,Orin,25,72,6,40,True
30,20,480,Orin,27,72,6,40,True
31,20,480,Orin,22,72,6,40,True
31,20,480,Orin,25,72,6,40,True
30,20,480,Orin,24,72,6,40,True
31,20,480,Orin,25,72,6,40,True
30,20,480,Orin,21,72,6,40,True
29,20,480,Orin,19,72,6,40,True
30,20,480,Orin,21,72,6,40,True
31,20,480,Orin,18,72,6,40,True
31,20,480,Orin,27,72,6,40,True
30,20,480,Orin,30,72,6,40,True
31,20,480,Orin,23,72,6,40,True
31,20,480,Orin,25,72,6,40,True
30,20,480,Orin,25,72,6,40,True
31,20,480,Orin,26,72,6,40,True
31,20,480,Orin,23,72,6,40,True
31,20,480,Orin,23,72,6,40,True
30,20,480,Orin,28,72,6,40,True
31,20,480,Orin,25,72,6,40,True
30,20,480,Orin,23,72,6,40,True
30,20,480,Orin,23,72,6,40,True
32,20,480,Orin,25,72,6,40,True
30,20,480,Orin,21,72,6,40,True
30,20,480,Orin,21,72,6,40,True
29,20,480,Orin,21,72,6,40,True
