1.70160,50,119,30,Orin,Orin
1.52491,95,164,30,Orin,Nano
1.52491,60,119,30,Orin,Xavier
0.96564,40,94,30,Orin,PC
0.92959,25,42,22,PC,Laptop
...
0.00000,122,93,35,Nano,Laptop
0.00000,75,58,0,Laptop,Laptop
