lambda,hl_fulfill,ll_fulfill
0.1,0.5710331409236519,0.8856088375796406
0.2,0.5710331409236519,0.8856088375796406
0.3,0.5710331409236519,0.8856088375796406
0.4,0.5710331409236519,0.8856088375796406
0.5,0.6182765151515152,0.8982070707070707
0.6,0.6384785353535354,0.9035942760942761
0.7,0.6701858524267061,0.9120495606471216
0.8,0.6992037095695632,0.9197876558852169
0.9,0.7103039321789322,0.9227477152477152
1.0,0.6349025974025974,0.9004279811097994
