delta,isentropic,data_size,fig_size,device_type,cpu,memory,consumption,timestamp,gpu,cumm_net_delay
111,350,30,10,Laptop,7,34,19,2024-03-21 15:32:12.378521,0,119
112,350,30,10,Laptop,8,34,19,2024-03-21 15:32:13.502980,0,120
111,350,30,10,Laptop,7,34,19,2024-03-21 15:32:14.613711,0,119
110,350,30,10,Laptop,8,34,19,2024-03-21 15:32:15.723192,0,118
110,350,30,10,Laptop,7,34,19,2024-03-21 15:32:16.825077,0,118
111,350,30,10,Laptop,7,34,19,2024-03-21 15:32:17.935566,0,119
124,350,30,10,Laptop,7,33,19,2024-03-21 15:32:19.184532,0,132
109,350,30,10,Laptop,7,33,19,2024-03-21 15:32:20.279757,0,117
112,350,30,20,Laptop,7,33,19,2024-03-21 15:32:21.401970,0,120
111,350,30,20,Laptop,7,33,19,2024-03-21 15:32:22.514308,0,119
112,350,30,20,Laptop,7,33,19,2024-03-21 15:32:23.642623,0,120
112,350,30,20,Laptop,8,33,19,2024-03-21 15:32:24.768770,0,120
112,350,30,20,Laptop,8,33,19,2024-03-21 15:32:25.897850,0,120
111,350,30,20,Laptop,7,33,19,2024-03-21 15:32:27.017629,0,119
110,350,30,20,Laptop,8,33,19,2024-03-21 15:32:28.125080,0,118
112,350,30,20,Laptop,7,33,19,2024-03-21 15:32:29.249964,0,120
111,350,30,20,Laptop,8,33,19,2024-03-21 15:32:30.364539,0,119
111,350,30,20,Laptop,7,33,19,2024-03-21 15:32:31.482334,0,119
113,350,30,50,Laptop,7,34,19,2024-03-21 15:32:32.617196,0,121
113,350,30,50,Laptop,7,34,19,2024-03-21 15:32:33.753398,0,121
114,350,30,50,Laptop,7,34,19,2024-03-21 15:32:34.894213,0,122
112,350,30,50,Laptop,7,34,19,2024-03-21 15:32:36.020362,0,120
114,350,30,50,Laptop,7,35,19,2024-03-21 15:32:37.162792,0,122
113,350,30,50,Laptop,7,35,19,2024-03-21 15:32:38.299156,0,121
128,350,30,50,Laptop,7,33,19,2024-03-21 15:32:39.586476,0,136
113,350,30,50,Laptop,7,34,19,2024-03-21 15:32:40.717503,0,121
112,350,30,50,Laptop,7,34,19,2024-03-21 15:32:41.842026,0,120
113,350,30,50,Laptop,7,34,19,2024-03-21 15:32:42.975746,0,121
119,350,30,80,Laptop,7,35,19,2024-03-21 15:32:44.166310,0,127
120,350,30,80,Laptop,7,36,19,2024-03-21 15:32:45.368445,0,128
116,350,30,80,Laptop,7,36,19,2024-03-21 15:32:46.538651,0,124
118,350,30,80,Laptop,7,37,19,2024-03-21 15:32:47.721395,0,126
118,350,30,80,Laptop,7,38,19,2024-03-21 15:32:48.903226,0,126
118,350,30,80,Laptop,7,39,19,2024-03-21 15:32:50.091494,0,126
118,350,30,80,Laptop,7,40,19,2024-03-21 15:32:51.280419,0,126
120,350,30,80,Laptop,7,40,19,2024-03-21 15:32:52.487587,0,128
117,350,30,80,Laptop,7,41,19,2024-03-21 15:32:53.666077,0,125
116,350,30,80,Laptop,7,42,19,2024-03-21 15:32:54.834800,0,124
