delta,isentropic,data_size,fig_size,device_type,cpu,memory,consumption,timestamp,gpu,cumm_net_delay
18,1,5,1,Laptop,7,31,19,2024-03-21 15:14:22.893856,0,26
14,1,5,1,Laptop,5,31,19,2024-03-21 15:14:23.043696,0,22
22,1,5,1,Laptop,8,31,19,2024-03-21 15:14:23.270338,0,30
14,1,5,1,Laptop,6,31,19,2024-03-21 15:14:23.419436,0,22
14,1,5,1,Laptop,6,31,19,2024-03-21 15:14:23.569691,0,22
15,1,5,1,Laptop,7,31,19,2024-03-21 15:14:23.720926,0,23
15,1,5,1,Laptop,7,31,19,2024-03-21 15:14:23.871975,0,23
15,1,5,1,Laptop,6,31,19,2024-03-21 15:14:24.022997,0,23
15,1,5,1,Laptop,9,31,19,2024-03-21 15:14:24.175391,0,23
15,1,5,1,Laptop,6,31,19,2024-03-21 15:14:24.327489,0,23
15,1,5,10,Laptop,6,31,19,2024-03-21 15:14:24.478980,0,23
15,1,5,10,Laptop,6,31,19,2024-03-21 15:14:24.631418,0,23
14,1,5,10,Laptop,6,31,19,2024-03-21 15:14:24.781533,0,22
15,1,5,10,Laptop,6,31,19,2024-03-21 15:14:24.933242,0,23
14,1,5,10,Laptop,8,31,19,2024-03-21 15:14:25.082036,0,22
15,1,5,10,Laptop,6,31,19,2024-03-21 15:14:25.237847,0,23
14,1,5,10,Laptop,6,31,19,2024-03-21 15:14:25.386018,0,22
14,1,5,10,Laptop,6,31,19,2024-03-21 15:14:25.534775,0,22
14,1,5,10,Laptop,7,31,19,2024-03-21 15:14:25.684824,0,22
15,1,5,10,Laptop,6,31,19,2024-03-21 15:14:25.836705,0,23
15,1,5,20,Laptop,7,31,19,2024-03-21 15:14:25.991009,0,23
15,1,5,20,Laptop,7,31,19,2024-03-21 15:14:26.145395,0,23
15,1,5,20,Laptop,11,31,19,2024-03-21 15:14:26.302258,0,23
15,1,5,20,Laptop,6,32,19,2024-03-21 15:14:26.453645,0,23
15,1,5,20,Laptop,7,32,19,2024-03-21 15:14:26.605432,0,23
15,1,5,20,Laptop,6,32,19,2024-03-21 15:14:26.758736,0,23
17,1,5,20,Laptop,6,32,19,2024-03-21 15:14:26.931291,0,25
18,1,5,20,Laptop,6,32,19,2024-03-21 15:14:27.117227,0,26
19,1,5,20,Laptop,6,32,19,2024-03-21 15:14:27.310342,0,27
20,1,5,20,Laptop,6,32,19,2024-03-21 15:14:27.511588,0,28
23,1,5,50,Laptop,6,32,19,2024-03-21 15:14:27.742153,0,31
24,1,5,50,Laptop,6,32,19,2024-03-21 15:14:27.983170,0,32
23,1,5,50,Laptop,6,32,19,2024-03-21 15:14:28.218001,0,31
24,1,5,50,Laptop,6,33,19,2024-03-21 15:14:28.459635,0,32
25,1,5,50,Laptop,7,33,19,2024-03-21 15:14:28.711695,0,33
24,1,5,50,Laptop,6,33,19,2024-03-21 15:14:28.954880,0,32
23,1,5,50,Laptop,6,33,19,2024-03-21 15:14:29.193337,0,31
24,1,5,50,Laptop,6,33,19,2024-03-21 15:14:29.437764,0,32
23,1,5,50,Laptop,6,34,19,2024-03-21 15:14:29.669893,0,31
23,1,5,50,Laptop,6,34,19,2024-03-21 15:14:29.907563,0,31
44,1,5,80,Laptop,8,33,19,2024-03-21 15:14:30.349670,0,52
29,1,5,80,Laptop,6,33,19,2024-03-21 15:14:30.644207,0,37
29,1,5,80,Laptop,6,34,19,2024-03-21 15:14:30.938126,0,37
30,1,5,80,Laptop,6,34,19,2024-03-21 15:14:31.241800,0,38
29,1,5,80,Laptop,6,34,19,2024-03-21 15:14:31.538654,0,37
28,1,5,80,Laptop,6,35,19,2024-03-21 15:14:31.820730,0,36
29,1,5,80,Laptop,7,35,19,2024-03-21 15:14:32.121195,0,37
29,1,5,80,Laptop,6,35,19,2024-03-21 15:14:32.416222,0,37
28,1,5,80,Laptop,6,36,19,2024-03-21 15:14:32.698604,0,36
30,1,5,80,Laptop,6,36,19,2024-03-21 15:14:32.999526,0,38
23,1,10,1,Laptop,6,35,19,2024-03-21 15:14:33.230717,0,31
21,1,10,1,Laptop,7,35,19,2024-03-21 15:14:33.446989,0,29
22,1,10,1,Laptop,6,35,19,2024-03-21 15:14:33.669453,0,30
22,1,10,1,Laptop,7,35,19,2024-03-21 15:14:33.893756,0,30
22,1,10,1,Laptop,6,35,19,2024-03-21 15:14:34.114942,0,30
21,1,10,1,Laptop,6,35,19,2024-03-21 15:14:34.334341,0,29
21,1,10,1,Laptop,6,35,19,2024-03-21 15:14:34.550990,0,29
21,1,10,1,Laptop,6,35,19,2024-03-21 15:14:34.766407,0,29
21,1,10,1,Laptop,7,35,19,2024-03-21 15:14:34.984157,0,29
21,1,10,1,Laptop,6,35,19,2024-03-21 15:14:35.201088,0,29
21,1,10,10,Laptop,6,35,19,2024-03-21 15:14:35.415557,0,29
21,1,10,10,Laptop,6,35,19,2024-03-21 15:14:35.634432,0,29
21,1,10,10,Laptop,6,35,19,2024-03-21 15:14:35.853600,0,29
22,1,10,10,Laptop,9,35,19,2024-03-21 15:14:36.080967,0,30
22,1,10,10,Laptop,6,35,19,2024-03-21 15:14:36.305148,0,30
22,1,10,10,Laptop,6,35,19,2024-03-21 15:14:36.529221,0,30
22,1,10,10,Laptop,7,35,19,2024-03-21 15:14:36.751242,0,30
22,1,10,10,Laptop,6,35,19,2024-03-21 15:14:36.973132,0,30
22,1,10,10,Laptop,6,35,19,2024-03-21 15:14:37.194349,0,30
23,1,10,10,Laptop,10,35,19,2024-03-21 15:14:37.426676,0,31
27,1,10,20,Laptop,14,35,19,2024-03-21 15:14:37.699836,0,35
28,1,10,20,Laptop,9,35,19,2024-03-21 15:14:37.989722,0,36
24,1,10,20,Laptop,6,35,19,2024-03-21 15:14:38.239317,0,32
24,1,10,20,Laptop,8,35,19,2024-03-21 15:14:38.481185,0,32
23,1,10,20,Laptop,6,35,19,2024-03-21 15:14:38.717059,0,31
23,1,10,20,Laptop,6,35,19,2024-03-21 15:14:38.950804,0,31
22,1,10,20,Laptop,6,35,19,2024-03-21 15:14:39.177643,0,30
23,1,10,20,Laptop,7,35,19,2024-03-21 15:14:39.409351,0,31
22,1,10,20,Laptop,6,35,19,2024-03-21 15:14:39.631330,0,30
22,1,10,20,Laptop,7,35,19,2024-03-21 15:14:39.856332,0,30
26,1,10,50,Laptop,6,35,19,2024-03-21 15:14:40.120404,0,34
25,1,10,50,Laptop,6,35,19,2024-03-21 15:14:40.376237,0,33
25,1,10,50,Laptop,6,35,19,2024-03-21 15:14:40.636017,0,33
26,1,10,50,Laptop,7,35,19,2024-03-21 15:14:40.898600,0,34
25,1,10,50,Laptop,6,36,19,2024-03-21 15:14:41.158878,0,33
25,1,10,50,Laptop,6,36,19,2024-03-21 15:14:41.416753,0,33
25,1,10,50,Laptop,7,36,19,2024-03-21 15:14:41.675735,0,33
25,1,10,50,Laptop,7,36,19,2024-03-21 15:14:41.932971,0,33
26,1,10,50,Laptop,6,36,19,2024-03-21 15:14:42.193997,0,34
26,1,10,50,Laptop,7,36,19,2024-03-21 15:14:42.456233,0,34
30,1,10,80,Laptop,6,37,19,2024-03-21 15:14:42.761923,0,38
32,1,10,80,Laptop,6,37,19,2024-03-21 15:14:43.083416,0,40
31,1,10,80,Laptop,6,37,19,2024-03-21 15:14:43.400552,0,39
30,1,10,80,Laptop,7,37,19,2024-03-21 15:14:43.710807,0,38
50,1,10,80,Laptop,6,32,19,2024-03-21 15:14:44.211337,0,58
30,1,10,80,Laptop,6,33,19,2024-03-21 15:14:44.516066,0,38
30,1,10,80,Laptop,6,34,19,2024-03-21 15:14:44.820077,0,38
30,1,10,80,Laptop,6,34,19,2024-03-21 15:14:45.129795,0,38
30,1,10,80,Laptop,6,34,19,2024-03-21 15:14:45.439929,0,38
30,1,10,80,Laptop,6,35,19,2024-03-21 15:14:45.740652,0,38
24,1,20,1,Laptop,7,35,19,2024-03-21 15:14:45.985845,0,32
25,1,20,1,Laptop,6,35,19,2024-03-21 15:14:46.239405,0,33
24,1,20,1,Laptop,7,35,19,2024-03-21 15:14:46.489733,0,32
24,1,20,1,Laptop,6,35,19,2024-03-21 15:14:46.736280,0,32
24,1,20,1,Laptop,7,35,19,2024-03-21 15:14:46.984554,0,32
25,1,20,1,Laptop,6,35,19,2024-03-21 15:14:47.236588,0,33
25,1,20,1,Laptop,6,35,19,2024-03-21 15:14:47.490996,0,33
25,1,20,1,Laptop,7,35,19,2024-03-21 15:14:47.742364,0,33
24,1,20,1,Laptop,6,35,19,2024-03-21 15:14:47.988080,0,32
24,1,20,1,Laptop,6,35,19,2024-03-21 15:14:48.234584,0,32
24,1,20,10,Laptop,6,35,19,2024-03-21 15:14:48.482263,0,32
24,1,20,10,Laptop,7,35,19,2024-03-21 15:14:48.730780,0,32
25,1,20,10,Laptop,7,35,19,2024-03-21 15:14:48.985820,0,33
25,1,20,10,Laptop,6,35,19,2024-03-21 15:14:49.238888,0,33
24,1,20,10,Laptop,6,35,19,2024-03-21 15:14:49.484604,0,32
24,1,20,10,Laptop,6,35,19,2024-03-21 15:14:49.730401,0,32
24,1,20,10,Laptop,6,35,19,2024-03-21 15:14:49.979307,0,32
24,1,20,10,Laptop,6,35,19,2024-03-21 15:14:50.226612,0,32
24,1,20,10,Laptop,6,35,19,2024-03-21 15:14:50.474624,0,32
24,1,20,10,Laptop,6,35,19,2024-03-21 15:14:50.722911,0,32
24,1,20,20,Laptop,7,35,19,2024-03-21 15:14:50.972059,0,32
25,1,20,20,Laptop,6,35,19,2024-03-21 15:14:51.224248,0,33
24,1,20,20,Laptop,6,35,19,2024-03-21 15:14:51.472827,0,32
24,1,20,20,Laptop,6,35,19,2024-03-21 15:14:51.718167,0,32
24,1,20,20,Laptop,6,35,19,2024-03-21 15:14:51.966993,0,32
24,1,20,20,Laptop,6,35,19,2024-03-21 15:14:52.216392,0,32
24,1,20,20,Laptop,6,35,19,2024-03-21 15:14:52.463953,0,32
25,1,20,20,Laptop,6,35,19,2024-03-21 15:14:52.720665,0,33
25,1,20,20,Laptop,6,35,19,2024-03-21 15:14:52.973766,0,33
25,1,20,20,Laptop,6,35,19,2024-03-21 15:14:53.225451,0,33
28,1,20,50,Laptop,6,35,19,2024-03-21 15:14:53.513786,0,36
28,1,20,50,Laptop,6,35,19,2024-03-21 15:14:53.796387,0,36
29,1,20,50,Laptop,6,35,19,2024-03-21 15:14:54.087541,0,37
45,1,20,50,Laptop,6,32,19,2024-03-21 15:14:54.543957,0,53
27,1,20,50,Laptop,6,32,19,2024-03-21 15:14:54.822454,0,35
28,1,20,50,Laptop,6,32,19,2024-03-21 15:14:55.110722,0,36
28,1,20,50,Laptop,6,32,19,2024-03-21 15:14:55.391586,0,36
27,1,20,50,Laptop,6,33,19,2024-03-21 15:14:55.669536,0,35
29,1,20,50,Laptop,6,33,19,2024-03-21 15:14:55.960351,0,37
28,1,20,50,Laptop,6,33,19,2024-03-21 15:14:56.241451,0,36
32,1,20,80,Laptop,6,34,19,2024-03-21 15:14:56.568559,0,40
33,1,20,80,Laptop,6,34,19,2024-03-21 15:14:56.903454,0,41
32,1,20,80,Laptop,7,34,19,2024-03-21 15:14:57.232045,0,40
32,1,20,80,Laptop,6,35,19,2024-03-21 15:14:57.560756,0,40
33,1,20,80,Laptop,7,35,19,2024-03-21 15:14:57.900425,0,41
32,1,20,80,Laptop,6,36,19,2024-03-21 15:14:58.229867,0,40
32,1,20,80,Laptop,7,37,19,2024-03-21 15:14:58.556238,0,40
33,1,20,80,Laptop,7,37,19,2024-03-21 15:14:58.893551,0,41
32,1,20,80,Laptop,7,37,19,2024-03-21 15:14:59.223624,0,40
32,1,20,80,Laptop,6,38,19,2024-03-21 15:14:59.551922,0,40
28,1,30,1,Laptop,7,38,19,2024-03-21 15:14:59.837053,0,36
27,1,30,1,Laptop,7,38,19,2024-03-21 15:15:00.114355,0,35
27,1,30,1,Laptop,7,38,19,2024-03-21 15:15:00.391092,0,35
27,1,30,1,Laptop,6,38,19,2024-03-21 15:15:00.668621,0,35
27,1,30,1,Laptop,6,38,19,2024-03-21 15:15:00.942765,0,35
27,1,30,1,Laptop,6,38,19,2024-03-21 15:15:01.218492,0,35
27,1,30,1,Laptop,6,38,19,2024-03-21 15:15:01.498651,0,35
28,1,30,1,Laptop,6,38,19,2024-03-21 15:15:01.780155,0,36
28,1,30,1,Laptop,6,38,19,2024-03-21 15:15:02.065600,0,36
28,1,30,1,Laptop,6,38,19,2024-03-21 15:15:02.346601,0,36
27,1,30,10,Laptop,6,38,19,2024-03-21 15:15:02.622375,0,35
28,1,30,10,Laptop,7,37,19,2024-03-21 15:15:02.910900,0,36
28,1,30,10,Laptop,7,38,19,2024-03-21 15:15:03.196504,0,36
27,1,30,10,Laptop,6,38,19,2024-03-21 15:15:03.476225,0,35
28,1,30,10,Laptop,6,38,19,2024-03-21 15:15:03.757700,0,36
28,1,30,10,Laptop,6,37,19,2024-03-21 15:15:04.041754,0,36
29,1,30,10,Laptop,7,37,19,2024-03-21 15:15:04.336149,0,37
29,1,30,10,Laptop,6,38,19,2024-03-21 15:15:04.629648,0,37
27,1,30,10,Laptop,6,38,19,2024-03-21 15:15:04.909393,0,35
28,1,30,10,Laptop,6,38,19,2024-03-21 15:15:05.199785,0,36
29,1,30,20,Laptop,6,38,19,2024-03-21 15:15:05.491251,0,37
29,1,30,20,Laptop,6,38,19,2024-03-21 15:15:05.786780,0,37
30,1,30,20,Laptop,6,38,19,2024-03-21 15:15:06.089505,0,38
49,1,30,20,Laptop,6,31,19,2024-03-21 15:15:06.584111,0,57
27,1,30,20,Laptop,6,31,19,2024-03-21 15:15:06.856744,0,35
27,1,30,20,Laptop,7,31,19,2024-03-21 15:15:07.133515,0,35
27,1,30,20,Laptop,7,31,19,2024-03-21 15:15:07.411219,0,35
27,1,30,20,Laptop,6,32,19,2024-03-21 15:15:07.691645,0,35
28,1,30,20,Laptop,6,31,19,2024-03-21 15:15:07.975659,0,36
28,1,30,20,Laptop,6,31,19,2024-03-21 15:15:08.259260,0,36
32,1,30,50,Laptop,7,32,19,2024-03-21 15:15:08.588321,0,40
32,1,30,50,Laptop,6,32,19,2024-03-21 15:15:08.914535,0,40
31,1,30,50,Laptop,6,32,19,2024-03-21 15:15:09.231510,0,39
32,1,30,50,Laptop,6,32,19,2024-03-21 15:15:09.554853,0,40
32,1,30,50,Laptop,6,32,19,2024-03-21 15:15:09.881837,0,40
31,1,30,50,Laptop,6,33,19,2024-03-21 15:15:10.198245,0,39
31,1,30,50,Laptop,6,33,19,2024-03-21 15:15:10.512372,0,39
32,1,30,50,Laptop,6,33,19,2024-03-21 15:15:10.836747,0,40
31,1,30,50,Laptop,6,33,19,2024-03-21 15:15:11.153992,0,39
31,1,30,50,Laptop,6,34,19,2024-03-21 15:15:11.470318,0,39
38,1,30,80,Laptop,7,34,19,2024-03-21 15:15:11.860004,0,46
37,1,30,80,Laptop,6,35,19,2024-03-21 15:15:12.234496,0,45
37,1,30,80,Laptop,6,35,19,2024-03-21 15:15:12.613874,0,45
38,1,30,80,Laptop,6,35,19,2024-03-21 15:15:12.997914,0,46
37,1,30,80,Laptop,6,36,19,2024-03-21 15:15:13.368779,0,45
38,1,30,80,Laptop,6,36,19,2024-03-21 15:15:13.751488,0,46
38,1,30,80,Laptop,6,36,19,2024-03-21 15:15:14.134754,0,46
37,1,30,80,Laptop,6,36,19,2024-03-21 15:15:14.506000,0,45
39,1,30,80,Laptop,7,36,19,2024-03-21 15:15:14.904669,0,47
37,1,30,80,Laptop,6,37,19,2024-03-21 15:15:15.283098,0,45
19,10,5,1,Laptop,6,37,19,2024-03-21 15:15:15.544005,0,27
19,10,5,1,Laptop,6,37,19,2024-03-21 15:15:15.738428,0,27
19,10,5,1,Laptop,7,37,19,2024-03-21 15:15:15.936952,0,27
19,10,5,1,Laptop,6,37,19,2024-03-21 15:15:16.135380,0,27
19,10,5,1,Laptop,6,37,19,2024-03-21 15:15:16.331910,0,27
19,10,5,1,Laptop,7,37,19,2024-03-21 15:15:16.531574,0,27
19,10,5,1,Laptop,6,37,19,2024-03-21 15:15:16.727258,0,27
19,10,5,1,Laptop,7,37,19,2024-03-21 15:15:16.925036,0,27
19,10,5,1,Laptop,6,37,19,2024-03-21 15:15:17.122763,0,27
19,10,5,1,Laptop,7,37,19,2024-03-21 15:15:17.317811,0,27
19,10,5,10,Laptop,6,37,19,2024-03-21 15:15:17.512704,0,27
20,10,5,10,Laptop,6,37,19,2024-03-21 15:15:17.716191,0,28
19,10,5,10,Laptop,6,37,19,2024-03-21 15:15:17.914908,0,27
38,10,5,10,Laptop,6,31,19,2024-03-21 15:15:18.300324,0,46
19,10,5,10,Laptop,6,31,19,2024-03-21 15:15:18.494931,0,27
19,10,5,10,Laptop,6,31,19,2024-03-21 15:15:18.692254,0,27
19,10,5,10,Laptop,6,31,19,2024-03-21 15:15:18.888378,0,27
19,10,5,10,Laptop,6,31,19,2024-03-21 15:15:19.088235,0,27
19,10,5,10,Laptop,6,31,19,2024-03-21 15:15:19.282900,0,27
19,10,5,10,Laptop,7,31,19,2024-03-21 15:15:19.478623,0,27
20,10,5,20,Laptop,6,31,19,2024-03-21 15:15:19.679162,0,28
19,10,5,20,Laptop,7,31,19,2024-03-21 15:15:19.877475,0,27
19,10,5,20,Laptop,6,31,19,2024-03-21 15:15:20.077666,0,27
20,10,5,20,Laptop,6,31,19,2024-03-21 15:15:20.278608,0,28
20,10,5,20,Laptop,7,31,19,2024-03-21 15:15:20.480681,0,28
20,10,5,20,Laptop,6,31,19,2024-03-21 15:15:20.681421,0,28
20,10,5,20,Laptop,6,31,19,2024-03-21 15:15:20.885626,0,28
20,10,5,20,Laptop,6,31,19,2024-03-21 15:15:21.090179,0,28
19,10,5,20,Laptop,6,31,19,2024-03-21 15:15:21.289843,0,27
20,10,5,20,Laptop,6,32,19,2024-03-21 15:15:21.494455,0,28
23,10,5,50,Laptop,6,32,19,2024-03-21 15:15:21.725125,0,31
24,10,5,50,Laptop,8,32,19,2024-03-21 15:15:21.972160,0,32
24,10,5,50,Laptop,6,32,19,2024-03-21 15:15:22.218684,0,32
23,10,5,50,Laptop,6,32,19,2024-03-21 15:15:22.455175,0,31
23,10,5,50,Laptop,7,32,19,2024-03-21 15:15:22.693387,0,31
24,10,5,50,Laptop,7,33,19,2024-03-21 15:15:22.934405,0,32
24,10,5,50,Laptop,7,33,19,2024-03-21 15:15:23.178018,0,32
23,10,5,50,Laptop,6,33,19,2024-03-21 15:15:23.414772,0,31
23,10,5,50,Laptop,6,33,19,2024-03-21 15:15:23.645793,0,31
23,10,5,50,Laptop,6,33,19,2024-03-21 15:15:23.879734,0,31
27,10,5,80,Laptop,6,34,19,2024-03-21 15:15:24.159619,0,35
27,10,5,80,Laptop,6,35,19,2024-03-21 15:15:24.439085,0,35
29,10,5,80,Laptop,6,35,19,2024-03-21 15:15:24.732410,0,37
28,10,5,80,Laptop,7,35,19,2024-03-21 15:15:25.016697,0,36
27,10,5,80,Laptop,6,36,19,2024-03-21 15:15:25.296399,0,35
28,10,5,80,Laptop,7,36,19,2024-03-21 15:15:25.583444,0,36
27,10,5,80,Laptop,6,37,19,2024-03-21 15:15:25.858774,0,35
28,10,5,80,Laptop,6,37,19,2024-03-21 15:15:26.145673,0,36
28,10,5,80,Laptop,6,37,19,2024-03-21 15:15:26.429706,0,36
27,10,5,80,Laptop,6,38,19,2024-03-21 15:15:26.706498,0,35
22,10,10,1,Laptop,6,37,19,2024-03-21 15:15:26.928302,0,30
21,10,10,1,Laptop,6,37,19,2024-03-21 15:15:27.141180,0,29
21,10,10,1,Laptop,7,37,19,2024-03-21 15:15:27.352226,0,29
39,10,10,1,Laptop,6,31,19,2024-03-21 15:15:27.750877,0,47
21,10,10,1,Laptop,6,31,19,2024-03-21 15:15:27.963152,0,29
21,10,10,1,Laptop,6,31,19,2024-03-21 15:15:28.175264,0,29
21,10,10,1,Laptop,7,31,19,2024-03-21 15:15:28.388424,0,29
21,10,10,1,Laptop,6,31,19,2024-03-21 15:15:28.603250,0,29
21,10,10,1,Laptop,7,31,19,2024-03-21 15:15:28.815992,0,29
21,10,10,1,Laptop,6,31,19,2024-03-21 15:15:29.028935,0,29
21,10,10,10,Laptop,6,31,19,2024-03-21 15:15:29.244605,0,29
21,10,10,10,Laptop,6,31,19,2024-03-21 15:15:29.457331,0,29
21,10,10,10,Laptop,6,31,19,2024-03-21 15:15:29.670746,0,29
21,10,10,10,Laptop,6,31,19,2024-03-21 15:15:29.889028,0,29
21,10,10,10,Laptop,6,31,19,2024-03-21 15:15:30.108998,0,29
21,10,10,10,Laptop,6,31,19,2024-03-21 15:15:30.326249,0,29
21,10,10,10,Laptop,6,31,19,2024-03-21 15:15:30.540523,0,29
21,10,10,10,Laptop,6,31,19,2024-03-21 15:15:30.755639,0,29
21,10,10,10,Laptop,6,31,19,2024-03-21 15:15:30.970240,0,29
21,10,10,10,Laptop,6,31,19,2024-03-21 15:15:31.184516,0,29
21,10,10,20,Laptop,6,31,19,2024-03-21 15:15:31.398257,0,29
21,10,10,20,Laptop,6,31,19,2024-03-21 15:15:31.613269,0,29
21,10,10,20,Laptop,6,31,19,2024-03-21 15:15:31.829299,0,29
21,10,10,20,Laptop,6,31,19,2024-03-21 15:15:32.045835,0,29
21,10,10,20,Laptop,6,31,19,2024-03-21 15:15:32.263786,0,29
21,10,10,20,Laptop,6,31,19,2024-03-21 15:15:32.477752,0,29
21,10,10,20,Laptop,6,31,19,2024-03-21 15:15:32.695946,0,29
22,10,10,20,Laptop,6,31,19,2024-03-21 15:15:32.922686,0,30
21,10,10,20,Laptop,6,31,19,2024-03-21 15:15:33.141998,0,29
22,10,10,20,Laptop,6,31,19,2024-03-21 15:15:33.362545,0,30
25,10,10,50,Laptop,6,32,19,2024-03-21 15:15:33.613146,0,33
24,10,10,50,Laptop,6,32,19,2024-03-21 15:15:33.861447,0,32
25,10,10,50,Laptop,6,32,19,2024-03-21 15:15:34.116332,0,33
25,10,10,50,Laptop,6,32,19,2024-03-21 15:15:34.370365,0,33
24,10,10,50,Laptop,6,33,19,2024-03-21 15:15:34.617200,0,32
25,10,10,50,Laptop,6,33,19,2024-03-21 15:15:34.870378,0,33
25,10,10,50,Laptop,7,33,19,2024-03-21 15:15:35.126017,0,33
25,10,10,50,Laptop,6,33,19,2024-03-21 15:15:35.382952,0,33
25,10,10,50,Laptop,6,33,19,2024-03-21 15:15:35.636261,0,33
24,10,10,50,Laptop,6,33,19,2024-03-21 15:15:35.882781,0,32
30,10,10,80,Laptop,6,34,19,2024-03-21 15:15:36.186422,0,38
30,10,10,80,Laptop,6,34,19,2024-03-21 15:15:36.494671,0,38
29,10,10,80,Laptop,6,34,19,2024-03-21 15:15:36.793720,0,37
47,10,10,80,Laptop,6,32,19,2024-03-21 15:15:37.269230,0,55
29,10,10,80,Laptop,6,33,19,2024-03-21 15:15:37.562483,0,37
29,10,10,80,Laptop,6,34,19,2024-03-21 15:15:37.855021,0,37
30,10,10,80,Laptop,7,34,19,2024-03-21 15:15:38.161732,0,38
31,10,10,80,Laptop,6,34,19,2024-03-21 15:15:38.475943,0,39
29,10,10,80,Laptop,6,34,19,2024-03-21 15:15:38.773827,0,37
30,10,10,80,Laptop,7,34,19,2024-03-21 15:15:39.080895,0,38
24,10,20,1,Laptop,6,34,19,2024-03-21 15:15:39.323545,0,32
24,10,20,1,Laptop,6,34,19,2024-03-21 15:15:39.566154,0,32
24,10,20,1,Laptop,6,34,19,2024-03-21 15:15:39.810233,0,32
25,10,20,1,Laptop,7,34,19,2024-03-21 15:15:40.068292,0,33
25,10,20,1,Laptop,6,34,19,2024-03-21 15:15:40.320185,0,33
24,10,20,1,Laptop,6,34,19,2024-03-21 15:15:40.570456,0,32
24,10,20,1,Laptop,6,34,19,2024-03-21 15:15:40.816296,0,32
24,10,20,1,Laptop,7,34,19,2024-03-21 15:15:41.063874,0,32
24,10,20,1,Laptop,6,34,19,2024-03-21 15:15:41.312305,0,32
25,10,20,1,Laptop,6,34,19,2024-03-21 15:15:41.563763,0,33
24,10,20,10,Laptop,6,34,19,2024-03-21 15:15:41.810007,0,32
24,10,20,10,Laptop,7,34,19,2024-03-21 15:15:42.056390,0,32
24,10,20,10,Laptop,6,34,19,2024-03-21 15:15:42.303632,0,32
24,10,20,10,Laptop,6,34,19,2024-03-21 15:15:42.548116,0,32
24,10,20,10,Laptop,7,34,19,2024-03-21 15:15:42.795962,0,32
24,10,20,10,Laptop,7,34,19,2024-03-21 15:15:43.045131,0,32
25,10,20,10,Laptop,7,34,19,2024-03-21 15:15:43.298048,0,33
25,10,20,10,Laptop,7,34,19,2024-03-21 15:15:43.554626,0,33
25,10,20,10,Laptop,8,34,19,2024-03-21 15:15:43.811837,0,33
27,10,20,10,Laptop,8,34,19,2024-03-21 15:15:44.082690,0,35
26,10,20,20,Laptop,6,34,19,2024-03-21 15:15:44.346815,0,34
26,10,20,20,Laptop,8,34,19,2024-03-21 15:15:44.609869,0,34
27,10,20,20,Laptop,7,34,19,2024-03-21 15:15:44.881220,0,35
27,10,20,20,Laptop,7,34,19,2024-03-21 15:15:45.152342,0,35
27,10,20,20,Laptop,7,35,19,2024-03-21 15:15:45.428561,0,35
28,10,20,20,Laptop,9,35,19,2024-03-21 15:15:45.714844,0,36
32,10,20,20,Laptop,15,35,19,2024-03-21 15:15:46.042095,0,40
53,10,20,20,Laptop,44,35,21,2024-03-21 15:15:46.575923,0,61
74,10,20,20,Laptop,46,35,22,2024-03-21 15:15:47.318408,0,82
44,10,20,20,Laptop,11,35,19,2024-03-21 15:15:47.761838,0,52
34,10,20,50,Laptop,7,35,19,2024-03-21 15:15:48.109136,0,42
32,10,20,50,Laptop,6,35,19,2024-03-21 15:15:48.435169,0,40
31,10,20,50,Laptop,11,36,19,2024-03-21 15:15:48.753956,0,39
40,10,20,50,Laptop,15,36,19,2024-03-21 15:15:49.156970,0,48
75,10,20,50,Laptop,16,32,19,2024-03-21 15:15:49.909911,0,83
53,10,20,50,Laptop,24,32,20,2024-03-21 15:15:50.442605,0,61
47,10,20,50,Laptop,10,32,19,2024-03-21 15:15:50.919343,0,55
36,10,20,50,Laptop,14,33,19,2024-03-21 15:15:51.287916,0,44
49,10,20,50,Laptop,15,33,19,2024-03-21 15:15:51.780337,0,57
38,10,20,50,Laptop,10,33,19,2024-03-21 15:15:52.170150,0,46
57,10,20,80,Laptop,20,34,20,2024-03-21 15:15:52.747590,0,65
69,10,20,80,Laptop,24,35,20,2024-03-21 15:15:53.448379,0,77
63,10,20,80,Laptop,17,35,19,2024-03-21 15:15:54.080187,0,71
50,10,20,80,Laptop,11,35,19,2024-03-21 15:15:54.590663,0,58
56,10,20,80,Laptop,16,36,19,2024-03-21 15:15:55.158272,0,64
59,10,20,80,Laptop,16,36,19,2024-03-21 15:15:55.757580,0,67
54,10,20,80,Laptop,18,37,20,2024-03-21 15:15:56.299432,0,62
59,10,20,80,Laptop,17,38,19,2024-03-21 15:15:56.894649,0,67
42,10,20,80,Laptop,6,38,19,2024-03-21 15:15:57.317734,0,50
34,10,20,80,Laptop,6,38,19,2024-03-21 15:15:57.665052,0,42
27,10,30,1,Laptop,6,38,19,2024-03-21 15:15:57.938807,0,35
28,10,30,1,Laptop,7,38,19,2024-03-21 15:15:58.223186,0,36
28,10,30,1,Laptop,7,38,19,2024-03-21 15:15:58.504897,0,36
28,10,30,1,Laptop,7,38,19,2024-03-21 15:15:58.785468,0,36
28,10,30,1,Laptop,7,38,19,2024-03-21 15:15:59.068995,0,36
28,10,30,1,Laptop,6,38,19,2024-03-21 15:15:59.350359,0,36
28,10,30,1,Laptop,6,38,19,2024-03-21 15:15:59.631085,0,36
