delta,fps,pixel,device_type,cpu,memory,consumption,gpu,in_time,consumer_location,cumm_net_delay,latency_slo
37,15,720,Orin,21,72,6,30,True,PC,57,False
33,15,720,Orin,22,72,6,30,True,PC,53,False
34,15,720,Orin,20,72,6,30,True,PC,54,False
33,15,720,Orin,22,72,6,30,True,PC,53,False
34,15,720,Orin,22,72,6,30,True,PC,54,False
33,15,720,Orin,16,72,6,30,True,PC,53,False
34,15,720,Orin,17,72,6,30,True,PC,54,False
35,15,720,Orin,21,72,6,30,True,PC,55,False
34,15,720,Orin,25,72,6,30,True,PC,54,False
33,15,720,Orin,15,72,6,30,True,PC,53,False
34,15,720,Orin,23,72,6,30,True,PC,54,False
34,15,720,Orin,18,72,6,30,True,PC,54,False
33,15,720,Orin,20,72,6,30,True,PC,53,False
34,15,720,Orin,18,72,6,30,True,PC,54,False
33,15,720,Orin,25,72,6,30,True,PC,53,False
33,15,720,Orin,18,72,6,30,True,PC,53,False
33,15,720,Orin,18,72,6,30,True,PC,53,False
32,15,720,Orin,20,72,6,30,True,PC,52,False
33,15,720,Orin,18,72,6,30,True,PC,53,False
34,15,720,Orin,25,72,6,30,True,PC,54,False
33,15,720,Orin,20,72,6,30,True,PC,53,False
34,15,720,Orin,27,72,6,30,True,PC,54,False
34,15,720,Orin,18,72,6,30,True,PC,54,False
33,15,720,Orin,20,72,6,30,True,PC,53,False
34,15,720,Orin,21,72,6,30,True,PC,54,False
34,15,720,Orin,20,72,6,30,True,PC,54,False
34,15,720,Orin,20,72,6,30,True,PC,54,False
37,15,720,Orin,21,72,6,30,True,PC,57,False
37,15,720,Orin,23,72,6,30,True,PC,57,False
41,15,720,Orin,22,72,6,30,True,PC,61,False
33,15,720,Orin,20,72,6,30,True,PC,53,False
33,15,720,Orin,16,72,6,30,True,PC,53,False
33,15,720,Orin,20,72,6,30,True,PC,53,False
34,15,720,Orin,20,72,6,30,True,PC,54,False
34,15,720,Orin,24,72,6,30,True,PC,54,False
34,15,720,Orin,18,72,6,30,True,PC,54,False
36,15,720,Orin,24,72,6,30,True,PC,56,False
33,15,720,Orin,17,72,6,30,True,PC,53,False
34,15,720,Orin,18,72,6,30,True,PC,54,False
34,15,720,Orin,25,72,6,30,True,PC,54,False
34,15,720,Orin,23,72,6,30,True,PC,54,False
34,15,720,Orin,18,72,6,30,True,PC,54,False
33,15,720,Orin,18,72,6,30,True,PC,53,False
34,15,720,Orin,21,72,6,30,True,PC,54,False
35,15,720,Orin,22,72,6,30,True,PC,55,False
34,15,720,Orin,23,72,6,30,True,PC,54,False
33,15,720,Orin,25,72,6,30,True,PC,53,False
34,15,720,Orin,16,72,6,30,True,PC,54,False
34,15,720,Orin,18,72,6,30,True,PC,54,False
34,15,720,Orin,23,72,6,30,True,PC,54,False
34,15,720,Orin,18,72,6,30,True,PC,54,False
33,15,720,Orin,16,72,6,30,True,PC,53,False
34,15,720,Orin,19,72,6,30,True,PC,54,False
33,15,720,Orin,20,72,6,30,True,PC,53,False
34,15,720,Orin,14,72,6,30,True,PC,54,False
34,15,720,Orin,16,72,6,30,True,PC,54,False
33,20,720,Orin,48,72,7,40,True,PC,53,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
34,20,720,Orin,24,72,6,40,True,PC,54,False
35,20,720,Orin,26,72,6,40,True,PC,55,False
34,20,720,Orin,24,72,6,40,True,PC,54,False
35,20,720,Orin,22,72,6,40,True,PC,55,False
34,20,720,Orin,29,72,6,40,True,PC,54,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
33,20,720,Orin,23,72,6,40,True,PC,53,False
34,20,720,Orin,26,72,6,40,True,PC,54,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
34,20,720,Orin,27,72,6,40,True,PC,54,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
33,20,720,Orin,26,72,6,40,True,PC,53,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
33,20,720,Orin,27,72,6,40,True,PC,53,False
33,20,720,Orin,18,72,6,40,True,PC,53,False
32,20,720,Orin,23,72,6,40,True,PC,52,False
32,20,720,Orin,25,72,6,40,True,PC,52,False
33,20,720,Orin,23,72,6,40,True,PC,53,False
33,20,720,Orin,27,72,6,40,True,PC,53,False
32,20,720,Orin,27,72,6,40,True,PC,52,False
32,20,720,Orin,26,72,6,40,True,PC,52,False
33,20,720,Orin,23,72,6,40,True,PC,53,False
33,20,720,Orin,24,72,6,40,True,PC,53,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
35,20,720,Orin,26,72,6,40,True,PC,55,False
35,20,720,Orin,23,72,6,40,True,PC,55,False
36,20,720,Orin,25,72,6,40,True,PC,56,False
36,20,720,Orin,25,72,6,40,True,PC,56,False
36,20,720,Orin,25,72,6,40,True,PC,56,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
33,20,720,Orin,27,72,6,40,True,PC,53,False
32,20,720,Orin,23,72,6,40,True,PC,52,False
32,20,720,Orin,25,72,6,40,True,PC,52,False
33,20,720,Orin,29,72,6,40,True,PC,53,False
33,20,720,Orin,23,72,6,40,True,PC,53,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
33,20,720,Orin,26,72,6,40,True,PC,53,False
33,20,720,Orin,21,72,6,40,True,PC,53,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
35,20,720,Orin,22,72,6,40,True,PC,55,False
40,20,720,Orin,26,72,6,40,True,PC,60,False
31,20,720,Orin,25,72,6,40,True,PC,51,False
31,20,720,Orin,25,72,6,40,True,PC,51,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
32,20,720,Orin,23,72,6,40,True,PC,52,False
34,20,720,Orin,23,72,6,40,True,PC,54,False
32,20,720,Orin,28,72,6,40,True,PC,52,False
33,20,720,Orin,26,72,6,40,True,PC,53,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
34,20,720,Orin,21,72,6,40,True,PC,54,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
31,20,720,Orin,22,72,6,40,True,PC,51,False
32,20,720,Orin,26,72,6,40,True,PC,52,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
32,20,720,Orin,28,72,6,40,True,PC,52,False
32,20,720,Orin,23,72,6,40,True,PC,52,False
33,20,720,Orin,26,72,6,40,True,PC,53,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
34,20,720,Orin,31,72,6,40,True,PC,54,False
33,20,720,Orin,23,72,6,40,True,PC,53,False
35,20,720,Orin,24,72,6,40,True,PC,55,False
37,20,720,Orin,25,72,6,40,True,PC,57,False
36,20,720,Orin,21,72,6,40,True,PC,56,False
34,20,720,Orin,30,72,6,40,True,PC,54,False
34,20,720,Orin,21,72,6,40,True,PC,54,False
34,20,720,Orin,28,72,6,40,True,PC,54,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
33,20,720,Orin,22,72,6,40,True,PC,53,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
33,20,720,Orin,29,72,6,40,True,PC,53,False
35,20,720,Orin,26,72,6,40,True,PC,55,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
32,20,720,Orin,23,72,6,40,True,PC,52,False
32,20,720,Orin,24,72,6,40,True,PC,52,False
33,20,720,Orin,30,72,6,40,True,PC,53,False
33,20,720,Orin,18,72,6,40,True,PC,53,False
33,20,720,Orin,27,72,6,40,True,PC,53,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
34,20,720,Orin,26,72,6,40,True,PC,54,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
38,20,720,Orin,39,72,6,40,True,PC,58,False
34,20,720,Orin,40,72,6,40,True,PC,54,False
35,20,720,Orin,32,72,6,40,True,PC,55,False
35,20,720,Orin,25,72,6,40,True,PC,55,False
35,20,720,Orin,21,72,6,40,True,PC,55,False
36,20,720,Orin,26,72,6,40,True,PC,56,False
35,20,720,Orin,28,72,6,40,True,PC,55,False
37,20,720,Orin,26,72,6,40,True,PC,57,False
34,20,720,Orin,30,72,6,40,True,PC,54,False
35,20,720,Orin,23,72,6,40,True,PC,55,False
33,20,720,Orin,26,72,6,40,True,PC,53,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
33,20,720,Orin,23,72,6,40,True,PC,53,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
34,20,720,Orin,23,72,6,40,True,PC,54,False
35,20,720,Orin,28,72,6,40,True,PC,55,False
33,20,720,Orin,26,72,6,40,True,PC,53,False
33,20,720,Orin,23,72,6,40,True,PC,53,False
34,20,720,Orin,26,72,6,40,True,PC,54,False
33,20,720,Orin,23,72,6,40,True,PC,53,False
34,20,720,Orin,26,72,6,40,True,PC,54,False
33,20,720,Orin,23,72,6,40,True,PC,53,False
33,20,720,Orin,23,72,6,40,True,PC,53,False
33,20,720,Orin,23,72,6,40,True,PC,53,False
36,20,720,Orin,28,72,6,40,True,PC,56,False
34,20,720,Orin,23,72,6,40,True,PC,54,False
34,20,720,Orin,29,72,6,40,True,PC,54,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
35,20,720,Orin,28,72,6,40,True,PC,55,False
35,20,720,Orin,21,72,6,40,True,PC,55,False
36,20,720,Orin,30,72,6,40,True,PC,56,False
37,20,720,Orin,21,72,6,40,True,PC,57,False
34,20,720,Orin,21,72,6,40,True,PC,54,False
35,20,720,Orin,27,72,6,40,True,PC,55,False
32,20,720,Orin,25,72,6,40,True,PC,52,False
34,20,720,Orin,24,72,6,40,True,PC,54,False
34,20,720,Orin,28,72,6,40,True,PC,54,False
33,20,720,Orin,21,72,6,40,True,PC,53,False
34,20,720,Orin,24,72,6,40,True,PC,54,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
34,20,720,Orin,26,72,6,40,True,PC,54,False
33,20,720,Orin,26,72,6,40,True,PC,53,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
33,20,720,Orin,28,72,6,40,True,PC,53,False
33,20,720,Orin,21,72,6,40,True,PC,53,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
34,20,720,Orin,23,72,6,40,True,PC,54,False
34,20,720,Orin,29,72,6,40,True,PC,54,False
35,20,720,Orin,25,72,6,40,True,PC,55,False
36,20,720,Orin,25,72,6,40,True,PC,56,False
36,20,720,Orin,27,72,6,40,True,PC,56,False
36,20,720,Orin,25,72,6,40,True,PC,56,False
37,20,720,Orin,25,72,6,40,True,PC,57,False
34,20,720,Orin,26,72,6,40,True,PC,54,False
34,20,720,Orin,21,72,6,40,True,PC,54,False
34,20,720,Orin,30,72,6,40,True,PC,54,False
35,20,720,Orin,25,72,6,40,True,PC,55,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
33,20,720,Orin,19,72,6,40,True,PC,53,False
33,20,720,Orin,29,72,6,40,True,PC,53,False
33,20,720,Orin,30,72,6,40,True,PC,53,False
33,20,720,Orin,23,72,6,40,True,PC,53,False
32,20,720,Orin,25,72,6,40,True,PC,52,False
33,20,720,Orin,23,72,6,40,True,PC,53,False
33,20,720,Orin,23,72,6,40,True,PC,53,False
33,20,720,Orin,26,72,6,40,True,PC,53,False
33,20,720,Orin,23,72,6,40,True,PC,53,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
32,20,720,Orin,26,72,6,40,True,PC,52,False
36,20,720,Orin,29,72,6,40,True,PC,56,False
33,20,720,Orin,28,72,6,40,True,PC,53,False
33,20,720,Orin,27,72,6,40,True,PC,53,False
34,20,720,Orin,21,72,6,40,True,PC,54,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
35,20,720,Orin,20,72,6,40,True,PC,55,False
35,20,720,Orin,23,72,6,40,True,PC,55,False
35,20,720,Orin,28,72,6,40,True,PC,55,False
37,20,720,Orin,21,72,6,40,True,PC,57,False
37,20,720,Orin,30,72,6,40,True,PC,57,False
38,20,720,Orin,25,72,6,40,True,PC,58,False
35,20,720,Orin,22,72,6,40,True,PC,55,False
35,20,720,Orin,25,72,6,40,True,PC,55,False
33,20,720,Orin,21,72,6,40,True,PC,53,False
33,20,720,Orin,26,72,6,40,True,PC,53,False
32,20,720,Orin,26,72,6,40,True,PC,52,False
33,20,720,Orin,23,72,6,40,True,PC,53,False
33,20,720,Orin,29,72,6,40,True,PC,53,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
34,20,720,Orin,26,72,6,40,True,PC,54,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
35,20,720,Orin,25,72,6,40,True,PC,55,False
35,20,720,Orin,25,72,6,40,True,PC,55,False
36,20,720,Orin,25,72,6,40,True,PC,56,False
38,20,720,Orin,26,72,6,40,True,PC,58,False
32,20,720,Orin,23,72,6,40,True,PC,52,False
36,20,720,Orin,26,72,6,40,True,PC,56,False
38,20,720,Orin,25,72,6,40,True,PC,58,False
35,20,720,Orin,22,72,6,40,True,PC,55,False
35,20,720,Orin,29,72,6,40,True,PC,55,False
35,20,720,Orin,25,72,6,40,True,PC,55,False
34,20,720,Orin,21,72,6,40,True,PC,54,False
35,20,720,Orin,25,72,6,40,True,PC,55,False
34,20,720,Orin,35,72,6,40,True,PC,54,False
34,20,720,Orin,28,72,6,40,True,PC,54,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
34,20,720,Orin,23,72,6,40,True,PC,54,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
33,20,720,Orin,25,72,6,40,True,PC,53,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
36,20,720,Orin,23,72,6,40,True,PC,56,False
34,20,720,Orin,28,72,6,40,True,PC,54,False
34,20,720,Orin,28,72,6,40,True,PC,54,False
34,20,720,Orin,21,72,6,40,True,PC,54,False
34,20,720,Orin,28,72,6,40,True,PC,54,False
35,20,720,Orin,23,72,6,40,True,PC,55,False
35,20,720,Orin,23,72,6,40,True,PC,55,False
35,20,720,Orin,26,72,6,40,True,PC,55,False
35,20,720,Orin,26,72,6,40,True,PC,55,False
38,20,720,Orin,26,72,6,40,True,PC,58,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
35,20,720,Orin,24,72,6,40,True,PC,55,False
37,20,720,Orin,26,72,6,40,True,PC,57,False
37,20,720,Orin,21,72,6,40,True,PC,57,False
37,20,720,Orin,30,72,6,40,True,PC,57,False
36,20,720,Orin,26,72,6,40,True,PC,56,False
34,20,720,Orin,28,72,6,40,True,PC,54,False
34,20,720,Orin,23,72,6,40,True,PC,54,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
34,20,720,Orin,23,72,6,40,True,PC,54,False
35,20,720,Orin,23,72,6,40,True,PC,55,False
34,20,720,Orin,32,72,6,40,True,PC,54,False
33,20,720,Orin,21,72,6,40,True,PC,53,False
33,20,720,Orin,28,72,6,40,True,PC,53,False
32,20,720,Orin,23,72,6,40,True,PC,52,False
34,20,720,Orin,27,72,6,40,True,PC,54,False
35,20,720,Orin,25,72,6,40,True,PC,55,False
35,20,720,Orin,25,72,6,40,True,PC,55,False
34,20,720,Orin,26,72,6,40,True,PC,54,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
35,20,720,Orin,26,72,6,40,True,PC,55,False
35,20,720,Orin,21,72,6,40,True,PC,55,False
36,20,720,Orin,31,72,6,40,True,PC,56,False
36,20,720,Orin,21,72,6,40,True,PC,56,False
38,20,720,Orin,30,72,6,40,True,PC,58,False
37,20,720,Orin,25,72,6,40,True,PC,57,False
37,20,720,Orin,28,72,6,40,True,PC,57,False
37,20,720,Orin,30,72,6,40,True,PC,57,False
35,20,720,Orin,22,72,6,40,True,PC,55,False
36,20,720,Orin,23,72,6,40,True,PC,56,False
34,20,720,Orin,26,72,6,40,True,PC,54,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
33,20,720,Orin,23,72,6,40,True,PC,53,False
34,20,720,Orin,23,72,6,40,True,PC,54,False
35,20,720,Orin,29,72,6,40,True,PC,55,False
35,20,720,Orin,27,72,6,40,True,PC,55,False
35,20,720,Orin,30,72,6,40,True,PC,55,False
35,20,720,Orin,22,72,6,40,True,PC,55,False
36,20,720,Orin,27,72,6,40,True,PC,56,False
36,20,720,Orin,23,72,6,40,True,PC,56,False
36,20,720,Orin,26,72,6,40,True,PC,56,False
37,20,720,Orin,21,72,6,40,True,PC,57,False
37,20,720,Orin,30,72,6,40,True,PC,57,False
37,20,720,Orin,26,72,6,40,True,PC,57,False
38,20,720,Orin,21,72,6,40,True,PC,58,False
38,20,720,Orin,26,72,6,40,True,PC,58,False
34,20,720,Orin,26,72,6,40,True,PC,54,False
35,20,720,Orin,23,72,6,40,True,PC,55,False
34,20,720,Orin,26,72,6,40,True,PC,54,False
35,20,720,Orin,25,72,6,40,True,PC,55,False
33,20,720,Orin,23,72,6,40,True,PC,53,False
34,20,720,Orin,30,72,6,40,True,PC,54,False
34,20,720,Orin,21,72,6,40,True,PC,54,False
34,20,720,Orin,25,72,6,40,True,PC,54,False
34,20,720,Orin,28,72,6,40,True,PC,54,False
35,20,720,Orin,25,72,6,40,True,PC,55,False
34,20,720,Orin,23,72,6,40,True,PC,54,False
35,20,720,Orin,25,72,6,40,True,PC,55,False
36,20,720,Orin,23,72,6,40,True,PC,56,False
36,20,720,Orin,30,72,6,40,True,PC,56,False
37,20,720,Orin,23,72,6,40,True,PC,57,False
38,20,720,Orin,26,72,6,40,True,PC,58,False
38,20,720,Orin,27,72,6,40,True,PC,58,False
38,20,720,Orin,24,72,6,40,True,PC,58,False
35,20,720,Orin,30,72,6,40,True,PC,55,False
34,20,720,Orin,23,72,6,40,True,PC,54,False
34,20,720,Orin,23,72,6,40,True,PC,54,False
34,20,720,Orin,23,72,6,40,True,PC,54,False
34,20,720,Orin,22,72,6,40,True,PC,54,False
34,20,720,Orin,18,72,6,40,True,PC,54,False
34,20,720,Orin,21,72,6,40,True,PC,54,False
32,25,720,Orin,51,72,7,65,True,PC,52,False
36,25,720,Orin,28,72,6,65,True,PC,56,False
36,25,720,Orin,26,72,6,65,True,PC,56,False
32,25,720,Orin,30,72,6,65,True,PC,52,False
36,25,720,Orin,25,72,6,65,True,PC,56,False
36,25,720,Orin,25,72,6,65,True,PC,56,False
33,25,720,Orin,34,72,6,65,True,PC,53,False
34,25,720,Orin,26,72,6,65,True,PC,54,False
35,25,720,Orin,28,72,6,65,True,PC,55,False
32,25,720,Orin,31,72,6,65,True,PC,52,False
35,25,720,Orin,24,72,6,65,True,PC,55,False
36,25,720,Orin,25,72,6,65,True,PC,56,False
32,25,720,Orin,30,72,6,65,True,PC,52,False
33,25,720,Orin,27,72,6,65,True,PC,53,False
36,25,720,Orin,30,72,6,65,True,PC,56,False
37,25,720,Orin,32,72,6,65,True,PC,57,False
36,25,720,Orin,25,72,6,65,True,PC,56,False
32,25,720,Orin,27,72,6,65,True,PC,52,False
36,25,720,Orin,27,72,6,65,True,PC,56,False
36,25,720,Orin,27,72,6,65,True,PC,56,False
32,25,720,Orin,30,72,6,65,True,PC,52,False
37,25,720,Orin,27,72,6,65,True,PC,57,False
36,25,720,Orin,24,72,6,65,True,PC,56,False
31,25,720,Orin,34,72,6,65,True,PC,51,False
34,25,720,Orin,29,72,6,65,True,PC,54,False
35,25,720,Orin,30,72,6,65,True,PC,55,False
31,25,720,Orin,24,72,6,65,True,PC,51,False
33,25,720,Orin,31,72,6,65,True,PC,53,False
31,25,720,Orin,29,72,6,65,True,PC,51,False
37,25,720,Orin,27,72,6,65,True,PC,57,False
34,25,720,Orin,38,72,6,65,True,PC,54,False
33,25,720,Orin,20,72,6,65,True,PC,53,False
35,25,720,Orin,33,72,6,65,True,PC,55,False
35,25,720,Orin,25,72,6,65,True,PC,55,False
32,25,720,Orin,28,72,6,65,True,PC,52,False
34,25,720,Orin,32,72,6,65,True,PC,54,False
32,25,720,Orin,35,72,6,65,True,PC,52,False
32,25,720,Orin,19,72,6,65,True,PC,52,False
32,25,720,Orin,32,72,6,65,True,PC,52,False
35,25,720,Orin,29,72,6,65,True,PC,55,False
35,25,720,Orin,24,72,6,65,True,PC,55,False
31,25,720,Orin,27,72,6,65,True,PC,51,False
35,25,720,Orin,30,72,6,65,True,PC,55,False
35,25,720,Orin,35,72,6,65,True,PC,55,False
31,25,720,Orin,33,72,6,65,True,PC,51,False
37,25,720,Orin,22,72,6,65,True,PC,57,False
36,25,720,Orin,32,72,6,65,True,PC,56,False
32,25,720,Orin,24,72,6,65,True,PC,52,False
32,25,720,Orin,30,72,6,65,True,PC,52,False
31,25,720,Orin,25,72,6,65,True,PC,51,False
35,25,720,Orin,25,72,6,65,True,PC,55,False
37,25,720,Orin,27,72,6,65,True,PC,57,False
32,25,720,Orin,32,72,6,65,True,PC,52,False
36,25,720,Orin,33,72,6,65,True,PC,56,False
37,25,720,Orin,29,72,6,65,True,PC,57,False
31,25,720,Orin,25,72,6,65,True,PC,51,False
35,25,720,Orin,28,72,6,65,True,PC,55,False
36,25,720,Orin,31,72,6,65,True,PC,56,False
32,25,720,Orin,27,72,6,65,True,PC,52,False
39,25,720,Orin,27,72,6,65,True,PC,59,False
35,25,720,Orin,31,72,6,65,True,PC,55,False
33,25,720,Orin,34,72,6,65,True,PC,53,False
35,25,720,Orin,30,72,6,65,True,PC,55,False
35,25,720,Orin,25,72,6,65,True,PC,55,False
31,25,720,Orin,26,72,6,65,True,PC,51,False
35,25,720,Orin,31,72,6,65,True,PC,55,False
35,25,720,Orin,24,72,6,65,True,PC,55,False
32,25,720,Orin,29,72,6,65,True,PC,52,False
35,25,720,Orin,27,72,6,65,True,PC,55,False
36,25,720,Orin,33,72,6,65,True,PC,56,False
32,25,720,Orin,35,72,6,65,True,PC,52,False
37,25,720,Orin,25,72,6,65,True,PC,57,False
36,25,720,Orin,33,72,6,65,True,PC,56,False
31,25,720,Orin,26,72,6,65,True,PC,51,False
34,25,720,Orin,30,72,6,65,True,PC,54,False
36,25,720,Orin,28,72,6,65,True,PC,56,False
36,25,720,Orin,28,72,6,65,True,PC,56,False
33,25,720,Orin,33,72,6,65,True,PC,53,False
36,25,720,Orin,27,72,6,65,True,PC,56,False
36,25,720,Orin,28,72,6,65,True,PC,56,False
31,25,720,Orin,31,72,6,65,True,PC,51,False
35,25,720,Orin,27,72,6,65,True,PC,55,False
34,25,720,Orin,29,72,6,65,True,PC,54,False
31,25,720,Orin,25,72,6,65,True,PC,51,False
35,25,720,Orin,31,72,6,65,True,PC,55,False
35,25,720,Orin,28,72,6,65,True,PC,55,False
33,25,720,Orin,25,72,6,65,True,PC,53,False
38,25,720,Orin,29,72,6,65,True,PC,58,False
37,25,720,Orin,33,72,6,65,True,PC,57,False
34,25,720,Orin,29,72,6,65,True,PC,54,False
36,25,720,Orin,31,72,6,65,True,PC,56,False
34,25,720,Orin,32,72,6,65,True,PC,54,False
32,25,720,Orin,36,72,6,65,True,PC,52,False
37,25,720,Orin,27,72,6,65,True,PC,57,False
36,25,720,Orin,25,72,6,65,True,PC,56,False
32,25,720,Orin,30,72,6,65,True,PC,52,False
37,25,720,Orin,27,72,6,65,True,PC,57,False
36,25,720,Orin,32,72,6,65,True,PC,56,False
31,25,720,Orin,26,72,6,65,True,PC,51,False
33,25,720,Orin,27,72,6,65,True,PC,53,False
31,25,720,Orin,30,72,6,65,True,PC,51,False
35,25,720,Orin,26,72,6,65,True,PC,55,False
37,25,720,Orin,23,72,6,65,True,PC,57,False
38,25,720,Orin,28,72,6,65,True,PC,58,False
33,25,720,Orin,27,72,6,65,True,PC,53,False
34,25,720,Orin,31,72,6,65,True,PC,54,False
32,25,720,Orin,25,72,6,65,True,PC,52,False
36,25,720,Orin,32,72,6,65,True,PC,56,False
35,25,720,Orin,30,72,6,65,True,PC,55,False
32,25,720,Orin,26,72,6,65,True,PC,52,False
35,25,720,Orin,27,72,6,65,True,PC,55,False
36,25,720,Orin,32,72,6,65,True,PC,56,False
32,25,720,Orin,29,72,6,65,True,PC,52,False
34,25,720,Orin,29,72,6,65,True,PC,54,False
37,25,720,Orin,31,72,6,65,True,PC,57,False
37,25,720,Orin,28,72,6,65,True,PC,57,False
37,25,720,Orin,22,72,6,65,True,PC,57,False
33,25,720,Orin,31,72,6,65,True,PC,53,False
35,25,720,Orin,27,72,6,65,True,PC,55,False
32,25,720,Orin,29,72,6,65,True,PC,52,False
36,25,720,Orin,31,72,6,65,True,PC,56,False
34,25,720,Orin,30,72,6,65,True,PC,54,False
33,25,720,Orin,33,72,6,65,True,PC,53,False
36,25,720,Orin,30,72,6,65,True,PC,56,False
36,25,720,Orin,25,72,6,65,True,PC,56,False
33,25,720,Orin,29,72,6,65,True,PC,53,False
36,25,720,Orin,26,72,6,65,True,PC,56,False
37,25,720,Orin,22,72,6,65,True,PC,57,False
32,25,720,Orin,34,72,6,65,True,PC,52,False
34,25,720,Orin,29,72,6,65,True,PC,54,False
36,25,720,Orin,25,72,6,65,True,PC,56,False
33,25,720,Orin,29,72,6,65,True,PC,53,False
35,25,720,Orin,21,72,6,65,True,PC,55,False
38,25,720,Orin,30,72,6,65,True,PC,58,False
36,25,720,Orin,25,72,6,65,True,PC,56,False
32,25,720,Orin,32,72,6,65,True,PC,52,False
34,25,720,Orin,30,72,6,65,True,PC,54,False
35,25,720,Orin,29,72,6,65,True,PC,55,False
34,25,720,Orin,31,72,6,65,True,PC,54,False
37,25,720,Orin,29,72,6,65,True,PC,57,False
37,25,720,Orin,28,72,6,65,True,PC,57,False
36,25,720,Orin,33,72,6,65,True,PC,56,False
36,25,720,Orin,31,72,6,65,True,PC,56,False
32,25,720,Orin,24,72,6,65,True,PC,52,False
36,25,720,Orin,25,72,6,65,True,PC,56,False
37,25,720,Orin,29,72,6,65,True,PC,57,False
32,25,720,Orin,30,72,6,65,True,PC,52,False
35,25,720,Orin,27,72,6,65,True,PC,55,False
36,25,720,Orin,29,72,6,65,True,PC,56,False
32,25,720,Orin,30,72,6,65,True,PC,52,False
36,25,720,Orin,30,72,6,65,True,PC,56,False
35,25,720,Orin,26,72,6,65,True,PC,55,False
32,25,720,Orin,25,72,6,65,True,PC,52,False
37,25,720,Orin,33,72,6,65,True,PC,57,False
36,25,720,Orin,30,72,6,65,True,PC,56,False
32,25,720,Orin,33,72,6,65,True,PC,52,False
37,25,720,Orin,23,72,6,65,True,PC,57,False
37,25,720,Orin,25,72,6,65,True,PC,57,False
33,25,720,Orin,34,72,6,65,True,PC,53,False
37,25,720,Orin,29,72,6,65,True,PC,57,False
38,25,720,Orin,31,72,6,65,True,PC,58,False
32,25,720,Orin,31,72,6,65,True,PC,52,False
38,25,720,Orin,23,72,6,65,True,PC,58,False
37,25,720,Orin,34,72,6,65,True,PC,57,False
32,25,720,Orin,31,72,6,65,True,PC,52,False
36,25,720,Orin,25,72,6,65,True,PC,56,False
37,25,720,Orin,28,72,6,65,True,PC,57,False
32,25,720,Orin,30,72,6,65,True,PC,52,False
34,25,720,Orin,32,72,6,65,True,PC,54,False
