delta,fps,pixel,device_type,cpu,memory,consumption,gpu,in_time,consumer_location,cumm_net_delay,latency_slo
40,20,1080,Laptop,49,26,22,0,True,PC,60,False
42,20,1080,Laptop,52,26,22,0,True,PC,62,False
41,20,1080,Laptop,50,26,22,0,True,PC,61,False
41,20,1080,Laptop,51,26,22,0,True,PC,61,False
41,20,1080,Laptop,51,26,22,0,True,PC,61,False
42,20,1080,Laptop,51,26,22,0,True,PC,62,False
41,20,1080,Laptop,51,26,22,0,True,PC,61,False
41,20,1080,Laptop,51,26,22,0,True,PC,61,False
41,20,1080,Laptop,51,26,22,0,True,PC,61,False
42,20,1080,Laptop,50,26,22,0,True,PC,62,False
41,20,1080,Laptop,53,26,22,0,True,PC,61,False
40,20,1080,Laptop,50,26,22,0,True,PC,60,False
41,20,1080,Laptop,50,26,22,0,True,PC,61,False
41,20,1080,Laptop,51,26,22,0,True,PC,61,False
41,20,1080,Laptop,50,26,22,0,True,PC,61,False
41,20,1080,Laptop,52,26,22,0,True,PC,61,False
41,20,1080,Laptop,49,26,22,0,True,PC,61,False
41,20,1080,Laptop,53,26,22,0,True,PC,61,False
41,20,1080,Laptop,50,26,22,0,True,PC,61,False
41,20,1080,Laptop,51,26,22,0,True,PC,61,False
41,20,1080,Laptop,51,26,22,0,True,PC,61,False
41,20,1080,Laptop,49,26,22,0,True,PC,61,False
41,20,1080,Laptop,50,26,22,0,True,PC,61,False
41,20,1080,Laptop,50,26,22,0,True,PC,61,False
41,20,1080,Laptop,52,26,22,0,True,PC,61,False
42,20,1080,Laptop,51,26,22,0,True,PC,62,False
42,20,1080,Laptop,49,26,22,0,True,PC,62,False
41,20,1080,Laptop,52,26,22,0,True,PC,61,False
41,20,1080,Laptop,49,26,22,0,True,PC,61,False
41,20,1080,Laptop,51,26,22,0,True,PC,61,False
42,20,1080,Laptop,50,26,22,0,True,PC,62,False
41,20,1080,Laptop,51,26,22,0,True,PC,61,False
41,20,1080,Laptop,49,26,22,0,True,PC,61,False
41,20,1080,Laptop,52,26,22,0,True,PC,61,False
42,20,1080,Laptop,50,26,22,0,True,PC,62,False
42,20,1080,Laptop,50,26,22,0,True,PC,62,False
41,20,1080,Laptop,51,26,22,0,True,PC,61,False
41,20,1080,Laptop,50,26,22,0,True,PC,61,False
41,20,1080,Laptop,52,26,22,0,True,PC,61,False
42,20,1080,Laptop,51,26,22,0,True,PC,62,False
41,20,1080,Laptop,50,26,22,0,True,PC,61,False
42,20,1080,Laptop,52,26,22,0,True,PC,62,False
41,20,1080,Laptop,50,26,22,0,True,PC,61,False
41,20,1080,Laptop,51,26,22,0,True,PC,61,False
42,20,1080,Laptop,50,26,22,0,True,PC,62,False
42,20,1080,Laptop,50,26,22,0,True,PC,62,False
41,20,1080,Laptop,52,26,22,0,True,PC,61,False
41,20,1080,Laptop,50,26,22,0,True,PC,61,False
41,20,1080,Laptop,52,26,22,0,True,PC,61,False
41,20,1080,Laptop,50,26,22,0,True,PC,61,False
41,20,1080,Laptop,51,26,22,0,True,PC,61,False
42,20,1080,Laptop,51,26,22,0,True,PC,62,False
41,20,1080,Laptop,50,26,22,0,True,PC,61,False
41,20,1080,Laptop,52,26,22,0,True,PC,61,False
41,20,1080,Laptop,50,26,22,0,True,PC,61,False
41,20,1080,Laptop,51,26,22,0,True,PC,61,False
41,20,1080,Laptop,50,26,22,0,True,PC,61,False
41,20,1080,Laptop,51,26,22,0,True,PC,61,False
42,20,1080,Laptop,51,26,22,0,True,PC,62,False
42,20,1080,Laptop,51,26,22,0,True,PC,62,False
41,20,1080,Laptop,51,26,22,0,True,PC,61,False
42,20,1080,Laptop,51,26,22,0,True,PC,62,False
42,20,1080,Laptop,51,26,22,0,True,PC,62,False
42,20,1080,Laptop,51,26,22,0,True,PC,62,False
44,20,1080,Laptop,52,26,22,0,True,PC,64,False
44,20,1080,Laptop,51,26,22,0,True,PC,64,False
42,20,1080,Laptop,51,26,22,0,True,PC,62,False
41,20,1080,Laptop,50,26,22,0,True,PC,61,False
42,20,1080,Laptop,52,26,22,0,True,PC,62,False
42,20,1080,Laptop,51,26,22,0,True,PC,62,False
42,20,1080,Laptop,49,26,22,0,True,PC,62,False
41,20,1080,Laptop,53,26,22,0,True,PC,61,False
42,20,1080,Laptop,49,26,22,0,True,PC,62,False
42,20,1080,Laptop,53,26,22,0,True,PC,62,False
42,20,1080,Laptop,50,26,22,0,True,PC,62,False
42,20,1080,Laptop,52,26,22,0,True,PC,62,False
42,20,1080,Laptop,51,26,22,0,True,PC,62,False
42,20,1080,Laptop,49,26,22,0,True,PC,62,False
42,20,1080,Laptop,52,26,22,0,True,PC,62,False
42,20,1080,Laptop,51,26,22,0,True,PC,62,False
41,20,1080,Laptop,51,26,22,0,True,PC,61,False
42,20,1080,Laptop,51,26,22,0,True,PC,62,False
42,20,1080,Laptop,48,26,22,0,True,PC,62,False
42,20,1080,Laptop,52,26,22,0,True,PC,62,False
43,20,1080,Laptop,51,26,22,0,True,PC,63,False
43,20,1080,Laptop,51,26,22,0,True,PC,63,False
42,20,1080,Laptop,51,26,22,0,True,PC,62,False
43,20,1080,Laptop,49,26,22,0,True,PC,63,False
41,20,1080,Laptop,52,26,22,0,True,PC,61,False
42,20,1080,Laptop,51,26,22,0,True,PC,62,False
42,20,1080,Laptop,48,26,22,0,True,PC,62,False
42,20,1080,Laptop,51,26,22,0,True,PC,62,False
41,20,1080,Laptop,50,26,22,0,True,PC,61,False
42,20,1080,Laptop,52,26,22,0,True,PC,62,False
42,20,1080,Laptop,50,26,22,0,True,PC,62,False
42,20,1080,Laptop,48,26,22,0,True,PC,62,False
42,20,1080,Laptop,51,26,22,0,True,PC,62,False
41,20,1080,Laptop,48,26,22,0,True,PC,61,False
42,20,1080,Laptop,51,26,22,0,True,PC,62,False
41,20,1080,Laptop,48,26,22,0,True,PC,61,False
41,20,1080,Laptop,52,26,22,0,True,PC,61,False
42,20,1080,Laptop,48,26,22,0,True,PC,62,False
41,20,1080,Laptop,51,26,22,0,True,PC,61,False
41,20,1080,Laptop,48,26,22,0,True,PC,61,False
41,20,1080,Laptop,51,26,22,0,True,PC,61,False
41,20,1080,Laptop,48,26,22,0,True,PC,61,False
41,20,1080,Laptop,53,26,22,0,True,PC,61,False
41,20,1080,Laptop,51,26,22,0,True,PC,61,False
41,20,1080,Laptop,49,26,22,0,True,PC,61,False
44,25,1080,Laptop,56,26,22,0,False,PC,64,False
42,25,1080,Laptop,52,26,22,0,False,PC,62,False
41,25,1080,Laptop,52,26,22,0,False,PC,61,False
41,25,1080,Laptop,51,26,22,0,False,PC,61,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
41,25,1080,Laptop,52,26,22,0,False,PC,61,False
41,25,1080,Laptop,54,26,22,0,False,PC,61,False
42,25,1080,Laptop,50,26,22,0,False,PC,62,False
42,25,1080,Laptop,54,26,22,0,False,PC,62,False
41,25,1080,Laptop,52,26,22,0,False,PC,61,False
41,25,1080,Laptop,54,26,22,0,False,PC,61,False
42,25,1080,Laptop,50,26,22,0,False,PC,62,False
42,25,1080,Laptop,54,26,22,0,False,PC,62,False
41,25,1080,Laptop,52,26,22,0,False,PC,61,False
41,25,1080,Laptop,54,26,22,0,False,PC,61,False
42,25,1080,Laptop,51,26,22,0,False,PC,62,False
41,25,1080,Laptop,53,26,22,0,False,PC,61,False
41,25,1080,Laptop,52,26,22,0,False,PC,61,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
41,25,1080,Laptop,52,26,22,0,False,PC,61,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
41,25,1080,Laptop,51,26,22,0,False,PC,61,False
41,25,1080,Laptop,54,26,22,0,False,PC,61,False
41,25,1080,Laptop,50,26,22,0,False,PC,61,False
42,25,1080,Laptop,54,26,22,0,False,PC,62,False
41,25,1080,Laptop,52,26,22,0,False,PC,61,False
41,25,1080,Laptop,52,26,22,0,False,PC,61,False
41,25,1080,Laptop,53,26,22,0,False,PC,61,False
42,25,1080,Laptop,51,26,22,0,False,PC,62,False
41,25,1080,Laptop,54,26,22,0,False,PC,61,False
41,25,1080,Laptop,50,26,22,0,False,PC,61,False
41,25,1080,Laptop,54,26,22,0,False,PC,61,False
42,25,1080,Laptop,50,26,22,0,False,PC,62,False
41,25,1080,Laptop,53,26,22,0,False,PC,61,False
41,25,1080,Laptop,52,26,22,0,False,PC,61,False
41,25,1080,Laptop,52,26,22,0,False,PC,61,False
41,25,1080,Laptop,50,26,22,0,False,PC,61,False
41,25,1080,Laptop,54,26,22,0,False,PC,61,False
41,25,1080,Laptop,52,26,22,0,False,PC,61,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
41,25,1080,Laptop,52,26,22,0,False,PC,61,False
42,25,1080,Laptop,55,26,22,0,False,PC,62,False
42,25,1080,Laptop,52,26,22,0,False,PC,62,False
41,25,1080,Laptop,52,26,22,0,False,PC,61,False
42,25,1080,Laptop,55,26,22,0,False,PC,62,False
41,25,1080,Laptop,50,26,22,0,False,PC,61,False
41,25,1080,Laptop,54,26,22,0,False,PC,61,False
41,25,1080,Laptop,51,26,22,0,False,PC,61,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
42,25,1080,Laptop,51,26,22,0,False,PC,62,False
42,25,1080,Laptop,54,26,22,0,False,PC,62,False
42,25,1080,Laptop,52,26,22,0,False,PC,62,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
41,25,1080,Laptop,51,26,22,0,False,PC,61,False
42,25,1080,Laptop,54,26,22,0,False,PC,62,False
41,25,1080,Laptop,51,26,22,0,False,PC,61,False
43,25,1080,Laptop,53,26,22,0,False,PC,63,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
44,25,1080,Laptop,52,26,22,0,False,PC,64,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
42,25,1080,Laptop,51,26,22,0,False,PC,62,False
42,25,1080,Laptop,55,26,22,0,False,PC,62,False
42,25,1080,Laptop,50,26,22,0,False,PC,62,False
42,25,1080,Laptop,54,26,22,0,False,PC,62,False
42,25,1080,Laptop,52,26,22,0,False,PC,62,False
41,25,1080,Laptop,52,26,22,0,False,PC,61,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
41,25,1080,Laptop,53,26,22,0,False,PC,61,False
42,25,1080,Laptop,50,26,22,0,False,PC,62,False
42,25,1080,Laptop,55,26,22,0,False,PC,62,False
42,25,1080,Laptop,52,26,22,0,False,PC,62,False
41,25,1080,Laptop,52,26,22,0,False,PC,61,False
41,25,1080,Laptop,50,26,22,0,False,PC,61,False
41,25,1080,Laptop,55,26,22,0,False,PC,61,False
42,25,1080,Laptop,51,26,22,0,False,PC,62,False
41,25,1080,Laptop,54,26,22,0,False,PC,61,False
41,25,1080,Laptop,51,26,22,0,False,PC,61,False
41,25,1080,Laptop,52,26,22,0,False,PC,61,False
42,25,1080,Laptop,52,26,22,0,False,PC,62,False
41,25,1080,Laptop,52,26,22,0,False,PC,61,False
41,25,1080,Laptop,51,26,22,0,False,PC,61,False
41,25,1080,Laptop,53,26,22,0,False,PC,61,False
42,25,1080,Laptop,51,26,22,0,False,PC,62,False
41,25,1080,Laptop,53,26,22,0,False,PC,61,False
41,25,1080,Laptop,50,26,22,0,False,PC,61,False
41,25,1080,Laptop,54,26,22,0,False,PC,61,False
42,25,1080,Laptop,49,26,22,0,False,PC,62,False
41,25,1080,Laptop,53,26,22,0,False,PC,61,False
42,25,1080,Laptop,50,26,22,0,False,PC,62,False
42,25,1080,Laptop,54,26,22,0,False,PC,62,False
42,25,1080,Laptop,51,26,22,0,False,PC,62,False
41,25,1080,Laptop,54,26,22,0,False,PC,61,False
42,25,1080,Laptop,50,26,22,0,False,PC,62,False
42,25,1080,Laptop,54,26,22,0,False,PC,62,False
42,25,1080,Laptop,50,26,22,0,False,PC,62,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
41,25,1080,Laptop,51,26,22,0,False,PC,61,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
42,25,1080,Laptop,50,26,22,0,False,PC,62,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
42,25,1080,Laptop,51,26,22,0,False,PC,62,False
41,25,1080,Laptop,53,26,22,0,False,PC,61,False
42,25,1080,Laptop,51,26,22,0,False,PC,62,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
41,25,1080,Laptop,51,26,22,0,False,PC,61,False
41,25,1080,Laptop,52,26,22,0,False,PC,61,False
42,25,1080,Laptop,52,26,22,0,False,PC,62,False
42,25,1080,Laptop,52,26,22,0,False,PC,62,False
42,25,1080,Laptop,52,26,22,0,False,PC,62,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
42,25,1080,Laptop,50,26,22,0,False,PC,62,False
41,25,1080,Laptop,54,26,22,0,False,PC,61,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
42,25,1080,Laptop,52,26,22,0,False,PC,62,False
41,25,1080,Laptop,50,26,22,0,False,PC,61,False
42,25,1080,Laptop,54,26,22,0,False,PC,62,False
41,25,1080,Laptop,52,26,22,0,False,PC,61,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
41,25,1080,Laptop,52,26,22,0,False,PC,61,False
42,25,1080,Laptop,54,26,22,0,False,PC,62,False
42,25,1080,Laptop,52,26,22,0,False,PC,62,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
42,25,1080,Laptop,50,26,22,0,False,PC,62,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
42,25,1080,Laptop,52,26,22,0,False,PC,62,False
42,25,1080,Laptop,51,26,22,0,False,PC,62,False
41,25,1080,Laptop,52,26,22,0,False,PC,61,False
42,25,1080,Laptop,51,26,22,0,False,PC,62,False
41,25,1080,Laptop,54,26,22,0,False,PC,61,False
42,25,1080,Laptop,50,26,22,0,False,PC,62,False
42,25,1080,Laptop,54,26,22,0,False,PC,62,False
42,25,1080,Laptop,50,26,22,0,False,PC,62,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
42,25,1080,Laptop,52,26,22,0,False,PC,62,False
42,25,1080,Laptop,50,26,22,0,False,PC,62,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
42,25,1080,Laptop,51,26,22,0,False,PC,62,False
41,25,1080,Laptop,54,26,22,0,False,PC,61,False
42,25,1080,Laptop,51,26,22,0,False,PC,62,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
42,25,1080,Laptop,50,26,22,0,False,PC,62,False
41,25,1080,Laptop,53,26,22,0,False,PC,61,False
42,25,1080,Laptop,51,26,22,0,False,PC,62,False
42,25,1080,Laptop,55,26,22,0,False,PC,62,False
42,25,1080,Laptop,52,26,22,0,False,PC,62,False
41,25,1080,Laptop,53,26,22,0,False,PC,61,False
42,25,1080,Laptop,52,26,22,0,False,PC,62,False
41,25,1080,Laptop,53,26,22,0,False,PC,61,False
41,25,1080,Laptop,52,26,22,0,False,PC,61,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
42,25,1080,Laptop,50,26,22,0,False,PC,62,False
42,25,1080,Laptop,52,26,22,0,False,PC,62,False
41,25,1080,Laptop,51,26,22,0,False,PC,61,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
42,25,1080,Laptop,50,26,22,0,False,PC,62,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
42,25,1080,Laptop,50,26,22,0,False,PC,62,False
42,25,1080,Laptop,54,26,22,0,False,PC,62,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
42,25,1080,Laptop,50,26,22,0,False,PC,62,False
42,25,1080,Laptop,52,26,22,0,False,PC,62,False
42,25,1080,Laptop,50,26,22,0,False,PC,62,False
42,25,1080,Laptop,54,26,22,0,False,PC,62,False
42,25,1080,Laptop,52,26,22,0,False,PC,62,False
42,25,1080,Laptop,50,26,22,0,False,PC,62,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
42,25,1080,Laptop,53,26,22,0,False,PC,62,False
42,25,1080,Laptop,50,26,22,0,False,PC,62,False
42,25,1080,Laptop,54,26,22,0,False,PC,62,False
42,25,1080,Laptop,52,26,22,0,False,PC,62,False
42,25,1080,Laptop,51,26,22,0,False,PC,62,False
43,25,1080,Laptop,51,26,22,0,False,PC,63,False
43,25,1080,Laptop,53,26,22,0,False,PC,63,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
43,25,1080,Laptop,53,26,22,0,False,PC,63,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
43,25,1080,Laptop,50,26,22,0,False,PC,63,False
44,25,1080,Laptop,54,26,22,0,False,PC,64,False
43,25,1080,Laptop,51,26,22,0,False,PC,63,False
43,25,1080,Laptop,53,26,22,0,False,PC,63,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
43,25,1080,Laptop,50,26,22,0,False,PC,63,False
44,25,1080,Laptop,52,26,22,0,False,PC,64,False
43,25,1080,Laptop,53,26,22,0,False,PC,63,False
42,25,1080,Laptop,54,26,22,0,False,PC,62,False
43,25,1080,Laptop,53,26,22,0,False,PC,63,False
43,25,1080,Laptop,51,26,22,0,False,PC,63,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
44,25,1080,Laptop,52,26,22,0,False,PC,64,False
43,25,1080,Laptop,51,26,22,0,False,PC,63,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
43,25,1080,Laptop,50,26,22,0,False,PC,63,False
43,25,1080,Laptop,53,26,22,0,False,PC,63,False
44,25,1080,Laptop,54,26,22,0,False,PC,64,False
43,25,1080,Laptop,50,26,22,0,False,PC,63,False
44,25,1080,Laptop,53,26,22,0,False,PC,64,False
44,25,1080,Laptop,55,26,22,0,False,PC,64,False
43,25,1080,Laptop,51,26,22,0,False,PC,63,False
44,25,1080,Laptop,52,26,22,0,False,PC,64,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
43,25,1080,Laptop,51,26,22,0,False,PC,63,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
43,25,1080,Laptop,51,26,22,0,False,PC,63,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
43,25,1080,Laptop,50,26,22,0,False,PC,63,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
44,25,1080,Laptop,55,26,22,0,False,PC,64,False
43,25,1080,Laptop,51,26,22,0,False,PC,63,False
43,25,1080,Laptop,53,26,22,0,False,PC,63,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
44,25,1080,Laptop,52,26,22,0,False,PC,64,False
43,25,1080,Laptop,53,26,22,0,False,PC,63,False
43,25,1080,Laptop,51,26,22,0,False,PC,63,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
42,25,1080,Laptop,52,26,22,0,False,PC,62,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
44,25,1080,Laptop,52,26,22,0,False,PC,64,False
43,25,1080,Laptop,51,26,22,0,False,PC,63,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
43,25,1080,Laptop,51,26,22,0,False,PC,63,False
43,25,1080,Laptop,50,26,22,0,False,PC,63,False
43,25,1080,Laptop,54,26,22,0,False,PC,63,False
43,25,1080,Laptop,53,26,22,0,False,PC,63,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
44,25,1080,Laptop,52,26,22,0,False,PC,64,False
42,25,1080,Laptop,52,26,22,0,False,PC,62,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
44,25,1080,Laptop,50,26,22,0,False,PC,64,False
43,25,1080,Laptop,50,26,22,0,False,PC,63,False
43,25,1080,Laptop,53,26,22,0,False,PC,63,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
43,25,1080,Laptop,53,26,22,0,False,PC,63,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
43,25,1080,Laptop,51,26,22,0,False,PC,63,False
43,25,1080,Laptop,53,26,22,0,False,PC,63,False
44,25,1080,Laptop,53,26,22,0,False,PC,64,False
44,25,1080,Laptop,52,26,22,0,False,PC,64,False
43,25,1080,Laptop,54,26,22,0,False,PC,63,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
44,25,1080,Laptop,53,26,22,0,False,PC,64,False
44,25,1080,Laptop,53,26,22,0,False,PC,64,False
44,25,1080,Laptop,55,26,22,0,False,PC,64,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
43,25,1080,Laptop,54,26,22,0,False,PC,63,False
44,25,1080,Laptop,56,26,22,0,False,PC,64,False
43,25,1080,Laptop,52,26,22,0,False,PC,63,False
43,25,1080,Laptop,53,26,22,0,False,PC,63,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
44,25,1080,Laptop,55,26,22,0,False,PC,64,False
43,25,1080,Laptop,51,26,22,0,False,PC,63,False
44,25,1080,Laptop,52,26,22,0,False,PC,64,False
43,25,1080,Laptop,51,26,22,0,False,PC,63,False
44,25,1080,Laptop,53,26,22,0,False,PC,64,False
44,25,1080,Laptop,50,26,22,0,False,PC,64,False
44,25,1080,Laptop,52,26,22,0,False,PC,64,False
43,25,1080,Laptop,51,26,22,0,False,PC,63,False
43,25,1080,Laptop,53,26,22,0,False,PC,63,False
44,25,1080,Laptop,53,26,22,0,False,PC,64,False
44,25,1080,Laptop,50,26,22,0,False,PC,64,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
43,25,1080,Laptop,51,26,22,0,False,PC,63,False
43,25,1080,Laptop,50,26,22,0,False,PC,63,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
44,25,1080,Laptop,52,26,22,0,False,PC,64,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
43,25,1080,Laptop,50,26,22,0,False,PC,63,False
44,25,1080,Laptop,51,26,22,0,False,PC,64,False
45,30,1080,Laptop,60,26,22,0,False,PC,65,False
42,30,1080,Laptop,52,26,22,0,False,PC,62,False
43,30,1080,Laptop,53,26,22,0,False,PC,63,False
42,30,1080,Laptop,50,26,22,0,False,PC,62,False
44,30,1080,Laptop,52,26,22,0,False,PC,64,False
42,30,1080,Laptop,52,26,22,0,False,PC,62,False
43,30,1080,Laptop,52,26,22,0,False,PC,63,False
42,30,1080,Laptop,50,26,22,0,False,PC,62,False
42,30,1080,Laptop,53,26,22,0,False,PC,62,False
43,30,1080,Laptop,52,26,22,0,False,PC,63,False
43,30,1080,Laptop,53,26,22,0,False,PC,63,False
43,30,1080,Laptop,52,26,22,0,False,PC,63,False
42,30,1080,Laptop,52,26,22,0,False,PC,62,False
42,30,1080,Laptop,53,26,22,0,False,PC,62,False
43,30,1080,Laptop,50,26,22,0,False,PC,63,False
43,30,1080,Laptop,54,26,22,0,False,PC,63,False
42,30,1080,Laptop,52,26,22,0,False,PC,62,False
43,30,1080,Laptop,53,26,22,0,False,PC,63,False
43,30,1080,Laptop,51,26,22,0,False,PC,63,False
42,30,1080,Laptop,52,26,22,0,False,PC,62,False
43,30,1080,Laptop,53,26,22,0,False,PC,63,False
43,30,1080,Laptop,52,26,22,0,False,PC,63,False
43,30,1080,Laptop,50,26,22,0,False,PC,63,False
43,30,1080,Laptop,52,26,22,0,False,PC,63,False
42,30,1080,Laptop,53,26,22,0,False,PC,62,False
42,30,1080,Laptop,50,26,22,0,False,PC,62,False
43,30,1080,Laptop,53,26,22,0,False,PC,63,False
43,30,1080,Laptop,53,26,22,0,False,PC,63,False
43,30,1080,Laptop,52,26,22,0,False,PC,63,False
43,30,1080,Laptop,53,26,22,0,False,PC,63,False
42,30,1080,Laptop,51,26,22,0,False,PC,62,False
43,30,1080,Laptop,52,26,22,0,False,PC,63,False
43,30,1080,Laptop,52,26,22,0,False,PC,63,False
43,30,1080,Laptop,52,26,22,0,False,PC,63,False
43,30,1080,Laptop,53,26,22,0,False,PC,63,False
43,30,1080,Laptop,52,26,22,0,False,PC,63,False
42,30,1080,Laptop,51,26,22,0,False,PC,62,False
43,30,1080,Laptop,52,26,22,0,False,PC,63,False
42,30,1080,Laptop,53,26,22,0,False,PC,62,False
43,30,1080,Laptop,52,26,22,0,False,PC,63,False
43,30,1080,Laptop,50,26,22,0,False,PC,63,False
43,30,1080,Laptop,53,26,22,0,False,PC,63,False
42,30,1080,Laptop,53,26,22,0,False,PC,62,False
42,30,1080,Laptop,51,26,22,0,False,PC,62,False
43,30,1080,Laptop,53,26,22,0,False,PC,63,False
42,30,1080,Laptop,52,26,22,0,False,PC,62,False
42,30,1080,Laptop,52,26,22,0,False,PC,62,False
42,30,1080,Laptop,51,26,22,0,False,PC,62,False
43,30,1080,Laptop,52,26,22,0,False,PC,63,False
43,30,1080,Laptop,52,26,22,0,False,PC,63,False
43,30,1080,Laptop,53,26,22,0,False,PC,63,False
43,30,1080,Laptop,53,26,22,0,False,PC,63,False
43,30,1080,Laptop,50,26,22,0,False,PC,63,False
43,30,1080,Laptop,52,26,22,0,False,PC,63,False
42,30,1080,Laptop,53,26,22,0,False,PC,62,False
43,30,1080,Laptop,52,26,22,0,False,PC,63,False
43,30,1080,Laptop,49,26,22,0,False,PC,63,False
43,30,1080,Laptop,53,26,22,0,False,PC,63,False
43,30,1080,Laptop,51,26,22,0,False,PC,63,False
43,30,1080,Laptop,54,26,22,0,False,PC,63,False
43,30,1080,Laptop,53,26,22,0,False,PC,63,False
43,30,1080,Laptop,52,26,22,0,False,PC,63,False
42,30,1080,Laptop,54,26,22,0,False,PC,62,False
42,30,1080,Laptop,52,26,22,0,False,PC,62,False
43,30,1080,Laptop,52,26,22,0,False,PC,63,False
42,30,1080,Laptop,52,26,22,0,False,PC,62,False
42,30,1080,Laptop,53,26,22,0,False,PC,62,False
43,30,1080,Laptop,53,26,22,0,False,PC,63,False
43,30,1080,Laptop,50,26,22,0,False,PC,63,False
43,30,1080,Laptop,53,26,22,0,False,PC,63,False
42,30,1080,Laptop,53,26,22,0,False,PC,62,False
42,30,1080,Laptop,51,26,22,0,False,PC,62,False
43,30,1080,Laptop,54,26,22,0,False,PC,63,False
42,30,1080,Laptop,52,26,22,0,False,PC,62,False
42,30,1080,Laptop,51,26,22,0,False,PC,62,False
42,30,1080,Laptop,53,26,22,0,False,PC,62,False
42,30,1080,Laptop,52,26,22,0,False,PC,62,False
42,30,1080,Laptop,52,26,22,0,False,PC,62,False
43,30,1080,Laptop,51,26,22,0,False,PC,63,False
43,30,1080,Laptop,53,26,22,0,False,PC,63,False
