delta_privacy,fps,pixel,timestamp,device_type,cpu,memory,consumption,gpu
35,20,720,2024-03-26 10:07:42.119025,Orin,26,74,6,50
36,20,720,2024-03-26 10:07:42.184342,Orin,23,74,6,50
35,20,720,2024-03-26 10:07:42.248963,Orin,25,74,6,50
35,20,720,2024-03-26 10:07:42.313975,Orin,24,74,6,50
35,20,720,2024-03-26 10:07:42.380623,Orin,28,74,6,50
35,20,720,2024-03-26 10:07:42.443192,Orin,21,74,6,50
35,20,720,2024-03-26 10:07:42.509467,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:42.575463,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:42.640317,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:42.705665,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:42.772559,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:42.836547,Orin,25,74,6,50
35,20,720,2024-03-26 10:07:42.899746,Orin,21,74,6,50
36,20,720,2024-03-26 10:07:42.965490,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:43.030230,Orin,28,74,6,50
36,20,720,2024-03-26 10:07:43.096190,Orin,26,74,6,50
36,20,720,2024-03-26 10:07:43.161187,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:43.225258,Orin,32,74,6,50
36,20,720,2024-03-26 10:07:43.290348,Orin,38,74,6,50
35,20,720,2024-03-26 10:07:43.353706,Orin,29,74,6,50
35,20,720,2024-03-26 10:07:43.416995,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:43.482868,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:43.549210,Orin,26,74,6,50
36,20,720,2024-03-26 10:07:43.613955,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:43.679026,Orin,25,74,6,50
37,20,720,2024-03-26 10:07:43.744660,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:43.808791,Orin,26,74,6,50
36,20,720,2024-03-26 10:07:43.873355,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:43.937821,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:44.002820,Orin,27,74,6,50
36,20,720,2024-03-26 10:07:44.068449,Orin,27,74,6,50
36,20,720,2024-03-26 10:07:44.132937,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:44.198022,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:44.262812,Orin,27,74,6,50
36,20,720,2024-03-26 10:07:44.326857,Orin,27,74,6,50
36,20,720,2024-03-26 10:07:44.391978,Orin,21,74,6,50
36,20,720,2024-03-26 10:07:44.459008,Orin,24,74,6,50
36,20,720,2024-03-26 10:07:44.523702,Orin,24,74,6,50
36,20,720,2024-03-26 10:07:44.588554,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:44.653464,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:44.717885,Orin,25,74,6,50
37,20,720,2024-03-26 10:07:44.786574,Orin,40,74,6,50
37,20,720,2024-03-26 10:07:44.852197,Orin,41,74,7,50
36,20,720,2024-03-26 10:07:44.915864,Orin,26,74,6,50
36,20,720,2024-03-26 10:07:44.980448,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:45.045308,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:45.110731,Orin,22,74,6,50
36,20,720,2024-03-26 10:07:45.175641,Orin,22,74,6,50
36,20,720,2024-03-26 10:07:45.239964,Orin,21,74,6,50
36,20,720,2024-03-26 10:07:45.305353,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:45.370734,Orin,21,74,6,50
36,20,720,2024-03-26 10:07:45.435687,Orin,24,74,6,50
36,20,720,2024-03-26 10:07:45.500506,Orin,18,74,6,50
36,20,720,2024-03-26 10:07:45.565164,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:45.630414,Orin,22,74,6,50
36,20,720,2024-03-26 10:07:45.695053,Orin,22,74,6,50
36,20,720,2024-03-26 10:07:45.760497,Orin,18,74,6,50
36,20,720,2024-03-26 10:07:45.825323,Orin,18,74,6,50
36,20,720,2024-03-26 10:07:45.890536,Orin,21,74,6,50
36,20,720,2024-03-26 10:07:45.955196,Orin,26,74,6,50
36,20,720,2024-03-26 10:07:46.020823,Orin,20,74,6,50
36,20,720,2024-03-26 10:07:46.085817,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:46.150442,Orin,22,74,6,50
37,20,720,2024-03-26 10:07:46.215824,Orin,20,74,6,50
36,20,720,2024-03-26 10:07:46.280184,Orin,16,74,6,50
36,20,720,2024-03-26 10:07:46.345128,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:46.409428,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:46.473847,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:46.539812,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:46.604088,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:46.669044,Orin,18,74,6,50
36,20,720,2024-03-26 10:07:46.734185,Orin,24,74,6,50
36,20,720,2024-03-26 10:07:46.799335,Orin,22,74,6,50
36,20,720,2024-03-26 10:07:46.864242,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:46.929547,Orin,20,74,6,50
36,20,720,2024-03-26 10:07:46.994488,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:47.060085,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:47.124959,Orin,21,74,6,50
36,20,720,2024-03-26 10:07:47.189941,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:47.254651,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:47.319120,Orin,20,74,6,50
36,20,720,2024-03-26 10:07:47.384837,Orin,21,74,6,50
36,20,720,2024-03-26 10:07:47.448577,Orin,18,74,6,50
36,20,720,2024-03-26 10:07:47.513029,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:47.578397,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:47.643217,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:47.708382,Orin,18,74,6,50
37,20,720,2024-03-26 10:07:47.773694,Orin,21,74,6,50
36,20,720,2024-03-26 10:07:47.838159,Orin,25,74,6,50
37,20,720,2024-03-26 10:07:47.903456,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:47.966922,Orin,22,74,6,50
36,20,720,2024-03-26 10:07:48.031995,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:48.096560,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:48.161900,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:48.226937,Orin,22,74,6,50
36,20,720,2024-03-26 10:07:48.292108,Orin,21,74,6,50
37,20,720,2024-03-26 10:07:48.357981,Orin,25,74,6,50
37,20,720,2024-03-26 10:07:48.422840,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:48.486799,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:48.551436,Orin,21,74,6,50
37,20,720,2024-03-26 10:07:48.616601,Orin,25,74,6,50
37,20,720,2024-03-26 10:07:48.680614,Orin,18,74,6,50
37,20,720,2024-03-26 10:07:48.745295,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:48.809402,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:48.874387,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:48.939241,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:49.003783,Orin,21,74,6,50
36,20,720,2024-03-26 10:07:49.068621,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:49.133288,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:49.197576,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:49.262601,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:49.326849,Orin,22,74,6,50
36,20,720,2024-03-26 10:07:49.391527,Orin,21,74,6,50
36,20,720,2024-03-26 10:07:49.456441,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:49.521167,Orin,20,74,6,50
36,20,720,2024-03-26 10:07:49.586130,Orin,25,74,6,50
37,20,720,2024-03-26 10:07:49.651736,Orin,22,74,6,50
36,20,720,2024-03-26 10:07:49.715693,Orin,27,74,6,50
36,20,720,2024-03-26 10:07:49.780279,Orin,18,74,6,50
37,20,720,2024-03-26 10:07:49.845439,Orin,20,74,6,50
37,20,720,2024-03-26 10:07:49.909932,Orin,21,74,6,50
36,20,720,2024-03-26 10:07:49.973803,Orin,25,74,6,50
37,20,720,2024-03-26 10:07:50.038080,Orin,24,74,6,50
37,20,720,2024-03-26 10:07:50.103690,Orin,25,74,6,50
37,20,720,2024-03-26 10:07:50.168576,Orin,18,74,6,50
37,20,720,2024-03-26 10:07:50.233325,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:50.297904,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:50.363094,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:50.427572,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:50.491754,Orin,18,74,6,50
37,20,720,2024-03-26 10:07:50.556467,Orin,21,74,6,50
37,20,720,2024-03-26 10:07:50.621703,Orin,25,74,6,50
37,20,720,2024-03-26 10:07:50.685411,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:50.750067,Orin,20,74,6,50
37,20,720,2024-03-26 10:07:50.815084,Orin,25,74,6,50
37,20,720,2024-03-26 10:07:50.880315,Orin,21,74,6,50
37,20,720,2024-03-26 10:07:50.944832,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:51.010193,Orin,21,74,6,50
37,20,720,2024-03-26 10:07:51.075430,Orin,25,74,6,50
37,20,720,2024-03-26 10:07:51.139420,Orin,22,74,6,50
37,20,720,2024-03-26 10:07:51.204179,Orin,16,74,6,50
37,20,720,2024-03-26 10:07:51.269328,Orin,21,74,6,50
36,20,720,2024-03-26 10:07:51.333101,Orin,25,74,6,50
37,20,720,2024-03-26 10:07:51.398535,Orin,22,74,6,50
37,20,720,2024-03-26 10:07:51.463029,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:51.526952,Orin,21,74,6,50
37,20,720,2024-03-26 10:07:51.592627,Orin,25,74,6,50
37,20,720,2024-03-26 10:07:51.656410,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:51.721419,Orin,16,74,6,50
37,20,720,2024-03-26 10:07:51.786847,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:51.851332,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:51.916041,Orin,18,74,6,50
37,20,720,2024-03-26 10:07:51.980595,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:52.045338,Orin,21,74,6,50
37,20,720,2024-03-26 10:07:52.110780,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:52.175197,Orin,22,74,6,50
37,20,720,2024-03-26 10:07:52.240374,Orin,21,74,6,50
37,20,720,2024-03-26 10:07:52.305568,Orin,21,74,6,50
36,20,720,2024-03-26 10:07:52.369476,Orin,26,74,6,50
36,20,720,2024-03-26 10:07:52.434363,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:52.499331,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:52.564613,Orin,21,74,6,50
36,20,720,2024-03-26 10:07:52.628441,Orin,21,74,6,50
37,20,720,2024-03-26 10:07:52.693843,Orin,21,74,6,50
37,20,720,2024-03-26 10:07:52.758549,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:52.822798,Orin,21,74,6,50
37,20,720,2024-03-26 10:07:52.887779,Orin,23,74,6,50
38,20,720,2024-03-26 10:07:52.953368,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:53.017066,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:53.082016,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:53.147034,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:53.211606,Orin,22,74,6,50
37,20,720,2024-03-26 10:07:53.276494,Orin,18,74,6,50
37,20,720,2024-03-26 10:07:53.341110,Orin,21,74,6,50
37,20,720,2024-03-26 10:07:53.405673,Orin,25,74,6,50
37,20,720,2024-03-26 10:07:53.470581,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:53.535115,Orin,25,74,6,50
37,20,720,2024-03-26 10:07:53.599909,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:53.664166,Orin,18,74,6,50
37,20,720,2024-03-26 10:07:53.728481,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:53.792941,Orin,18,74,6,50
37,20,720,2024-03-26 10:07:53.858224,Orin,21,74,6,50
37,20,720,2024-03-26 10:07:53.922847,Orin,24,74,6,50
37,20,720,2024-03-26 10:07:53.987753,Orin,24,74,6,50
37,20,720,2024-03-26 10:07:54.052855,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:54.117617,Orin,21,74,6,50
37,20,720,2024-03-26 10:07:54.183088,Orin,28,74,6,50
37,20,720,2024-03-26 10:07:54.248218,Orin,20,74,6,50
37,20,720,2024-03-26 10:07:54.312889,Orin,18,74,6,50
37,20,720,2024-03-26 10:07:54.378378,Orin,18,74,6,50
37,20,720,2024-03-26 10:07:54.442463,Orin,25,74,6,50
37,20,720,2024-03-26 10:07:54.507165,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:54.572571,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:54.637426,Orin,16,74,6,50
37,20,720,2024-03-26 10:07:54.702314,Orin,25,74,6,50
37,20,720,2024-03-26 10:07:54.767743,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:54.832505,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:54.896831,Orin,21,74,6,50
37,20,720,2024-03-26 10:07:54.962094,Orin,18,74,6,50
37,20,720,2024-03-26 10:07:55.027035,Orin,25,74,6,50
37,20,720,2024-03-26 10:07:55.091127,Orin,21,74,6,50
39,20,720,2024-03-26 10:07:55.158501,Orin,29,74,6,50
38,20,720,2024-03-26 10:07:55.221288,Orin,19,74,6,50
38,20,720,2024-03-26 10:07:55.285890,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:55.350336,Orin,25,74,6,50
38,20,720,2024-03-26 10:07:55.415420,Orin,25,74,6,50
38,20,720,2024-03-26 10:07:55.480352,Orin,25,74,6,50
37,20,720,2024-03-26 10:07:55.544447,Orin,23,74,6,50
38,20,720,2024-03-26 10:07:55.609643,Orin,21,74,6,50
38,20,720,2024-03-26 10:07:55.675644,Orin,28,74,6,50
37,20,720,2024-03-26 10:07:55.739014,Orin,27,74,6,50
37,20,720,2024-03-26 10:07:55.804292,Orin,25,74,6,50
37,20,720,2024-03-26 10:07:55.868628,Orin,25,74,6,50
37,20,720,2024-03-26 10:07:55.932799,Orin,21,74,6,50
37,20,720,2024-03-26 10:07:55.998225,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:56.062783,Orin,22,74,6,50
37,20,720,2024-03-26 10:07:56.127577,Orin,21,74,6,50
37,20,720,2024-03-26 10:07:56.192309,Orin,20,74,6,50
37,20,720,2024-03-26 10:07:56.256706,Orin,23,74,6,50
37,20,720,2024-03-26 10:07:56.321176,Orin,18,74,6,50
37,20,720,2024-03-26 10:07:56.386410,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:56.564448,Orin,50,74,7,50
35,20,720,2024-03-26 10:07:56.626255,Orin,21,74,6,50
34,20,720,2024-03-26 10:07:56.689326,Orin,16,74,6,50
36,20,720,2024-03-26 10:07:56.755632,Orin,18,74,6,50
36,20,720,2024-03-26 10:07:56.820574,Orin,23,74,6,50
35,20,720,2024-03-26 10:07:56.883581,Orin,21,74,6,50
35,20,720,2024-03-26 10:07:56.946680,Orin,21,74,6,50
36,20,720,2024-03-26 10:07:57.012062,Orin,18,74,6,50
35,20,720,2024-03-26 10:07:57.074194,Orin,23,74,6,50
35,20,720,2024-03-26 10:07:57.140218,Orin,21,74,6,50
36,20,720,2024-03-26 10:07:57.204769,Orin,22,74,6,50
34,20,720,2024-03-26 10:07:57.267663,Orin,21,74,6,50
35,20,720,2024-03-26 10:07:57.331078,Orin,21,74,6,50
34,20,720,2024-03-26 10:07:57.394187,Orin,21,74,6,50
34,20,720,2024-03-26 10:07:57.457663,Orin,21,74,6,50
35,20,720,2024-03-26 10:07:57.523839,Orin,20,74,6,50
36,20,720,2024-03-26 10:07:57.588679,Orin,23,74,6,50
35,20,720,2024-03-26 10:07:57.651260,Orin,21,74,6,50
36,20,720,2024-03-26 10:07:57.716051,Orin,20,74,6,50
35,20,720,2024-03-26 10:07:57.780223,Orin,21,74,6,50
35,20,720,2024-03-26 10:07:57.843784,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:57.909491,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:57.974483,Orin,23,74,6,50
35,20,720,2024-03-26 10:07:58.036863,Orin,21,74,6,50
35,20,720,2024-03-26 10:07:58.100900,Orin,26,74,6,50
35,20,720,2024-03-26 10:07:58.163602,Orin,23,74,6,50
35,20,720,2024-03-26 10:07:58.228198,Orin,16,74,6,50
36,20,720,2024-03-26 10:07:58.293956,Orin,22,74,6,50
36,20,720,2024-03-26 10:07:58.358979,Orin,25,74,6,50
35,20,720,2024-03-26 10:07:58.424014,Orin,16,74,6,50
36,20,720,2024-03-26 10:07:58.488568,Orin,30,74,6,50
35,20,720,2024-03-26 10:07:58.551057,Orin,21,74,6,50
35,20,720,2024-03-26 10:07:58.616442,Orin,23,74,6,50
35,20,720,2024-03-26 10:07:58.681769,Orin,25,74,6,50
35,20,720,2024-03-26 10:07:58.746911,Orin,21,74,6,50
35,20,720,2024-03-26 10:07:58.810096,Orin,21,74,6,50
35,20,720,2024-03-26 10:07:58.873276,Orin,21,74,6,50
35,20,720,2024-03-26 10:07:58.937714,Orin,22,74,6,50
36,20,720,2024-03-26 10:07:59.003858,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:59.068570,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:59.133183,Orin,18,74,6,50
35,20,720,2024-03-26 10:07:59.196425,Orin,25,74,6,50
35,20,720,2024-03-26 10:07:59.259928,Orin,23,74,6,50
35,20,720,2024-03-26 10:07:59.323208,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:59.388657,Orin,21,74,6,50
36,20,720,2024-03-26 10:07:59.453676,Orin,22,74,6,50
36,20,720,2024-03-26 10:07:59.518217,Orin,23,74,6,50
35,20,720,2024-03-26 10:07:59.582940,Orin,26,74,6,50
35,20,720,2024-03-26 10:07:59.647037,Orin,21,74,6,50
36,20,720,2024-03-26 10:07:59.711372,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:59.776653,Orin,21,74,6,50
36,20,720,2024-03-26 10:07:59.841813,Orin,23,74,6,50
36,20,720,2024-03-26 10:07:59.906843,Orin,25,74,6,50
36,20,720,2024-03-26 10:07:59.971158,Orin,27,74,6,50
40,20,720,2024-03-26 10:08:00.038709,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:00.098801,Orin,15,74,6,50
36,20,720,2024-03-26 10:08:00.164158,Orin,21,74,6,50
36,20,720,2024-03-26 10:08:00.228456,Orin,18,74,6,50
36,20,720,2024-03-26 10:08:00.293431,Orin,25,74,6,50
35,20,720,2024-03-26 10:08:00.356800,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:00.420102,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:00.484034,Orin,26,74,6,50
36,20,720,2024-03-26 10:08:00.549302,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:00.614248,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:00.679741,Orin,22,74,6,50
36,20,720,2024-03-26 10:08:00.744479,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:00.808581,Orin,23,74,6,50
35,20,720,2024-03-26 10:08:00.872276,Orin,21,74,6,50
36,20,720,2024-03-26 10:08:00.937118,Orin,18,74,6,50
36,20,720,2024-03-26 10:08:01.002160,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:01.066663,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:01.131266,Orin,23,74,6,50
35,20,720,2024-03-26 10:08:01.195581,Orin,21,74,6,50
36,20,720,2024-03-26 10:08:01.259482,Orin,18,74,6,50
36,20,720,2024-03-26 10:08:01.324206,Orin,21,74,6,50
36,20,720,2024-03-26 10:08:01.388634,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:01.453683,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:01.517920,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:01.583090,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:01.646927,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:01.710999,Orin,18,74,6,50
36,20,720,2024-03-26 10:08:01.775341,Orin,21,74,6,50
36,20,720,2024-03-26 10:08:01.840763,Orin,21,74,6,50
36,20,720,2024-03-26 10:08:01.905216,Orin,20,74,6,50
36,20,720,2024-03-26 10:08:01.969523,Orin,30,74,6,50
36,20,720,2024-03-26 10:08:02.034037,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:02.098269,Orin,22,74,6,50
36,20,720,2024-03-26 10:08:02.163117,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:02.228141,Orin,21,74,6,50
36,20,720,2024-03-26 10:08:02.292884,Orin,21,74,6,50
36,20,720,2024-03-26 10:08:02.356889,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:02.421032,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:02.486299,Orin,27,74,6,50
36,20,720,2024-03-26 10:08:02.550567,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:02.614357,Orin,20,74,6,50
36,20,720,2024-03-26 10:08:02.679229,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:02.743288,Orin,21,74,6,50
36,20,720,2024-03-26 10:08:02.808412,Orin,18,74,6,50
36,20,720,2024-03-26 10:08:02.873320,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:02.938416,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:03.003635,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:03.068321,Orin,21,74,6,50
36,20,720,2024-03-26 10:08:03.132881,Orin,22,74,6,50
36,20,720,2024-03-26 10:08:03.197218,Orin,24,74,6,50
36,20,720,2024-03-26 10:08:03.262584,Orin,20,74,6,50
36,20,720,2024-03-26 10:08:03.327652,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:03.392319,Orin,21,74,6,50
36,20,720,2024-03-26 10:08:03.456787,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:03.521502,Orin,25,74,6,50
37,20,720,2024-03-26 10:08:03.585860,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:03.649568,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:03.714860,Orin,26,74,6,50
36,20,720,2024-03-26 10:08:03.779587,Orin,20,74,6,50
36,20,720,2024-03-26 10:08:03.844247,Orin,16,74,6,50
36,20,720,2024-03-26 10:08:03.908632,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:03.972870,Orin,26,74,6,50
36,20,720,2024-03-26 10:08:04.036433,Orin,21,74,6,50
36,20,720,2024-03-26 10:08:04.101558,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:04.166347,Orin,21,74,6,50
36,20,720,2024-03-26 10:08:04.231550,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:04.296364,Orin,21,74,6,50
36,20,720,2024-03-26 10:08:04.359469,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:04.424148,Orin,21,74,6,50
36,20,720,2024-03-26 10:08:04.489398,Orin,21,74,6,50
36,20,720,2024-03-26 10:08:04.554003,Orin,22,74,6,50
36,20,720,2024-03-26 10:08:04.618552,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:04.682749,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:04.747701,Orin,22,74,6,50
36,20,720,2024-03-26 10:08:04.812072,Orin,18,74,6,50
36,20,720,2024-03-26 10:08:04.876668,Orin,21,74,6,50
36,20,720,2024-03-26 10:08:04.941524,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:05.006941,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:05.072017,Orin,20,74,6,50
37,20,720,2024-03-26 10:08:05.137348,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:05.200616,Orin,21,74,6,50
37,20,720,2024-03-26 10:08:05.264959,Orin,23,74,6,50
37,20,720,2024-03-26 10:08:05.330598,Orin,26,74,6,50
36,20,720,2024-03-26 10:08:05.394770,Orin,21,74,6,50
36,20,720,2024-03-26 10:08:05.459664,Orin,26,74,6,50
36,20,720,2024-03-26 10:08:05.523760,Orin,21,74,6,50
36,20,720,2024-03-26 10:08:05.588670,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:05.652791,Orin,22,74,6,50
36,20,720,2024-03-26 10:08:05.717621,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:05.782412,Orin,22,74,6,50
36,20,720,2024-03-26 10:08:05.847016,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:05.910968,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:05.976065,Orin,21,74,6,50
37,20,720,2024-03-26 10:08:06.041128,Orin,20,74,6,50
37,20,720,2024-03-26 10:08:06.105987,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:06.169386,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:06.234851,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:06.299420,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:06.363281,Orin,16,74,6,50
36,20,720,2024-03-26 10:08:06.428473,Orin,18,74,6,50
36,20,720,2024-03-26 10:08:06.492403,Orin,21,74,6,50
37,20,720,2024-03-26 10:08:06.558133,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:06.622348,Orin,23,74,6,50
37,20,720,2024-03-26 10:08:06.687273,Orin,23,74,6,50
37,20,720,2024-03-26 10:08:06.752051,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:06.816480,Orin,21,74,6,50
36,20,720,2024-03-26 10:08:06.880605,Orin,18,74,6,50
36,20,720,2024-03-26 10:08:06.945659,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:07.010755,Orin,27,74,6,50
36,20,720,2024-03-26 10:08:07.074973,Orin,21,74,6,50
37,20,720,2024-03-26 10:08:07.139771,Orin,22,74,6,50
36,20,720,2024-03-26 10:08:07.204149,Orin,16,74,6,50
36,20,720,2024-03-26 10:08:07.268625,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:07.334082,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:07.399160,Orin,25,74,6,50
37,20,720,2024-03-26 10:08:07.463718,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:07.528605,Orin,21,74,6,50
37,20,720,2024-03-26 10:08:07.593725,Orin,18,74,6,50
36,20,720,2024-03-26 10:08:07.658114,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:07.722571,Orin,25,74,6,50
36,20,720,2024-03-26 10:08:07.787257,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:07.852380,Orin,20,74,6,50
36,20,720,2024-03-26 10:08:07.917018,Orin,18,74,6,50
36,20,720,2024-03-26 10:08:07.982314,Orin,26,74,6,50
37,20,720,2024-03-26 10:08:08.047654,Orin,21,74,6,50
37,20,720,2024-03-26 10:08:08.112445,Orin,18,74,6,50
36,20,720,2024-03-26 10:08:08.177024,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:08.240793,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:08.305474,Orin,22,74,6,50
36,20,720,2024-03-26 10:08:08.370490,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:08.435395,Orin,22,74,6,50
37,20,720,2024-03-26 10:08:08.500747,Orin,19,74,6,50
36,20,720,2024-03-26 10:08:08.565348,Orin,23,74,6,50
36,20,720,2024-03-26 10:08:08.630373,Orin,26,74,6,50
36,20,720,2024-03-26 10:08:08.695593,Orin,23,74,6,50
