delta_privacy,fps,pixel,timestamp,device_type,cpu,memory,consumption,gpu
34,30,480,2024-03-26 10:03:23.686290,Orin,27,74,6,80
31,30,480,2024-03-26 10:03:23.730686,Orin,30,74,6,80
37,30,480,2024-03-26 10:03:23.783667,Orin,26,74,6,80
30,30,480,2024-03-26 10:03:23.826796,Orin,37,74,6,80
34,30,480,2024-03-26 10:03:23.880112,Orin,28,74,6,80
30,30,480,2024-03-26 10:03:23.922443,Orin,38,74,6,80
34,30,480,2024-03-26 10:03:23.971385,Orin,26,74,6,80
30,30,480,2024-03-26 10:03:24.016199,Orin,33,74,6,80
35,30,480,2024-03-26 10:03:24.066136,Orin,28,74,6,80
29,30,480,2024-03-26 10:03:24.108471,Orin,32,74,6,80
34,30,480,2024-03-26 10:03:24.161159,Orin,29,74,6,80
30,30,480,2024-03-26 10:03:24.204560,Orin,30,74,6,80
36,30,480,2024-03-26 10:03:24.257120,Orin,31,74,6,80
31,30,480,2024-03-26 10:03:24.301599,Orin,30,74,6,80
34,30,480,2024-03-26 10:03:24.351415,Orin,27,74,6,80
32,30,480,2024-03-26 10:03:24.399063,Orin,34,74,6,80
36,30,480,2024-03-26 10:03:24.448712,Orin,25,74,6,80
30,30,480,2024-03-26 10:03:24.492743,Orin,30,74,6,80
35,30,480,2024-03-26 10:03:24.544022,Orin,29,74,6,80
30,30,480,2024-03-26 10:03:24.587750,Orin,30,74,6,80
36,30,480,2024-03-26 10:03:24.642450,Orin,34,74,6,80
31,30,480,2024-03-26 10:03:24.687693,Orin,33,74,6,80
39,30,480,2024-03-26 10:03:24.743729,Orin,31,74,6,80
31,30,480,2024-03-26 10:03:24.787416,Orin,30,74,6,80
36,30,480,2024-03-26 10:03:24.838288,Orin,28,74,6,80
32,30,480,2024-03-26 10:03:24.883807,Orin,33,74,6,80
36,30,480,2024-03-26 10:03:24.934691,Orin,26,74,6,80
30,30,480,2024-03-26 10:03:24.979400,Orin,33,74,6,80
36,30,480,2024-03-26 10:03:25.030765,Orin,30,74,6,80
31,30,480,2024-03-26 10:03:25.075450,Orin,32,74,6,80
36,30,480,2024-03-26 10:03:25.127332,Orin,30,74,6,80
31,30,480,2024-03-26 10:03:25.171815,Orin,33,74,6,80
34,30,480,2024-03-26 10:03:25.220565,Orin,32,74,6,80
31,30,480,2024-03-26 10:03:25.264069,Orin,34,74,6,80
37,30,480,2024-03-26 10:03:25.316824,Orin,27,74,6,80
30,30,480,2024-03-26 10:03:25.359284,Orin,32,74,6,80
36,30,480,2024-03-26 10:03:25.411485,Orin,35,74,6,80
31,30,480,2024-03-26 10:03:25.456271,Orin,29,74,6,80
36,30,480,2024-03-26 10:03:25.507878,Orin,25,74,6,80
31,30,480,2024-03-26 10:03:25.552148,Orin,37,74,6,80
35,30,480,2024-03-26 10:03:25.601998,Orin,30,74,6,80
32,30,480,2024-03-26 10:03:25.647478,Orin,33,74,6,80
37,30,480,2024-03-26 10:03:25.698377,Orin,29,74,6,80
31,30,480,2024-03-26 10:03:25.742550,Orin,35,74,6,80
35,30,480,2024-03-26 10:03:25.792751,Orin,34,74,6,80
31,30,480,2024-03-26 10:03:25.836465,Orin,26,74,6,80
35,30,480,2024-03-26 10:03:25.887120,Orin,36,74,6,80
31,30,480,2024-03-26 10:03:25.931248,Orin,28,74,6,80
37,30,480,2024-03-26 10:03:25.984970,Orin,29,74,6,80
30,30,480,2024-03-26 10:03:26.028762,Orin,30,74,6,80
36,30,480,2024-03-26 10:03:26.081710,Orin,29,74,6,80
31,30,480,2024-03-26 10:03:26.126915,Orin,39,74,6,80
36,30,480,2024-03-26 10:03:26.179047,Orin,29,74,6,80
31,30,480,2024-03-26 10:03:26.222945,Orin,29,74,6,80
35,30,480,2024-03-26 10:03:26.273381,Orin,26,74,6,80
31,30,480,2024-03-26 10:03:26.317048,Orin,37,74,6,80
36,30,480,2024-03-26 10:03:26.369036,Orin,25,74,6,80
29,30,480,2024-03-26 10:03:26.411283,Orin,34,74,6,80
35,30,480,2024-03-26 10:03:26.464164,Orin,31,74,6,80
31,30,480,2024-03-26 10:03:26.508093,Orin,35,74,6,80
36,30,480,2024-03-26 10:03:26.559436,Orin,24,74,6,80
31,30,480,2024-03-26 10:03:26.603309,Orin,37,74,6,80
35,30,480,2024-03-26 10:03:26.654259,Orin,27,74,6,80
31,30,480,2024-03-26 10:03:26.698035,Orin,32,74,6,80
35,30,480,2024-03-26 10:03:26.748473,Orin,30,74,6,80
30,30,480,2024-03-26 10:03:26.792292,Orin,33,74,6,80
37,30,480,2024-03-26 10:03:26.846470,Orin,32,74,6,80
31,30,480,2024-03-26 10:03:26.891131,Orin,26,74,6,80
36,30,480,2024-03-26 10:03:26.943044,Orin,29,74,6,80
31,30,480,2024-03-26 10:03:26.987729,Orin,35,74,6,80
35,30,480,2024-03-26 10:03:27.037874,Orin,30,74,6,80
32,30,480,2024-03-26 10:03:27.082435,Orin,35,74,6,80
37,30,480,2024-03-26 10:03:27.133681,Orin,24,74,6,80
30,30,480,2024-03-26 10:03:27.176743,Orin,28,74,6,80
36,30,480,2024-03-26 10:03:27.229340,Orin,35,74,6,80
31,30,480,2024-03-26 10:03:27.273261,Orin,26,74,6,80
34,30,480,2024-03-26 10:03:27.322904,Orin,25,74,6,80
31,30,480,2024-03-26 10:03:27.368240,Orin,35,74,6,80
37,30,480,2024-03-26 10:03:27.419072,Orin,25,74,6,80
31,30,480,2024-03-26 10:03:27.463452,Orin,35,74,6,80
36,30,480,2024-03-26 10:03:27.514431,Orin,26,74,6,80
31,30,480,2024-03-26 10:03:27.557956,Orin,29,74,6,80
35,30,480,2024-03-26 10:03:27.607976,Orin,33,74,6,80
31,30,480,2024-03-26 10:03:27.651631,Orin,29,74,6,80
36,30,480,2024-03-26 10:03:27.703909,Orin,24,74,6,80
30,30,480,2024-03-26 10:03:27.747228,Orin,32,74,6,80
35,30,480,2024-03-26 10:03:27.798233,Orin,21,74,6,80
31,30,480,2024-03-26 10:03:27.842121,Orin,37,74,6,80
35,30,480,2024-03-26 10:03:27.892075,Orin,27,74,6,80
31,30,480,2024-03-26 10:03:27.936167,Orin,33,74,6,80
36,30,480,2024-03-26 10:03:27.987605,Orin,26,74,6,80
30,30,480,2024-03-26 10:03:28.030906,Orin,33,74,6,80
35,30,480,2024-03-26 10:03:28.082882,Orin,23,74,6,80
31,30,480,2024-03-26 10:03:28.126681,Orin,32,74,6,80
34,30,480,2024-03-26 10:03:28.174869,Orin,30,74,6,80
31,30,480,2024-03-26 10:03:28.218720,Orin,29,74,6,80
36,30,480,2024-03-26 10:03:28.270147,Orin,32,74,6,80
31,30,480,2024-03-26 10:03:28.318156,Orin,31,74,6,80
36,30,480,2024-03-26 10:03:28.369543,Orin,33,74,6,80
30,30,480,2024-03-26 10:03:28.412743,Orin,38,74,6,80
35,30,480,2024-03-26 10:03:28.465968,Orin,28,74,6,80
31,30,480,2024-03-26 10:03:28.509335,Orin,30,74,6,80
36,30,480,2024-03-26 10:03:28.561544,Orin,26,74,6,80
31,30,480,2024-03-26 10:03:28.605987,Orin,23,74,6,80
36,30,480,2024-03-26 10:03:28.656231,Orin,33,74,6,80
31,30,480,2024-03-26 10:03:28.700597,Orin,33,74,6,80
37,30,480,2024-03-26 10:03:28.752603,Orin,31,74,6,80
30,30,480,2024-03-26 10:03:28.795481,Orin,30,74,6,80
36,30,480,2024-03-26 10:03:28.848012,Orin,34,74,6,80
32,30,480,2024-03-26 10:03:28.892882,Orin,33,74,6,80
35,30,480,2024-03-26 10:03:28.942138,Orin,25,74,6,80
31,30,480,2024-03-26 10:03:28.986746,Orin,25,74,6,80
36,30,480,2024-03-26 10:03:29.036532,Orin,34,74,6,80
30,30,480,2024-03-26 10:03:29.079923,Orin,30,74,6,80
37,30,480,2024-03-26 10:03:29.132501,Orin,33,74,6,80
31,30,480,2024-03-26 10:03:29.177258,Orin,32,74,6,80
36,30,480,2024-03-26 10:03:29.228664,Orin,26,74,6,80
31,30,480,2024-03-26 10:03:29.273070,Orin,46,74,7,80
37,30,480,2024-03-26 10:03:29.328624,Orin,44,74,7,80
33,30,480,2024-03-26 10:03:29.374730,Orin,48,74,7,80
33,30,480,2024-03-26 10:03:29.419051,Orin,23,74,6,80
30,30,480,2024-03-26 10:03:29.461282,Orin,26,74,6,80
34,30,480,2024-03-26 10:03:29.510511,Orin,24,74,6,80
31,30,480,2024-03-26 10:03:29.555395,Orin,24,74,6,80
35,30,480,2024-03-26 10:03:29.603934,Orin,14,74,6,80
33,30,480,2024-03-26 10:03:29.649417,Orin,25,74,6,80
30,30,480,2024-03-26 10:03:29.808343,Orin,57,74,7,80
34,30,480,2024-03-26 10:03:29.857883,Orin,30,74,6,80
30,30,480,2024-03-26 10:03:29.900334,Orin,30,74,6,80
34,30,480,2024-03-26 10:03:29.950535,Orin,29,74,6,80
29,30,480,2024-03-26 10:03:29.992750,Orin,25,74,6,80
34,30,480,2024-03-26 10:03:30.044312,Orin,31,74,6,80
29,30,480,2024-03-26 10:03:30.086644,Orin,29,74,6,80
35,30,480,2024-03-26 10:03:30.136948,Orin,25,74,6,80
29,30,480,2024-03-26 10:03:30.179560,Orin,32,74,6,80
35,30,480,2024-03-26 10:03:30.231947,Orin,28,74,6,80
29,30,480,2024-03-26 10:03:30.274063,Orin,29,74,6,80
34,30,480,2024-03-26 10:03:30.325564,Orin,30,74,6,80
29,30,480,2024-03-26 10:03:30.368058,Orin,32,74,6,80
33,30,480,2024-03-26 10:03:30.418391,Orin,26,74,6,80
29,30,480,2024-03-26 10:03:30.460405,Orin,25,74,6,80
34,30,480,2024-03-26 10:03:30.512293,Orin,29,74,6,80
29,30,480,2024-03-26 10:03:30.554749,Orin,33,74,6,80
31,30,480,2024-03-26 10:03:30.605600,Orin,32,74,6,80
29,30,480,2024-03-26 10:03:30.648326,Orin,25,74,6,80
34,30,480,2024-03-26 10:03:30.699417,Orin,26,74,6,80
30,30,480,2024-03-26 10:03:30.743755,Orin,32,74,6,80
32,30,480,2024-03-26 10:03:30.791365,Orin,32,74,6,80
30,30,480,2024-03-26 10:03:30.834866,Orin,32,74,6,80
34,30,480,2024-03-26 10:03:30.886550,Orin,26,74,6,80
29,30,480,2024-03-26 10:03:30.930754,Orin,39,74,6,80
34,30,480,2024-03-26 10:03:30.981859,Orin,21,74,6,80
30,30,480,2024-03-26 10:03:31.024291,Orin,25,74,6,80
33,30,480,2024-03-26 10:03:31.073777,Orin,30,74,6,80
31,30,480,2024-03-26 10:03:31.118374,Orin,29,74,6,80
34,30,480,2024-03-26 10:03:31.167619,Orin,24,74,6,80
30,30,480,2024-03-26 10:03:31.211092,Orin,39,74,6,80
36,30,480,2024-03-26 10:03:31.263313,Orin,25,74,6,80
31,30,480,2024-03-26 10:03:31.307277,Orin,33,74,6,80
33,30,480,2024-03-26 10:03:31.355469,Orin,31,74,6,80
32,30,480,2024-03-26 10:03:31.400969,Orin,29,74,6,80
35,30,480,2024-03-26 10:03:31.449972,Orin,28,74,6,80
30,30,480,2024-03-26 10:03:31.492607,Orin,30,74,6,80
34,30,480,2024-03-26 10:03:31.542483,Orin,29,74,6,80
30,30,480,2024-03-26 10:03:31.586246,Orin,28,74,6,80
34,30,480,2024-03-26 10:03:31.638099,Orin,27,74,6,80
29,30,480,2024-03-26 10:03:31.680282,Orin,28,74,6,80
35,30,480,2024-03-26 10:03:31.732146,Orin,25,74,6,80
31,30,480,2024-03-26 10:03:31.776430,Orin,33,74,6,80
33,30,480,2024-03-26 10:03:31.825017,Orin,31,74,6,80
29,30,480,2024-03-26 10:03:31.867637,Orin,29,74,6,80
34,30,480,2024-03-26 10:03:31.918459,Orin,32,74,6,80
30,30,480,2024-03-26 10:03:31.962074,Orin,29,74,6,80
35,30,480,2024-03-26 10:03:32.013192,Orin,26,74,6,80
30,30,480,2024-03-26 10:03:32.055571,Orin,28,74,6,80
35,30,480,2024-03-26 10:03:32.106417,Orin,31,74,6,80
29,30,480,2024-03-26 10:03:32.148781,Orin,29,74,6,80
34,30,480,2024-03-26 10:03:32.201320,Orin,31,74,6,80
30,30,480,2024-03-26 10:03:32.245246,Orin,28,74,6,80
36,30,480,2024-03-26 10:03:32.297124,Orin,32,74,6,80
30,30,480,2024-03-26 10:03:32.339668,Orin,37,74,6,80
34,30,480,2024-03-26 10:03:32.389805,Orin,29,74,6,80
29,30,480,2024-03-26 10:03:32.434486,Orin,28,74,6,80
34,30,480,2024-03-26 10:03:32.485297,Orin,23,74,6,80
29,30,480,2024-03-26 10:03:32.528813,Orin,29,74,6,80
35,30,480,2024-03-26 10:03:32.580811,Orin,32,74,6,80
30,30,480,2024-03-26 10:03:32.623746,Orin,30,74,6,80
34,30,480,2024-03-26 10:03:32.674247,Orin,34,74,6,80
29,30,480,2024-03-26 10:03:32.719805,Orin,33,74,6,80
35,30,480,2024-03-26 10:03:32.771653,Orin,29,74,6,80
29,30,480,2024-03-26 10:03:32.814640,Orin,33,74,6,80
34,30,480,2024-03-26 10:03:32.868045,Orin,34,74,6,80
30,30,480,2024-03-26 10:03:32.912228,Orin,32,74,6,80
37,30,480,2024-03-26 10:03:32.965213,Orin,28,74,6,80
30,30,480,2024-03-26 10:03:33.008483,Orin,29,74,6,80
34,30,480,2024-03-26 10:03:33.059210,Orin,32,74,6,80
31,30,480,2024-03-26 10:03:33.102628,Orin,34,74,6,80
34,30,480,2024-03-26 10:03:33.152385,Orin,28,74,6,80
30,30,480,2024-03-26 10:03:33.195701,Orin,39,74,6,80
35,30,480,2024-03-26 10:03:33.246963,Orin,27,74,6,80
30,30,480,2024-03-26 10:03:33.290223,Orin,39,74,6,80
35,30,480,2024-03-26 10:03:33.341760,Orin,24,74,6,80
29,30,480,2024-03-26 10:03:33.386697,Orin,35,74,6,80
35,30,480,2024-03-26 10:03:33.438224,Orin,30,74,6,80
29,30,480,2024-03-26 10:03:33.480453,Orin,33,74,6,80
35,30,480,2024-03-26 10:03:33.532872,Orin,28,74,6,80
31,30,480,2024-03-26 10:03:33.576605,Orin,30,74,6,80
33,30,480,2024-03-26 10:03:33.623971,Orin,31,74,6,80
29,30,480,2024-03-26 10:03:33.666656,Orin,32,74,6,80
35,30,480,2024-03-26 10:03:33.718959,Orin,28,74,6,80
30,30,480,2024-03-26 10:03:33.762614,Orin,38,74,6,80
34,30,480,2024-03-26 10:03:33.812224,Orin,25,74,6,80
30,30,480,2024-03-26 10:03:33.855806,Orin,29,74,6,80
34,30,480,2024-03-26 10:03:33.905971,Orin,28,74,6,80
29,30,480,2024-03-26 10:03:33.948292,Orin,28,74,6,80
35,30,480,2024-03-26 10:03:34.000298,Orin,31,74,6,80
30,30,480,2024-03-26 10:03:34.043417,Orin,34,74,6,80
34,30,480,2024-03-26 10:03:34.093444,Orin,24,74,6,80
31,30,480,2024-03-26 10:03:34.138054,Orin,33,74,6,80
37,30,480,2024-03-26 10:03:34.189793,Orin,33,74,6,80
29,30,480,2024-03-26 10:03:34.232381,Orin,25,74,6,80
35,30,480,2024-03-26 10:03:34.284952,Orin,31,74,6,80
30,30,480,2024-03-26 10:03:34.328298,Orin,30,74,6,80
34,30,480,2024-03-26 10:03:34.378421,Orin,26,74,6,80
30,30,480,2024-03-26 10:03:34.421549,Orin,30,74,6,80
34,30,480,2024-03-26 10:03:34.471721,Orin,31,74,6,80
29,30,480,2024-03-26 10:03:34.516686,Orin,32,74,6,80
36,30,480,2024-03-26 10:03:34.568986,Orin,30,74,6,80
30,30,480,2024-03-26 10:03:34.612491,Orin,26,74,6,80
34,30,480,2024-03-26 10:03:34.662439,Orin,34,74,6,80
30,30,480,2024-03-26 10:03:34.706207,Orin,25,74,6,80
35,30,480,2024-03-26 10:03:34.756335,Orin,32,74,6,80
30,30,480,2024-03-26 10:03:34.799475,Orin,34,74,6,80
34,30,480,2024-03-26 10:03:34.849985,Orin,30,74,6,80
30,30,480,2024-03-26 10:03:34.892906,Orin,32,74,6,80
35,30,480,2024-03-26 10:03:34.943891,Orin,32,74,6,80
30,30,480,2024-03-26 10:03:34.987137,Orin,30,74,6,80
35,30,480,2024-03-26 10:03:35.038771,Orin,26,74,6,80
29,30,480,2024-03-26 10:03:35.082930,Orin,29,74,6,80
35,30,480,2024-03-26 10:03:35.134748,Orin,26,74,6,80
30,30,480,2024-03-26 10:03:35.177849,Orin,37,74,6,80
34,30,480,2024-03-26 10:03:35.227808,Orin,30,74,6,80
31,30,480,2024-03-26 10:03:35.272204,Orin,26,74,6,80
36,30,480,2024-03-26 10:03:35.323974,Orin,26,74,6,80
30,30,480,2024-03-26 10:03:35.366682,Orin,34,74,6,80
35,30,480,2024-03-26 10:03:35.418857,Orin,32,74,6,80
30,30,480,2024-03-26 10:03:35.462724,Orin,33,74,6,80
35,30,480,2024-03-26 10:03:35.512651,Orin,25,74,6,80
31,30,480,2024-03-26 10:03:35.556320,Orin,33,74,6,80
36,30,480,2024-03-26 10:03:35.607878,Orin,34,74,6,80
30,30,480,2024-03-26 10:03:35.651523,Orin,33,74,6,80
35,30,480,2024-03-26 10:03:35.703604,Orin,33,74,6,80
31,30,480,2024-03-26 10:03:35.747438,Orin,35,74,6,80
34,30,480,2024-03-26 10:03:35.797387,Orin,24,74,6,80
30,30,480,2024-03-26 10:03:35.840267,Orin,28,74,6,80
35,30,480,2024-03-26 10:03:35.890832,Orin,30,74,6,80
30,30,480,2024-03-26 10:03:35.934072,Orin,25,74,6,80
37,30,480,2024-03-26 10:03:35.987320,Orin,31,74,6,80
31,30,480,2024-03-26 10:03:36.032025,Orin,26,74,6,80
36,30,480,2024-03-26 10:03:36.083982,Orin,29,74,6,80
30,30,480,2024-03-26 10:03:36.128119,Orin,34,74,6,80
34,30,480,2024-03-26 10:03:36.177287,Orin,31,74,6,80
31,30,480,2024-03-26 10:03:36.222237,Orin,29,74,6,80
37,30,480,2024-03-26 10:03:36.273573,Orin,26,74,6,80
29,30,480,2024-03-26 10:03:36.315874,Orin,32,74,6,80
35,30,480,2024-03-26 10:03:36.367783,Orin,29,74,6,80
31,30,480,2024-03-26 10:03:36.411819,Orin,33,74,6,80
34,30,480,2024-03-26 10:03:36.461573,Orin,27,74,6,80
31,30,480,2024-03-26 10:03:36.506183,Orin,28,74,6,80
34,30,480,2024-03-26 10:03:36.555627,Orin,34,74,6,80
30,30,480,2024-03-26 10:03:36.598470,Orin,26,74,6,80
36,30,480,2024-03-26 10:03:36.652598,Orin,31,74,6,80
31,30,480,2024-03-26 10:03:36.696637,Orin,34,74,6,80
33,30,480,2024-03-26 10:03:36.744583,Orin,25,74,6,80
31,30,480,2024-03-26 10:03:36.790034,Orin,34,74,6,80
36,30,480,2024-03-26 10:03:36.841056,Orin,26,74,6,80
30,30,480,2024-03-26 10:03:36.883995,Orin,25,74,6,80
36,30,480,2024-03-26 10:03:36.936177,Orin,29,74,6,80
30,30,480,2024-03-26 10:03:36.979380,Orin,32,74,6,80
34,30,480,2024-03-26 10:03:37.030375,Orin,25,74,6,80
31,30,480,2024-03-26 10:03:37.074608,Orin,30,74,6,80
35,30,480,2024-03-26 10:03:37.126477,Orin,32,74,6,80
29,30,480,2024-03-26 10:03:37.168649,Orin,25,74,6,80
36,30,480,2024-03-26 10:03:37.221751,Orin,31,74,6,80
30,30,480,2024-03-26 10:03:37.264687,Orin,30,74,6,80
35,30,480,2024-03-26 10:03:37.316257,Orin,31,74,6,80
30,30,480,2024-03-26 10:03:37.359942,Orin,33,74,6,80
35,30,480,2024-03-26 10:03:37.410467,Orin,24,74,6,80
30,30,480,2024-03-26 10:03:37.455271,Orin,33,74,6,80
35,30,480,2024-03-26 10:03:37.508137,Orin,33,74,6,80
30,30,480,2024-03-26 10:03:37.550695,Orin,30,74,6,80
35,30,480,2024-03-26 10:03:37.603891,Orin,25,74,6,80
31,30,480,2024-03-26 10:03:37.648083,Orin,35,74,6,80
34,30,480,2024-03-26 10:03:37.697223,Orin,28,74,6,80
31,30,480,2024-03-26 10:03:37.742029,Orin,30,74,6,80
37,30,480,2024-03-26 10:03:37.794298,Orin,28,74,6,80
30,30,480,2024-03-26 10:03:37.839936,Orin,39,74,6,80
35,30,480,2024-03-26 10:03:37.892244,Orin,25,74,6,80
30,30,480,2024-03-26 10:03:37.935690,Orin,39,74,6,80
35,30,480,2024-03-26 10:03:37.987693,Orin,25,74,6,80
31,30,480,2024-03-26 10:03:38.032529,Orin,35,74,6,80
34,30,480,2024-03-26 10:03:38.082320,Orin,32,74,6,80
31,30,480,2024-03-26 10:03:38.126377,Orin,33,74,6,80
35,30,480,2024-03-26 10:03:38.177725,Orin,34,74,6,80
30,30,480,2024-03-26 10:03:38.222498,Orin,28,74,6,80
32,30,480,2024-03-26 10:03:38.275287,Orin,26,74,6,80
31,30,480,2024-03-26 10:03:38.321148,Orin,29,74,6,80
35,30,480,2024-03-26 10:03:38.372247,Orin,23,74,6,80
31,30,480,2024-03-26 10:03:38.416041,Orin,35,74,6,80
34,30,480,2024-03-26 10:03:38.465153,Orin,28,74,6,80
31,30,480,2024-03-26 10:03:38.509036,Orin,23,74,6,80
38,30,480,2024-03-26 10:03:38.561493,Orin,31,74,6,80
29,30,480,2024-03-26 10:03:38.604204,Orin,32,74,6,80
35,30,480,2024-03-26 10:03:38.656216,Orin,32,74,6,80
31,30,480,2024-03-26 10:03:38.700338,Orin,32,74,6,80
35,30,480,2024-03-26 10:03:38.750657,Orin,27,74,6,80
32,30,480,2024-03-26 10:03:38.794911,Orin,26,74,6,80
35,30,480,2024-03-26 10:03:38.844799,Orin,32,74,6,80
33,30,480,2024-03-26 10:03:38.890954,Orin,28,74,6,80
36,30,480,2024-03-26 10:03:38.942338,Orin,39,74,6,80
32,30,480,2024-03-26 10:03:38.987539,Orin,33,74,6,80
35,30,480,2024-03-26 10:03:39.036842,Orin,27,74,6,80
32,30,480,2024-03-26 10:03:39.083378,Orin,29,74,6,80
35,30,480,2024-03-26 10:03:39.132381,Orin,27,74,6,80
31,30,480,2024-03-26 10:03:39.177644,Orin,28,74,6,80
38,30,480,2024-03-26 10:03:39.230220,Orin,25,74,6,80
30,30,480,2024-03-26 10:03:39.274055,Orin,35,74,6,80
36,30,480,2024-03-26 10:03:39.325186,Orin,33,74,6,80
30,30,480,2024-03-26 10:03:39.369516,Orin,29,74,6,80
36,30,480,2024-03-26 10:03:39.420755,Orin,25,74,6,80
32,30,480,2024-03-26 10:03:39.466575,Orin,33,74,6,80
36,30,480,2024-03-26 10:03:39.516177,Orin,27,74,6,80
32,30,480,2024-03-26 10:03:39.562242,Orin,30,74,6,80
35,30,480,2024-03-26 10:03:39.610820,Orin,29,74,6,80
30,30,480,2024-03-26 10:03:39.655631,Orin,37,74,6,80
36,30,480,2024-03-26 10:03:39.707616,Orin,25,74,6,80
31,30,480,2024-03-26 10:03:39.752823,Orin,29,74,6,80
36,30,480,2024-03-26 10:03:39.805616,Orin,33,74,6,80
32,30,480,2024-03-26 10:03:39.851148,Orin,30,74,6,80
36,30,480,2024-03-26 10:03:39.900843,Orin,23,74,6,80
31,30,480,2024-03-26 10:03:39.945394,Orin,30,74,6,80
36,30,480,2024-03-26 10:03:39.996276,Orin,26,74,6,80
30,30,480,2024-03-26 10:03:40.038976,Orin,40,74,7,80
37,30,480,2024-03-26 10:03:40.091923,Orin,26,74,6,80
31,30,480,2024-03-26 10:03:40.135137,Orin,29,74,6,80
35,30,480,2024-03-26 10:03:40.185357,Orin,28,74,6,80
31,30,480,2024-03-26 10:03:40.230099,Orin,26,74,6,80
35,30,480,2024-03-26 10:03:40.280069,Orin,21,74,6,80
30,30,480,2024-03-26 10:03:40.322981,Orin,34,74,6,80
36,30,480,2024-03-26 10:03:40.374580,Orin,25,74,6,80
31,30,480,2024-03-26 10:03:40.418327,Orin,36,74,6,80
34,30,480,2024-03-26 10:03:40.467700,Orin,27,74,6,80
31,30,480,2024-03-26 10:03:40.512174,Orin,33,74,6,80
35,30,480,2024-03-26 10:03:40.564176,Orin,31,74,6,80
30,30,480,2024-03-26 10:03:40.608511,Orin,29,74,6,80
35,30,480,2024-03-26 10:03:40.660295,Orin,29,74,6,80
30,30,480,2024-03-26 10:03:40.704315,Orin,30,74,6,80
36,30,480,2024-03-26 10:03:40.756357,Orin,33,74,6,80
32,30,480,2024-03-26 10:03:40.801872,Orin,26,74,6,80
34,30,480,2024-03-26 10:03:40.851771,Orin,32,74,6,80
31,30,480,2024-03-26 10:03:40.895896,Orin,33,74,6,80
35,30,480,2024-03-26 10:03:40.947009,Orin,32,74,6,80
30,30,480,2024-03-26 10:03:40.990403,Orin,32,74,6,80
36,30,480,2024-03-26 10:03:41.042300,Orin,29,74,6,80
31,30,480,2024-03-26 10:03:41.086311,Orin,30,74,6,80
34,30,480,2024-03-26 10:03:41.136026,Orin,30,74,6,80
31,30,480,2024-03-26 10:03:41.180166,Orin,28,74,6,80
35,30,480,2024-03-26 10:03:41.230750,Orin,29,74,6,80
30,30,480,2024-03-26 10:03:41.273832,Orin,30,74,6,80
35,30,480,2024-03-26 10:03:41.325275,Orin,28,74,6,80
31,30,480,2024-03-26 10:03:41.369597,Orin,28,74,6,80
36,30,480,2024-03-26 10:03:41.419346,Orin,30,74,6,80
31,30,480,2024-03-26 10:03:41.464077,Orin,30,74,6,80
35,30,480,2024-03-26 10:03:41.514527,Orin,32,74,6,80
29,30,480,2024-03-26 10:03:41.557543,Orin,25,74,6,80
35,30,480,2024-03-26 10:03:41.609755,Orin,25,74,6,80
31,30,480,2024-03-26 10:03:41.653987,Orin,30,74,6,80
34,30,480,2024-03-26 10:03:41.703549,Orin,24,74,6,80
31,30,480,2024-03-26 10:03:41.747815,Orin,35,74,6,80
36,30,480,2024-03-26 10:03:41.798777,Orin,26,74,6,80
30,30,480,2024-03-26 10:03:41.841844,Orin,34,74,6,80
35,30,480,2024-03-26 10:03:41.893259,Orin,26,74,6,80
31,30,480,2024-03-26 10:03:41.937798,Orin,28,74,6,80
34,30,480,2024-03-26 10:03:41.987122,Orin,26,74,6,80
31,30,480,2024-03-26 10:03:42.032049,Orin,30,74,6,80
35,30,480,2024-03-26 10:03:42.081647,Orin,25,74,6,80
30,30,480,2024-03-26 10:03:42.126007,Orin,26,74,6,80
35,30,480,2024-03-26 10:03:42.177143,Orin,26,74,6,80
30,30,480,2024-03-26 10:03:42.224002,Orin,34,74,6,80
36,30,480,2024-03-26 10:03:42.276053,Orin,32,74,6,80
31,30,480,2024-03-26 10:03:42.320055,Orin,37,74,6,80
38,30,480,2024-03-26 10:03:42.373540,Orin,32,74,6,80
31,30,480,2024-03-26 10:03:42.417962,Orin,30,74,6,80
35,30,480,2024-03-26 10:03:42.468712,Orin,30,74,6,80
31,30,480,2024-03-26 10:03:42.513615,Orin,29,74,6,80
37,30,480,2024-03-26 10:03:42.565381,Orin,29,74,6,80
31,30,480,2024-03-26 10:03:42.609568,Orin,28,74,6,80
35,30,480,2024-03-26 10:03:42.659599,Orin,32,74,6,80
31,30,480,2024-03-26 10:03:42.703327,Orin,30,74,6,80
35,30,480,2024-03-26 10:03:42.753942,Orin,26,74,6,80
31,30,480,2024-03-26 10:03:42.797822,Orin,33,74,6,80
36,30,480,2024-03-26 10:03:42.848969,Orin,32,74,6,80
30,30,480,2024-03-26 10:03:42.891929,Orin,28,74,6,80
36,30,480,2024-03-26 10:03:42.943433,Orin,31,74,6,80
32,30,480,2024-03-26 10:03:42.988429,Orin,32,74,6,80
35,30,480,2024-03-26 10:03:43.037095,Orin,33,74,6,80
31,30,480,2024-03-26 10:03:43.082270,Orin,29,74,6,80
36,30,480,2024-03-26 10:03:43.133152,Orin,24,74,6,80
30,30,480,2024-03-26 10:03:43.176571,Orin,32,74,6,80
36,30,480,2024-03-26 10:03:43.228364,Orin,25,74,6,80
